DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,PM2.5 Promedio ponderado  de 12 hrs.,NO2 Horario
JUN,9,13,60.90,34.16,12.60,0.81,143.08,12,5.15
JUN,9,14,63.19,39.36,12.65,0.82,99.95,11,8.72
JUN,9,15,71.33,46.10,12.74,0.80,58.53,11,7.02
JUN,9,16,82.16,54.85,13.23,0.80,35.99,13,7.16
JUN,9,17,97.34,65.53,14.34,0.79,32.96,17,9.67
JUN,9,18,57.49,68.10,14.61,0.81,33.14,22,18.03
JUN,9,19,47.23,67.07,14.72,0.82,52.28,20,15.60
JUN,9,20,49.10,66.09,14.76,0.83,58.35,18,7.74
JUN,9,21,43.75,63.95,14.79,0.82,58.27,20,9.47
JUN,9,22,44.12,61.57,14.40,0.80,40.15,28,6.54
JUN,9,23,42.65,57.98,14.24,0.79,22.60,19,6.63
JUN,10,0,43.36,53.13,14.21,0.75,16.49,14,2.85
JUN,10,1,40.49,46.02,14.16,0.70,14.19,10,2.53
JUN,10,2,39.15,43.73,14.07,0.66,10.69,7,2.81
JUN,10,3,36.67,42.41,13.99,0.62,7.59,6,2.45
JUN,10,4,33.07,40.41,13.94,0.60,6.99,10,3.50
JUN,10,5,17.47,37.12,13.85,0.58,13.17,14,6.19
JUN,10,6,13.65,33.31,13.72,0.60,19.24,10,13.50
JUN,10,7,10.64,29.31,13.67,0.62,31.80,16,14.55
JUN,10,8,13.93,25.63,14.32,0.67,45.90,17,12.16
JUN,10,9,28.23,24.10,16.36,0.69,40.93,14,5.22
JUN,10,10,33.46,23.39,17.35,0.74,25.83,13,3.38
JUN,10,11,39.55,23.75,18.77,0.76,23.50,15,2.15
JUN,10,12,43.80,25.09,19.92,0.79,19.65,17,1.34
JUN,10,13,49.84,29.14,20.48,0.83,33.71,15,1.16
JUN,10,14,52.03,33.93,20.55,0.82,22.55,13,1.48
JUN,10,15,56.93,39.72,20.99,0.80,18.30,11,3.22
JUN,10,16,57.01,45.11,21.14,0.77,44.78,14,3.38
JUN,10,17,56.43,48.63,20.58,0.77,37.33,16,1.70
JUN,10,18,50.74,50.79,20.35,0.72,24.10,14,1.27
JUN,10,19,46.40,51.65,20.29,0.70,31.54,15,1.62
JUN,10,20,44.24,51.70,20.28,0.67,29.03,16,0.83
JUN,10,21,40.84,50.58,20.29,0.61,24.49,12,0.98
