DATOS HORARIOS 2017_CRUZ ROJA,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
MZO,8,13,14.91,23.02,0.37,16.46,68.55,3.8,98.48,23.58,37.05,626.42,27.69
MZO,8,14,19.28,15.87,0.36,15.7,69.84,2.78,106.21,24.73,30.13,625.59,23.48
MZO,8,15,21.8,10.61,0.39,16.1,47.95,1.98,141.97,25.78,27.92,624.77,17.48
MZO,8,16,23.24,13,0.36,15.18,47.89,2.25,106.69,26.62,25.5,623.91,21.71
MZO,8,17,21.49,14.81,0.4,18.79,53.8,2.45,116.1,26.87,25.16,623.37,24.65
MZO,8,18,18.64,6.35,0.54,22.24,72.89,2.02,145.94,26.48,25.22,623.39,26.31
MZO,8,19,16.58,4.37,0.84,27.5,63.58,2.34,209.45,25.58,28.57,623.79,19.46
MZO,8,20,16.88,4.19,0.75,23.66,70.31,2.99,239.44,22.18,41.76,624.75,27.79
MZO,8,21,14.87,4.11,0.71,22.67,56.15,1.6,296.72,21.73,43.51,625.61,22.9
MZO,8,22,9.13,38.65,0.59,21.19,52.67,3.56,75.48,17.79,64.34,627.1,30.8
MZO,8,23,7.19,27.85,0.57,17.72,25.69,3.16,50.61,16.3,76.24,627.34,18.2
MZO,9,0,5.27,72.2,0.81,20.74,23.1,2.58,61.44,17.06,69.78,626.95,12.58
MZO,9,1,8,35.27,0.64,15.53,27.6,2.08,61.9,16.54,67.71,626.77,14.04
MZO,9,2,13.05,11.22,0.32,10.73,19.43,2.17,61.77,16.21,66.91,626.4,10.72
MZO,9,3,12.53,8.6,0.29,10.8,12.83,0.99,35.9,16.23,66.87,626.2,4.92
MZO,9,4,6.69,8.94,0.3,17.08,13.1,1.17,93.49,15.36,70.47,625.96,7.29
MZO,9,5,4.25,11.22,0.32,19.24,17.07,1.63,118.97,14.84,75.43,625.83,11.74
MZO,9,6,4.31,39.36,0.32,19.05,30.31,1.99,67.46,14.37,75.87,625.92,20.95
MZO,9,7,3.75,10.37,0.57,19.73,36.71,1.15,269.63,13.3,77.36,626.23,19.91
