DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2020,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 promedio 8 hrs.,SO2 promedio 24hrs,CO promedio 8hrs.,NO2 horario,PM10 promedio ponderado 12hrs.
JUL,19,23,29.71,43.21,3.73,2.311,10.96,NA
JUL,20,0,25.04,39.09,3.74,2.313,9.77,NA
JUL,20,1,20.23,34.3,3.68,2.316,9.3,41
JUL,20,2,14.35,29.21,3.65,2.307,11.6,44
JUL,20,3,9.32,25.13,3.65,2.297,16.69,65
JUL,20,4,0.97,21.52,3.64,2.28,18.56,65
JUL,20,5,2.22,17.21,3.6,2.275,19.8,NA
JUL,20,6,0.52,12.79,3.57,2.284,19.88,NA
JUL,20,7,0.48,9.14,3.54,2.301,16.37,NA
JUL,20,8,3.44,6.44,3.49,2.323,16.33,NA
JUL,20,9,10.70,5.25,3.39,2.34,13.95,NA
JUL,20,10,17.20,5.61,3.2,2.358,11.38,NA
JUL,20,11,26.22,7.72,3.04,2.373,11.31,NA
JUL,20,12,46.43,13.35,2.93,2.372,7.59,NA
JUL,20,13,42.95,18.44,2.82,2.367,5.87,NA
JUL,20,14,70.54,27.19,2.76,2.363,6.04,NA
JUL,20,15,59.13,34.52,2.7,2.352,4.41,NA
JUL,20,16,65.10,42.23,2.74,2.341,4.29,NA
JUL,20,17,69.93,49.63,2.78,2.331,4.73,NA
JUL,20,18,63.96,55.48,2.84,2.332,4.76,NA
JUL,20,19,63.98,60.2,2.88,2.326,5.08,NA
JUL,20,20,54.55,61.27,2.74,2.352,10.53,NA
JUL,20,21,41.78,61.12,2.43,2.396,14.09,NA
JUL,20,22,40.85,57.41,NA,2.397,13.04,NA
JUL,20,23,30.97,53.89,NA,2.401,15.66,NA
JUL,21,0,22.45,48.56,NA,2.397,18.49,NA
JUL,21,1,24.72,42.91,NA,2.391,8.74,44
JUL,21,2,26.46,38.22,NA,2.369,9.2,32
JUL,21,3,20.56,32.79,NA,2.355,11.16,27
JUL,21,4,19.84,28.45,NA,2.324,14.27,26
JUL,21,5,13.65,24.94,NA,2.277,15.32,28
JUL,21,6,13.51,21.52,NA,2.27,16.22,28
JUL,21,7,12.21,19.17,NA,2.279,20.71,29
JUL,21,8,11.58,17.82,NA,2.306,15.52,36
JUL,21,9,31.93,18.72,NA,2.311,10.84,29
JUL,21,10,34.46,19.72,NA,2.319,8.05,27
JUL,21,11,37.82,21.88,NA,2.331,8.91,NA
JUL,21,12,50.36,25.69,NA,2.338,7.85,37
JUL,21,13,63.42,31.91,NA,2.34,7.92,44
JUL,21,14,73.77,39.44,NA,2.342,6.97,48
JUL,21,15,68.95,46.54,NA,2.325,4.54,43
JUL,21,16,61.09,52.73,NA,2.299,3.85,NA
JUL,21,17,61.26,56.39,NA,2.297,3.97,NA
JUL,21,18,63.04,59.97,NA,2.308,4.34,27
JUL,21,19,56.30,62.28,3.68,2.309,8.51,42
JUL,21,20,48.12,62,3.72,2.314,9.07,53
JUL,21,21,46.30,59.86,3.75,2.322,8.94,42
JUL,21,22,42.13,55.9,3.78,2.314,8.22,43
JUL,21,23,35.33,51.7,3.79,2.312,8.24,29
JUL,22,0,27.99,47.56,3.82,2.31,12.46,25
JUL,22,1,27.08,43.29,3.82,2.308,10.71,22
JUL,22,2,26.27,38.69,3.85,2.292,10.42,18
JUL,22,3,25.68,34.86,3.88,2.281,9.46,14
JUL,22,4,19.57,31.3,3.91,2.269,11.41,13
JUL,22,5,19.31,27.92,3.92,2.258,10.06,17
JUL,22,6,10.70,23.99,3.95,2.26,17.38,22
JUL,22,7,6.24,20.36,4,2.274,17.62,25
JUL,22,8,9.98,18.11,4.04,2.297,15.13,27
JUL,22,9,21.97,17.47,4.1,2.309,9.81,23
JUL,22,10,29.02,17.81,4.16,2.322,8.39,27
JUL,22,11,36.91,19.21,4.21,2.331,8.86,26
JUL,22,12,45.47,22.45,4.22,2.339,7.28,24
JUL,22,13,52.61,26.61,4.15,2.345,7.87,27
JUL,22,14,57.62,32.48,3.91,2.341,7.33,23
JUL,22,15,57.34,38.87,3.7,2.334,5.92,21
JUL,22,16,52.50,44.18,3.54,2.331,6.34,28
JUL,22,17,57.61,48.64,3.43,2.334,6.43,27
JUL,22,18,54.57,51.83,3.37,2.345,7.53,34
JUL,22,19,44.01,52.72,3.31,2.351,6.74,47
JUL,22,20,39.97,52.03,3.24,2.359,8.18,36
JUL,22,21,38.15,50.22,3.15,2.373,7.26,27
JUL,22,22,36.48,47.58,3.07,2.383,7.95,20
JUL,22,23,36.12,44.93,3,2.379,7.97,17
JUL,23,0,35.57,42.81,2.92,2.361,8.08,14
JUL,23,1,34.61,39.93,2.9,2.345,7.73,13
JUL,23,2,29.84,36.84,2.92,2.326,10,12
JUL,23,3,31.15,35.24,2.96,2.317,11.1,15
JUL,23,4,20.01,32.74,3,2.307,9.69,15
JUL,23,5,18.22,30.25,3.03,2.294,10.72,16
JUL,23,6,19.04,28.07,3.06,2.287,12.68,16
JUL,23,7,13.51,25.24,3.11,2.31,11.74,19
JUL,23,8,6.75,21.64,3.15,2.342,20.77,23
JUL,23,9,17.27,19.47,3.2,2.354,14.14,25
JUL,23,10,33.43,19.92,3.24,2.359,7.65,24
JUL,23,11,37.89,20.76,3.31,2.362,8.34,23
JUL,23,12,43.63,23.72,3.53,2.362,6.9,28
JUL,23,13,50.57,27.76,3.73,2.361,7.3,22
JUL,23,14,55.44,32.31,3.98,2.357,7.15,21
JUL,23,15,58.37,37.92,4.15,2.324,6.91,17
JUL,23,16,61.90,44.81,4.33,2.288,6.58,13
JUL,23,17,62.13,50.42,4.63,2.272,6.64,18
JUL,23,18,65.72,54.46,4.79,2.261,7.32,19
JUL,23,19,66.30,58.01,5.03,2.258,8.13,25
JUL,23,20,58.33,59.84,5.17,2.273,8.19,37
JUL,23,21,43.05,58.91,5.28,2.286,8.27,44
JUL,23,22,41.39,57.15,5.38,2.298,8.19,45
JUL,23,23,35.53,54.29,5.47,2.306,8.08,29
JUL,24,0,36.36,51.1,5.54,2.308,8.42,21
JUL,24,1,36.34,47.88,5.59,2.31,7.18,12
JUL,24,2,27.04,43.04,5.63,2.315,8.28,15
JUL,24,3,27.71,38.22,5.66,2.319,9.46,19
JUL,24,4,25.44,34.11,5.69,2.302,7.54,15
JUL,24,5,11.62,30.18,5.74,2.292,14.44,18
JUL,24,6,6.61,25.83,5.8,2.305,19.87,23
JUL,24,7,8.30,22.43,5.84,2.331,20.92,29
JUL,24,8,5.69,18.59,5.88,2.373,20.33,43
JUL,24,9,17.94,16.29,5.92,2.391,12.71,38
JUL,24,10,27.94,16.4,5.89,2.406,10.11,28
JUL,24,11,37.17,17.59,5.8,2.408,7.83,25
JUL,24,12,45.54,20.1,5.59,2.415,6.93,25
JUL,24,13,53.64,25.35,5.37,2.418,6.87,24
JUL,24,14,54.91,31.39,5.13,2.399,7.34,23
JUL,24,15,53.13,37,4.96,2.372,7.67,21
JUL,24,16,58.44,43.59,4.8,2.328,7.22,19
JUL,24,17,61.07,48.98,4.56,2.31,6.58,16
JUL,24,18,63.82,53.47,4.51,2.298,9.67,25
JUL,24,19,51.79,55.3,4.35,2.309,7.67,45
JUL,24,20,38.62,54.43,4.33,2.351,11.18,56
JUL,24,21,21.20,50.37,4.31,2.416,15.81,41
JUL,24,22,20.64,46.09,4.29,2.453,15.18,35
JUL,24,23,20.45,42.01,4.28,2.478,15.22,31
JUL,25,0,25.29,37.86,4.27,2.485,10.46,31
JUL,25,1,29.85,33.96,4.22,2.484,6.92,25
JUL,25,2,29.58,29.68,4.14,2.479,6.61,19
JUL,25,3,34.05,27.46,4.05,2.459,5.63,14
JUL,25,4,30.09,26.39,3.96,2.413,9.83,12
JUL,25,5,14.13,25.51,3.86,2.348,12.25,18
JUL,25,6,11.45,24.36,3.76,2.322,14.57,22
JUL,25,7,10.63,23.13,3.65,2.33,24.52,21
JUL,25,8,5.77,20.69,3.56,2.406,19.48,23
JUL,25,9,9.05,18.09,3.48,2.473,20.71,27
JUL,25,10,30.43,18.2,3.45,2.495,14.71,25
JUL,25,11,40.78,19.04,3.44,2.51,11.14,20
JUL,25,12,45.00,20.91,3.42,2.513,6.37,20
JUL,25,13,49.44,25.32,3.41,2.507,6.99,44
JUL,25,14,52.45,30.45,3.36,2.501,6.68,44
JUL,25,15,53.36,35.79,3.34,2.472,7.24,30
JUL,25,16,53.50,41.75,3.31,2.389,8.32,18
JUL,25,17,59.20,48.02,3.25,2.324,8.04,16
JUL,25,18,65.39,52.39,3.11,2.31,5.95,19
JUL,25,19,64.27,55.33,3.02,2.305,5.45,22
JUL,25,20,43.47,55.14,2.92,2.372,11.82,31
JUL,25,21,33.56,53.15,2.88,2.411,9.13,47
JUL,25,22,28.87,50.2,2.84,2.442,10.04,43
JUL,25,23,31.00,47.41,2.78,2.452,9.96,34
JUL,26,0,36.78,45.32,2.72,2.458,8.54,26
JUL,26,1,41.69,43.13,2.73,2.456,5.76,17
JUL,26,2,37.31,39.62,2.77,2.45,5.44,12
JUL,26,3,34.80,35.94,2.82,2.441,4.67,12
JUL,26,4,35.27,34.91,2.88,2.368,5.8,8
JUL,26,5,34.23,34.99,2.92,2.327,6.55,11
JUL,26,6,33.01,35.51,2.94,2.289,7.42,13
JUL,26,7,30.41,35.44,2.99,2.28,8.42,13
JUL,26,8,30.54,34.66,3.02,2.288,7.62,17
JUL,26,9,36.12,33.96,3.03,2.301,7.66,15
JUL,26,10,40.26,34.33,3.06,2.312,5.73,11
JUL,26,11,44.98,35.61,3.09,2.327,4.92,7
JUL,26,12,46.87,37.05,3.13,2.351,4.22,10
JUL,26,13,50.09,39.04,3.18,2.367,3.98,11
JUL,26,14,57.86,42.14,3.22,2.388,4.56,11
JUL,26,15,63.36,46.26,3.25,2.399,4.54,12
JUL,26,16,59.51,49.88,3.25,2.405,6.98,27
JUL,26,17,48.99,51.49,3.26,2.418,10.41,32
JUL,26,18,42.06,51.72,3.27,2.424,12.83,17
JUL,26,19,33.44,50.27,3.28,2.448,9.64,14
JUL,26,20,28.33,47.96,3.27,2.466,13.08,19
JUL,26,21,32.44,45.75,3.26,2.497,8.44,27
JUL,26,22,37.51,43.21,3.27,2.495,7.18,31
JUL,26,23,34.18,39.56,3.28,2.496,9.59,26
JUL,27,0,28.58,35.69,3.3,2.488,9.36,19
JUL,27,1,27.35,32.99,3.3,2.472,9.74,13
JUL,27,2,29.43,31.41,3.3,2.456,5.5,13
JUL,27,3,21.46,29.91,3.28,2.421,8.58,14
JUL,27,4,13.97,28.12,3.27,2.384,10.08,14
JUL,27,5,11.24,25.47,3.27,2.339,7.81,17
JUL,27,6,11.20,22.18,3.27,2.325,9.97,15
JUL,27,7,4.19,18.43,3.26,2.323,16.15,17
JUL,27,8,6.42,15.66,3.24,2.334,12.44,19
JUL,27,9,11.68,13.7,3.23,2.354,10.29,17
JUL,27,10,16.73,12.11,3.22,2.369,5.95,15
JUL,27,11,23.91,12.42,3.22,2.375,4.9,10
JUL,27,12,31.02,14.55,3.22,2.375,4.28,10
JUL,27,13,36.83,17.75,3.2,2.377,3.52,10
JUL,27,14,38.97,21.22,3.2,2.375,3.59,11
JUL,27,15,40.30,25.73,3.22,2.366,3.36,39
JUL,27,16,45.41,30.61,3.27,2.364,4.4,70
JUL,27,17,44.71,34.74,3.28,2.354,4.12,43
JUL,27,18,40.39,37.69,3.3,2.356,3.69,30
JUL,27,19,43.01,40.08,3.33,2.372,4.45,27
JUL,27,20,35.17,40.6,3.35,2.391,9.87,36
JUL,27,21,29.29,39.66,3.36,2.401,9.2,43
JUL,27,22,31.55,38.73,3.37,2.398,6.35,39
JUL,27,23,29.73,37.41,3.36,2.394,6.94,23
JUL,28,0,25.31,34.89,3.36,2.377,6.87,20
JUL,28,1,26.54,32.62,3.38,2.362,7.35,18
JUL,28,2,24.34,30.62,3.41,2.349,5.88,33
JUL,28,3,19.52,27.68,3.44,2.34,7.76,50
JUL,28,4,17.64,25.49,3.47,2.326,10.48,32
JUL,28,5,15.93,23.82,3.49,2.33,9.23,23
JUL,28,6,13.57,21.57,3.51,2.35,12.06,20
JUL,28,7,11.25,19.26,3.56,2.375,14.3,23
JUL,28,8,12.18,17.62,3.62,2.395,15.94,25
JUL,28,9,12.63,15.88,3.68,2.435,17.09,27
JUL,28,10,21.25,15.5,3.74,2.462,12.07,26
JUL,28,11,32.51,17.12,3.77,2.465,8.47,22
JUL,28,12,41.04,20.05,3.83,2.474,9.06,22
JUL,28,13,50.45,24.36,3.9,2.472,7.28,21
JUL,28,14,54.32,29.45,3.96,2.462,7.21,18
JUL,28,15,53.60,34.75,3.98,2.445,6.64,17
JUL,28,16,46.62,39.05,3.99,2.433,8.32,16
JUL,28,17,38.02,42.23,4.03,2.407,10.96,28
JUL,28,18,38.01,44.32,4.07,2.389,10.83,27
JUL,28,19,35.60,44.71,4.09,2.384,10.37,26
JUL,28,20,24.88,42.69,4.12,2.384,8.99,36
JUL,28,21,18.08,38.64,4.18,2.407,11.37,26
JUL,28,22,16.38,33.9,4.3,2.415,12.96,17
JUL,28,23,23.19,30.1,4.42,2.414,8.29,13
JUL,29,0,24.87,NA,NA,NA,5.53,NA
JUL,29,1,24.78,NA,NA,NA,5.13,12
JUL,29,2,20.90,NA,NA,NA,6.43,9
JUL,29,3,20.05,NA,NA,NA,6.67,6
JUL,29,4,17.32,NA,NA,NA,7.09,7
JUL,29,5,13.81,20.29,NA,2.317,7.55,7
JUL,29,6,9.34,18.72,NA,2.348,12.27,8
JUL,29,7,3.69,16.84,NA,2.372,16.27,16
JUL,29,8,3.51,14.17,NA,2.421,15.81,34
JUL,29,9,8.30,12.11,NA,2.46,14.19,32
JUL,29,10,19.64,11.96,NA,2.483,9.94,19
JUL,29,11,25.12,12.59,NA,2.489,9.19,16
JUL,29,12,25.56,13.62,3.17,2.493,9.46,16
JUL,29,13,32.36,15.94,3.1,2.484,7.97,5
JUL,29,14,33.77,18.99,3.05,2.449,6.02,3
JUL,29,15,34.42,22.83,2.99,2.418,6.38,NA
JUL,29,16,37.71,27.11,2.94,2.385,8.99,1
JUL,29,17,41.50,31.26,2.76,2.361,8.6,1
JUL,29,18,39.66,33.76,2.58,2.343,8.46,0
JUL,29,19,37.96,35.37,2.41,2.364,11.67,0
JUL,29,20,24.57,35.24,2.25,2.366,10.4,0
JUL,29,21,19.97,33.7,2.03,2.383,7.49,0
JUL,29,22,12.82,31.08,1.77,2.416,10.2,0
JUL,29,23,12.67,28.36,1.58,2.422,10.64,1
JUL,30,0,13.09,25.28,1.42,2.406,8.48,0
JUL,30,1,10.34,21.39,1.46,2.388,9.74,1
JUL,30,2,13.77,18.15,1.54,2.38,6.93,1
JUL,30,3,12.26,14.94,1.63,2.352,9.01,1
JUL,30,4,14.13,13.63,1.72,2.343,9.15,1
JUL,30,5,13.63,12.84,1.81,2.333,7.75,1
JUL,30,6,8.83,12.34,1.88,2.31,11.4,NA
JUL,30,7,1.36,10.93,1.96,2.337,15.38,NA
JUL,30,8,2.65,9.62,2.05,2.384,16.66,NA
JUL,30,9,5.76,9.05,2.15,2.417,13.49,NA
JUL,30,10,15.47,9.26,2.25,2.436,8.78,NA
JUL,30,11,27.76,11.2,2.35,2.445,6.6,NA
JUL,30,12,36.12,13.95,2.46,2.446,6.46,NA
JUL,30,13,44.26,17.78,2.51,2.436,7.49,NA
JUL,30,14,46.88,22.53,2.56,2.431,7.99,NA
JUL,30,15,51.18,28.76,2.59,2.403,6.59,NA
JUL,30,16,53.28,35.09,2.64,2.36,6.95,25
JUL,30,17,52.69,40.95,2.77,2.339,7.27,27
JUL,30,18,37.52,43.71,3,2.372,8.11,30
JUL,30,19,28.15,43.76,3.24,2.407,12.56,32
JUL,30,20,29.08,42.88,3.42,2.427,9.35,34
JUL,30,21,35.88,41.83,3.57,2.446,7.56,32
JUL,30,22,32.29,40.01,3.71,2.464,8.15,48
JUL,30,23,28.00,37.11,3.8,2.468,9.03,37
JUL,31,0,27.22,33.86,3.87,2.466,7.67,27
JUL,31,1,24.23,30.3,3.91,2.456,7.97,20
JUL,31,2,20.92,28.22,3.97,2.409,7.25,22
JUL,31,3,19.53,27.15,4.05,2.36,8.52,24
JUL,31,4,17.85,25.74,4.13,2.34,7.31,32
JUL,31,5,22.47,24.07,4.21,2.326,9.07,22
JUL,31,6,14.24,21.81,4.29,2.317,12.22,17
JUL,31,7,12.05,19.82,4.38,2.33,15.34,23
JUL,31,8,14.84,18.27,4.47,2.344,19.18,26
JUL,31,9,10.34,16.53,4.55,2.392,14.6,29
JUL,31,10,17.30,16.08,4.87,2.444,15.37,38
JUL,31,11,25.72,16.85,5.02,2.458,8.73,36
JUL,31,12,31.47,18.55,5.11,2.47,8.21,31
JUL,31,13,40.02,20.75,5.21,2.479,7.14,28
JUL,31,14,43.38,24.39,5.27,2.479,6.19,21
JUL,31,15,43.67,28.34,5.36,2.465,6.36,22
JUL,31,16,39.68,31.45,5.42,2.453,6.1,19
JUL,31,17,36.40,34.71,5.58,2.414,7.08,19
JUL,31,18,34.33,36.83,5.63,2.386,9.23,19
JUL,31,19,32.06,37.63,5.62,2.387,9.11,27
JUL,31,20,29.47,37.37,5.65,2.399,9.8,32
JUL,31,21,25.56,35.57,5.72,2.409,11.87,33
JUL,31,22,23.91,33.13,5.77,2.415,10.11,33
JUL,31,23,20.37,30.22,5.84,2.423,11.65,28
