DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2020,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,
,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.
ABRIL,6,6,13.953463,17.672193,4.182575,0.71629,29.8018
ABRIL,6,7,2.22465,15.343068,4.248557,0.78537,35.0265
ABRIL,6,8,1.234172,12.464583,4.410449,0.844682,58.1179
ABRIL,6,9,5.221312,10.012885,4.738162,0.902863,62.4273
ABRIL,6,10,20.684597,11.142931,5.034188,0.919441,64.5237
ABRIL,6,11,37.596633,14.852839,5.111422,0.927428,48.9659
ABRIL,6,12,36.704759,16.974348,5.162078,0.930865,29.7512
ABRIL,6,13,NA,NA,NA,NA,NA
ABRIL,6,14,NA,17.277687,5.309485,0.991196,NA
ABRIL,6,15,52.8353,25.712796,5.380159,0.924366,2.4876
ABRIL,6,16,57.00455,35.007859,5.447152,0.860105,1.2375
