DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2020,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,NO2 Horario
AGO,18,19,42.91,51.84,2.86,2.60,27,NA
AGO,18,20,36.55,52.12,2.19,2.62,30,NA
AGO,18,21,33.17,50.43,2.13,2.63,28,NA
AGO,18,22,31.85,47.57,2.07,2.64,26,NA
AGO,18,23,31.94,43.93,2.06,2.64,20,NA
AGO,19,0,29.59,39.86,2.03,2.64,16,NA
AGO,19,1,21.78,34.95,2.04,2.63,15,NA
AGO,19,2,23.05,31.35,2.07,2.62,16,NA
AGO,19,3,24.31,29.03,1.99,2.60,17,NA
AGO,19,4,22.33,27.25,2.05,2.57,24,NA
AGO,19,5,11.16,24.50,2.10,2.56,22,NA
AGO,19,6,6.34,21.31,2.16,2.57,22,NA
AGO,19,7,9.58,18.52,2.23,2.56,23,NA
AGO,19,8,6.34,15.61,2.30,2.62,29,NA
AGO,19,9,9.55,14.08,2.51,2.65,36,NA
AGO,19,10,20.19,13.72,3.12,2.66,33,NA
AGO,19,11,26.46,13.99,3.27,2.66,30,NA
AGO,19,12,34.48,15.51,3.37,2.66,25,NA
AGO,19,13,41.90,19.36,3.43,2.66,21,NA
AGO,19,14,45.78,24.28,3.60,2.67,18,NA
AGO,19,15,51.76,29.56,3.92,2.70,25,NA
AGO,19,16,60.94,36.38,4.10,2.65,27,NA
AGO,19,17,52.54,41.76,5.63,2.70,29,NA
AGO,19,18,34.02,43.48,8.41,2.84,34,NA
AGO,19,19,33.49,44.36,8.70,2.85,31,NA
AGO,19,20,35.95,44.55,8.81,2.86,26,NA
AGO,19,21,35.06,43.69,8.87,2.87,19,NA
AGO,19,22,29.83,41.70,8.94,2.87,18,NA
AGO,19,23,31.65,39.19,8.98,2.85,16,NA
AGO,20,0,31.55,35.51,9.03,2.84,17,NA
AGO,20,1,27.34,32.36,9.05,2.75,17,NA
AGO,20,2,20.04,30.61,9.04,2.60,15,NA
AGO,20,3,20.46,28.99,9.00,2.59,23,NA
AGO,20,4,16.86,26.60,8.94,2.59,20,NA
AGO,20,5,3.38,22.64,8.98,2.61,28,NA
AGO,20,6,4.60,19.49,9.26,2.62,37,NA
AGO,20,7,2.52,15.84,9.39,2.66,42,NA
AGO,20,8,2.54,12.22,9.49,2.74,42,NA
AGO,20,9,5.07,9.43,9.57,2.82,51,NA
AGO,20,10,19.46,9.36,9.20,2.84,50,NA
AGO,20,11,29.48,10.49,9.30,2.85,55,NA
AGO,20,12,39.44,13.31,9.45,2.85,51,NA
AGO,20,13,46.30,18.68,9.55,2.84,41,NA
AGO,20,14,53.92,24.84,9.95,2.84,34,NA
AGO,20,15,63.62,32.48,10.58,2.88,32,NA
AGO,20,16,50.67,38.50,10.68,2.82,27,NA
AGO,20,17,55.86,44.84,9.29,2.75,25,NA
AGO,20,18,59.68,49.87,6.59,2.74,24,NA
AGO,20,19,57.71,53.40,6.41,2.75,27,NA
AGO,20,20,50.88,54.83,6.39,2.80,33,NA
AGO,20,21,32.20,53.07,6.43,2.87,42,NA
AGO,20,22,18.50,48.64,6.49,2.91,47,NA
AGO,20,23,25.83,43.92,6.53,2.85,49,NA
AGO,21,0,25.64,40.79,6.56,2.84,41,NA
AGO,21,1,12.68,35.39,6.59,2.85,40,NA
AGO,21,2,0.96,28.05,6.61,2.85,43,NA
AGO,21,3,5.31,21.50,6.64,2.84,42,NA
AGO,21,4,5.46,15.82,6.63,2.79,34,NA
AGO,21,5,0.93,11.91,6.56,2.73,31,NA
AGO,21,6,NA,10.97,6.28,2.69,31,NA
AGO,21,7,NA,8.49,6.24,2.75,38,NA
AGO,21,8,2.23,4.59,6.26,2.81,44,NA
AGO,21,9,10.43,4.22,6.16,2.84,40,NA
AGO,21,10,23.28,7.94,6.24,2.85,38,NA
AGO,21,11,34.51,12.81,6.22,2.85,40,NA
AGO,21,12,51.08,20.41,6.10,2.86,37,NA
AGO,21,13,58.91,30.07,6.04,2.86,33,NA
AGO,21,14,63.95,34.91,5.58,2.82,32,NA
AGO,21,15,63.39,38.47,4.78,2.76,28,NA
AGO,21,16,65.30,46.36,4.72,2.68,26,NA
AGO,21,17,67.61,53.50,4.83,2.65,24,NA
AGO,21,18,63.82,58.57,4.95,2.66,26,NA
AGO,21,19,43.38,59.68,4.96,2.69,29,NA
AGO,21,20,32.54,57.36,4.95,2.72,34,NA
AGO,21,21,22.81,52.85,4.90,2.78,40,NA
AGO,21,22,15.91,46.85,4.86,2.83,48,NA
AGO,21,23,12.96,40.54,4.84,2.86,48,NA
AGO,22,0,10.86,33.74,4.84,2.90,48,NA
AGO,22,1,5.20,25.93,4.82,2.93,47,NA
AGO,22,2,14.51,19.77,4.79,2.94,52,NA
AGO,22,3,1.20,14.50,4.78,2.94,55,NA
AGO,22,4,1.24,10.59,4.80,2.91,52,NA
AGO,22,5,11.65,9.19,4.80,2.87,49,NA
AGO,22,6,NA,8.23,4.77,2.84,48,NA
AGO,22,7,7.75,7.49,4.77,2.86,60,NA
AGO,22,8,3.44,6.43,4.80,2.89,79,NA
AGO,22,9,9.60,7.06,4.79,2.91,75,NA
AGO,22,10,24.01,8.41,4.63,2.90,58,NA
AGO,22,11,45.72,14.77,4.48,2.89,44,NA
AGO,22,12,56.44,22.66,4.40,2.87,35,NA
AGO,22,13,61.79,29.82,4.34,2.85,28,NA
AGO,22,14,64.21,34.12,4.24,2.82,26,NA
AGO,22,15,66.21,41.43,4.49,2.78,24,NA
AGO,22,16,64.77,49.10,4.38,2.71,24,NA
AGO,22,17,58.09,55.16,4.22,2.67,24,NA
AGO,22,18,55.49,59.09,4.38,2.65,26,NA
AGO,22,19,44.82,58.98,4.35,2.66,28,NA
AGO,22,20,32.48,55.98,4.38,2.67,27,NA
AGO,22,21,23.81,51.24,4.64,2.69,28,NA
AGO,22,22,24.72,46.30,4.84,2.70,28,NA
AGO,22,23,26.65,41.35,4.92,2.70,26,NA
AGO,23,0,25.13,36.40,5.00,2.70,24,NA
AGO,23,1,22.82,31.99,5.03,2.69,20,NA
AGO,23,2,23.09,27.94,5.00,2.66,16,NA
AGO,23,3,24.23,25.37,4.93,2.63,17,NA
AGO,23,4,25.40,24.48,4.84,2.60,17,NA
AGO,23,5,23.18,24.40,4.84,2.57,21,NA
AGO,23,6,14.47,23.12,4.90,2.56,26,NA
AGO,23,7,11.95,21.28,4.93,2.56,34,NA
AGO,23,8,13.49,19.83,4.89,2.58,41,NA
AGO,23,9,23.59,19.92,4.68,2.61,38,NA
AGO,23,10,36.09,21.55,4.47,2.62,33,NA
AGO,23,11,47.06,24.40,4.29,2.64,26,NA
AGO,23,12,52.60,27.81,4.34,2.65,23,NA
AGO,23,13,53.40,31.58,4.43,2.66,26,NA
AGO,23,14,54.88,36.63,4.52,2.66,27,NA
AGO,23,15,57.70,42.35,4.18,2.65,24,NA
AGO,23,16,52.55,47.24,4.15,2.64,23,NA
AGO,23,17,45.11,49.92,4.36,2.63,26,NA
AGO,23,18,46.23,51.19,5.36,2.64,30,NA
AGO,23,19,42.56,50.63,5.57,2.64,25,NA
AGO,23,20,37.37,48.72,5.83,2.66,25,NA
AGO,23,21,34.85,46.41,5.64,2.66,25,NA
AGO,23,22,31.75,43.51,5.44,2.66,23,NA
AGO,23,23,33.39,40.48,5.41,2.65,23,NA
AGO,24,0,30.48,37.72,5.35,2.63,21,NA
AGO,24,1,31.34,36.00,5.31,2.62,17,NA
AGO,24,2,26.77,33.56,5.34,2.59,21,NA
AGO,24,3,23.37,31.17,5.37,2.58,22,NA
AGO,24,4,24.84,29.60,5.35,2.55,23,NA
AGO,24,5,22.26,28.03,5.25,2.54,22,NA
AGO,24,6,12.33,25.60,5.10,2.55,26,NA
AGO,24,7,8.46,22.48,4.82,2.57,32,NA
AGO,24,8,13.17,20.32,4.50,2.60,39,NA
AGO,24,9,20.29,18.94,4.44,2.62,36,NA
AGO,24,10,33.64,19.80,4.41,2.63,31,NA
AGO,24,11,40.34,21.92,4.40,2.64,29,NA
AGO,24,12,45.08,24.45,4.40,2.65,23,NA
AGO,24,13,46.98,27.54,4.40,2.66,23,NA
AGO,24,14,49.96,32.24,4.40,2.65,23,NA
AGO,24,15,56.40,38.23,4.40,2.62,20,NA
AGO,24,16,56.74,43.68,4.76,2.60,21,NA
AGO,24,17,44.38,46.69,5.28,2.61,25,NA
AGO,24,18,34.97,46.86,4.06,2.62,44,NA
AGO,24,19,31.51,45.75,4.64,2.63,56,NA
AGO,24,20,28.83,43.72,4.48,2.64,45,NA
AGO,24,21,30.08,41.61,4.40,2.64,35,NA
AGO,24,22,28.04,38.87,4.50,2.63,31,NA
AGO,24,23,23.29,34.73,4.40,2.63,27,NA
AGO,25,0,19.43,30.07,4.26,2.62,23,NA
AGO,25,1,19.86,27.00,4.21,2.59,16,NA
AGO,25,2,20.40,25.18,4.21,2.57,13,NA
AGO,25,3,22.11,24.01,4.24,2.54,14,NA
AGO,25,4,19.94,22.90,4.30,2.53,12,NA
AGO,25,5,19.73,21.60,4.33,2.52,14,NA
AGO,25,6,19.06,20.48,4.36,2.52,14,NA
AGO,25,7,14.14,19.33,4.39,2.54,20,NA
AGO,25,8,16.76,19.00,4.44,2.56,24,NA
AGO,25,9,20.26,19.05,4.52,2.58,25,NA
AGO,25,10,28.03,20.00,4.59,2.60,26,NA
AGO,25,11,31.57,21.19,4.68,2.62,25,NA
AGO,25,12,37.68,23.40,4.52,2.64,27,NA
AGO,25,13,36.81,25.54,4.39,2.65,55,NA
AGO,25,14,36.07,27.66,4.26,2.66,44,NA
AGO,25,15,36.24,30.43,4.16,2.65,31,NA
AGO,25,16,28.01,31.83,3.82,2.65,26,NA
AGO,25,17,30.36,33.10,3.20,2.64,25,NA
AGO,25,18,28.16,33.11,3.21,2.64,26,NA
AGO,25,19,26.30,32.45,2.58,2.63,25,NA
AGO,25,20,23.07,30.63,2.83,2.64,26,NA
AGO,25,21,23.79,29.00,3.79,2.64,30,NA
AGO,25,22,23.01,27.37,5.24,2.63,27,NA
AGO,25,23,18.38,25.13,6.39,2.62,21,NA
AGO,26,0,12.89,23.24,7.02,2.61,16,NA
AGO,26,1,17.04,21.58,7.29,2.59,13,NA
AGO,26,2,18.33,20.35,7.41,2.58,16,NA
AGO,26,3,15.73,19.03,7.45,2.56,23,NA
AGO,26,4,12.64,17.72,7.55,2.55,15,NA
AGO,26,5,7.04,15.63,7.83,2.54,17,NA
AGO,26,6,8.76,13.85,8.06,2.55,16,NA
AGO,26,7,8.47,12.61,8.22,2.57,17,NA
AGO,26,8,10.79,12.35,8.66,2.59,17,NA
AGO,26,9,10.04,11.47,9.81,2.62,23,NA
AGO,26,10,15.95,11.18,10.46,2.63,22,NA
AGO,26,11,18.70,11.55,11.10,2.65,20,NA
AGO,26,12,25.51,13.16,11.43,2.66,19,NA
AGO,26,13,31.53,16.22,11.72,2.67,17,NA
AGO,26,14,34.84,19.48,12.25,2.66,19,NA
AGO,26,15,39.73,23.39,12.45,2.66,32,NA
AGO,26,16,38.91,26.90,12.74,2.65,23,NA
AGO,26,17,31.82,29.63,14.87,2.69,20,NA
AGO,26,18,25.23,30.78,17.86,2.73,29,NA
AGO,26,19,22.78,31.29,18.24,2.73,30,NA
AGO,26,20,20.07,30.61,18.15,2.73,27,NA
AGO,26,21,17.80,28.90,17.53,2.73,25,NA
AGO,26,22,15.07,26.43,16.47,2.72,22,NA
AGO,26,23,12.37,23.01,15.73,2.70,21,NA
AGO,27,0,11.63,19.60,15.65,2.69,22,NA
AGO,27,1,12.85,17.22,15.72,2.63,21,NA
AGO,27,2,12.38,15.62,15.92,2.58,18,NA
AGO,27,3,11.14,14.16,16.24,2.56,20,NA
AGO,27,4,10.32,12.94,16.33,2.55,20,NA
AGO,27,5,13.13,12.36,16.08,2.55,19,NA
AGO,27,6,10.67,11.81,15.91,2.56,22,NA
AGO,27,7,5.84,10.99,15.90,2.58,39,NA
AGO,27,8,3.96,10.04,15.51,2.61,36,NA
AGO,27,9,8.84,9.54,14.38,2.63,34,NA
AGO,27,10,16.34,10.03,13.74,2.65,31,NA
AGO,27,11,14.05,10.39,13.08,2.66,26,NA
AGO,27,12,18.13,11.37,12.72,2.68,21,NA
AGO,27,13,21.71,12.44,12.55,2.70,23,NA
AGO,27,14,31.26,15.02,12.25,2.68,21,NA
AGO,27,15,25.01,17.41,12.09,2.69,19,NA
AGO,27,16,15.81,18.89,11.84,2.69,18,NA
AGO,27,17,14.15,19.56,9.68,2.69,14,NA
AGO,27,18,15.34,19.43,6.50,2.70,13,NA
AGO,27,19,9.47,18.86,6.00,2.73,12,NA
AGO,27,20,4.42,17.15,5.63,2.74,11,NA
AGO,27,21,6.87,15.29,5.15,2.74,14,NA
AGO,27,22,6.83,12.24,4.54,2.75,11,NA
AGO,27,23,7.66,10.07,4.06,2.74,12,NA
AGO,28,0,10.06,9.35,3.49,2.72,22,NA
AGO,28,1,11.43,9.01,3.13,2.70,22,NA
AGO,28,2,10.40,8.39,2.82,2.68,NA,NA
AGO,28,3,11.45,8.64,2.45,2.63,NA,NA
AGO,28,4,14.00,9.84,2.26,2.60,5,NA
AGO,28,5,13.39,10.65,2.22,2.59,5,NA
AGO,28,6,9.80,11.02,2.18,2.58,7,NA
AGO,28,7,5.73,10.78,2.07,2.59,6,NA
AGO,28,8,5.74,10.24,2.05,2.61,6,NA
AGO,28,9,8.13,9.83,2.04,2.63,8,NA
AGO,28,10,12.12,10.04,2.05,2.65,8,NA
AGO,28,11,14.40,10.41,2.08,2.66,11,NA
AGO,28,12,19.46,11.10,2.12,2.68,22,NA
AGO,28,13,24.25,12.45,2.01,2.69,15,NA
AGO,28,14,33.62,15.43,1.79,2.70,11,NA
AGO,28,15,35.61,19.17,1.76,2.70,12,NA
AGO,28,16,39.19,23.35,1.67,2.69,11,NA
AGO,28,17,36.42,26.88,1.64,2.69,13,NA
AGO,28,18,34.04,29.62,1.66,2.69,14,NA
AGO,28,19,28.42,31.38,1.69,2.70,15,NA
AGO,28,20,16.48,31.00,1.74,2.73,18,NA
AGO,28,21,16.98,30.10,1.81,2.74,20,NA
AGO,28,22,17.87,28.13,1.86,2.74,20,NA
AGO,28,23,19.51,26.11,1.92,2.74,23,NA
AGO,29,0,26.77,24.56,2.00,2.72,20,NA
AGO,29,1,34.30,24.30,1.99,2.71,19,NA
AGO,29,2,38.00,24.79,1.92,2.69,14,NA
AGO,29,3,37.26,25.90,1.86,2.68,10,NA
AGO,29,4,33.49,28.02,1.80,2.64,20,NA
AGO,29,5,29.71,29.61,1.77,2.62,16,NA
AGO,29,6,17.33,29.55,1.74,2.62,14,NA
AGO,29,7,14.39,28.91,1.70,2.64,12,NA
AGO,29,8,10.97,26.93,1.67,2.69,13,NA
AGO,29,9,17.04,24.77,1.63,2.73,14,NA
AGO,29,10,25.85,23.25,1.62,2.75,14,NA
AGO,29,11,29.65,22.30,1.58,2.77,13,NA
AGO,29,12,39.64,23.07,1.55,2.77,15,NA
AGO,29,13,46.95,25.23,1.68,2.79,18,NA
AGO,29,14,56.92,30.18,2.05,2.79,25,NA
AGO,29,15,68.20,36.90,2.85,2.79,33,NA
AGO,29,16,66.68,43.87,3.63,2.76,38,NA
AGO,29,17,58.50,49.05,4.09,2.73,37,NA
AGO,29,18,50.74,52.16,4.20,2.72,33,NA
AGO,29,19,44.04,53.96,4.29,2.74,32,NA
AGO,29,20,29.10,52.64,4.30,2.81,35,NA
AGO,29,21,27.76,50.24,4.29,2.84,39,NA
AGO,29,22,26.29,46.41,4.28,2.84,34,NA
AGO,29,23,28.02,41.39,4.26,2.81,28,NA
AGO,30,0,25.19,36.21,4.23,2.79,22,NA
AGO,30,1,25.86,32.12,4.27,2.78,19,NA
AGO,30,2,21.70,28.50,4.36,2.77,16,NA
AGO,30,3,16.35,25.03,4.44,2.75,18,NA
AGO,30,4,14.84,23.25,4.53,2.68,18,NA
AGO,30,5,15.25,21.69,4.60,2.63,29,NA
AGO,30,6,20.58,20.97,4.66,2.62,24,NA
AGO,30,7,16.56,19.54,4.73,2.64,20,NA
AGO,30,8,12.51,17.96,4.80,2.67,22,NA
AGO,30,9,12.69,16.31,4.87,2.71,28,NA
AGO,30,10,21.54,16.29,4.94,2.73,36,NA
AGO,30,11,34.23,18.53,5.02,2.74,25,NA
AGO,30,12,33.39,20.84,5.10,2.74,20,NA
AGO,30,13,29.60,22.64,5.00,2.74,13,NA
AGO,30,14,28.64,23.64,4.66,2.73,21,NA
AGO,30,15,28.72,25.16,3.88,2.71,15,NA
AGO,30,16,30.83,27.46,3.13,2.68,10,NA
AGO,30,17,31.66,29.83,2.67,2.65,8,NA
AGO,30,18,28.59,30.71,2.56,2.63,12,NA
AGO,30,19,20.36,28.97,2.49,2.63,15,NA
AGO,30,20,15.33,26.72,2.48,2.65,15,NA
AGO,30,21,12.89,24.63,2.50,2.68,31,NA
AGO,30,22,11.17,22.44,2.52,2.71,26,NA
AGO,30,23,14.18,20.63,2.55,2.72,20,NA
AGO,31,0,10.75,18.12,2.60,2.73,16,NA
AGO,31,1,9.56,15.35,2.61,2.73,16,NA
AGO,31,2,9.20,12.93,2.59,2.73,10,NA
AGO,31,3,4.12,10.90,2.57,2.71,11,NA
AGO,31,4,NA,10.27,2.57,2.69,18,NA
AGO,31,5,1.24,8.60,2.55,2.67,21,NA
AGO,31,6,4.28,7.62,2.54,2.66,20,NA
AGO,31,7,1.15,5.76,2.51,2.66,19,NA
AGO,31,8,2.99,4.65,2.49,2.69,21,NA
AGO,31,9,6.64,4.23,2.47,2.73,24,NA
AGO,31,10,12.06,4.64,2.44,2.73,24,NA
AGO,31,11,21.15,7.07,2.40,2.73,22,NA
AGO,31,12,27.60,9.64,2.36,2.73,16,NA
AGO,31,13,30.24,13.26,2.32,2.72,13,NA
AGO,31,14,30.68,16.56,2.29,2.72,13,NA
AGO,31,15,32.16,20.44,2.27,2.70,13,NA
AGO,31,16,33.59,24.26,2.26,2.66,11,NA
AGO,31,17,35.44,27.86,2.25,2.62,10,NA
AGO,31,18,36.09,30.87,2.25,2.62,12,NA
AGO,31,19,33.72,32.44,2.24,2.63,16,NA
AGO,31,20,24.74,32.08,2.24,2.64,21,NA
AGO,31,21,31.41,32.23,2.21,2.65,28,NA
AGO,31,22,23.71,31.36,2.18,2.65,25,NA
AGO,31,23,12.77,28.93,2.16,2.65,19,NA
,,,,,,,,
