DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2020,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm],,,,,
NOV,16,5,0.0208,0.0260,0.0072,3.160,32,NA,,,,,
NOV,16,6,0.0192,0.0245,0.0068,3.160,31,NA,,,,,
NOV,16,7,0.0167,0.0228,0.0067,3.166,30,NA,,,,,
NOV,16,8,0.0130,0.0210,0.0065,3.178,31,NA,,,,,
NOV,16,9,0.0207,0.0202,0.0064,3.193,30,NA,,,,,
NOV,16,10,0.0268,0.0202,0.0054,3.198,30,NA,,,,,
NOV,16,11,0.0282,0.0208,0.0048,3.206,31,NA,,,,,
NOV,16,12,0.0287,0.0218,0.0045,3.214,33,NA,,,,,
NOV,16,13,0.0287,0.0227,0.0044,3.224,35,NA,,,,,
NOV,16,14,0.0260,0.0236,0.0045,3.227,32,NA,,,,,
NOV,16,15,0.0290,0.0251,0.0050,3.225,34,NA,,,,,
NOV,16,16,0.0315,0.0274,0.0063,3.242,33,NA,,,,,
NOV,16,17,0.0310,0.0287,0.0100,3.397,37,NA,,,,,
NOV,16,18,0.0282,0.0289,0.0132,3.514,45,NA,,,,,
NOV,16,19,0.0255,0.0286,0.0165,3.559,47,NA,,,,,
NOV,16,20,0.0244,0.0280,0.0184,3.567,46,NA,,,,,
NOV,16,21,0.0238,0.0274,0.0189,3.565,43,NA,,,,,
NOV,16,22,0.0221,0.0269,0.0201,3.592,34,NA,,,,,
NOV,16,23,0.0215,0.0260,0.0203,3.582,29,NA,,,,,
NOV,17,0,0.0230,0.0249,0.0203,3.544,23,NA,,,,,
NOV,17,1,0.0217,0.0238,0.0203,3.368,19,NA,,,,,
NOV,17,2,0.0216,0.0230,0.0202,3.239,18,NA,,,,,
NOV,17,3,0.0227,0.0226,0.0202,3.180,17,NA,,,,,
NOV,17,4,0.0222,0.0223,0.0202,3.157,15,NA,,,,,
NOV,17,5,0.0222,0.0221,0.0202,3.143,16,NA,,,,,
NOV,17,6,0.0199,0.0219,0.0203,3.101,18,NA,,,,,
NOV,17,7,0.0169,0.0213,0.0204,3.108,27,NA,,,,,
NOV,17,8,0.0136,0.0201,0.0204,3.128,29,NA,,,,,
NOV,17,9,0.0158,0.0194,0.0204,3.153,30,NA,,,,,
NOV,17,10,0.0217,0.0194,0.0204,3.168,29,NA,,,,,
NOV,17,11,0.0236,0.0195,0.0204,3.184,27,NA,,,,,
NOV,17,12,0.0292,0.0204,0.0204,3.199,29,NA,,,,,
NOV,17,13,0.0292,0.0213,0.0204,3.217,33,NA,,,,,
NOV,17,14,0.0262,0.0220,0.0208,3.236,31,NA,,,,,
NOV,17,15,0.0264,0.0232,0.0205,3.242,32,NA,,,,,
NOV,17,16,0.0237,0.0245,0.0196,3.246,31,NA,,,,,
NOV,17,17,0.0222,0.0253,0.0164,3.240,32,NA,,,,,
NOV,17,18,0.0207,0.0252,0.0138,3.256,31,NA,,,,,
NOV,17,19,0.0195,0.0246,0.0110,3.270,30,NA,,,,,
NOV,17,20,0.0190,0.0234,0.0103,3.279,29,NA,,,,,
NOV,17,21,0.0215,0.0224,0.0104,3.279,28,NA,,,,,
NOV,17,22,0.0235,0.0221,0.0092,3.269,21,NA,,,,,
NOV,17,23,0.0253,0.0219,0.0094,3.258,18,NA,,,,,
NOV,18,0,0.0252,0.0221,0.0095,3.237,15,NA,,,,,
NOV,18,1,0.0251,0.0225,0.0095,3.220,15,NA,,,,,
NOV,18,2,0.0273,0.0233,0.0096,3.194,NA,NA,,,,,
NOV,18,3,0.0270,0.0242,0.0097,3.168,NA,NA,,,,,
NOV,18,4,0.0240,0.0249,0.0096,3.147,10,NA,,,,,
NOV,18,5,0.0258,0.0254,0.0095,3.132,11,NA,,,,,
NOV,18,6,0.0272,0.0259,0.0095,3.124,15,NA,,,,,
NOV,18,7,0.0266,0.0260,0.0094,3.127,18,NA,,,,,
NOV,18,8,0.0203,0.0254,0.0094,3.143,25,NA,,,,,
NOV,18,9,0.0232,0.0252,0.0094,3.155,31,NA,,,,,
NOV,18,10,0.0276,0.0252,0.0094,3.164,33,NA,,,,,
NOV,18,11,0.0313,0.0258,0.0094,3.172,31,NA,,,,,
NOV,18,12,0.0345,0.0271,0.0094,3.179,37,NA,,,,,
NOV,18,13,0.0372,0.0285,0.0094,3.188,47,NA,,,,,
NOV,18,14,0.0380,0.0298,0.0089,3.199,60,NA,,,,,
NOV,18,15,0.0384,0.0313,0.0087,3.204,77,NA,,,,,
NOV,18,16,0.0387,0.0336,0.0084,3.201,83,NA,,,,,
NOV,18,17,0.0367,0.0353,0.0078,3.202,80,NA,,,,,
NOV,18,18,0.0305,0.0357,0.0072,3.214,68,NA,,,,,
NOV,18,19,0.0265,0.0350,0.0066,3.230,57,NA,,,,,
NOV,18,20,0.0255,0.0339,0.0051,3.245,44,NA,,,,,
NOV,18,21,0.0247,0.0324,0.0044,3.251,36,NA,,,,,
NOV,18,22,0.0239,0.0306,0.0038,3.249,31,NA,,,,,
NOV,18,23,0.0242,0.0289,0.0032,3.243,26,NA,,,,,
NOV,19,0,0.0257,0.0272,0.0032,3.231,23,NA,,,,,
NOV,19,1,0.0264,0.0259,0.0031,3.216,22,NA,,,,,
NOV,19,2,0.0261,0.0254,0.0030,3.194,19,NA,,,,,
NOV,19,3,0.0253,0.0252,0.0029,3.170,15,NA,,,,,
NOV,19,4,0.0242,0.0251,0.0028,3.147,14,NA,,,,,
NOV,19,5,0.0222,0.0248,0.0028,3.134,12,NA,,,,,
NOV,19,6,0.0176,0.0240,0.0027,3.133,14,NA,,,,,
NOV,19,7,0.0058,0.0217,0.0026,3.164,20,NA,,,,,
NOV,19,8,0.0039,0.0189,0.0026,3.198,25,NA,,,,,
NOV,19,9,0.0094,0.0168,0.0027,3.224,38,NA,,,,,
NOV,19,10,0.0259,0.0168,0.0027,3.231,34,NA,,,,,
NOV,19,11,0.0308,0.0175,0.0027,3.239,29,NA,,,,,
NOV,19,12,0.0328,0.0185,0.0027,3.247,30,NA,,,,,
NOV,19,13,0.0357,0.0202,0.0026,3.254,35,NA,,,,,
NOV,19,14,0.0379,0.0228,0.0026,3.255,38,NA,,,,,
NOV,19,15,0.0403,0.0271,0.0025,3.227,36,NA,,,,,
NOV,19,16,0.0406,0.0317,0.0025,3.205,37,NA,,,,,
NOV,19,17,0.0411,0.0356,0.0025,3.198,38,NA,,,,,
NOV,19,18,0.0366,0.0370,0.0025,3.220,39,NA,,,,,
NOV,19,19,0.0244,0.0362,0.0025,3.243,47,NA,,,,,
NOV,19,20,0.0232,0.0350,0.0026,3.254,41,NA,,,,,
NOV,19,21,0.0225,0.0333,0.0030,3.264,37,NA,,,,,
NOV,19,22,0.0198,0.0310,0.0034,3.269,33,NA,,,,,
NOV,19,23,0.0206,0.0286,0.0034,3.269,28,NA,,,,,
NOV,20,0,0.0209,0.0261,0.0034,3.263,24,NA,,,,,
NOV,20,1,0.0211,0.0236,0.0034,3.246,18,NA,,,,,
NOV,20,2,0.0209,0.0217,0.0034,3.218,15,NA,,,,,
NOV,20,3,0.0207,0.0212,0.0034,3.189,14,NA,,,,,
NOV,20,4,0.0201,0.0208,0.0034,3.169,15,NA,,,,,
NOV,20,5,0.0183,0.0203,0.0033,3.153,13,NA,,,,,
NOV,20,6,0.0153,0.0197,0.0033,3.145,16,NA,,,,,
NOV,20,7,0.0108,0.0185,0.0032,3.148,16,NA,,,,,
NOV,20,8,0.0105,0.0172,0.0032,3.166,23,NA,,,,,
NOV,20,9,0.0157,0.0165,0.0030,3.185,25,NA,,,,,
NOV,20,10,0.0222,0.0167,0.0029,3.194,27,NA,,,,,
NOV,20,11,0.0247,0.0172,0.0029,3.208,27,NA,,,,,
NOV,20,12,0.0272,0.0181,0.0029,3.222,27,NA,,,,,
NOV,20,13,0.0318,0.0198,0.0029,3.236,28,NA,,,,,
NOV,20,14,0.0344,0.0222,0.0029,3.252,29,NA,,,,,
NOV,20,15,0.0349,0.0252,0.0030,3.259,28,NA,,,,,
NOV,20,16,0.0343,0.0281,0.0031,3.253,28,NA,,,,,
NOV,20,17,0.0320,0.0302,0.0031,3.254,32,NA,,,,,
NOV,20,18,0.0270,0.0308,0.0032,3.278,37,NA,,,,,
NOV,20,19,0.0186,0.0300,0.0032,3.310,48,NA,,,,,
NOV,20,20,0.0134,0.0283,0.0032,3.341,51,NA,,,,,
NOV,20,21,0.0161,0.0263,0.0028,3.353,42,NA,,,,,
NOV,20,22,0.0166,0.0241,0.0024,3.350,35,NA,,,,,
NOV,20,23,0.0171,0.0219,0.0024,3.346,29,NA,,,,,
NOV,21,0,0.0195,0.0200,0.0025,3.336,29,NA,,,,,
NOV,21,1,0.0201,0.0186,0.0024,3.319,19,NA,,,,,
NOV,21,2,0.0190,0.0176,0.0024,3.290,14,NA,,,,,
NOV,21,3,0.0206,0.0178,0.0023,3.247,11,NA,,,,,
NOV,21,4,0.0206,0.0187,0.0023,3.205,11,NA,,,,,
NOV,21,5,0.0179,0.0189,0.0023,3.183,11,NA,,,,,
NOV,21,6,0.0156,0.0188,0.0022,3.172,11,NA,,,,,
NOV,21,7,0.0142,0.0184,0.0023,3.179,13,NA,,,,,
NOV,21,8,0.0087,0.0171,0.0022,3.201,17,NA,,,,,
NOV,21,9,0.0141,0.0163,0.0022,3.220,23,NA,,,,,
NOV,21,10,0.0192,0.0163,0.0022,3.239,25,NA,,,,,
NOV,21,11,0.0239,0.0168,0.0021,3.256,26,NA,,,,,
NOV,21,12,0.0268,0.0175,0.0021,3.275,24,NA,,,,,
NOV,21,13,0.0278,0.0188,0.0020,3.293,24,NA,,,,,
NOV,21,14,0.0310,0.0207,0.0020,3.309,27,NA,,,,,
NOV,21,15,0.0323,0.0230,0.0019,3.306,31,NA,,,,,
NOV,21,16,0.0324,0.0260,0.0052,3.302,37,NA,,,,,
NOV,21,17,0.0301,0.0280,0.0052,3.308,37,NA,,,,,
NOV,21,18,0.0271,0.0289,0.0051,3.315,34,NA,,,,,
NOV,21,19,0.0181,0.0282,0.0050,3.343,34,NA,,,,,
NOV,21,20,0.0183,0.0271,0.0050,3.357,37,NA,,,,,
NOV,21,21,0.0179,0.0259,0.0049,3.362,32,NA,,,,,
NOV,21,22,0.0134,0.0237,0.0049,3.376,29,NA,,,,,
NOV,21,23,0.0184,0.0220,0.0048,3.373,25,NA,,,,,
NOV,22,0,0.0184,0.0202,0.0047,3.360,19,NA,,,,,
NOV,22,1,0.0185,0.0188,0.0047,3.341,13,NA,,,,,
NOV,22,2,0.0189,0.0177,0.0047,3.318,10,NA,,,,,
NOV,22,3,0.0164,0.0175,0.0048,3.277,9,NA,,,,,
NOV,22,4,0.0148,0.0171,0.0048,3.253,12,NA,,,,,
NOV,22,5,0.0104,0.0161,0.0048,3.240,14,NA,,,,,
NOV,22,6,0.0074,0.0154,0.0049,3.228,14,NA,,,,,
NOV,22,7,0.0073,0.0140,0.0047,3.237,17,NA,,,,,
NOV,22,8,0.0062,0.0125,0.0048,3.256,21,NA,,,,,
NOV,22,9,0.0112,0.0116,0.0048,3.275,25,NA,,,,,
NOV,22,10,0.0200,0.0117,0.0049,3.288,33,NA,,,,,
NOV,22,11,0.0248,0.0127,0.0049,3.299,25,NA,,,,,
NOV,22,12,0.0289,0.0145,0.0049,3.305,19,NA,,,,,
NOV,22,13,0.0321,0.0172,0.0049,3.303,18,NA,,,,,
NOV,22,14,0.0332,0.0205,0.0050,3.294,18,NA,,,,,
NOV,22,15,0.0330,0.0237,0.0062,3.288,19,NA,,,,,
NOV,22,16,0.0353,0.0273,0.0051,3.276,20,NA,,,,,
NOV,22,17,0.0356,0.0304,0.0069,3.272,22,NA,,,,,
NOV,22,18,0.0318,0.0318,0.0101,3.290,28,NA,,,,,
NOV,22,19,0.0260,0.0320,0.0106,3.291,26,NA,,,,,
NOV,22,20,0.0236,0.0313,0.0113,3.292,35,NA,,,,,
NOV,22,21,0.0221,0.0301,0.0115,3.295,37,NA,,,,,
NOV,22,22,0.0222,0.0287,0.0116,3.293,32,NA,,,,,
NOV,22,23,0.0203,0.0271,0.0119,3.286,29,NA,,,,,
NOV,23,0,0.0207,0.0253,0.0119,3.277,24,NA,,,,,
NOV,23,1,0.0215,0.0235,0.0120,3.258,20,NA,,,,,
NOV,23,2,0.0222,0.0223,0.0120,3.224,15,NA,,,,,
NOV,23,3,0.0229,0.0220,0.0121,3.205,15,NA,,,,,
NOV,23,4,0.0237,0.0220,0.0122,3.188,13,NA,,,,,
NOV,23,5,0.0231,0.0221,0.0123,3.174,12,NA,,,,,
NOV,23,6,0.0150,0.0212,0.0125,3.167,13,NA,,,,,
NOV,23,7,0.0084,0.0197,0.0134,3.179,19,NA,,,,,
NOV,23,8,0.0080,0.0181,0.0144,3.198,29,NA,,,,,
NOV,23,9,0.0138,0.0171,0.0146,3.216,33,NA,,,,,
NOV,23,10,0.0232,0.0173,0.0147,3.228,28,NA,,,,,
NOV,23,11,0.0248,0.0175,0.0148,3.243,29,NA,,,,,
NOV,23,12,0.0293,0.0182,0.0149,3.258,27,NA,,,,,
NOV,23,13,0.0348,0.0197,0.0150,3.273,26,NA,,,,,
NOV,23,14,0.0411,0.0229,0.0150,3.279,25,NA,,,,,
NOV,23,15,0.0446,0.0274,0.0140,3.265,29,NA,,,,,
NOV,23,16,0.0459,0.0322,0.0119,3.248,36,NA,,,,,
NOV,23,17,0.0463,0.0362,0.0101,3.242,33,NA,,,,,
NOV,23,18,0.0447,0.0389,0.0071,3.248,32,NA,,,,,
NOV,23,19,0.0242,0.0388,0.0067,3.325,55,NA,,,,,
NOV,23,20,0.0023,0.0355,0.0062,3.627,103,NA,,,,,
NOV,23,21,0.0074,0.0320,0.0063,3.714,106,NA,,,,,
NOV,23,22,0.0121,0.0284,0.0065,3.734,80,NA,,,,,
NOV,23,23,0.0109,0.0242,0.0063,3.746,57,NA,,,,,
NOV,24,0,0.0054,0.0192,0.0065,3.753,47,NA,,,,,
NOV,24,1,0.0128,0.0150,0.0066,3.751,44,NA,,,,,
NOV,24,2,0.0100,0.0106,0.0068,3.749,38,NA,,,,,
NOV,24,3,0.0041,0.0081,0.0072,3.698,48,NA,,,,,
NOV,24,4,0.0020,0.0081,0.0074,3.417,66,NA,,,,,
NOV,24,5,0.0006,0.0072,0.0076,3.344,64,NA,,,,,
NOV,24,6,0.0003,0.0058,0.0075,3.344,55,NA,,,,,
NOV,24,7,0.0002,0.0044,0.0066,3.379,49,NA,,,,,
NOV,24,8,0.0008,0.0038,0.0057,3.413,55,NA,,,,,
NOV,24,9,0.0055,0.0029,0.0056,3.448,52,NA,,,,,
NOV,24,10,0.0109,0.0031,0.0057,3.464,49,NA,,,,,
NOV,24,11,0.0222,0.0053,0.0057,3.436,44,NA,,,,,
NOV,24,12,0.0356,0.0095,0.0059,3.418,46,NA,,,,,
NOV,24,13,0.0467,0.0153,0.0059,3.407,47,NA,,,,,
NOV,24,14,0.0537,0.0220,0.0058,3.402,45,NA,,,,,
NOV,24,15,0.0598,0.0294,0.0058,3.361,41,NA,,,,,
NOV,24,16,0.0580,0.0365,0.0057,3.329,42,NA,,,,,
NOV,24,17,0.0553,0.0428,0.0056,3.313,42,NA,,,,,
NOV,24,18,0.0582,0.0487,0.0056,3.333,45,NA,,,,,
NOV,24,19,0.0237,0.0489,0.0055,3.533,57,NA,,,,,
NOV,24,20,0.0005,0.0445,0.0054,4.102,110,NA,,,,,
NOV,24,21,0.0003,0.0387,0.0053,4.701,191,NA,,,,,
NOV,24,22,0.0011,0.0321,0.0053,5.034,242,NA,,,,,
NOV,24,23,0.0054,0.0253,0.0053,5.149,192,NA,,,,,
NOV,25,0,0.0055,0.0187,0.0053,5.218,161,NA,,,,,
NOV,25,1,0.0166,0.0139,0.0052,5.247,134,NA,,,,,
NOV,25,2,0.0116,0.0081,0.0051,5.270,110,NA,,,,,
NOV,25,3,0.0011,0.0053,0.0046,5.138,108,NA,,,,,
NOV,25,4,0.0002,0.0052,0.0044,4.654,106,NA,,,,,
NOV,25,5,0.0003,0.0052,0.0042,4.130,103,NA,,,,,
NOV,25,6,0.0001,0.0051,0.0043,3.846,105,NA,,,,,
NOV,25,7,0.0004,0.0045,0.0045,3.800,124,NA,,,,,
NOV,25,8,0.0002,0.0038,0.0046,3.811,126,NA,,,,,
NOV,25,9,0.0032,0.0021,0.0046,3.841,86,NA,,,,,
NOV,25,10,0.0131,0.0023,0.0049,3.828,105,NA,,,,,
NOV,25,11,0.0353,0.0066,0.0049,3.781,94,NA,,,,,
NOV,25,12,0.0516,0.0130,0.0049,3.730,77,NA,,,,,
NOV,25,13,0.0604,0.0205,0.0053,3.682,62,NA,,,,,
NOV,25,14,0.0638,0.0285,0.0055,3.650,49,NA,,,,,
NOV,25,15,0.0791,0.0383,0.0066,3.628,50,NA,,,,,
NOV,25,16,0.0716,0.0473,0.0069,3.564,53,NA,,,,,
NOV,25,17,0.0643,0.0549,0.0070,3.496,51,NA,,,,,
NOV,25,18,0.0575,0.0604,0.0070,3.474,47,NA,,,,,
NOV,25,19,0.0158,0.0580,0.0072,3.737,66,NA,,,,,
NOV,25,20,0.0003,0.0516,0.0076,4.301,172,NA,,,,,
NOV,25,21,0.0000,0.0441,0.0077,4.700,178,NA,,,,,
NOV,25,22,0.0001,0.0361,0.0078,5.139,196,NA,,,,,
NOV,25,23,0.0086,0.0273,0.0084,5.175,180,NA,,,,,
NOV,26,0,0.0156,0.0203,0.0087,5.191,137,NA,,,,,
NOV,26,1,0.0156,0.0142,0.0089,5.198,95,NA,,,,,
NOV,26,2,0.0052,0.0077,0.0090,5.192,72,NA,,,,,
NOV,26,3,0.0026,0.0060,0.0090,4.932,61,NA,,,,,
NOV,26,4,0.0035,0.0064,0.0101,4.354,66,NA,,,,,
NOV,26,5,0.0032,0.0068,0.0107,3.957,71,NA,,,,,
NOV,26,6,0.0021,0.0071,0.0107,3.525,64,NA,,,,,
NOV,26,7,0.0010,0.0061,0.0105,3.495,57,NA,,,,,
NOV,26,8,0.0013,0.0043,0.0104,3.522,61,NA,,,,,
NOV,26,9,0.0056,0.0031,0.0113,3.562,81,NA,,,,,
NOV,26,10,0.0130,0.0040,0.0121,3.586,90,NA,,,,,
NOV,26,11,0.0248,0.0068,0.0129,3.600,89,NA,,,,,
NOV,26,12,0.0470,0.0123,0.0128,3.582,85,NA,,,,,
NOV,26,13,0.0571,0.0190,0.0124,3.538,71,NA,,,,,
NOV,26,14,0.0638,0.0267,0.0121,3.499,63,NA,,,,,
NOV,26,15,0.0710,0.0355,0.0109,3.444,60,NA,,,,,
NOV,26,16,0.0718,0.0443,0.0106,3.385,61,NA,,,,,
NOV,26,17,0.0662,0.0518,0.0109,3.336,55,NA,,,,,
NOV,26,18,0.0546,0.0570,0.0113,3.349,53,NA,,,,,
NOV,26,19,0.0074,0.0549,0.0114,3.629,76,NA,,,,,
NOV,26,20,0.0000,0.0490,0.0111,4.172,139,NA,,,,,
NOV,26,21,0.0000,0.0419,0.0110,4.569,195,NA,,,,,
NOV,26,22,0.0058,0.0346,0.0106,4.705,179,NA,,,,,
NOV,26,23,0.0223,0.0285,0.0098,4.763,141,NA,,,,,
NOV,27,0,0.0152,0.0214,0.0092,4.821,126,NA,,,,,
NOV,27,1,0.0090,0.0143,0.0090,4.883,117,NA,,,,,
NOV,27,2,0.0105,0.0088,0.0089,4.894,113,NA,,,,,
NOV,27,3,0.0007,0.0079,0.0089,4.641,108,NA,,,,,
NOV,27,4,0.0003,0.0080,0.0078,4.150,103,NA,,,,,
NOV,27,5,0.0035,0.0084,0.0071,3.825,105,NA,,,,,
NOV,27,6,0.0029,0.0080,0.0071,3.742,108,NA,,,,,
NOV,27,7,0.0037,0.0057,0.0072,3.751,98,NA,,,,,
NOV,27,8,0.0018,0.0040,0.0073,3.809,112,NA,,,,,
NOV,27,9,0.0059,0.0037,0.0069,3.801,134,NA,,,,,
NOV,27,10,0.0233,0.0053,0.0066,3.758,155,NA,,,,,
NOV,27,11,0.0456,0.0109,0.0062,3.713,125,NA,,,,,
NOV,27,12,0.0603,0.0184,0.0065,3.712,95,NA,,,,,
NOV,27,13,0.0723,0.0270,0.0085,3.819,74,NA,,,,,
NOV,27,14,0.0821,0.0369,0.0108,3.878,67,NA,,,,,
NOV,27,15,0.0672,0.0448,0.0111,3.811,59,NA,,,,,
NOV,27,16,0.0598,0.0520,0.0113,3.682,48,NA,,,,,
NOV,27,17,0.0603,0.0589,0.0111,3.621,43,NA,,,,,
NOV,27,18,0.0588,0.0633,0.0111,3.618,45,NA,,,,,
NOV,27,19,0.0171,0.0597,0.0109,3.866,78,NA,,,,,
NOV,27,20,NA,0.0597,0.0110,4.143,144,NA,,,,,
NOV,27,21,NA,0.0575,0.0109,4.288,148,NA,,,,,
NOV,27,22,0.0012,0.0441,0.0111,4.534,170,NA,,,,,
NOV,27,23,0.0003,0.0329,0.0117,4.800,197,NA,,,,,
NOV,28,0,0.0007,0.0231,0.0141,4.950,201,NA,,,,,
NOV,28,1,0.0005,0.0131,0.0148,5.065,183,NA,,,,,
NOV,28,2,0.0005,0.0034,0.0154,5.131,158,NA,,,,,
NOV,28,3,0.0002,0.0006,0.0157,4.937,132,NA,,,,,
NOV,28,4,0.0012,0.0007,0.0174,4.675,145,NA,,,,,
NOV,28,5,0.0005,0.0006,0.0176,4.405,126,NA,,,,,
NOV,28,6,NA,0.0006,0.0178,4.103,117,NA,,,,,
NOV,28,7,NA,0.0006,0.0182,3.887,117,NA,,,,,
NOV,28,8,NA,NA,0.0183,3.801,123,NA,,,,,
NOV,28,9,0.0019,NA,0.0188,3.766,124,NA,,,,,
NOV,28,10,0.0108,NA,0.0184,3.714,115,NA,,,,,
NOV,28,11,0.0305,NA,0.0185,3.669,106,NA,,,,,
NOV,28,12,0.0518,NA,0.0182,3.618,88,NA,,,,,
NOV,28,13,0.0646,NA,0.0166,3.582,77,NA,,,,,
NOV,28,14,0.0693,0.0382,0.0146,3.534,65,NA,,,,,
NOV,28,15,0.0661,0.0421,0.0143,3.483,55,NA,,,,,
NOV,28,16,0.0664,0.0452,0.0142,3.438,46,NA,,,,,
NOV,28,17,0.0679,0.0534,0.0139,3.357,47,NA,,,,,
NOV,28,18,0.0574,0.0593,0.0140,3.343,46,NA,,,,,
NOV,28,19,0.0266,0.0588,0.0137,3.480,65,NA,,,,,
NOV,28,20,0.0016,0.0525,0.0135,3.886,116,NA,,,,,
NOV,28,21,0.0004,0.0445,0.0134,4.194,155,NA,,,,,
NOV,28,22,0.0110,0.0372,0.0132,4.336,140,NA,,,,,
NOV,28,23,0.0281,0.0324,0.0126,4.393,112,NA,,,,,
NOV,29,0,0.0187,0.0265,0.0101,4.469,96,NA,,,,,
NOV,29,1,0.0087,0.0191,0.0094,4.567,91,NA,,,,,
NOV,29,2,0.0133,0.0136,0.0088,4.612,93,NA,,,,,
NOV,29,3,0.0108,0.0116,0.0085,4.505,91,NA,,,,,
NOV,29,4,0.0066,0.0122,0.0067,4.125,87,NA,,,,,
NOV,29,5,0.0046,0.0127,0.0065,3.853,91,NA,,,,,
NOV,29,6,0.0016,0.0115,0.0063,3.761,92,NA,,,,,
NOV,29,7,0.0026,0.0084,0.0061,3.763,87,NA,,,,,
NOV,29,8,0.0007,0.0061,0.0060,3.771,96,NA,,,,,
NOV,29,9,0.0072,0.0059,0.0050,3.734,105,NA,,,,,
NOV,29,10,0.0251,0.0074,0.0046,3.709,99,NA,,,,,
NOV,29,11,0.0409,0.0112,0.0043,3.673,83,NA,,,,,
NOV,29,12,0.0512,0.0167,0.0044,3.646,71,NA,,,,,
NOV,29,13,0.0549,0.0230,0.0045,3.613,61,NA,,,,,
NOV,29,14,0.0527,0.0294,0.0045,3.564,51,NA,,,,,
NOV,29,15,0.0539,0.0358,0.0046,3.510,46,NA,,,,,
NOV,29,16,0.0551,0.0426,0.0046,3.420,44,NA,,,,,
NOV,29,17,0.0566,0.0488,0.0046,3.365,42,NA,,,,,
NOV,29,18,0.0532,0.0523,0.0045,3.339,44,NA,,,,,
NOV,29,19,0.0454,0.0529,0.0045,3.359,53,NA,,,,,
NOV,29,20,0.0406,0.0515,0.0045,3.383,61,NA,,,,,
NOV,29,21,0.0382,0.0495,0.0043,3.413,64,NA,,,,,
NOV,29,22,0.0256,0.0461,0.0043,3.477,71,NA,,,,,
NOV,29,23,0.0184,0.0417,0.0042,3.583,85,NA,,,,,
NOV,30,0,0.0099,0.0360,0.0042,3.654,89,NA,,,,,
NOV,30,1,0.0143,0.0307,0.0042,3.657,87,NA,,,,,
NOV,30,2,0.0182,0.0263,0.0042,3.639,70,NA,,,,,
NOV,30,3,0.0148,0.0225,0.0041,3.596,56,NA,,,,,
NOV,30,4,0.0161,0.0194,0.0040,3.548,44,NA,,,,,
NOV,30,5,0.0169,0.0168,0.0038,3.499,37,NA,,,,,
NOV,30,6,0.0150,0.0155,0.0037,3.427,34,NA,,,,,
NOV,30,7,0.0095,0.0143,0.0035,3.325,33,NA,,,,,
NOV,30,8,0.0047,0.0137,0.0033,3.278,35,NA,,,,,
NOV,30,9,0.0115,0.0133,0.0030,3.280,39,NA,,,,,
NOV,30,10,0.0192,0.0135,0.0028,3.288,45,NA,,,,,
NOV,30,11,0.0234,0.0146,0.0025,3.301,49,NA,,,,,
NOV,30,12,0.0317,0.0165,0.0022,3.320,51,NA,,,,,
NOV,30,13,0.0409,0.0195,0.0021,3.337,52,NA,,,,,
NOV,30,14,0.0482,0.0236,0.0020,3.341,50,NA,,,,,
NOV,30,15,0.0510,0.0288,0.0021,3.338,51,NA,,,,,
NOV,30,16,0.0553,0.0352,0.0021,3.316,57,NA,,,,,
NOV,30,17,0.0562,0.0407,0.0021,3.312,53,NA,,,,,
NOV,30,18,0.0477,0.0443,0.0021,3.340,50,NA,,,,,
NOV,30,19,0.0310,0.0452,0.0021,3.360,59,NA,,,,,
NOV,30,20,0.0197,0.0437,0.0022,3.376,66,NA,,,,,
NOV,30,21,0.0198,0.0411,0.0022,3.377,62,NA,,,,,
NOV,30,22,0.0216,0.0378,0.0021,3.374,56,NA,,,,,
NOV,30,23,0.0227,0.0343,0.0021,3.363,44,NA,,,,,
