DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2020,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,NO2 Horario
MAY,2,7,10.65,26.833564,7.314876,2.336644,51.6901,23.73
MAY,2,8,15.93,22.650195,7.390457,2.362123,60.9182,21.41
MAY,2,9,26.55,21.539214,7.351516,2.372411,60.567,18.19
MAY,2,10,44.32,22.996283,7.339508,2.386366,51.9449,13.17
MAY,2,11,61.06,26.169943,7.338832,2.40644,41.5069,6.18
MAY,2,12,65.26,30.939351,7.32161,2.422963,37.8989,6.28
MAY,2,13,70.57,37.221718,7.278993,2.440273,34.4768,6.28
MAY,2,14,70.65,44.10522,7.21882,2.439229,29.0804,6.57
MAY,2,15,73.34,52.601088,7.14573,2.438517,22.2634,6.89
MAY,2,16,72.33,60.04445,7.168564,2.426088,23.9596,6.15
MAY,2,17,62.34,64.933158,7.209031,2.445736,30.8108,6.86
MAY,2,18,64.95,67.448138,7.009411,2.451074,36.6226,5.48
MAY,2,19,58.2,67.302602,6.901916,2.466544,33.5246,6.72
MAY,2,20,42.87,64.631336,6.855227,2.510746,37.6399,11.3
MAY,2,21,46.57,59.814208,6.830746,2.56071,45.8765,14.72
MAY,2,22,48.82,54.900344,6.814297,2.624219,50.8733,16.69
MAY,2,23,30.79,49.582694,6.801216,2.65131,52.8932,25.92
MAY,3,0,31.77,43.753706,6.796483,2.674811,60.1685,16.15
MAY,3,1,31.73,39.295236,6.838443,2.657997,53.2063,9.83
MAY,3,2,34.61,35.246377,6.825549,2.645013,36.0333,6.47
MAY,3,3,32.32,32.021961,6.773745,2.613319,29.9831,6.2
MAY,3,4,28.2,30.025698,6.702533,2.557162,26.5109,7.63
MAY,3,5,24.14,29.275786,6.658046,2.499044,28.6711,9.74
MAY,3,6,22.77,27.920452,6.517883,2.444284,27.6907,11.78
MAY,3,7,21.54,26.361752,6.392242,2.426676,28.6134,14.66
MAY,3,8,24.87,25.744192,6.248869,2.40886,28.2041,12.52
MAY,3,9,30.93,25.715479,6.185279,2.418619,30.9596,14.33
MAY,3,10,42.34,27.170304,6.236132,2.426268,33.4138,12.09
MAY,3,11,58.84,30.530044,6.559349,2.439734,31.558,7.86
MAY,3,12,65.2,35.743598,6.842264,2.461107,35.2256,6.48
MAY,3,13,67.84,41.069625,6.868101,2.462096,31.0073,4.81
MAY,3,14,70.82,47.352531,6.839614,2.457556,24.4384,5.45
MAY,3,15,70.2,53.758473,7.058173,2.469347,22.9185,5.87
MAY,3,16,77.88,60.850706,7.403181,2.47962,25.617,5.7
MAY,3,17,79.61,66.792906,7.691601,2.486836,22.3746,4.84
MAY,3,18,72.23,71.06689,7.924672,2.496337,25.0978,6.54
MAY,3,19,56.34,71.769633,7.917996,2.500294,27.2024,8.93
MAY,3,20,47.7,70.12969,7.863794,2.514309,31.598,15.91
MAY,3,21,25.38,66.139296,7.833287,2.620236,44.4826,36.47
MAY,3,22,36.33,61.327454,7.790843,2.637185,46.7057,11.56
MAY,3,23,37.79,57.340194,7.770161,2.634561,38.3478,8.22
MAY,4,0,39.3,53.163608,7.728931,2.62726,33.9992,7.34
MAY,4,1,34.05,47.094477,7.747273,2.6129,25.7271,7.51
MAY,4,2,37.31,41.787525,7.835762,2.603679,24.8217,6
MAY,4,3,33.68,38.492129,7.906535,2.598157,23.8884,6.64
MAY,4,4,28.59,35.306281,7.97144,2.575676,26.056,9.19
MAY,4,5,23.25,33.358829,8.038592,2.479677,30.8469,12.78
MAY,4,6,22.77,31.097017,8.138142,2.478108,35.8772,13.98
MAY,4,7,22.59,28.662071,8.200134,2.484436,39.911,14.79
MAY,4,8,19.5,25.295544,8.266243,2.500815,40.6961,18.08
MAY,4,9,30.09,25.05184,8.254843,2.509332,39.0567,14.51
MAY,4,10,41.29,25.924304,8.076329,2.51081,36.979,12.12
MAY,4,11,53.43,28.169779,7.614277,2.512963,31.906,8.86
MAY,4,12,65.01,32.581267,7.238605,2.516517,32.3909,8.91
MAY,4,13,72.18,38.811621,7.178602,2.51591,35.9968,7.08
MAY,4,14,75.33,46.139704,7.255652,2.511856,34.6646,5.97
MAY,4,15,71.26,53.014054,7.089224,2.495978,34.1638,5.96
MAY,4,16,78.77,60.328317,7.054905,2.492403,27.9456,7.5
MAY,4,17,80.11,66.808775,7.327448,2.50517,31.1975,8.79
MAY,4,18,62.94,70.190388,7.19502,2.523549,40.9154,9.52
MAY,4,19,55.61,70.587485,7.23799,2.555208,53.843,9.07
MAY,4,20,48.67,68.310675,7.307575,2.599636,62.1226,10.03
MAY,4,21,48.38,65.06174,7.305687,2.631251,65.2256,7.4
MAY,4,22,47.44,61.56731,7.263926,2.642826,65.9958,5.79
MAY,4,23,43.19,56.743823,8.109966,2.767936,63.8312,5.18
MAY,5,0,41.91,51.262792,8.429589,2.764408,49.9545,3.18
MAY,5,1,42.78,45.641237,9.088767,2.853248,32.1919,3.34
MAY,5,2,42.47,41.553135,10.147946,2.902836,25.5271,3.42
MAY,5,3,40.79,38.961567,10.652328,2.910825,19.7262,4.52
MAY,5,4,37.7,37.615344,11.007422,2.872972,15.8761,6.84
MAY,5,5,27.83,35.279019,11.147564,2.838606,21.6359,9.18
MAY,5,6,21.59,31.944267,11.188139,2.830131,26.03,13.6
MAY,5,7,21.97,30.076512,11.215313,2.711183,28.247,15.79
MAY,5,8,28.86,29.573333,11.182626,2.69945,23.3459,13.24
MAY,5,9,33.13,28.915263,11.24093,2.6022,26.9001,11.94
MAY,5,10,36.87,28.813692,11.401385,2.538721,29.2526,10.3
MAY,5,11,55.36,30.852154,12.109745,2.550315,26.1543,13.2
MAY,5,12,84.28,35.375938,13.409466,2.584241,42.8254,15.49
MAY,5,13,93.78,42.82794,15.746832,2.752395,41.6401,11.87
MAY,5,14,68.02,48.913975,16.450601,2.767406,36.199,5.87
MAY,5,15,65.71,54.501427,16.696149,2.775544,27.0156,5.39
MAY,5,16,68.03,59.622213,16.505566,2.785144,21.3181,5.16
MAY,5,17,55.2,63.162048,17.116102,2.825232,33.5386,9.33
MAY,5,18,46.43,65.029716,17.36803,2.846495,49.9691,13.14
MAY,5,19,45.46,62.632055,17.397745,2.815094,29.155,9.81
MAY,5,20,44.83,58.709188,17.456336,2.782626,22.9404,9.25
MAY,5,21,44.05,52.305298,17.541499,2.617737,14.4538,7.79
MAY,5,22,42.35,47.696256,17.850775,2.595278,23.4219,7.29
MAY,5,23,37.09,43.952579,17.417329,2.583675,18.3063,8.96
MAY,6,0,36.49,38.982709,17.319451,2.557136,15.7725,7.7
MAY,6,1,33.37,35.240594,16.672085,2.490373,12.8961,8.55
MAY,6,2,26.03,31.786301,15.594325,2.44921,10.8731,12.38
MAY,6,3,27.56,30.239679,15.034334,2.424225,14.5389,10.53
MAY,6,4,25.73,27.842517,14.620455,2.396412,13.2333,9.88
MAY,6,5,20.42,25.487119,14.370935,2.378022,12.8705,13.99
MAY,6,6,15.69,23.104656,14.169479,2.364563,18.0482,19.01
MAY,6,7,9.81,19.60128,14.007321,2.369414,19.3128,22.39
MAY,6,8,15.52,16.962609,13.87806,2.386192,18.7932,19.12
MAY,6,9,21.85,15.668452,13.715631,2.396516,19.8188,18.7
MAY,6,10,35.21,16.781577,13.474612,2.39833,23.8144,10.88
MAY,6,11,46.57,19.279613,12.69143,2.384739,24.5128,8.41
MAY,6,12,51.38,22.94709,11.267753,2.384456,20.6252,10.38
MAY,6,13,54.63,27.710673,8.764398,2.382372,20.4345,10.11
MAY,6,14,54.96,32.958524,7.83971,2.377755,19.2963,10.08
MAY,6,15,60.72,39.842397,7.388244,2.349529,14.4141,10.02
MAY,6,16,60.53,46.583654,7.087981,2.329138,12.1864,8.68
MAY,6,17,46.62,50.905294,5.92286,2.322773,23.3229,13.62
MAY,6,18,42.41,52.890165,5.635537,2.328508,34.7813,11.74
MAY,6,19,38.12,52.686608,5.765595,2.340646,46.7657,9.53
MAY,6,20,40.94,51.047419,5.858093,2.350603,38.4351,9.46
MAY,6,21,53.13,49.875244,5.826001,2.359893,39.8677,5.82
MAY,6,22,48.51,48.854256,5.562232,2.366795,23.1051,5.49
MAY,6,23,42.8,46.041396,5.124463,2.376268,14.1127,6.33
MAY,7,0,39.02,41.748444,4.931107,2.387151,15.6316,6.85
MAY,7,1,36.9,39.200442,4.831795,2.376606,18.8562,4.59
MAY,7,2,32.55,36.60635,4.710111,2.363782,22.092,5.72
MAY,7,3,29.92,34.804429,4.658226,2.347263,20.35,6.09
MAY,7,4,19.96,32.410379,4.627693,2.329729,19.692,11.97
MAY,7,5,21.92,28.928254,4.601834,2.311542,21.0696,11.04
MAY,7,6,18.37,25.229654,4.574589,2.297848,18.0693,14.75
MAY,7,7,12.51,21.653546,4.496348,2.300032,18.3416,19.71
MAY,7,8,11.98,19.108258,4.406142,2.320568,22.1136,20.85
MAY,7,9,20.03,17.385779,4.327318,2.342204,23.0476,15.58
MAY,7,10,32.48,18.036873,4.249877,2.351974,22.0182,11.83
MAY,7,11,41.81,19.917254,4.195519,2.360925,22.0492,10.37
MAY,7,12,48.2,23.593387,4.189854,2.380166,20.4251,11.24
MAY,7,13,54.09,28.376329,4.219306,2.390332,20.5507,11.66
MAY,7,14,61.01,34.078715,4.297541,2.397654,19.0804,9.59
MAY,7,15,65.7,41.090704,4.38385,2.39583,17.0624,9.37
MAY,7,16,69.16,49.264415,4.570706,2.376371,16.6906,9
MAY,7,17,59.5,55.527944,4.437523,2.362891,19.7096,8.83
MAY,7,18,52.64,58.9786,4.375119,2.373154,26.6291,11.05
MAY,7,19,54.12,60.393706,4.190014,2.397196,33.6659,10.65
MAY,7,20,53.77,60.933144,3.996252,2.409949,35.0996,7.71
MAY,7,21,55.31,60.627277,3.952346,2.434963,26.4211,6.93
MAY,7,22,44.26,58.631873,3.951196,2.461856,25.0984,11.27
MAY,7,23,41.19,54.756248,3.953519,2.474089,23.9826,11.55
MAY,8,0,37.02,50.326975,NA,2.477396,19.9271,12.94
MAY,8,1,38.66,46.975419,NA,2.482475,31.9415,10.21
MAY,8,2,40.95,44.280002,NA,2.47666,27.8287,8.27
MAY,8,3,34.53,41.946442,NA,2.455023,23.2188,12.24
MAY,8,4,30.97,39.479213,NA,2.437197,20.0039,11.42
MAY,8,5,28.15,35.909192,NA,2.417918,19.1144,15.41
MAY,8,6,20.65,32.691119,NA,2.415876,20.6313,21.45
MAY,8,7,14.94,29.822268,NA,2.464995,21.0854,24.47
MAY,8,8,25.36,27.998164,NA,2.488362,22.1629,20.6
MAY,8,9,39.7,26.9702,NA,2.509068,23.4878,13.19
MAY,8,10,42.06,27.265581,NA,2.517208,20.1442,11.67
MAY,8,11,48.41,28.72542,NA,2.531131,18.0663,8.82
MAY,8,12,48.28,30.732939,NA,2.541712,19.7046,9.92
MAY,8,13,52.67,33.604991,NA,2.560235,19.9476,8.93
MAY,8,14,62.82,38.469616,NA,2.558179,15.7757,8.77
MAY,8,15,69.24,45.355052,NA,2.505591,18.9481,6.35
MAY,8,16,70.66,51.370825,NA,2.483847,14.1449,6.01
MAY,8,17,59.83,55.007154,NA,2.474718,21.4899,6.92
MAY,8,18,54.06,56.443948,4.957855,2.501627,21.4347,7.13
MAY,8,19,44.33,56.773104,5.888972,2.523516,28.7562,17.23
MAY,8,20,44.02,56.253727,6.122848,2.545043,26.9977,11.46
MAY,8,21,41.75,55.002973,6.113179,2.557482,27.4846,10.12
MAY,8,22,34.69,52.011392,6.040665,2.556512,19.3191,13.82
MAY,8,23,31.7,47.368679,5.980201,2.562954,18.2156,14.01
MAY,9,0,28.51,41.605933,5.893925,2.574333,16.5312,15.28
MAY,9,1,28,37.461,5.869128,2.567177,11.0757,13.49
MAY,9,2,33.34,34.742673,5.805694,2.533259,10.2448,10.37
MAY,9,3,32.95,32.693333,5.742151,2.501346,13.83,10.24
MAY,9,4,35.38,31.347519,5.662545,2.471255,12.2687,8.93
MAY,9,5,35.72,30.874092,5.587638,2.438439,11.7813,6.65
MAY,9,6,28.4,29.8116,5.510774,2.427764,11.9743,11.01
MAY,9,7,22.52,28.822323,5.446094,2.421028,14.0554,17.42
MAY,9,8,23.95,28.738437,5.374979,2.416614,16.4072,16.18
MAY,9,9,30.89,29.129562,5.33498,2.420195,16.4469,14.64
MAY,9,10,45.22,30.852652,5.316311,2.470442,15.16,10.91
MAY,9,11,63.91,33.720092,5.752726,2.5503,17.4526,10.53
MAY,9,12,69.89,37.253412,6.179479,2.580651,16.8544,8.68
MAY,9,13,71.59,42.399158,6.384649,2.605338,17.2025,7.58
MAY,9,14,73.7,48.711246,6.54972,2.620686,16.9624,6.67
MAY,9,15,70.63,54.41109,6.558146,2.622217,11.6868,5.73
MAY,9,16,70.31,60.34991,6.541316,2.618711,11.0545,5.56
MAY,9,17,67.41,65.472644,6.483066,2.619634,10.1042,4.82
MAY,9,18,64.87,68.795369,6.112599,2.578258,10.6963,5.32
MAY,9,19,61.11,70.049515,5.231556,2.509589,15.9242,6.26
MAY,9,20,49.09,69.3669,4.864761,2.504416,23.862,13.4
MAY,9,21,45.21,66.647981,4.69425,2.503395,27.8383,14.36
MAY,9,22,44.66,62.616248,4.60668,2.513101,30.7472,12.04
MAY,9,23,40.62,58.848415,4.512209,2.515859,26.4887,6.52
MAY,10,0,39.88,54.623823,4.461064,2.51406,27.7142,5.31
MAY,10,1,41.1,50.546586,4.50193,2.508544,23.2135,5.17
MAY,10,2,40.04,46.850244,4.575624,2.499073,17.6566,4.78
MAY,10,3,39.55,43.552652,4.651829,2.486703,13.6086,5.19
MAY,10,4,40.02,41.393815,4.750368,2.458296,12.3516,5.47
MAY,10,5,37.07,39.531479,4.87475,2.433537,9.8029,5.09
MAY,10,6,32.96,37.857519,4.979993,2.405513,10.7445,7.28
MAY,10,7,27.58,36.020458,5.065228,2.402913,12.239,11.42
MAY,10,8,31.19,34.853852,5.147004,2.403369,10.5426,10.76
MAY,10,9,38.67,34.874994,5.205868,2.408433,9.6794,9.47
MAY,10,10,42.85,35.505558,5.225387,2.413437,9.4361,9.85
MAY,10,11,50.46,37.511902,4.773007,2.418933,12.4533,9.83
MAY,10,12,63.13,40.674731,4.399141,2.437517,12.5268,10.35
MAY,10,13,75.56,45.441263,4.718115,2.491902,17.6945,11.69
MAY,10,14,76.96,52.1316,5.362359,2.548564,19.9352,8.89
MAY,10,15,70.78,58.169052,5.48849,2.54679,16.2025,6.17
MAY,10,16,69.72,63.335727,6.022026,2.585866,13.0971,6.39
MAY,10,17,70.44,67.574307,6.206859,2.587274,13.1901,6.07
MAY,10,18,73.04,71.370742,6.283648,2.590518,13.5817,4.26
MAY,10,19,59.81,72.028344,7.768197,2.708547,17.6415,5.42
MAY,10,20,42.75,69.765996,8.343196,2.713854,96.9954,8.87
MAY,10,21,39.94,65.457079,8.660862,2.682114,78.5344,8.75
MAY,10,22,37.16,59.527946,8.883641,2.640382,47.6602,6.85
MAY,10,23,36.17,55.066079,9.06419,2.644503,31.9036,5.34
MAY,11,0,36.74,51.057394,9.203074,2.602557,21.8042,4.74
MAY,11,1,38.7,46.823523,9.2042,2.595293,17.0236,4.09
MAY,11,2,37.57,42.417142,9.157442,2.585999,13.0154,4.72
MAY,11,3,37.79,39.961998,9.123482,2.462222,8.6177,4.09
MAY,11,4,35.4,38.846648,9.062609,2.438862,10.2931,4.71
MAY,11,5,30.82,37.801123,8.97773,2.418142,10.2342,5.37
MAY,11,6,29.87,36.789848,8.898388,2.408974,9.0701,8.25
MAY,11,7,26.03,35.471585,8.812013,2.409381,10.9098,12.68
MAY,11,8,27.24,34.140317,8.73604,2.415817,13.1704,11.68
MAY,11,9,34.22,33.187792,8.675575,2.422549,15.3341,9.61
MAY,11,10,38.9,33.059008,8.609121,2.430283,15.6578,9.46
MAY,11,11,46.74,34.260327,8.556252,2.438215,16.5426,10.37
MAY,11,12,57.52,37.125654,8.43984,2.451599,20.1377,8.9
MAY,11,13,66.72,41.215613,7.860715,2.467743,22.4348,6.19
MAY,11,14,68.29,46.835554,7.006592,2.478163,23.6953,8.21
MAY,11,15,67.63,53.088629,6.822357,2.481349,24.2313,7.93
MAY,11,16,66.99,59.154983,6.240424,2.478664,25.0327,10.23
MAY,11,17,67.6,64.656456,6.039538,2.483286,26.895,10.49
MAY,11,18,66.06,68.597563,5.934398,2.499825,30.7322,7.93
MAY,11,19,55.83,70.386769,4.443013,2.526955,34.19,15.38
MAY,11,20,50.85,70.65195,3.868758,2.555883,34.3372,16.84
MAY,11,21,45.12,69.017665,3.610698,2.578681,36.348,18.58
MAY,11,22,40.93,64.903913,3.405098,2.589774,39.3107,12.52
MAY,11,23,37.72,60.184365,3.228194,2.592214,33.7085,6.3
MAY,12,0,33.3,54.687269,3.078341,2.596624,25.0807,5.85
MAY,12,1,31.23,48.909244,3.029946,2.594639,20.4069,6.53
MAY,12,2,30.61,43.74819,3.026092,2.580643,17.3764,6.33
MAY,12,3,27.36,38.901085,3.006922,2.556928,16.9864,7.55
MAY,12,4,23.38,33.73365,3.000685,2.52669,20.0377,9.66
MAY,12,5,21.92,29.202235,3.005296,2.507823,19.9064,12.29
MAY,12,6,15.75,25.448545,3.028793,2.501284,21.5745,17.92
MAY,12,7,10.92,21.53996,3.055051,2.524343,30.6896,22.77
MAY,12,8,19.05,19.360841,3.088441,2.540232,39.915,17.69
MAY,12,9,32.58,19.054751,3.106951,2.545771,35.5348,8.63
MAY,12,10,40.83,20.299987,3.120994,2.544573,28.2528,7.41
MAY,12,11,49.64,23.34596,3.133616,2.55075,25.3039,6.41
MAY,12,12,57.73,27.963576,3.135112,2.558241,24.4108,6.15
MAY,12,13,58.96,33.476099,3.13386,2.55277,24.5109,6.62
MAY,12,14,58.24,39.553758,3.115031,2.547435,23.945,6.09
MAY,12,15,66.82,46.807658,3.078025,2.521515,21.4835,4.8
MAY,12,16,68.92,53.677254,3.072159,2.504007,20.6794,4.63
MAY,12,17,70.03,59.054571,3.069995,2.50135,20.8142,4.73
MAY,12,18,69.45,63.051708,3.095404,2.511534,24.6089,5.3
MAY,12,19,64.48,65.381444,3.118995,2.524266,26.399,6.39
MAY,12,20,44.96,64.537506,3.127026,2.569366,28.145,18.44
MAY,12,21,35.8,60.469917,3.105053,2.644675,47.0113,21.14
MAY,12,22,40.45,57.662692,3.101803,2.676787,54.6617,13.05
MAY,12,23,38.1,54.559604,3.111436,2.695821,51.2879,8.79
MAY,13,0,36.51,49.624436,3.122335,2.719308,50.4245,8.48
MAY,13,1,34.44,44.813836,3.135052,2.733856,49.0727,8.06
MAY,13,2,22,40.165729,3.148348,2.74058,42.711,18.22
MAY,13,3,12.25,33.950798,3.167337,2.740971,40.9438,23.79
MAY,13,4,20.43,29.325118,3.192669,2.709316,40.4969,18.96
MAY,13,5,25.07,29.037424,3.222044,2.646628,42.438,14.82
MAY,13,6,24.55,27.77083,3.243196,2.62939,38.1026,16.76
MAY,13,7,17.49,24.184907,3.281571,2.679663,42.6775,21.47
MAY,13,8,24.97,22.205626,3.318602,2.71604,46.4136,20.08
MAY,13,9,29.4,21.713986,3.367769,2.735458,44.3746,20.03
MAY,13,10,45.04,22.702484,3.431157,2.742715,42.0617,11.15
MAY,13,11,58.2,27.731928,3.492646,2.738427,36.5596,8.79
MAY,13,12,69.05,35.109694,3.56506,2.734354,35.8236,7.33
MAY,13,13,70.63,41.561163,3.637476,2.742284,36.3075,7.5
MAY,13,14,65.6,47.140388,3.707883,2.737169,33.8427,7.72
MAY,13,15,69.74,55.064017,3.793103,2.678596,29.626,5.95
MAY,13,16,69.01,62.403436,3.864673,2.629435,31.9022,5.4
MAY,13,17,72.75,68.273804,3.948281,2.609051,31.5983,5.61
MAY,13,18,72.87,72.366171,4.010602,2.612468,33.1094,6.07
MAY,13,19,64.52,74.716148,4.08041,2.63435,44.9727,15.3
MAY,13,20,49.84,72.870138,4.164245,2.678652,44.9713,20.47
MAY,13,21,39.75,68.419125,4.219513,2.698202,128.0929,13.16
MAY,13,22,38.26,64.041521,4.26412,2.715999,94.0472,7.89
MAY,13,23,35.54,59.292404,4.298766,2.719991,65.118,6.62
MAY,14,0,28.18,53.826406,4.336859,2.741765,46.0208,10.4
MAY,14,1,22.34,47.373952,4.35251,2.749046,45.1001,12.29
MAY,14,2,16.39,40.525831,4.341497,2.750634,44.7727,26.55
MAY,14,3,25.7,34.120906,4.336013,2.738291,42.7059,16.46
MAY,14,4,35.07,30.49289,4.330248,2.698402,40.3149,10.83
MAY,14,5,31.39,28.502963,4.333718,2.67668,43.149,10.38
MAY,14,6,18.72,27.104815,4.324906,2.68093,41.6841,19.04
MAY,14,7,13.92,23.809396,4.353012,2.742869,44.6557,30.75
MAY,14,8,18.43,21.538482,4.348874,2.779583,51.0116,24.74
MAY,14,9,40.94,22.358021,4.338686,2.804512,50.8134,15.43
MAY,14,10,55.55,25.9866,4.325783,2.805413,45.6982,10.02
MAY,14,11,63.24,30.704313,4.320745,2.801747,41.4017,7.53
MAY,14,12,64.51,35.827875,4.30759,2.801964,42.5283,6.02
MAY,14,13,56.7,39.968963,4.285719,2.799221,39.3647,5.9
MAY,14,14,63.13,45.009473,4.271148,2.781224,34.328,6.23
MAY,14,15,63.74,52.380529,4.255917,2.718914,29.4011,6.42
MAY,14,16,67.85,59.839498,4.238371,2.665196,30.9393,4.89
MAY,14,17,66.9,64.8305,4.225957,2.636229,30.6749,5.65
MAY,14,18,66.8,67.547298,4.217586,2.626384,27.7871,4.38
MAY,14,19,62.57,67.909617,4.188827,2.631606,28.5955,5.74
MAY,14,20,48.52,66.017183,4.151834,2.647185,32.1332,10.77
MAY,14,21,42.8,63.95476,4.099904,2.677345,38.6829,14.44
MAY,14,22,36.99,60.118094,4.060332,2.704823,46.8753,12.43
MAY,14,23,29.25,55.062463,4.041873,2.723532,48.9805,9.85
MAY,15,0,25.99,49.269113,4.018151,2.740855,44.4821,9.36
MAY,15,1,29,43.412333,4.013227,2.749743,45.2735,14.91
MAY,15,2,35.71,37.903688,3.99095,2.757406,44.5871,17.28
MAY,15,3,32.32,33.152081,3.970403,2.757787,36.8038,18.44
MAY,15,4,16.94,28.761361,3.955891,2.744758,34.7868,18.29
MAY,15,5,19.18,25.335965,3.937712,2.721298,36.327,19.31
MAY,15,6,17.22,22.609686,3.936698,2.712443,37.345,18.44
MAY,15,7,8.18,20.097754,3.890169,2.740865,41.4678,28.25
MAY,15,8,16.71,18.27997,3.889709,2.782669,49.6567,23.85
MAY,15,9,39.89,18.915524,3.908042,2.812118,48.7919,16.02
MAY,15,10,55.55,22.259726,3.929405,2.813396,48.7804,9
MAY,15,11,62.52,26.827833,3.924889,2.805689,42.1124,6.2
MAY,15,12,NA,32.098124,3.92414,2.798368,34.5976,NA
MAY,15,13,65.02,38.419227,3.922139,2.795942,30.7631,6.3
MAY,15,14,54.62,43.961937,3.911733,2.777188,26.903,6.55
MAY,15,15,59.81,50.348799,3.899244,2.737515,25.084,5.31
MAY,15,16,51.7,55.881375,3.887347,2.684367,28.4445,5.39
MAY,15,17,47.89,58.405277,3.867768,2.645309,30.4276,4.21
MAY,15,18,45.64,57.456115,3.847155,2.636667,29.9005,4.22
MAY,15,19,43.53,54.770919,3.831277,2.641042,31.4812,5.27
MAY,15,20,39.79,51.935396,3.809092,2.662763,31.8461,9.28
MAY,15,21,35,48.113481,3.818633,2.69187,36.2959,11.51
MAY,15,22,28.79,44.581308,3.851078,2.720705,48.2839,11.92
MAY,15,23,31.38,40.33755,3.866431,2.73814,55.009,8.33
MAY,16,0,33.84,37.124158,3.88093,2.746369,50.116,6.59
MAY,16,1,37.33,36.664798,3.894638,2.760442,41.953,4.99
MAY,16,2,30.9,35.147011,3.921874,2.771665,38.1006,8.21
MAY,16,3,15.79,32.800352,3.948844,2.783592,38.0574,23.78
MAY,16,4,40.61,31.738711,3.96828,2.779929,41.5956,13.63
MAY,16,5,28.8,30.660461,3.990199,2.762399,40.5681,14.74
MAY,16,6,20.07,28.91655,4.004911,2.763035,42.61,20.44
MAY,16,7,20.38,26.614817,4.04346,2.805761,47.1074,23.8
MAY,16,8,26.65,24.718204,4.075383,2.85334,53.4925,21.17
MAY,16,9,41.01,23.369362,4.086134,2.879462,53.4784,15.28
MAY,16,10,50.02,25.444854,4.093949,2.882039,52.1588,7.06
MAY,16,11,54.6,29.796983,4.122678,2.868551,46.5156,7.11
MAY,16,12,51.28,32.773862,4.144473,2.855864,41.4676,6.48
MAY,16,13,47.49,35.668889,4.164115,2.841911,39.3652,5.93
MAY,16,14,44,39.062181,4.172402,2.81186,34.3595,4.69
MAY,16,15,46.3,43.662998,4.172868,2.748171,30.1871,4.34
MAY,16,16,42.3,47.321215,4.185121,2.686867,26.1401,3.9
MAY,16,17,42.18,48.038475,4.199902,2.646095,25.0935,3.71
MAY,16,18,45.03,47.114306,4.211944,2.637242,25.2779,3.66
MAY,16,19,46.08,45.307181,4.239541,2.6441,28.1796,4.66
MAY,16,20,45.95,43.761784,4.265896,2.669686,35.5952,7.66
MAY,16,21,48.17,42.882992,4.285237,2.708326,39.4504,11.2
