MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM25,TEMP,WIND_SPEED,WIND_DIR,HUMIDITY,PBAR,UV
MARZO,12.0,11.0,0.04,0.007,0.86,0.013,174.0,39.0,20.204383,6.00013,84.121917,44.013683,624.793667,3.187138
MARZO,12.0,12.0,0.045,0.007,0.82,0.012,122.0,26.0,21.722317,5.949205,85.14905,37.57775,624.2925,4.184302
MARZO,12.0,13.0,0.049,0.007,0.82,0.014,83.0,27.0,23.668483,4.615303,86.63895,31.498683,623.588,4.849642
MARZO,12.0,14.0,0.055,0.007,0.77,0.013,53.0,25.0,25.499037,3.934398,79.235833,28.4046,622.911167,4.769725
MARZO,12.0,15.0,0.052,0.007,0.8,0.012,60.0,31.0,26.411683,4.279558,76.2225,27.0986,622.103833,4.134773
MARZO,12.0,16.0,0.052,0.01,0.78,0.013,79.0,24.0,26.829345,3.764307,75.548733,25.993983,621.527833,2.991423
MARZO,12.0,17.0,0.049,0.011,0.8,0.011,96.0,20.0,26.292917,5.101845,72.420283,25.8527,621.470833,1.73007
MARZO,12.0,18.0,0.047,0.007,0.75,0.011,104.0,22.0,25.099148,5.658702,85.916617,27.123683,621.674167,0.718495
MARZO,12.0,19.0,0.039,0.007,0.7,0.011,108.0,15.0,22.411583,5.71217,76.096233,29.650967,622.225833,0.132302
MARZO,12.0,20.0,0.028,0.007,0.73,0.012,148.0,16.0,17.99525,7.005103,82.033133,34.73435,623.218667,0.008867
MARZO,12.0,21.0,0.026,0.007,0.78,0.012,191.0,10.0,15.332404,7.153582,84.138067,38.730467,624.127167,0.00822
MARZO,12.0,22.0,0.027,0.006,0.71,0.009,160.0,11.0,13.478035,6.522328,80.311567,41.415867,624.948667,0.008205
MARZO,12.0,23.0,0.027,0.006,0.67,0.005,78.0,13.0,11.943983,6.105742,78.34765,43.928983,625.4065,0.00818
MARZO,13.0,0.0,0.029,0.006,0.67,0.003,54.0,14.0,10.926552,5.2352,80.67505,45.78805,625.478,0.007844
MARZO,13.0,1.0,0.03,0.006,0.65,0.003,48.0,11.0,10.157696,4.759645,84.223033,46.87235,625.557,0.008367
MARZO,13.0,2.0,0.029,0.006,0.65,0.003,39.0,9.0,9.334107,3.988867,92.109267,48.819117,625.468,0.007859
MARZO,13.0,5.0,0.024,0.006,0.66,0.006,36.0,19.0,7.394341,2.638918,93.412233,54.215433,624.971167,0.008098
MARZO,13.0,6.0,0.022,0.006,0.68,0.007,31.0,10.0,6.725931,2.744497,96.501717,56.331217,625.069,0.009029
MARZO,13.0,7.0,0.016,0.007,0.76,0.014,55.0,9.0,6.346887,2.579848,82.993533,58.94175,625.3795,0.011493
MARZO,13.0,8.0,0.012,0.008,0.84,0.018,60.0,24.0,6.90387,2.778087,82.335617,57.33435,625.8705,0.221953
MARZO,13.0,9.0,0.019,0.011,0.87,0.016,52.0,31.0,9.768018,3.191927,86.142983,50.16855,626.445,0.920885
MARZO,13.0,10.0,0.024,0.008,0.89,0.014,54.0,16.0,12.579278,3.053427,101.753483,44.961583,626.647667,1.992032
MARZO,13.0,11.0,0.031,0.008,0.91,0.012,40.0,21.0,16.50525,1.773507,112.359633,37.673733,626.4855,3.294938
MARZO,13.0,12.0,0.043,0.018,0.81,0.011,53.0,17.0,20.406733,1.360368,195.652767,31.768883,625.922667,4.295612
MARZO,13.0,13.0,0.048,0.015,0.7,0.004,39.0,23.0,22.589534,2.363372,256.650833,29.923933,624.9815,4.991147
MARZO,13.0,14.0,0.048,0.01,0.66,0.003,18.0,31.0,24.797017,2.996643,259.151,28.21685,624.023667,4.879287
MARZO,13.0,15.0,0.05,0.007,0.63,0.003,21.0,19.0,26.345617,3.454545,271.986167,26.36125,623.134167,4.259983
MARZO,13.0,16.0,0.049,0.007,0.58,0.002,25.0,16.0,27.579603,4.162625,279.058333,24.102867,622.272167,3.147547
MARZO,13.0,17.0,0.048,0.007,0.57,0.002,49.0,8.0,28.162133,4.392922,273.224,22.0716,621.770833,1.895577
MARZO,13.0,18.0,0.047,0.007,0.55,0.002,53.0,11.0,27.837717,4.613495,272.976333,21.511667,621.7895,0.792645
MARZO,13.0,19.0,0.041,0.007,0.58,0.006,56.0,14.0,26.129346,4.029277,263.9595,24.11775,622.007333,0.144775
MARZO,13.0,20.0,0.032,0.007,0.63,0.009,67.0,14.0,24.063017,3.543323,254.163,24.808933,622.747167,0.009148
MARZO,13.0,21.0,0.031,0.007,0.63,0.009,68.0,12.0,22.321373,3.950398,246.7505,24.786333,623.455,0.008738
MARZO,13.0,22.0,0.028,0.007,0.64,0.008,61.0,9.0,21.032845,3.577568,226.957333,27.60675,624.2335,0.008303
MARZO,13.0,23.0,0.022,0.007,0.69,0.01,55.0,6.0,19.717741,2.537922,212.979833,32.269817,624.766667,0.007512
MARZO,14.0,0.0,0.023,0.007,0.63,0.006,51.0,6.0,18.57839,1.837118,194.07585,36.7885,624.867833,0.008336
MARZO,14.0,1.0,0.02,0.007,0.59,0.008,58.0,10.0,17.432961,1.467688,264.468067,39.405817,625.091,0.008668
MARZO,14.0,2.0,0.01,0.007,0.71,0.02,41.0,12.0,16.403755,0.889495,166.261567,42.127417,624.963167,0.008136
MARZO,14.0,3.0,0.012,0.007,0.65,0.017,43.0,17.0,15.77734,1.164728,202.614367,43.999,624.561833,0.00907
MARZO,14.0,4.0,0.014,0.007,0.6,0.012,34.0,15.0,14.270868,1.342023,279.090667,49.955967,624.3265,0.009309
MARZO,14.0,5.0,0.009,0.007,0.62,0.018,37.0,14.0,13.512,1.122495,271.242,53.669683,624.292667,0.009512
MARZO,14.0,6.0,0.007,0.01,0.65,0.024,39.0,16.0,12.857741,0.972058,251.7845,55.574533,624.5915,0.007818
MARZO,14.0,7.0,0.002,0.013,1.46,0.038,60.0,17.0,13.217283,1.045248,185.8145,53.584833,625.095333,0.011624
MARZO,14.0,8.0,0.001,0.009,2.51,0.043,218.0,30.0,14.460574,0.645152,179.2945,51.802683,625.511667,0.228382
MARZO,14.0,9.0,0.006,0.008,1.67,0.039,234.0,31.0,18.485451,1.076243,230.362,39.453017,625.9895,0.96739
MARZO,14.0,10.0,0.029,0.007,0.82,0.008,70.0,32.0,20.607926,2.224432,213.6915,36.870067,626.107,2.125927
MARZO,14.0,11.0,0.035,0.007,0.73,0.004,34.0,19.0,22.196759,2.929632,245.084833,34.023683,626.034333,3.409298
MARZO,14.0,12.0,0.039,0.007,0.69,0.005,35.0,16.0,23.918526,2.667688,240.170167,32.14305,625.551333,4.374565
MARZO,14.0,13.0,0.04,0.007,0.67,0.005,28.0,17.0,25.47786,2.99846,243.213867,27.87765,624.663667,5.078592
MARZO,14.0,14.0,0.043,0.007,0.62,0.002,25.0,19.0,26.783552,3.522735,279.1415,26.333883,623.792333,4.982183
MARZO,14.0,15.0,0.045,0.007,0.57,0.002,43.0,21.0,27.676625,4.582908,283.586,22.951367,623.190333,4.392135
MARZO,14.0,16.0,0.048,0.007,0.57,0.003,43.0,15.0,28.488056,4.405962,281.1445,20.081317,622.506167,3.247412
MARZO,14.0,17.0,0.051,0.007,0.57,0.003,48.0,12.0,28.729214,4.03165,269.902833,17.83985,622.300667,1.93179
MARZO,14.0,18.0,0.05,0.007,0.57,0.003,68.0,10.0,28.805255,3.560432,282.8095,17.059233,622.2715,0.815085
MARZO,14.0,19.0,0.032,0.007,0.63,0.015,58.0,12.0,26.926,2.936815,270.903833,18.335183,622.621333,0.151452
MARZO,14.0,20.0,0.015,0.007,0.95,0.036,90.0,11.0,24.589684,1.84786,251.148,21.487733,623.078833,0.008743
MARZO,14.0,21.0,0.018,0.007,0.91,0.029,79.0,24.0,23.526278,2.172827,237.634667,23.013567,623.627333,0.008521
MARZO,14.0,22.0,0.024,0.007,0.83,0.027,82.0,18.0,21.414636,1.201478,280.121,25.066033,624.192833,0.008444
MARZO,14.0,23.0,0.017,0.007,0.97,0.032,98.0,25.0,20.295439,1.434377,275.405167,27.786817,624.395167,0.008952
MARZO,15.0,0.0,0.008,0.007,0.82,0.04,77.0,22.0,19.226678,1.461688,285.668,31.010167,624.5965,0.00833
MARZO,15.0,1.0,0.012,0.007,0.76,0.035,85.0,16.0,18.605817,1.399653,250.806667,31.834517,624.742833,0.009183
MARZO,15.0,2.0,0.021,0.007,0.68,0.021,70.0,26.0,18.293883,1.22933,232.990167,33.481583,624.627333,0.007778
MARZO,15.0,3.0,0.015,0.007,0.68,0.024,53.0,23.0,16.852706,0.762477,194.616033,37.470383,624.436667,0.008807
MARZO,15.0,4.0,0.014,0.007,0.69,0.018,55.0,17.0,16.663717,0.905245,185.432083,40.248417,624.5875,0.007997
MARZO,15.0,5.0,0.017,0.007,0.65,0.012,41.0,18.0,15.90065,0.991735,254.03,45.25225,624.573333,0.00827
MARZO,15.0,6.0,0.01,0.007,0.7,0.024,52.0,19.0,14.8927,1.47545,250.085,49.3374,624.800667,0.008614
MARZO,15.0,8.0,0.008,0.01,1.66,0.037,113.0,29.0,13.976368,2.00276,94.423717,47.758817,625.583833,0.224987
MARZO,15.0,9.0,0.009,0.013,1.39,0.04,167.0,41.0,17.071576,1.590213,105.27845,38.919,625.972333,0.921937
MARZO,15.0,10.0,0.025,0.012,1.08,0.024,113.0,36.0,20.262719,2.410603,107.447683,35.859967,626.272167,2.009608
MARZO,15.0,11.0,0.04,0.007,0.9,0.014,70.0,25.0,22.083855,3.736282,105.950183,31.668683,626.1635,3.258853
MARZO,15.0,12.0,0.049,0.009,0.84,0.012,61.0,21.0,23.656706,4.308105,86.646767,28.473117,625.936667,4.118268
MARZO,15.0,13.0,0.057,0.009,0.96,0.018,60.0,21.0,25.144526,3.61904,99.470033,25.550467,625.235333,4.602783
MARZO,15.0,14.0,0.066,0.008,0.98,0.022,56.0,24.0,26.666867,3.30262,118.189533,24.4894,624.394667,4.515872
MARZO,15.0,15.0,0.07,0.008,0.8,0.014,58.0,27.0,27.773883,2.916665,111.306917,23.4118,623.566333,3.886065
MARZO,15.0,16.0,0.067,0.009,0.72,0.01,56.0,30.0,28.739467,2.021328,137.832933,19.989317,622.710667,2.861483
MARZO,15.0,17.0,0.071,0.01,0.69,0.008,58.0,17.0,29.062367,1.969727,180.832433,18.902283,622.203,1.74209
MARZO,15.0,18.0,0.069,0.011,0.66,0.004,64.0,17.0,28.865083,2.320693,268.780383,19.039367,622.278,0.737315
MARZO,15.0,19.0,0.063,0.009,0.65,0.006,57.0,18.0,27.756567,1.212873,274.193567,19.0156,622.4875,0.135803
MARZO,15.0,20.0,0.038,0.01,0.97,0.024,84.0,15.0,24.942444,4.028907,78.531617,26.123483,622.974167,0.008902
MARZO,15.0,21.0,0.033,0.012,0.76,0.014,129.0,17.0,22.203741,5.393547,68.23915,31.15475,623.853,0.007947
MARZO,15.0,22.0,0.032,0.007,0.7,0.01,97.0,11.0,20.320574,5.319805,68.557867,34.98535,624.4785,0.00883
MARZO,15.0,23.0,0.031,0.007,0.68,0.008,86.0,9.0,18.796133,4.321147,84.34835,37.541517,624.917333,0.008475
MARZO,16.0,5.0,0.025,0.007,0.66,0.013,45.0,18.0,14.475875,2.78824,93.237683,49.236017,624.0055,0.008254
MARZO,16.0,6.0,0.025,0.007,0.69,0.012,58.0,16.0,13.946036,3.076518,94.0198,50.961317,624.208333,0.007564
MARZO,16.0,7.0,0.013,0.008,0.99,0.03,71.0,12.0,13.644431,3.065342,85.503417,52.554667,624.59,0.012044
MARZO,16.0,8.0,0.016,0.007,1.0,0.03,73.0,19.0,13.82965,3.313998,89.201667,51.98015,624.974167,0.198487
MARZO,16.0,9.0,0.021,0.007,1.07,0.025,73.0,16.0,15.663533,3.685245,100.717317,47.726483,625.315333,0.831707
MARZO,16.0,10.0,0.028,0.008,0.99,0.021,69.0,20.0,18.2475,3.208235,97.423183,42.389817,625.489167,1.935282
MARZO,16.0,11.0,0.038,0.008,0.92,0.019,71.0,22.0,21.15585,2.265005,108.357967,36.556633,625.393,3.129157
MARZO,16.0,12.0,0.052,0.008,0.77,0.012,62.0,23.0,23.9365,2.094463,216.889067,32.3816,624.8295,4.007595
MARZO,16.0,13.0,0.054,0.008,0.65,0.004,43.0,27.0,25.13875,2.7541,272.77725,32.329333,623.877333,4.783912
MARZO,16.0,14.0,0.049,0.007,0.65,0.003,34.0,27.0,26.1833,3.323765,277.428617,31.614317,622.925667,4.095815
MARZO,16.0,15.0,0.052,0.007,0.63,0.003,49.0,26.0,27.497741,3.994003,275.26,28.0795,621.959,4.143482
MARZO,16.0,16.0,0.053,0.007,0.63,0.003,49.0,14.0,28.3795,3.906122,272.463167,25.290833,621.145333,3.089768
MARZO,16.0,17.0,0.051,0.007,0.61,0.003,45.0,15.0,28.698796,4.788298,263.379667,20.66965,620.610333,1.858563
MARZO,16.0,18.0,0.052,0.007,0.6,0.003,82.0,15.0,28.023151,6.02039,261.183333,20.61155,620.537667,0.767198
MARZO,16.0,19.0,0.041,0.007,0.68,0.01,70.0,18.0,26.060456,3.417097,250.278667,24.065367,620.817,0.142668
MARZO,16.0,20.0,0.022,0.007,0.94,0.024,84.0,19.0,23.380917,3.611323,156.945,33.044417,621.470167,0.008467
MARZO,16.0,21.0,0.019,0.009,0.86,0.029,77.0,14.0,22.450964,3.372537,177.805333,34.637083,622.075833,0.008157
MARZO,16.0,22.0,0.029,0.007,0.73,0.011,73.0,25.0,22.123517,2.456063,205.839167,35.258333,622.562167,0.008341
MARZO,16.0,23.0,0.026,0.007,0.69,0.012,49.0,13.0,20.81895,1.826405,242.061,37.875667,622.916667,0.008717
MARZO,17.0,0.0,0.021,0.007,0.67,0.012,54.0,12.0,19.117983,1.703232,273.259167,42.528633,623.039,0.009417
MARZO,17.0,1.0,0.02,0.007,0.63,0.012,55.0,13.0,18.4722,1.862895,270.608167,41.124967,622.923333,0.009537
MARZO,17.0,2.0,0.027,0.007,0.61,0.004,39.0,14.0,17.809967,1.596532,256.3229,42.149383,622.7525,0.008168
MARZO,17.0,3.0,0.033,0.007,0.62,0.006,38.0,12.0,17.505867,1.600825,262.5525,44.470867,622.509,0.008717
MARZO,17.0,4.0,0.021,0.007,0.64,0.018,39.0,12.0,16.534183,1.120338,206.903,47.356733,622.378833,0.008492
MARZO,17.0,5.0,0.023,0.007,0.64,0.01,46.0,20.0,16.2502,1.754605,197.995167,50.1789,622.3315,0.008319
MARZO,17.0,6.0,0.02,0.007,0.69,0.014,45.0,17.0,15.766867,2.10781,236.724833,52.08475,622.528,0.008983
MARZO,17.0,7.0,0.016,0.007,0.87,0.022,45.0,14.0,15.6295,2.713577,215.085,51.86145,622.816167,0.013945
MARZO,17.0,8.0,0.012,0.007,0.95,0.025,54.0,14.0,16.273783,1.771982,256.909833,48.93285,623.095833,0.255595
MARZO,17.0,9.0,0.021,0.008,0.89,0.016,54.0,18.0,18.92275,2.733907,234.990333,40.306783,623.373167,1.019222
MARZO,17.0,10.0,0.031,0.007,0.72,0.007,47.0,18.0,21.026283,3.464353,241.843333,34.857083,623.576333,2.171828
MARZO,17.0,11.0,0.032,0.007,0.66,0.005,175.0,20.0,22.869583,4.293783,238.712333,30.020783,623.460833,3.428185
MARZO,17.0,12.0,0.034,0.007,0.64,0.004,118.0,13.0,24.200117,4.9486,244.323167,26.267317,623.0935,4.394855
MARZO,17.0,13.0,0.037,0.007,0.67,0.004,46.0,17.0,25.487564,6.18417,244.264,25.079233,622.421667,5.048947
MARZO,17.0,14.0,0.039,0.007,0.62,0.003,78.0,28.0,26.665549,6.499877,259.6955,21.373333,621.684667,4.905702
MARZO,17.0,15.0,0.043,0.007,0.58,0.002,95.0,19.0,27.412725,6.421235,268.222333,18.074933,621.026167,4.270723
MARZO,17.0,16.0,0.043,0.006,0.58,0.002,58.0,13.0,28.063444,5.804127,264.612333,15.913617,620.429333,3.166432
MARZO,17.0,17.0,0.041,0.006,0.57,0.003,66.0,14.0,28.197273,6.028228,260.331167,13.595133,620.191833,1.910997
MARZO,17.0,18.0,0.041,0.006,0.55,0.001,84.0,14.0,27.597778,5.834362,259.584333,13.643967,620.331167,0.842972
MARZO,17.0,19.0,0.037,0.006,0.58,0.005,81.0,10.0,25.963982,4.47897,262.590667,15.627567,620.571,0.156143
MARZO,17.0,20.0,0.029,0.006,0.72,0.016,74.0,6.0,23.911019,3.253565,247.279667,18.159133,621.017167,0.008933
MARZO,17.0,21.0,0.028,0.006,0.71,0.016,57.0,7.0,22.742316,3.041322,243.731833,20.113483,621.4925,0.007207
MARZO,17.0,22.0,0.026,0.007,0.69,0.01,65.0,7.0,21.539018,4.153692,221.389667,27.826367,622.125167,0.008755
MARZO,17.0,23.0,0.023,0.007,0.63,0.008,50.0,3.0,19.396161,2.846112,252.664333,36.662117,622.695333,0.007405
MARZO,18.0,0.0,0.022,0.007,0.67,0.011,53.0,5.0,18.429245,1.3484,148.194025,38.989133,623.053167,0.008769
MARZO,18.0,1.0,0.022,0.008,0.7,0.026,48.0,22.0,18.285,1.26863,105.9464,38.753617,623.074833,0.008124
MARZO,18.0,2.0,0.03,0.007,0.81,0.032,69.0,36.0,17.168333,0.949202,121.964717,41.668817,622.880667,0.007968
MARZO,18.0,3.0,0.036,0.007,0.76,0.029,68.0,38.0,16.401695,0.76836,118.921217,42.08675,622.642333,0.008688
MARZO,18.0,4.0,0.012,0.007,0.67,0.021,43.0,31.0,15.696078,1.305518,248.5315,38.576333,622.465,0.008551
MARZO,18.0,6.0,0.001,0.008,0.85,0.028,52.0,18.0,13.278333,0.992242,278.9655,47.529967,622.704,0.00881
MARZO,18.0,8.0,0.038,0.009,1.64,0.034,114.0,20.0,14.165,0.851523,119.993433,44.020467,623.610667,0.24958
MARZO,18.0,9.0,0.015,0.009,1.35,0.044,158.0,36.0,17.558333,1.144715,146.656967,35.221817,624.190667,0.983313
MARZO,18.0,10.0,0.021,0.008,1.11,0.043,114.0,46.0,21.476667,1.076882,186.921517,23.384783,624.4245,2.123592
MARZO,18.0,11.0,0.04,0.008,0.97,0.025,70.0,35.0,22.991667,1.586438,144.482583,18.356333,624.36,3.367122
MARZO,18.0,12.0,0.053,0.019,0.94,0.012,47.0,24.0,24.666667,1.905062,170.845733,18.4969,624.004333,4.161375
MARZO,18.0,13.0,0.057,0.013,0.77,0.006,40.0,32.0,25.606667,2.22393,183.609183,17.895183,623.319167,4.838867
MARZO,18.0,14.0,0.056,0.009,0.71,0.006,23.0,42.0,27.015,2.311035,208.880517,15.079183,622.528333,4.768015
MARZO,18.0,18.0,0.056,0.007,0.59,0.003,30.0,11.0,28.893333,2.72592,267.432667,10.255443,620.512833,0.814182
MARZO,18.0,19.0,0.05,0.007,0.71,0.017,36.0,11.0,27.826667,1.691025,266.089,11.147367,620.700167,0.15105
MARZO,18.0,20.0,0.015,0.008,1.29,0.059,94.0,21.0,25.415,1.642605,219.077333,13.8315,621.259167,0.009073
MARZO,18.0,21.0,0.02,0.008,1.03,0.04,131.0,23.0,24.298333,2.109488,222.181,15.622283,621.886,0.007603
MARZO,18.0,22.0,0.014,0.008,1.08,0.037,91.0,28.0,23.105556,2.046962,237.958333,21.141183,622.247167,0.008017
MARZO,18.0,23.0,0.025,0.007,0.78,0.016,66.0,25.0,20.831481,2.190435,227.7325,19.2788,622.732833,0.007891
MARZO,19.0,0.0,0.012,0.008,0.85,0.032,85.0,15.0,19.37931,2.688047,96.439567,28.327183,623.3,0.008402
MARZO,19.0,1.0,0.02,0.008,0.78,0.021,97.0,30.0,19.0,1.714753,78.336467,46.068117,623.422333,0.008241
MARZO,19.0,2.0,0.027,0.008,0.71,0.009,84.0,33.0,18.48,2.372687,72.48475,53.899083,623.248833,0.008364
MARZO,19.0,3.0,0.026,0.007,0.71,0.011,81.0,30.0,17.308475,1.699877,112.150083,56.225267,622.955833,0.008697
MARZO,19.0,4.0,0.022,0.007,0.71,0.016,83.0,36.0,16.489655,2.030185,124.375983,56.439767,622.803333,0.008444
MARZO,19.0,5.0,0.018,0.007,0.72,0.02,91.0,31.0,15.514035,2.337365,88.98465,60.521833,622.762667,0.008614
MARZO,19.0,6.0,0.012,0.007,0.75,0.025,93.0,31.0,14.794828,1.497417,65.362633,61.877767,623.207833,0.009215
MARZO,19.0,7.0,0.01,0.007,0.87,0.031,72.0,37.0,14.296667,1.852605,87.268067,64.9404,623.6455,0.014286
MARZO,19.0,8.0,0.004,0.007,1.14,0.04,109.0,35.0,14.407143,2.323097,99.898783,67.265317,624.221833,0.245337
MARZO,19.0,9.0,0.018,0.007,0.98,0.022,123.0,44.0,16.615517,3.118712,77.9389,63.117417,624.894,0.940408
MARZO,19.0,10.0,0.031,0.007,0.95,0.014,107.0,42.0,19.128571,4.597715,86.96095,57.205967,625.115333,2.035417
MARZO,19.0,11.0,0.039,0.008,1.02,0.017,97.0,40.0,21.325,4.025443,92.347317,47.931733,624.962333,3.254373
MARZO,19.0,12.0,0.047,0.007,0.93,0.014,74.0,42.0,23.49,3.681657,83.947533,35.91,624.632,4.33519
MARZO,19.0,13.0,0.049,0.007,0.9,0.012,44.0,30.0,25.559322,2.79272,110.60275,24.032433,623.882,5.019032
MARZO,19.0,14.0,0.055,0.008,0.79,0.009,188.0,22.0,27.428571,2.437838,129.957933,20.020633,623.036667,4.775767
MARZO,19.0,15.0,0.061,0.01,0.7,0.006,135.0,31.0,28.093103,2.477315,192.998283,18.215933,622.2695,4.035465
MARZO,19.0,16.0,0.054,0.007,0.66,0.003,42.0,23.0,28.926667,3.431398,231.26705,15.629683,621.510667,3.037657
MARZO,19.0,17.0,0.055,0.007,0.65,0.003,32.0,52.0,29.423333,2.487482,269.502167,13.738983,621.180833,1.782378
MARZO,19.0,18.0,0.057,0.007,0.65,0.003,38.0,19.0,29.12,1.95098,169.57228,13.527067,621.163,0.748138
MARZO,19.0,19.0,0.054,0.007,0.69,0.008,43.0,17.0,28.072414,1.108102,203.8435,13.908383,621.347167,0.142775
MARZO,19.0,20.0,0.015,0.011,1.7,0.066,85.0,13.0,26.272414,1.447588,149.966133,16.605683,621.7735,0.008608
MARZO,19.0,21.0,0.025,0.01,0.95,0.033,138.0,33.0,24.641667,3.02862,192.293,19.050633,622.538167,0.008614
MARZO,19.0,22.0,0.027,0.007,0.8,0.013,71.0,21.0,23.73,3.616278,159.649167,17.61925,623.249,0.00867
MARZO,19.0,23.0,0.03,0.007,0.79,0.01,146.0,14.0,20.692982,4.37035,77.658033,33.807133,624.045167,0.007848
MARZO,20.0,0.0,0.032,0.007,0.74,0.009,101.0,21.0,18.928302,4.311805,76.3323,37.0301,624.3115,0.00785
MARZO,20.0,1.0,0.034,0.007,0.7,0.006,105.0,21.0,17.345,4.552243,79.517517,41.307283,624.344667,0.008454
MARZO,20.0,2.0,0.033,0.007,0.77,0.007,94.0,18.0,15.793333,4.080415,78.5684,44.5015,624.380333,0.008765
MARZO,20.0,4.0,0.031,0.007,0.7,0.006,59.0,18.0,13.861017,3.407127,91.35505,48.520567,624.048667,0.008528
MARZO,20.0,5.0,0.031,0.007,0.7,0.005,59.0,11.0,13.046667,3.567173,88.561783,50.80025,624.0065,0.008788
MARZO,20.0,6.0,0.03,0.007,0.71,0.005,52.0,9.0,12.406667,3.19194,85.089533,53.528483,624.317167,0.00823
MARZO,20.0,7.0,0.025,0.007,0.76,0.01,65.0,19.0,11.481481,2.950927,89.77175,55.841833,624.697667,0.014945
MARZO,20.0,8.0,0.023,0.007,0.88,0.014,93.0,4.0,12.001695,3.067635,91.351067,54.314667,625.216833,0.267995
MARZO,20.0,9.0,0.027,0.007,0.89,0.01,76.0,33.0,14.763793,3.84445,93.7546,51.964733,625.755,1.003767
MARZO,20.0,10.0,0.031,0.007,0.95,0.009,61.0,26.0,17.09661,4.43283,95.441483,52.306433,625.9805,2.129075
MARZO,20.0,11.0,0.035,0.007,0.97,0.012,43.0,21.0,19.996491,3.371853,94.902183,43.91195,625.791833,3.437202
MARZO,20.0,12.0,0.045,0.008,0.99,0.013,39.0,19.0,23.622414,2.31088,129.134633,32.145767,625.243,4.439947
MARZO,20.0,13.0,0.052,0.008,0.76,0.006,33.0,26.0,25.8,2.102897,141.245433,23.61595,624.454833,5.076792
MARZO,20.0,15.0,0.048,0.007,0.64,0.002,12.0,42.0,28.558333,3.308785,244.920767,17.5001,622.853167,4.217045
MARZO,20.0,16.0,0.051,0.008,0.7,0.006,45.0,21.0,29.235088,2.588962,128.627867,16.944217,622.1035,3.062307
MARZO,20.0,17.0,0.05,0.009,0.66,0.004,37.0,18.0,30.123333,2.156422,205.086167,14.970483,621.631833,1.883183
MARZO,20.0,20.0,0.035,0.008,0.78,0.013,75.0,16.0,26.898214,3.261428,228.981667,16.870367,622.070333,0.008972
MARZO,20.0,21.0,0.029,0.009,0.77,0.01,88.0,16.0,24.768333,3.244068,237.184167,19.107733,622.617333,0.007932
MARZO,20.0,22.0,0.025,0.007,0.75,0.009,80.0,36.0,22.646667,3.140688,230.11,22.349033,623.206333,0.008756
MARZO,20.0,23.0,0.026,0.007,0.71,0.006,49.0,14.0,21.088136,3.30722,232.915833,25.69495,623.576667,0.007917
MARZO,21.0,0.0,0.024,0.007,0.72,0.008,48.0,12.0,19.352727,2.010017,256.573333,29.640767,623.591667,0.007918
MARZO,21.0,1.0,0.02,0.007,0.73,0.015,52.0,18.0,18.671667,1.36523,246.68425,30.570067,623.607833,0.008787
MARZO,21.0,2.0,0.014,0.007,0.81,0.022,82.0,23.0,17.875,1.180118,215.56475,31.93165,623.679333,0.008281
MARZO,21.0,3.0,0.021,0.007,0.73,0.012,53.0,29.0,17.738182,1.562055,250.693667,31.499483,623.561667,0.008495
MARZO,21.0,4.0,0.021,0.007,0.71,0.012,38.0,20.0,17.225,1.335263,199.246833,32.234067,623.438833,0.008273
MARZO,21.0,5.0,0.019,0.007,0.73,0.013,47.0,13.0,16.106897,1.087067,236.8126,34.707783,623.418667,0.008702
MARZO,21.0,6.0,0.023,0.007,0.69,0.004,46.0,16.0,15.525,1.046427,254.6993,35.6283,623.704167,0.007392
MARZO,21.0,7.0,0.009,0.007,0.99,0.028,44.0,12.0,15.305,1.071855,99.094767,37.4856,623.903833,0.016976
MARZO,21.0,8.0,0.012,0.008,1.16,0.031,93.0,24.0,16.460714,0.802802,219.646467,35.547217,624.117167,0.27408
MARZO,21.0,9.0,0.02,0.008,0.96,0.02,66.0,26.0,19.953333,1.521058,227.487,28.82145,624.312,1.06564
MARZO,21.0,10.0,0.035,0.008,0.82,0.006,51.0,19.0,21.978333,2.32525,232.657333,26.411883,624.3965,2.2218
MARZO,21.0,11.0,0.04,0.008,0.75,0.003,66.0,19.0,23.692857,3.510937,256.677333,23.777217,624.037167,3.500512
MARZO,21.0,12.0,0.041,0.008,0.74,0.003,48.0,19.0,25.791667,4.198713,251.809,20.7904,623.281833,4.49905
MARZO,21.0,13.0,0.042,0.007,0.68,0.002,36.0,24.0,27.068421,5.796397,258.439667,17.237133,622.3835,5.110098
MARZO,21.0,14.0,0.042,0.007,0.67,0.001,88.0,24.0,28.089474,6.638425,266.3345,13.792817,621.4125,4.966527
MARZO,21.0,15.0,0.043,0.007,0.65,0.001,76.0,21.0,28.981356,6.426235,267.660667,12.633383,620.619667,4.28012
MARZO,21.0,16.0,0.046,0.007,0.65,0.002,72.0,9.0,29.110345,6.62378,268.818667,14.0494,619.908333,3.121175
MARZO,21.0,17.0,0.046,0.007,0.64,0.002,71.0,19.0,29.076667,6.478618,271.083333,14.616633,619.518333,1.863438
MARZO,21.0,19.0,0.04,0.007,0.67,0.004,60.0,20.0,27.041071,5.015455,249.478667,16.471483,619.879833,0.151943
MARZO,21.0,20.0,0.035,0.007,0.68,0.006,62.0,20.0,25.136667,4.27218,246.742833,18.51315,620.261667,0.008392
MARZO,21.0,21.0,0.033,0.007,0.69,0.005,58.0,11.0,24.045455,4.583622,243.955667,19.560267,620.846667,0.008135
