DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],TEMP,WS,WD,HR
SEPTIEMBRE,24,14,0.05,0.01,0.003,0.78,28,29.86,1.22,228.48,25.05
SEPTIEMBRE,24,15,0.06,0.01,0.003,0.75,35,30.98,1.03,215.94,22.94
SEPTIEMBRE,24,16,0.06,0.011,0.004,0.74,36,31.47,1.42,225.37,22.17
SEPTIEMBRE,24,17,0.05,0.009,0.003,0.72,41,31.71,1.21,215.22,20.78
SEPTIEMBRE,24,18,0.05,0.008,0.004,0.73,44,31.05,1.02,234.72,21.4
SEPTIEMBRE,24,19,0.04,0.008,0.009,0.96,58,28.38,0.93,214.68,24.44
SEPTIEMBRE,24,20,0.03,0.047,0.012,1.09,77,26.65,1.38,94.19,27.28
SEPTIEMBRE,24,21,0.02,0.037,0.007,0.72,61,24.76,1.19,111.61,30
SEPTIEMBRE,24,22,0.02,0.028,0.009,0.8,47,22.3,1.98,83.47,38.59
SEPTIEMBRE,24,23,0.02,0.033,0.008,0.71,40,21.4,2.32,87.63,39.57
SEPTIEMBRE,25,0,0.02,0.013,0.005,0.66,34,19.84,1.54,86.09,42.07
SEPTIEMBRE,25,1,0.02,0.008,0.005,0.62,25,18.81,0.99,140.8,44.25
SEPTIEMBRE,25,2,0.02,0.008,0.006,0.65,21,17.92,0.96,146.95,51.09
SEPTIEMBRE,25,3,0.02,0.008,0.006,0.66,18,17.55,0.97,143.36,54.33
SEPTIEMBRE,25,4,0.01,0.008,0.007,0.66,25,16.52,0.98,116.46,59.77
SEPTIEMBRE,25,5,0.01,0.008,0.006,0.66,21,15.68,0.96,137.58,63.79
SEPTIEMBRE,25,6,0.01,0.008,0.01,0.74,25,15.11,0.96,156.36,67.32
SEPTIEMBRE,25,7,0.01,0.008,0.009,0.82,31,14.76,0.96,116.35,71.71
SEPTIEMBRE,25,8,0.01,0.008,0.009,0.99,43,17.68,0.98,103.95,67.35
SEPTIEMBRE,25,9,0.02,0.008,0.006,0.84,85,21.08,1.15,104.38,56.67
SEPTIEMBRE,25,10,0.03,0.01,0.004,0.76,51,23.66,1.38,110.78,45.93
SEPTIEMBRE,25,11,0.03,0.009,0.003,0.74,37,25.46,1.68,108.75,37.28
SEPTIEMBRE,25,12,0.04,0.008,0.003,0.72,22,26.98,1.74,149.66,32.93
SEPTIEMBRE,25,13,0.04,0.014,0.003,0.72,31,28.29,2,138.49,30.21
SEPTIEMBRE,25,14,0.04,0.009,0.003,0.71,30,29.46,2.03,168.63,28.69
SEPTIEMBRE,25,15,0.05,0.009,0.003,0.78,44,30.1,2.37,129.53,26.49
SEPTIEMBRE,25,16,0.04,0.026,0.005,0.72,47,30.94,3.27,87.57,22.11
SEPTIEMBRE,25,17,0.03,0.039,0.005,0.71,95,30.45,5.5,61.7,18.26
SEPTIEMBRE,25,18,0.03,0.037,0.005,0.7,118,28.89,6.02,56.61,21.31
SEPTIEMBRE,25,19,0.03,0.015,0.006,0.7,86,26.58,5.66,52.06,24.43
SEPTIEMBRE,25,20,0.03,0.013,0.005,0.69,61,24.48,5.27,52.49,27.78
SEPTIEMBRE,25,21,0.03,0.015,0.005,0.71,46,23.01,4.52,57.71,31.62
SEPTIEMBRE,25,22,0.02,0.015,0.006,0.72,36,21.49,2.07,78.41,37.83
SEPTIEMBRE,25,23,0.02,0.009,0.008,0.67,39,18.75,0.99,128.6,47.63
SEPTIEMBRE,26,0,0.01,0.008,0.009,0.7,38,17.29,0.96,143.27,52.37
SEPTIEMBRE,26,1,0.02,0.008,0.006,0.66,41,16.6,0.96,136.31,56.26
SEPTIEMBRE,26,2,0.02,0.008,0.005,0.65,32,15.86,0.98,144.96,61.63
SEPTIEMBRE,26,3,0.02,0.008,0.005,0.67,28,15.14,1.1,151.16,65.76
SEPTIEMBRE,26,4,0.01,0.008,0.006,0.67,19,14.84,0.96,114.11,68.97
SEPTIEMBRE,26,5,0.01,0.008,0.007,0.69,13,14.64,0.99,90.3,69.53
SEPTIEMBRE,26,6,0.01,0.008,0.009,0.73,26,14.11,1.05,96.6,72.93
SEPTIEMBRE,26,7,0.01,0.011,0.011,0.94,31,14.37,1.03,91.49,74.58
SEPTIEMBRE,26,8,0.01,0.015,0.009,1.03,43,16.98,1.55,89.23,69.56
SEPTIEMBRE,26,9,0.02,0.019,0.007,0.88,51,19.93,2.33,90.64,59.31
SEPTIEMBRE,26,10,0.03,0.011,0.004,0.78,49,22.26,2.64,109.7,50.11
SEPTIEMBRE,26,11,0.04,0.009,0.003,1.1,34,24.22,2.15,117.99,45.03
SEPTIEMBRE,26,12,0.04,0.008,0.003,0.74,52,25.87,2.98,135.59,39.84
SEPTIEMBRE,26,13,0.05,0.008,0.004,0.79,33,26.97,3.58,119.04,35.79
SEPTIEMBRE,26,14,0.05,0.008,0.004,0.77,42,28.47,2.92,117.82,30.8
SEPTIEMBRE,26,15,0.04,0.008,0.004,0.76,56,28.34,2.89,103.48,28.47
SEPTIEMBRE,26,16,0.04,0.008,0.004,0.72,55,29.03,3.51,99.69,25.95
SEPTIEMBRE,26,17,0.04,0.008,0.004,0.71,51,28.57,2.77,110.21,25.95
SEPTIEMBRE,26,18,0.03,0.01,0.008,0.88,79,27.34,2.28,94.11,27.73
SEPTIEMBRE,26,19,0.03,0.014,0.006,0.83,85,26.28,4.45,71.46,28.22
SEPTIEMBRE,26,20,0.03,0.008,0.006,0.77,71,24.15,4.56,61.83,32.48
SEPTIEMBRE,26,21,0.03,0.01,0.006,0.74,45,22.63,3.95,59.87,34.91
SEPTIEMBRE,26,22,0.02,0.01,0.006,0.73,42,21.05,1.07,88.97,40.02
SEPTIEMBRE,26,23,0.02,0.012,0.006,0.73,54,19.35,2,87.02,46.89
SEPTIEMBRE,27,0,0.02,0.008,0.005,0.67,32,18.63,2.23,94.75,49.65
SEPTIEMBRE,27,1,0.02,0.013,0.005,0.66,35,17.46,2.8,68.77,54.73
SEPTIEMBRE,27,2,0.03,0.018,0.005,0.67,15,16.93,1.78,70.09,60.53
SEPTIEMBRE,27,3,0.02,0.013,0.005,0.66,12,16.01,1.38,76.31,62.19
SEPTIEMBRE,27,4,0.01,0.015,0.007,0.67,22,14.63,0.97,99.23,67.04
SEPTIEMBRE,27,5,0.02,0.011,0.006,0.71,18,14.42,1.04,93.57,68.84
SEPTIEMBRE,27,6,0.01,0.019,0.008,0.72,46,14.02,1.02,110.21,71.26
SEPTIEMBRE,27,7,0.01,0.009,0.008,0.77,52,13.05,0.97,129.66,75.63
SEPTIEMBRE,27,8,0.01,0.009,0.011,1.03,48,16.81,0.96,108.66,67.52
SEPTIEMBRE,27,9,0.02,0.023,0.009,0.92,72,20.63,1.14,87.92,54.46
SEPTIEMBRE,27,10,0.03,0.018,0.005,0.79,48,23.02,1.62,75.26,44.56
SEPTIEMBRE,27,11,0.04,0.01,0.004,0.75,38,23.53,2.6,95.84,41.83
SEPTIEMBRE,27,12,0.04,0.011,0.004,0.76,40,26.06,1.99,100.23,33.76
SEPTIEMBRE,27,13,0.04,0.009,0.003,0.74,45,27.77,1.78,107.08,26.77
SEPTIEMBRE,27,14,0.04,0.008,0.003,0.77,81,28.66,1.85,125.52,24.95
SEPTIEMBRE,27,15,0.05,0.008,0.003,0.7,41,29.81,1.41,149.23,24.46
SEPTIEMBRE,27,16,0.05,0.013,0.004,0.75,39,30.51,1.42,200.26,23.59
SEPTIEMBRE,27,17,0.05,0.01,0.004,0.73,42,30.7,1.48,265.65,22.79
SEPTIEMBRE,27,18,0.04,0.015,0.005,0.79,52,29.23,1.38,143.91,23.73
SEPTIEMBRE,27,19,0.03,0.009,0.009,0.96,87,26.93,1.74,62.73,24.36
SEPTIEMBRE,27,20,0.02,0.009,0.01,0.87,67,24.89,1.84,58.82,25.63
SEPTIEMBRE,27,21,0.02,0.011,0.009,0.82,60,23.31,1.77,85.59,29.8
SEPTIEMBRE,27,22,0.02,0.014,0.01,0.81,73,20.87,1.73,94.65,36.48
SEPTIEMBRE,27,23,0.02,0.016,0.009,0.77,55,19.99,1.73,86.75,42.16
SEPTIEMBRE,28,0,0.02,0.016,0.007,0.7,52,19.47,2.05,95.96,48.41
SEPTIEMBRE,28,1,0.01,0.009,0.009,0.72,25,17.57,1.09,121.59,55.03
SEPTIEMBRE,28,2,0.02,0.008,0.007,0.7,21,16.67,0.96,140.48,58.7
SEPTIEMBRE,28,3,0.02,0.008,0.007,0.7,25,16.07,0.98,133.93,62.4
SEPTIEMBRE,28,4,0.02,0.01,0.008,0.68,16,16.27,1.18,87.85,61.89
SEPTIEMBRE,28,5,0.02,0.008,0.006,0.68,20,16.52,1.61,82.37,59.66
SEPTIEMBRE,28,6,0.01,0.01,0.01,0.74,29,15.51,0.99,97.85,64.62
SEPTIEMBRE,28,7,0.01,0.01,0.01,0.86,38,15.89,1.27,99.04,65.91
SEPTIEMBRE,28,8,0.01,0.008,0.01,0.91,61,17.26,1.22,122.48,65.71
SEPTIEMBRE,28,9,0.02,0.009,0.007,0.87,58,19.97,2.44,101.94,57.37
SEPTIEMBRE,28,10,0.03,0.008,0.005,0.84,58,22.34,3.14,89.51,48.76
SEPTIEMBRE,28,11,0.04,0.008,0.005,0.81,45,24.63,2.11,102.34,39.47
SEPTIEMBRE,28,12,0.05,0.008,0.004,0.77,35,26.74,1.73,126.39,32.93
SEPTIEMBRE,28,13,0.05,0.009,0.003,0.75,39,28.43,1.63,150.79,27.74
SEPTIEMBRE,28,14,0.05,0.009,0.003,0.74,25,29.33,1.46,183.48,25.61
SEPTIEMBRE,28,15,0.05,0.016,0.004,0.76,33,30.72,1.23,188.04,23.72
SEPTIEMBRE,28,16,0.06,0.02,0.004,0.74,55,30.61,1.07,216.64,23.47
SEPTIEMBRE,28,17,0.06,0.016,0.004,0.76,54,31.28,1,201.38,22.93
SEPTIEMBRE,28,18,0.06,0.015,0.004,0.75,57,29.64,1.03,217.24,24.48
SEPTIEMBRE,28,19,0.04,0.012,0.01,1.02,75,26.64,0.93,245.41,28.75
SEPTIEMBRE,28,20,0.02,0.011,0.022,1.53,106,25.11,0.99,223.34,32.18
SEPTIEMBRE,28,21,0.03,0.012,0.01,0.9,90,24.79,2.23,56.75,33.47
SEPTIEMBRE,28,22,0.03,0.009,0.006,0.77,56,23.38,2.16,72.22,39.41
SEPTIEMBRE,28,23,0.03,0.008,0.005,0.73,55,21.67,3.74,97.99,49.84
SEPTIEMBRE,29,0,0.02,0.009,0.005,0.7,46,20.93,2.87,106.33,52.49
SEPTIEMBRE,29,1,0.02,0.008,0.005,0.69,28,19.61,1.98,101.57,58.04
SEPTIEMBRE,29,2,0.02,0.011,0.005,0.68,27,18.59,1.81,78.84,63.13
SEPTIEMBRE,29,3,0.02,0.009,0.004,0.67,21,18.16,2.88,59.47,65.55
SEPTIEMBRE,29,4,0.03,0.008,0.005,0.68,24,17.63,2.28,59.37,67.16
SEPTIEMBRE,29,5,0.03,0.017,0.004,0.7,13,17.1,2.24,49.86,68.73
SEPTIEMBRE,29,6,0.03,0.029,0.005,0.72,28,17.04,3.45,50.99,69.42
SEPTIEMBRE,29,7,0.02,0.021,0.007,0.8,30,16.77,2.64,84.4,71.59
SEPTIEMBRE,29,8,0.02,0.028,0.01,0.95,53,17.89,1.86,95.56,69.86
SEPTIEMBRE,29,9,0.03,0.014,0.006,0.86,58,20.2,3.02,101.96,60.98
SEPTIEMBRE,29,10,0.03,0.01,0.004,0.84,70,22.43,3.54,99.58,52.07
SEPTIEMBRE,29,11,0.04,0.012,0.005,0.83,50,24.56,2.65,97.46,44.44
SEPTIEMBRE,29,12,0.05,0.01,0.004,0.81,37,26.27,2.36,98.8,37.08
SEPTIEMBRE,29,13,0.05,0.01,0.004,0.8,53,27.53,2.62,110.89,33.09
SEPTIEMBRE,29,14,0.05,0.01,0.004,0.8,39,28.81,2.34,113.18,29.11
SEPTIEMBRE,29,15,0.05,0.009,0.003,0.76,36,29.79,1.81,133.92,26.61
SEPTIEMBRE,29,16,0.05,0.013,0.005,0.8,43,28.54,1.52,201.6,27.69
SEPTIEMBRE,29,17,0.05,0.009,0.004,0.78,38,29,1.34,254.19,26.44
SEPTIEMBRE,29,18,0.05,0.01,0.005,0.81,61,28.28,1.28,232.87,28.72
SEPTIEMBRE,29,19,0.04,0.009,0.009,0.92,85,26.52,1.04,107.44,29.22
SEPTIEMBRE,29,20,0.02,0.008,0.017,1.06,91,24.5,0.94,115.38,32.87
SEPTIEMBRE,29,21,0.02,0.011,0.018,1.16,114,23.16,1.31,66.72,37.21
SEPTIEMBRE,29,22,0.02,0.009,0.008,0.83,66,22.26,2.79,86.7,43.49
SEPTIEMBRE,29,23,0.03,0.012,0.007,0.77,63,20.86,4.18,92.1,54.03
SEPTIEMBRE,30,0,0.02,0.009,0.007,0.74,36,19.75,2.34,104.02,58.07
SEPTIEMBRE,30,1,0.02,0.009,0.007,0.75,41,19.3,2.25,91.31,59.8
SEPTIEMBRE,30,2,0.03,0.012,0.006,0.72,26,18.74,2.06,67.29,61.95
SEPTIEMBRE,30,3,0.03,0.008,0.004,0.7,28,18.34,1.89,56.42,62.23
SEPTIEMBRE,30,4,0.03,0.008,0.004,0.7,20,17.44,2.37,57.98,65.93
SEPTIEMBRE,30,5,0.03,0.008,0.004,0.71,21,16.99,2.41,57.85,68.15
SEPTIEMBRE,30,6,0.03,0.009,0.005,0.72,14,16.75,1.7,66.04,69.67
SEPTIEMBRE,30,7,0.02,0.011,0.009,0.88,71,15.22,1.2,101.83,76.19
SEPTIEMBRE,30,8,0.02,0.01,0.008,0.95,76,16.82,1.33,103.77,72.69
SEPTIEMBRE,30,9,0.03,0.009,0.007,0.9,61,19.28,2.82,96.49,63.9
SEPTIEMBRE,30,10,0.03,0.014,0.005,0.85,70,22.21,4,89.98,53
SEPTIEMBRE,30,11,0.04,0.011,0.005,0.84,64,24.11,3.79,88.31,45.01
SEPTIEMBRE,30,12,0.05,0.01,0.004,0.82,47,26.12,3.04,93.43,36.91
SEPTIEMBRE,30,13,0.05,0.01,0.004,0.78,38,27.5,2.29,101.4,28.09
SEPTIEMBRE,30,14,0.05,0.011,0.003,0.75,31,28.81,1.86,117.23,24.74
SEPTIEMBRE,30,15,0.05,0.01,0.003,0.76,33,30.02,2.04,125.2,24.86
SEPTIEMBRE,30,16,0.05,0.022,0.005,0.79,37,30.28,1.79,119.57,23.37
SEPTIEMBRE,30,17,0.05,0.017,0.004,0.76,39,30.7,1.54,176.01,20.55
SEPTIEMBRE,30,18,0.04,0.012,0.005,0.78,39,28.87,2.31,95.34,23.47
SEPTIEMBRE,30,19,0.03,0.008,0.009,0.85,66,26.26,0.95,122.51,29.37
SEPTIEMBRE,30,20,0.03,0.008,0.01,0.9,79,24.73,0.94,111.23,33.07
SEPTIEMBRE,30,21,0.03,0.01,0.008,0.82,63,23.97,1.6,71.99,33.82
SEPTIEMBRE,30,22,0.02,0.013,0.009,0.9,55,21.44,0.97,94.06,43.62
SEPTIEMBRE,30,23,0.02,0.009,0.005,0.78,50,20.63,1.16,115.9,49.49
SEPTIEMBRE,31,0,,,,,,,,,
SEPTIEMBRE,31,1,,,,,,,,,
SEPTIEMBRE,31,2,,,,,,,,,
SEPTIEMBRE,31,3,,,,,,,,,
SEPTIEMBRE,31,4,,,,,,,,,
SEPTIEMBRE,31,5,,,,,,,,,
SEPTIEMBRE,31,6,,,,,,,,,
SEPTIEMBRE,31,7,,,,,,,,,
SEPTIEMBRE,31,8,,,,,,,,,
SEPTIEMBRE,31,9,,,,,,,,,
SEPTIEMBRE,31,10,,,,,,,,,
SEPTIEMBRE,31,11,,,,,,,,,
SEPTIEMBRE,31,12,,,,,,,,,
SEPTIEMBRE,31,13,,,,,,,,,
SEPTIEMBRE,31,14,,,,,,,,,
SEPTIEMBRE,31,15,,,,,,,,,
SEPTIEMBRE,31,16,,,,,,,,,
SEPTIEMBRE,31,17,,,,,,,,,
SEPTIEMBRE,31,18,,,,,,,,,
SEPTIEMBRE,31,19,,,,,,,,,
SEPTIEMBRE,31,20,,,,,,,,,
SEPTIEMBRE,31,21,,,,,,,,,
SEPTIEMBRE,31,22,,,,,,,,,
SEPTIEMBRE,31,23,,,,,,,,,
