DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
FEBRERO,5,1,0.012,0.005,0.016,0.64,72,11.70,1.97,121.54,36.22
FEBRERO,5,2,0.022,0.005,0.017,0.70,64,10.58,2.08,77.32,38.28
FEBRERO,5,3,0.036,0.005,0.013,0.56,60,9.33,2.53,79.26,39.79
FEBRERO,5,4,0.014,0.005,0.014,0.57,66,8.75,1.95,111.76,42.58
FEBRERO,5,5,0.009,0.005,0.015,0.60,65,7.72,2.35,109.43,47.61
FEBRERO,5,6,0.005,0.005,0.015,0.58,64,6.84,2.49,120.20,49.82
FEBRERO,5,7,0.003,0.005,0.015,0.57,58,6.30,2.12,117.45,52.46
FEBRERO,5,8,0.008,0.006,0.014,0.62,59,6.88,3.20,113.33,51.22
FEBRERO,5,9,0.015,0.006,0.011,0.62,65,11.03,2.72,106.50,40.47
FEBRERO,5,10,0.022,0.008,0.010,0.66,67,14.38,3.36,101.02,33.43
FEBRERO,5,11,0.034,0.007,0.007,0.53,54,18.01,3.73,101.49,28.01
FEBRERO,5,12,0.044,0.005,0.005,0.48,42,21.24,3.54,108.73,22.48
FEBRERO,5,13,0.050,0.005,0.003,0.41,33,23.66,3.92,116.81,19.25
FEBRERO,5,14,0.057,0.005,0.004,0.47,37,25.06,3.72,98.41,17.46
FEBRERO,5,15,0.057,0.007,0.005,0.44,41,26.20,3.68,97.40,14.74
FEBRERO,5,16,0.051,0.022,0.005,0.58,45,27.11,3.88,81.56,12.85
FEBRERO,5,17,0.052,0.007,0.004,0.39,41,26.69,3.50,86.08,13.02
FEBRERO,5,18,0.058,0.007,0.005,0.42,40,26.05,3.30,79.49,13.44
FEBRERO,5,19,0.054,0.006,0.007,0.51,45,23.08,4.10,71.40,13.97
FEBRERO,5,20,0.034,0.012,0.008,0.44,69,20.54,4.47,49.44,15.68
FEBRERO,5,21,0.033,0.009,0.008,0.39,53,18.82,5.17,47.21,18.49
FEBRERO,5,22,0.031,0.018,0.008,0.38,44,17.23,3.99,59.53,22.44
FEBRERO,5,23,0.028,0.006,0.007,0.40,39,14.85,4.02,102.53,27.73
FEBRERO,6,0,0.037,0.005,0.004,0.32,37,13.75,4.26,92.91,29.93
FEBRERO,6,1,0.042,0.005,0.004,0.33,27,12.57,3.29,87.41,31.83
FEBRERO,6,2,0.030,0.005,0.006,0.37,27,11.07,3.08,93.44,35.57
FEBRERO,6,3,0.048,0.005,0.004,0.34,25,9.85,2.83,90.63,38.25
FEBRERO,6,4,0.020,0.005,0.008,0.37,29,8.40,2.16,107.86,44.15
FEBRERO,6,5,0.016,0.005,0.009,0.38,39,7.53,1.71,125.45,47.54
FEBRERO,6,6,NA,0.006,0.011,0.42,44,6.82,2.30,82.99,51.60
FEBRERO,6,7,0.009,0.006,0.013,0.48,49,6.11,2.65,97.42,53.94
FEBRERO,6,8,0.007,0.006,0.015,0.66,65,6.50,1.50,97.72,54.54
FEBRERO,6,9,0.019,0.008,0.012,0.55,76,10.70,2.93,95.40,43.43
FEBRERO,6,10,0.026,0.010,0.009,0.58,58,14.07,2.56,98.06,34.54
FEBRERO,6,11,0.037,0.005,0.006,0.45,64,17.69,2.73,112.41,26.79
FEBRERO,6,12,0.046,0.005,0.005,0.41,38,21.00,1.83,125.91,20.35
FEBRERO,6,13,0.051,0.006,0.004,0.38,44,23.43,1.95,203.63,15.26
FEBRERO,6,14,0.055,0.006,0.004,0.38,40,25.17,1.73,161.68,11.85
FEBRERO,6,15,0.057,0.005,0.004,0.39,30,26.28,2.13,195.78,10.38
FEBRERO,6,16,0.060,0.008,0.004,0.34,35,26.69,2.25,221.21,10.04
FEBRERO,6,17,0.058,0.006,0.004,0.33,32,26.50,2.18,261.46,9.95
FEBRERO,6,18,0.059,0.006,0.004,0.33,35,25.80,1.70,227.60,10.12
FEBRERO,6,19,0.046,0.006,0.012,0.75,76,22.13,1.23,227.70,10.73
FEBRERO,6,20,0.012,0.007,0.028,2.17,173,18.35,0.95,176.78,10.48
FEBRERO,6,21,0.041,0.009,0.029,4.12,343,16.51,0.99,143.11,13.02
FEBRERO,6,22,NA,0.016,0.026,3.75,304,14.93,0.97,275.58,14.20
FEBRERO,6,23,0.023,0.011,0.021,3.47,219,13.42,0.98,225.40,21.54
FEBRERO,7,0,0.018,0.008,0.023,1.76,227,12.33,1.41,136.28,27.43
FEBRERO,7,1,0.013,0.007,0.022,0.82,173,11.62,1.33,133.74,28.74
FEBRERO,7,2,0.009,0.007,0.020,0.76,140,11.24,1.55,165.76,28.35
FEBRERO,7,3,0.014,0.007,0.016,0.62,104,11.48,1.14,116.02,27.14
FEBRERO,7,4,0.034,0.009,0.019,0.66,114,10.32,1.33,113.66,29.59
FEBRERO,7,5,0.022,0.007,0.018,0.64,84,9.06,1.22,97.85,32.65
FEBRERO,7,6,0.006,0.006,0.018,0.65,70,7.99,1.36,128.26,36.17
FEBRERO,7,7,0.006,0.006,0.018,0.62,74,7.99,2.15,127.56,34.96
FEBRERO,7,8,0.008,0.008,0.017,0.64,86,8.24,2.14,124.58,34.92
FEBRERO,7,9,0.011,0.006,0.016,0.74,99,11.71,2.31,117.27,31.53
FEBRERO,7,10,0.023,0.007,0.014,0.66,91,15.33,2.62,107.82,28.89
FEBRERO,7,11,0.045,0.007,0.009,0.52,95,19.95,1.48,146.97,28.58
FEBRERO,7,12,0.052,0.007,0.010,0.58,87,23.16,1.68,270.80,28.19
FEBRERO,7,13,0.062,0.006,0.007,0.61,84,25.04,2.32,251.95,25.84
FEBRERO,7,14,0.066,0.006,0.005,0.54,48,25.81,3.20,256.00,23.90
FEBRERO,7,15,0.073,0.006,0.005,0.49,52,26.10,3.49,277.04,21.95
FEBRERO,7,16,0.072,0.006,0.006,0.48,57,26.35,2.98,278.32,21.51
FEBRERO,7,17,0.071,0.005,0.005,0.44,54,26.63,2.80,272.70,20.16
FEBRERO,7,18,0.068,0.005,0.006,0.50,55,25.77,2.45,258.59,19.90
FEBRERO,7,19,0.041,0.006,0.019,1.15,74,23.12,1.48,299.96,20.47
FEBRERO,7,20,0.011,0.006,0.035,3.54,114,19.93,0.96,326.77,21.22
FEBRERO,7,21,0.010,0.007,0.032,3.75,237,18.28,1.14,234.30,25.85
FEBRERO,7,22,0.024,0.006,0.022,1.34,233,17.32,1.24,196.26,29.18
FEBRERO,7,23,0.033,0.006,0.013,0.75,121,16.88,2.10,248.30,36.79
FEBRERO,8,0,0.020,0.006,0.016,0.74,83,15.86,1.39,230.78,41.74
FEBRERO,8,1,0.014,0.006,0.018,0.67,75,14.34,0.97,194.37,42.83
FEBRERO,8,2,0.011,0.006,0.019,0.73,90,13.72,1.02,232.92,46.02
FEBRERO,8,3,0.024,0.006,0.009,0.46,71,13.27,1.70,256.64,55.75
FEBRERO,8,4,0.025,0.005,0.006,0.41,50,12.41,1.59,235.03,59.77
FEBRERO,8,5,0.020,0.005,0.008,0.41,49,11.90,1.76,264.68,59.21
FEBRERO,8,6,0.012,0.005,0.014,0.50,48,11.29,1.27,289.01,59.68
FEBRERO,8,7,0.012,0.006,0.017,0.88,67,11.07,1.01,200.47,60.80
FEBRERO,8,8,0.022,0.006,0.018,1.60,116,10.63,1.03,99.81,62.83
FEBRERO,8,9,0.026,0.009,0.020,1.21,179,13.86,1.14,98.21,56.34
FEBRERO,8,10,0.034,0.022,0.014,0.68,153,18.47,1.39,160.82,44.20
FEBRERO,8,11,0.041,0.010,0.010,0.53,89,21.29,1.72,208.26,37.20
FEBRERO,8,12,0.048,0.006,0.007,0.50,60,23.32,2.13,235.97,33.50
FEBRERO,8,13,0.053,0.006,0.005,0.48,44,24.31,2.83,265.85,31.09
FEBRERO,8,14,0.056,0.005,0.004,0.44,41,24.78,2.48,245.96,29.11
FEBRERO,8,15,0.056,0.005,0.003,0.40,36,24.83,2.06,205.89,27.85
FEBRERO,8,16,0.056,0.005,0.004,0.42,44,23.91,1.40,166.22,28.89
FEBRERO,8,17,0.060,0.005,0.005,0.41,39,25.58,2.51,143.10,26.26
FEBRERO,8,18,0.056,0.006,0.007,0.51,58,24.74,2.09,280.73,25.60
FEBRERO,8,19,0.041,0.005,0.017,0.97,68,21.95,1.64,277.97,29.53
FEBRERO,8,20,0.021,0.006,0.025,1.53,123,19.82,0.95,168.37,30.57
FEBRERO,8,21,0.024,0.007,0.020,1.56,262,19.15,2.71,188.39,37.53
FEBRERO,8,22,0.041,0.005,0.005,0.42,110,18.62,3.72,177.11,45.58
FEBRERO,8,23,0.039,0.005,0.006,0.44,49,18.50,2.55,221.44,42.41
FEBRERO,9,0,0.033,0.005,0.006,0.46,52,16.99,2.07,258.38,42.89
FEBRERO,9,1,0.037,0.006,0.009,0.45,51,16.23,2.88,128.85,47.74
FEBRERO,9,2,0.038,0.005,0.006,0.38,63,15.65,4.43,95.79,61.21
FEBRERO,9,3,0.038,0.005,0.006,0.38,50,14.92,2.98,84.41,63.48
FEBRERO,9,4,0.036,0.005,0.007,0.39,44,14.20,2.43,80.79,65.86
FEBRERO,9,5,0.027,0.005,0.006,0.38,37,13.46,2.56,111.34,68.38
FEBRERO,9,6,0.021,0.005,0.009,0.40,40,12.62,1.44,125.35,71.53
FEBRERO,9,7,0.017,0.005,0.011,0.52,51,12.01,0.97,136.06,72.76
FEBRERO,9,8,0.009,0.005,0.018,0.82,63,11.61,2.22,103.04,76.21
FEBRERO,9,9,0.017,0.005,0.016,0.68,90,13.91,3.05,97.20,68.75
FEBRERO,9,10,0.030,0.005,0.009,0.55,82,17.28,2.71,99.26,57.22
FEBRERO,9,11,0.043,0.005,0.007,0.48,69,19.41,3.16,107.97,49.84
FEBRERO,9,12,0.051,0.009,0.007,0.47,64,21.98,1.99,166.35,42.56
FEBRERO,9,13,0.069,0.023,0.007,0.61,63,24.16,2.45,250.53,34.61
FEBRERO,9,14,0.067,0.010,0.005,0.48,44,24.96,2.34,239.90,29.33
FEBRERO,9,15,0.064,0.007,0.004,0.45,42,24.96,2.59,242.16,28.04
FEBRERO,9,16,0.062,0.006,0.006,0.48,50,24.11,2.36,206.79,28.73
FEBRERO,9,17,0.064,0.009,0.006,0.48,53,23.30,1.87,169.67,30.04
FEBRERO,9,18,0.061,0.007,0.009,0.55,52,22.78,1.84,226.06,30.14
FEBRERO,9,19,0.042,0.007,0.017,1.00,64,21.03,1.27,178.24,31.67
FEBRERO,9,20,0.018,0.007,0.031,1.59,110,20.03,1.06,230.37,32.83
FEBRERO,9,21,0.017,0.008,0.031,1.82,247,19.26,1.52,208.42,36.15
FEBRERO,9,22,0.035,0.005,0.009,0.54,124,19.26,2.95,241.09,33.34
FEBRERO,9,23,0.031,0.005,0.008,0.55,64,17.27,2.31,254.60,36.55
FEBRERO,10,0,0.028,0.005,0.007,0.51,49,15.51,1.37,232.14,39.95
FEBRERO,10,1,NA,0.005,0.011,0.52,51,14.49,1.56,266.93,43.00
FEBRERO,10,2,NA,0.005,0.013,0.47,47,13.79,1.10,201.71,45.50
FEBRERO,10,3,0.009,0.007,0.017,0.61,59,12.75,1.18,153.79,48.84
FEBRERO,10,4,0.012,0.005,0.015,0.51,60,11.93,0.97,228.19,48.16
FEBRERO,10,5,0.012,0.005,0.016,0.53,49,11.84,1.01,263.25,51.85
FEBRERO,10,6,0.012,0.006,0.016,0.58,54,10.63,1.26,112.00,57.72
FEBRERO,10,7,0.019,0.006,0.017,0.92,66,9.81,1.22,92.72,60.71
FEBRERO,10,8,0.017,0.006,0.016,0.87,99,9.60,1.22,133.12,60.94
FEBRERO,10,9,0.064,0.007,0.018,0.96,119,11.87,1.73,125.01,56.97
FEBRERO,10,10,0.055,0.007,0.016,0.69,95,17.28,2.01,127.17,43.04
FEBRERO,10,11,0.046,0.013,0.011,0.58,74,20.47,1.89,122.83,35.27
FEBRERO,10,12,0.059,0.021,0.010,0.60,64,23.44,1.79,239.22,29.56
FEBRERO,10,13,0.057,0.009,0.006,0.51,51,24.80,2.18,203.10,27.83
FEBRERO,10,14,0.057,0.008,0.004,0.45,43,25.63,2.34,223.63,24.31
FEBRERO,10,15,0.060,0.007,0.004,0.42,104,25.75,2.70,262.78,22.97
FEBRERO,10,16,0.061,0.007,0.005,0.42,51,26.56,2.41,240.85,21.14
FEBRERO,10,17,0.056,0.005,0.004,0.39,39,26.03,2.76,264.73,21.32
FEBRERO,10,18,0.057,0.007,0.006,0.44,42,25.18,2.05,275.35,21.76
FEBRERO,10,19,0.044,0.006,0.013,0.79,45,22.66,2.01,287.05,24.42
FEBRERO,10,20,0.022,0.006,0.027,1.17,68,20.79,2.38,250.87,27.20
FEBRERO,10,21,0.027,0.018,0.018,0.96,98,19.98,3.64,131.50,34.47
FEBRERO,10,22,0.033,0.020,0.008,0.44,123,17.37,4.64,69.07,49.91
FEBRERO,10,23,0.029,0.024,0.008,0.39,78,15.80,5.84,75.68,57.40
FEBRERO,11,0,0.025,0.018,0.006,0.36,53,14.39,6.04,71.19,63.91
FEBRERO,11,1,0.026,0.016,0.006,0.35,32,13.29,5.24,69.73,67.57
FEBRERO,11,2,0.026,0.028,0.007,0.35,25,12.38,5.11,72.81,70.50
FEBRERO,11,3,0.027,0.016,0.004,0.33,25,11.64,5.45,62.68,71.71
FEBRERO,11,4,0.028,0.011,0.003,0.33,16,10.86,4.24,58.46,71.87
FEBRERO,11,5,0.034,0.006,0.003,0.34,16,9.98,3.88,84.28,71.74
FEBRERO,11,6,NA,0.005,0.003,0.34,10,9.09,4.28,93.44,72.08
FEBRERO,11,7,0.031,0.005,0.004,0.38,16,8.54,4.66,88.51,72.09
FEBRERO,11,8,0.028,0.005,0.005,0.44,21,8.20,4.72,77.94,72.48
FEBRERO,11,9,0.027,0.006,0.007,0.47,27,9.88,4.71,81.09,67.44
FEBRERO,11,10,0.028,0.006,0.005,0.49,32,12.30,5.27,71.36,58.80
FEBRERO,11,11,0.032,0.005,0.005,0.48,29,14.37,4.58,65.61,52.56
FEBRERO,11,12,0.039,0.005,0.005,0.49,35,16.31,4.65,66.61,46.90
FEBRERO,11,13,0.046,0.005,0.005,0.47,35,18.55,3.57,81.26,40.38
FEBRERO,11,14,0.053,0.005,0.005,0.48,37,20.50,3.79,90.94,33.90
FEBRERO,11,15,0.053,0.005,0.005,0.45,44,22.23,3.69,104.32,30.42
FEBRERO,11,16,0.055,0.005,0.005,0.44,45,23.52,3.33,103.21,27.94
FEBRERO,11,17,0.054,0.005,0.005,0.45,47,23.39,3.33,97.56,27.52
FEBRERO,11,18,0.053,0.010,0.006,0.53,53,23.12,2.36,107.61,26.69
FEBRERO,11,19,0.048,0.005,0.007,0.48,56,21.01,1.60,118.97,28.87
FEBRERO,11,20,0.039,0.014,0.006,0.47,63,18.84,5.37,46.64,33.03
FEBRERO,11,21,0.036,0.070,0.007,0.60,63,17.20,4.96,56.55,36.39
FEBRERO,11,22,0.035,0.005,0.007,0.50,64,15.02,4.23,91.07,41.29
FEBRERO,11,23,0.035,0.005,0.004,0.40,55,13.62,5.36,85.77,43.83
FEBRERO,12,0,0.038,0.005,0.005,0.38,40,13.18,4.51,81.00,45.78
FEBRERO,12,1,0.037,0.005,0.004,0.34,32,12.36,4.24,78.46,48.44
FEBRERO,12,2,0.039,0.005,0.004,0.33,22,11.76,4.10,86.57,51.01
FEBRERO,12,3,0.032,0.005,0.004,0.33,25,10.51,3.22,90.72,54.02
FEBRERO,12,4,0.029,0.005,0.004,0.37,23,9.33,3.23,98.71,56.89
FEBRERO,12,5,0.024,0.005,0.006,0.35,30,8.40,3.12,95.85,59.88
FEBRERO,12,6,0.040,0.005,0.006,0.36,19,7.81,2.42,81.63,62.60
FEBRERO,12,7,0.026,0.005,0.006,0.40,25,7.39,3.28,97.52,63.89
FEBRERO,12,8,0.018,0.005,0.008,0.45,28,7.31,2.53,114.86,65.38
FEBRERO,12,9,0.025,0.006,0.010,0.55,46,10.27,3.16,87.03,60.17
FEBRERO,12,10,0.030,0.006,0.007,0.55,44,13.70,3.41,85.67,50.97
FEBRERO,12,11,0.039,0.005,0.005,0.51,45,16.58,3.19,92.59,44.01
FEBRERO,12,12,0.047,0.005,0.004,0.46,42,20.34,2.20,164.67,37.42
FEBRERO,12,13,0.057,0.005,0.004,0.47,55,23.06,1.80,230.78,32.40
FEBRERO,12,14,0.065,0.006,0.006,0.52,57,24.94,2.02,239.93,28.67
FEBRERO,12,15,0.061,0.006,0.005,0.49,55,25.98,2.14,218.38,27.39
FEBRERO,12,16,0.062,0.006,0.005,0.49,51,26.36,2.33,220.87,26.20
FEBRERO,12,17,0.059,0.005,0.005,0.49,55,26.34,1.98,233.85,26.59
FEBRERO,12,18,0.057,0.005,0.006,0.55,57,25.35,2.67,276.76,27.33
FEBRERO,12,19,0.050,0.006,0.013,0.86,65,22.78,2.69,261.29,31.64
FEBRERO,12,20,0.022,0.006,0.029,1.67,81,20.93,1.11,286.56,35.24
FEBRERO,12,21,0.010,0.006,0.035,3.22,144,20.36,1.00,229.75,35.99
FEBRERO,12,22,0.009,0.006,0.032,2.13,170,19.65,1.27,176.05,38.68
FEBRERO,12,23,0.015,0.006,0.024,1.61,128,17.85,1.17,224.10,41.45
FEBRERO,13,0,0.028,0.005,0.010,0.70,76,17.06,1.44,275.17,44.21
FEBRERO,13,1,0.019,0.005,0.014,0.75,53,16.07,1.16,282.13,45.98
FEBRERO,13,2,0.026,0.006,0.015,0.70,67,14.45,1.34,123.47,51.06
FEBRERO,13,3,0.030,0.007,0.016,0.56,67,13.39,1.25,126.76,54.30
FEBRERO,13,4,0.009,0.007,0.017,0.61,64,12.50,1.05,231.55,54.06
FEBRERO,13,5,0.009,0.006,0.017,0.63,75,12.02,1.04,262.86,56.05
FEBRERO,13,6,0.008,0.006,0.017,0.67,73,11.19,0.97,235.22,58.48
FEBRERO,13,7,0.009,0.006,0.016,1.06,81,10.57,0.97,259.59,60.66
FEBRERO,13,8,0.009,0.006,0.018,1.81,106,11.03,0.97,216.04,61.21
FEBRERO,13,9,0.029,0.007,0.022,2.24,186,16.16,0.97,161.01,52.44
FEBRERO,13,10,0.032,0.006,0.015,0.94,161,19.48,1.47,201.51,44.14
FEBRERO,13,11,0.038,0.006,0.008,0.58,69,21.91,1.83,275.12,38.06
FEBRERO,13,12,0.048,0.006,0.006,0.52,50,23.50,2.26,255.51,33.39
FEBRERO,13,13,0.053,0.006,0.005,0.52,38,24.60,2.64,274.27,31.13
FEBRERO,13,14,0.054,0.006,0.005,0.51,37,25.59,2.82,227.92,29.57
FEBRERO,13,15,0.056,0.006,0.004,0.47,52,26.25,3.20,239.17,28.46
FEBRERO,13,16,0.055,0.006,0.004,0.42,51,26.88,3.25,224.10,26.95
FEBRERO,13,17,0.054,0.006,0.005,0.46,55,26.66,4.03,273.53,26.78
