DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
MAYO,5,15,0.073,0.009,0.003,1.70,117,33,2.76,159.63,13.91
MAYO,5,16,0.068,0.007,0.004,1.69,78,32,2.33,244.99,14.01
MAYO,5,17,0.068,0.007,0.004,1.66,82,32,2.41,235.43,14.42
MAYO,5,18,0.070,0.007,0.004,1.69,87,31,2.42,212.62,15.36
MAYO,5,19,0.066,0.007,0.005,1.72,100,30,2.29,212.14,17.09
MAYO,5,20,0.052,0.007,0.010,1.95,112,28,1.74,213.70,18.23
MAYO,5,21,0.044,0.007,0.010,1.91,152,26,3.01,172.38,23.91
MAYO,5,22,0.048,0.007,0.006,1.72,132,24,4.08,121.66,33.52
MAYO,5,23,0.044,0.007,0.005,1.69,93,23,3.81,117.26,32.30
MAYO,6,0,0.044,0.008,0.007,1.68,105,23,4.56,93.48,38.60
MAYO,6,1,0.048,0.033,0.009,1.61,141,22,5.76,86.89,40.78
MAYO,6,2,0.050,0.008,0.005,1.59,99,21,4.12,97.13,40.46
MAYO,6,3,0.040,0.008,0.006,1.63,53,20,2.65,103.27,46.04
MAYO,6,4,0.038,0.008,0.006,1.66,50,19,2.42,121.99,47.85
MAYO,6,5,0.032,0.008,0.008,1.73,58,18,1.12,134.36,51.03
MAYO,6,6,0.027,0.008,0.010,1.75,52,17,0.97,91.96,53.42
MAYO,6,7,0.012,0.009,0.019,2.11,76,17,0.97,270.36,52.68
MAYO,6,8,0.014,0.010,0.022,2.15,111,20,1.10,117.96,49.05
MAYO,6,9,0.036,0.009,0.011,1.90,124,23,2.51,104.50,40.37
MAYO,6,10,0.047,0.008,0.007,1.80,89,26,2.09,137.88,33.10
MAYO,6,11,0.059,0.010,0.007,1.93,86,29,1.76,225.42,27.40
MAYO,6,12,0.070,0.014,0.006,2.07,103,30,2.16,163.81,21.47
MAYO,6,13,0.077,0.023,0.005,2.23,66,32,2.22,224.66,17.66
MAYO,6,14,0.077,0.025,0.005,1.99,60,33,2.52,255.45,14.36
MAYO,6,15,0.086,0.031,0.005,1.95,67,34,2.68,221.03,13.42
MAYO,6,16,0.086,0.018,0.004,1.78,67,34,2.57,231.24,13.05
MAYO,6,17,0.079,0.009,0.004,1.68,59,34,2.64,222.36,12.19
MAYO,6,18,0.070,0.007,0.004,1.69,59,33,1.96,238.69,11.69
MAYO,6,19,0.058,0.007,0.007,1.77,94,30,3.33,259.17,14.02
MAYO,6,20,0.047,0.007,0.007,1.75,227,28,3.01,192.84,17.60
MAYO,6,21,0.048,0.010,0.010,1.86,124,27,2.66,188.44,21.36
MAYO,6,22,0.050,0.077,0.016,1.70,148,25,5.50,81.46,30.05
MAYO,6,23,0.047,0.010,0.007,1.69,184,24,5.75,91.11,34.51
MAYO,7,0,0.043,0.008,0.007,1.71,95,23,4.55,89.20,35.10
MAYO,7,1,0.041,0.008,0.007,1.60,48,22,4.40,87.00,37.34
MAYO,7,2,0.037,0.008,0.006,1.56,41,21,3.66,97.50,38.70
MAYO,7,3,0.037,0.009,0.005,1.57,38,21,2.91,106.79,40.69
MAYO,7,4,0.032,0.007,0.006,1.58,37,19,2.23,118.78,44.53
MAYO,7,5,0.030,0.007,0.007,1.60,35,18,2.18,117.35,47.67
MAYO,7,6,0.027,0.007,0.007,1.63,35,17,2.13,131.71,49.77
MAYO,7,7,0.022,0.008,0.009,1.75,42,18,1.46,155.83,50.68
MAYO,7,8,0.021,0.008,0.011,1.82,61,20,1.56,133.69,46.09
MAYO,7,9,0.030,0.009,0.010,1.81,71,23,1.91,112.14,37.07
MAYO,7,10,0.047,0.011,0.006,1.82,89,27,1.30,205.67,30.79
MAYO,7,11,0.062,0.013,0.006,1.88,83,29,1.46,214.72,27.87
MAYO,7,12,0.075,0.021,0.005,1.93,80,31,1.67,243.53,25.65
MAYO,7,13,0.070,0.009,0.005,1.88,90,31,3.02,251.10,23.41
MAYO,7,14,0.066,0.007,0.005,1.84,75,32,3.03,247.72,20.38
MAYO,7,15,0.066,0.007,0.004,1.78,70,33,2.87,221.73,17.88
MAYO,7,16,0.070,0.007,0.005,1.82,92,33,3.14,230.53,18.80
MAYO,7,17,0.048,0.007,0.004,1.67,348,27,5.58,206.25,25.62
MAYO,7,18,0.047,0.007,0.005,1.70,335,24,5.43,262.13,32.43
MAYO,7,19,0.042,0.006,0.007,1.88,118,24,2.27,211.48,30.56
MAYO,7,20,0.031,0.013,0.016,2.39,82,25,2.21,187.12,29.33
MAYO,7,21,0.047,0.014,0.007,1.75,154,23,5.46,87.59,36.09
MAYO,7,22,0.041,0.034,0.010,1.79,152,22,4.94,80.95,40.18
MAYO,7,23,0.045,0.008,0.005,1.61,112,21,5.68,89.56,41.97
MAYO,8,0,0.040,0.013,0.006,1.60,55,20,4.93,72.94,44.22
MAYO,8,1,0.037,0.034,0.008,1.59,41,20,3.69,79.91,47.19
MAYO,8,2,0.037,0.011,0.004,1.62,38,19,3.83,102.44,57.03
MAYO,8,3,0.039,0.008,0.005,1.66,35,18,3.18,121.43,63.66
MAYO,8,4,0.033,0.007,0.004,1.66,32,17,3.55,111.47,68.25
MAYO,8,5,0.029,0.007,0.005,1.67,28,17,3.32,87.80,67.52
MAYO,8,6,0.022,0.016,0.010,1.71,42,16,3.41,83.65,65.46
MAYO,8,7,0.019,0.010,0.010,1.83,40,16,3.73,95.82,65.10
MAYO,8,8,0.022,0.009,0.009,1.88,57,18,3.90,95.22,62.78
MAYO,8,9,0.030,0.007,0.006,1.84,58,21,4.32,105.59,52.90
MAYO,8,10,0.036,0.007,0.007,1.84,55,24,3.20,118.95,42.82
MAYO,8,11,0.047,0.007,0.004,1.75,102,27,2.46,143.00,32.74
MAYO,8,12,0.057,0.007,0.003,1.75,80,29,2.27,204.95,27.91
MAYO,8,13,0.059,0.007,0.003,1.81,61,31,2.14,254.32,24.56
MAYO,8,14,0.059,0.007,0.004,1.88,46,32,3.76,279.73,20.18
MAYO,8,15,0.058,0.007,0.003,1.73,120,30,6.32,206.26,23.18
MAYO,8,16,0.047,0.006,0.003,1.59,12,26,8.58,171.09,29.93
MAYO,8,17,0.053,0.007,0.003,1.75,111,26,6.68,170.76,28.64
MAYO,8,18,0.049,0.006,0.003,1.64,73,27,4.73,150.90,26.56
MAYO,8,19,0.044,0.006,0.004,1.68,64,26,3.70,143.82,29.39
MAYO,8,20,0.032,0.007,0.008,1.85,73,24,2.67,114.88,32.16
MAYO,8,21,0.034,0.028,0.011,1.80,98,24,4.91,85.93,34.04
MAYO,8,22,0.037,0.012,0.006,1.67,174,21,6.53,88.59,41.57
MAYO,8,23,0.036,0.009,0.005,1.64,106,20,6.11,90.55,43.68
MAYO,9,0,0.033,0.007,0.005,1.65,45,20,4.97,94.62,45.09
MAYO,9,1,0.028,0.007,0.006,1.65,41,19,3.84,105.66,47.73
MAYO,9,2,0.025,0.007,0.007,1.63,31,18,3.49,106.67,50.36
MAYO,9,3,0.019,0.007,0.009,1.64,30,17,3.24,116.55,53.82
MAYO,9,4,0.016,0.007,0.010,1.66,24,16,2.96,118.07,55.83
MAYO,9,5,0.015,0.007,0.010,1.69,32,16,2.68,115.62,58.27
MAYO,9,6,0.010,0.006,0.011,1.70,28,15,2.59,125.33,60.43
MAYO,9,7,0.007,0.007,0.013,1.83,41,15,2.35,121.37,61.49
MAYO,9,8,0.015,0.007,0.011,1.93,81,19,2.95,108.88,51.34
MAYO,9,9,0.021,0.007,0.010,1.88,68,22,1.98,122.07,43.18
MAYO,9,10,0.037,0.008,0.007,1.88,72,26,1.25,202.25,33.61
MAYO,9,11,0.048,0.007,0.005,1.85,75,28,2.42,212.38,27.82
MAYO,9,12,0.046,0.007,0.003,1.73,53,29,2.81,247.66,21.98
MAYO,9,13,0.049,0.007,0.003,1.70,50,30,2.89,259.97,19.81
MAYO,9,14,0.050,0.007,0.003,1.74,51,30,2.95,250.12,18.91
MAYO,9,15,0.051,0.006,0.003,1.71,41,31,3.81,269.93,16.95
MAYO,9,16,0.054,0.006,0.003,1.69,45,31,3.49,249.80,15.78
MAYO,9,17,0.054,0.006,0.003,1.65,48,31,3.36,247.89,14.64
MAYO,9,18,0.051,0.006,0.004,1.68,66,30,3.45,237.70,14.59
MAYO,9,19,0.044,0.007,0.006,1.75,72,29,2.80,244.20,15.04
MAYO,9,20,0.041,0.008,0.005,1.71,149,27,3.56,166.63,23.75
MAYO,9,21,0.039,0.008,0.005,1.70,92,26,2.91,174.99,26.08
MAYO,9,22,0.036,0.009,0.008,1.85,89,24,1.99,188.56,26.05
MAYO,9,23,0.034,0.010,0.008,1.89,115,23,1.81,215.32,30.05
MAYO,10,0,0.037,0.007,0.005,1.78,96,22,2.59,239.27,34.17
MAYO,10,1,0.037,0.007,0.004,1.71,71,22,3.79,250.22,36.33
MAYO,10,2,0.032,0.007,0.004,1.70,72,21,3.37,258.27,41.24
MAYO,10,3,0.029,0.007,0.004,1.69,75,19,2.68,250.83,44.71
MAYO,10,4,0.029,0.007,0.003,1.69,67,18,2.41,247.90,46.90
MAYO,10,5,0.027,0.006,0.004,1.70,53,18,1.71,238.03,48.38
MAYO,10,6,0.025,0.006,0.005,1.73,60,17,1.66,273.21,48.58
MAYO,10,7,0.014,0.007,0.012,2.05,65,17,1.67,286.46,50.65
MAYO,10,8,0.016,0.007,0.014,2.22,73,22,1.71,266.88,42.91
MAYO,10,9,0.033,0.007,0.006,1.90,73,25,2.71,250.81,34.26
MAYO,10,10,0.037,0.007,0.003,1.78,58,27,2.55,246.59,26.27
MAYO,10,11,0.040,0.006,0.004,1.77,51,28,3.46,268.97,22.28
MAYO,10,12,0.044,0.006,0.004,1.78,56,29,4.00,284.22,19.92
MAYO,10,13,0.035,0.006,0.003,1.73,50,30,4.47,267.19,16.96
MAYO,10,14,0.037,0.006,0.003,1.67,38,30,3.82,254.84,16.18
MAYO,10,15,0.035,0.006,0.003,1.66,40,31,4.16,259.93,15.15
MAYO,10,16,0.035,0.006,0.003,1.66,53,31,4.31,263.80,14.37
MAYO,10,17,0.038,0.006,0.003,1.64,58,30,3.93,250.00,14.88
MAYO,10,18,0.037,0.006,0.005,1.72,51,29,3.72,269.91,15.60
MAYO,10,19,0.039,0.007,0.005,1.69,67,29,3.86,251.35,15.64
MAYO,10,20,0.037,0.007,0.007,1.78,97,27,3.47,257.40,17.59
MAYO,10,21,0.033,0.007,0.009,1.90,105,25,3.17,255.87,20.66
MAYO,10,22,0.033,0.007,0.009,1.87,108,24,3.07,268.94,22.35
MAYO,10,23,0.029,0.007,0.009,1.94,126,22,1.26,245.65,24.84
MAYO,11,0,0.029,0.007,0.005,1.76,82,22,3.16,251.18,32.60
MAYO,11,1,0.033,0.007,0.004,1.65,74,21,4.05,271.71,32.87
MAYO,11,2,0.030,0.007,0.004,1.63,69,20,4.09,280.72,33.03
MAYO,11,3,0.027,0.006,0.004,1.62,57,19,3.67,261.79,36.38
MAYO,11,4,0.026,0.006,0.004,1.62,38,18,2.61,252.48,38.24
MAYO,11,5,0.029,0.006,0.004,1.65,39,17,2.11,237.91,40.24
MAYO,11,6,0.028,0.006,0.005,1.71,43,16,1.61,238.15,42.92
MAYO,11,7,0.017,0.007,0.012,2.08,73,16,1.07,104.91,44.70
MAYO,11,8,0.030,0.010,0.013,2.17,100,22,1.06,99.86,35.96
MAYO,11,9,0.037,0.007,0.009,1.94,118,25,1.71,240.15,28.72
MAYO,11,10,0.043,0.006,0.003,1.69,54,25,2.93,266.69,22.52
MAYO,11,11,0.050,0.006,0.003,1.68,39,27,2.97,275.14,19.59
MAYO,11,12,0.053,0.006,0.003,1.69,33,28,3.14,251.88,15.83
MAYO,11,13,0.058,0.006,0.003,1.66,34,28,3.27,247.02,14.09
MAYO,11,14,0.061,0.006,0.004,1.71,41,29,4.05,252.10,14.11
MAYO,11,15,0.063,0.006,0.003,1.63,48,30,3.11,232.70,13.14
MAYO,11,16,0.061,0.006,0.003,1.63,52,31,3.88,250.91,11.12
MAYO,11,17,0.064,0.006,0.003,1.62,68,31,3.93,246.79,9.87
MAYO,11,18,0.065,0.006,0.004,1.63,79,30,4.24,254.02,10.71
MAYO,11,19,0.065,0.006,0.005,1.69,95,29,3.60,239.24,12.23
MAYO,11,20,0.056,0.007,0.007,1.73,114,27,3.13,231.64,14.30
MAYO,11,21,0.043,0.007,0.009,1.86,106,25,2.40,242.45,16.28
MAYO,11,22,0.046,0.008,0.010,1.98,115,24,2.83,265.24,18.81
MAYO,11,23,0.042,0.007,0.007,1.78,117,22,2.30,265.30,21.24
MAYO,12,0,0.033,0.007,0.010,1.83,101,21,2.29,276.22,23.23
MAYO,12,1,0.032,0.007,0.009,1.83,129,20,1.55,272.70,25.77
MAYO,12,2,0.043,0.007,0.004,1.71,93,20,2.64,266.26,31.06
MAYO,12,3,0.039,0.006,0.004,1.73,69,18,1.42,265.43,35.96
MAYO,12,4,0.033,0.007,0.006,1.76,67,17,1.15,287.53,37.69
MAYO,12,5,0.024,0.007,0.011,1.82,78,17,1.06,286.50,37.47
MAYO,12,6,0.016,0.007,0.014,1.97,109,16,1.04,219.25,38.06
MAYO,12,7,0.010,0.007,0.017,2.23,144,16,0.96,196.65,40.30
MAYO,12,8,0.021,0.007,0.015,2.33,154,22,1.03,236.07,32.51
MAYO,12,9,0.034,0.007,0.016,2.20,100,24,1.40,213.43,25.33
MAYO,12,10,0.046,0.007,0.007,1.94,94,26,1.81,221.88,29.87
MAYO,12,11,0.051,0.006,0.004,1.83,45,28,2.34,263.14,28.17
MAYO,12,12,0.057,0.006,0.004,1.83,33,28,2.99,266.96,24.31
MAYO,12,13,0.060,0.006,0.003,1.79,49,29,3.24,256.53,21.67
MAYO,12,14,0.059,0.006,0.003,1.75,46,30,2.86,235.99,18.30
MAYO,12,15,0.058,0.006,0.003,1.68,33,31,3.81,249.80,12.81
MAYO,12,16,0.060,0.006,0.003,1.67,48,31,3.71,249.89,12.90
MAYO,12,17,0.061,0.006,0.003,1.64,42,31,3.76,236.73,12.02
MAYO,12,18,0.061,0.006,0.003,1.63,62,31,4.06,201.83,11.85
MAYO,12,19,0.062,0.007,0.004,1.63,76,29,3.83,197.97,13.45
MAYO,12,20,0.045,0.007,0.005,1.67,97,26,4.60,175.13,26.60
MAYO,12,21,0.032,0.007,0.007,1.81,86,24,2.62,169.35,33.17
MAYO,12,22,0.031,0.007,0.007,1.81,88,23,2.40,166.42,37.14
MAYO,12,23,0.028,0.007,0.008,1.84,93,21,1.17,138.40,41.71
MAYO,13,0,0.039,0.007,0.009,1.84,89,21,1.21,110.03,45.25
MAYO,13,1,0.090,0.009,0.011,1.87,87,20,1.08,92.91,46.74
MAYO,13,2,0.044,0.010,0.014,1.88,68,19,0.96,193.57,48.34
MAYO,13,3,0.047,0.010,0.014,1.87,67,19,0.98,217.83,49.15
MAYO,13,4,0.059,0.008,0.012,1.84,76,18,1.14,235.18,51.47
MAYO,13,5,0.029,0.007,0.007,1.75,63,18,1.54,285.01,55.28
MAYO,13,6,0.013,0.007,0.015,1.89,70,18,1.64,292.35,55.57
MAYO,13,7,0.019,0.007,0.013,2.00,69,18,1.46,272.60,55.03
MAYO,13,8,0.024,0.007,0.013,2.08,89,20,1.54,249.03,47.62
MAYO,13,9,0.044,0.007,0.007,1.96,91,25,2.11,264.44,32.38
MAYO,13,10,0.053,0.007,0.004,1.88,80,27,2.27,234.00,30.43
MAYO,13,11,0.052,0.007,0.003,1.81,65,28,3.11,203.16,32.93
MAYO,13,12,0.051,0.007,0.003,1.77,82,28,4.61,230.99,28.75
MAYO,13,13,0.051,0.007,0.003,1.77,89,29,4.41,253.79,25.72
MAYO,13,14,0.049,0.006,0.004,1.76,67,30,4.63,253.10,23.16
MAYO,13,15,0.050,0.006,0.003,1.71,109,31,6.33,266.72,16.40
MAYO,13,16,0.050,0.006,0.003,1.68,114,31,5.72,258.92,14.30
MAYO,13,17,0.054,0.006,0.003,1.68,82,30,5.57,257.88,15.52
MAYO,13,18,0.053,0.006,0.003,1.66,79,30,5.44,263.62,14.21
MAYO,13,19,0.050,0.007,0.004,1.67,76,29,5.02,258.45,13.93
MAYO,13,20,0.044,0.007,0.006,1.73,85,27,4.48,265.32,15.25
MAYO,13,21,0.041,0.007,0.006,1.83,126,25,3.62,242.94,22.16
MAYO,13,22,0.034,0.007,0.008,1.88,94,24,2.73,250.36,26.41
MAYO,13,23,0.033,0.007,0.007,1.88,95,22,2.33,257.06,29.63
MAYO,14,0,0.033,0.007,0.006,1.79,89,21,2.43,240.36,33.24
MAYO,14,1,0.032,0.015,0.008,2.02,80,20,2.23,171.17,39.62
MAYO,14,2,0.036,0.009,0.005,1.81,80,19,3.11,84.08,56.86
MAYO,14,3,0.031,0.007,0.003,1.77,49,18,3.54,99.07,66.17
MAYO,14,4,0.025,0.007,0.005,1.76,39,18,2.25,106.32,68.29
MAYO,14,5,0.022,0.007,0.006,1.76,36,17,2.51,111.69,71.00
MAYO,14,6,0.022,0.007,0.005,1.76,31,16,2.44,123.01,70.49
MAYO,14,7,0.022,0.007,0.007,1.83,37,16,3.13,103.38,68.41
MAYO,14,8,0.027,0.007,0.006,1.84,38,19,3.62,88.14,60.00
MAYO,14,9,0.033,0.006,0.005,1.85,36,21,3.96,94.21,52.16
MAYO,14,10,0.039,0.006,0.004,1.82,35,23,3.19,110.37,43.74
MAYO,14,11,0.048,0.007,0.003,1.81,32,26,2.30,152.35,34.31
MAYO,14,12,0.051,0.010,0.003,1.80,44,28,2.32,184.74,25.53
MAYO,14,13,0.054,0.008,0.003,1.80,42,29,2.59,141.39,22.82
MAYO,14,14,0.048,0.007,0.003,1.79,41,30,2.92,237.08,18.81
MAYO,14,15,0.048,0.007,0.003,1.73,42,30,2.87,232.75,17.23
MAYO,14,16,0.048,0.006,0.002,1.69,163,27,6.48,179.00,23.28
MAYO,14,17,0.040,0.006,0.003,1.72,197,21,5.84,187.80,43.95
MAYO,14,18,0.040,0.006,0.003,1.68,51,23,3.77,116.63,32.23
MAYO,14,19,0.037,0.006,0.003,1.70,38,22,2.62,170.74,32.29
MAYO,14,20,0.030,0.006,0.006,1.83,36,21,1.37,157.65,33.80
MAYO,14,21,0.026,0.007,0.010,2.03,61,21,3.83,275.01,35.89
