DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,
,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],WS,WD,TEMP,HR
OCTUBRE,25,7,0.007,0.008,0.012,10009.00,56,0.950,209.300,17.030,67.910
OCTUBRE,25,8,0.006,0.009,0.016,13076.00,56,0.950,215.410,17.240,67.820
OCTUBRE,25,9,0.007,0.008,0.013,13473.00,75,0.960,229.310,17.900,67.240
OCTUBRE,25,10,0.009,0.011,0.015,14204.00,79,0.950,273.700,18.800,65.040
OCTUBRE,25,11,0.010,0.011,0.016,1385.00,79,0.950,293.720,18.650,65.590
OCTUBRE,25,12,0.016,0.010,0.017,12148.00,63,0.950,266.290,18.870,68.230
OCTUBRE,25,13,0.018,0.010,0.017,12653.00,55,0.950,260.830,18.670,71.550
OCTUBRE,25,14,0.022,0.009,0.017,11975.00,39,1.120,255.170,18.550,80.270
OCTUBRE,25,15,0.021,0.009,0.015,11449.00,38,0.960,265.540,18.590,82.890
OCTUBRE,25,16,0.017,0.008,0.013,14707.00,63,1.180,213.030,17.160,89.440
OCTUBRE,25,17,0.018,0.009,0.011,13459.00,49,0.980,233.530,16.020,96.110
OCTUBRE,25,18,0.014,0.009,0.013,14117.00,23,0.960,200.990,15.570,98.920
OCTUBRE,25,19,0.011,0.009,0.016,1439.00,20,0.960,130.630,15.890,98.670
OCTUBRE,25,20,0.004,0.009,0.022,18416.00,31,0.970,230.460,15.750,NA
OCTUBRE,25,21,0.003,0.009,0.021,21104.00,30,0.960,193.090,15.880,NA
OCTUBRE,25,22,0.005,0.009,0.020,15824.00,29,0.960,179.800,15.530,NA
OCTUBRE,25,23,0.007,0.008,0.016,1207.00,35,0.960,120.320,15.140,NA
OCTUBRE,26,0,0.004,0.008,0.016,13211.00,37,0.970,190.760,14.960,NA
OCTUBRE,26,1,0.004,0.009,0.016,1607.00,44,0.970,234.450,14.790,NA
OCTUBRE,26,2,0.004,0.008,0.014,11603.00,42,0.960,149.030,15.020,NA
OCTUBRE,26,3,0.004,0.008,0.013,1104.00,48,0.970,271.440,14.640,NA
OCTUBRE,26,4,0.005,0.008,0.010,10297.00,37,0.970,269.480,14.570,NA
OCTUBRE,26,5,0.006,0.008,0.011,10294.00,26,0.960,287.660,14.760,NA
OCTUBRE,26,6,0.005,0.008,0.015,11552.00,38,0.960,294.540,14.740,NA
OCTUBRE,26,7,0.005,0.008,0.016,14397.00,52,0.960,306.990,14.930,NA
OCTUBRE,26,8,0.006,0.009,0.017,19525.00,72,0.960,299.180,15.420,NA
OCTUBRE,26,9,0.006,0.009,0.015,1.95,79,0.960,282.000,16.230,NA
OCTUBRE,26,10,0.008,0.009,0.013,16973.00,77,0.950,182.860,18.600,NA
OCTUBRE,26,11,0.012,0.008,0.014,1348.00,54,0.940,188.440,20.370,91.860
OCTUBRE,26,12,0.023,0.008,0.015,12802.00,47,0.950,236.530,23.840,80.970
OCTUBRE,26,13,0.030,0.008,0.011,11243.00,43,0.930,174.440,23.330,69.850
OCTUBRE,26,14,0.037,0.008,0.012,11781.00,33,0.930,178.470,23.750,65.420
OCTUBRE,26,15,0.042,0.008,0.008,11549.00,39,1.090,280.200,24.500,56.240
OCTUBRE,26,16,0.045,0.008,0.008,11635.00,37,1.810,300.170,24.640,52.930
OCTUBRE,26,17,0.041,0.008,0.009,12161.00,51,1.450,285.870,23.750,55.620
OCTUBRE,26,18,0.036,0.008,0.013,13769.00,41,0.990,233.680,22.310,59.390
OCTUBRE,26,19,0.025,0.008,0.014,12001.00,37,1.940,104.930,20.510,68.990
OCTUBRE,26,20,0.021,0.018,0.005,10331.00,62,4.530,66.290,18.560,74.970
OCTUBRE,26,21,0.015,0.017,0.005,10758.00,42,1.800,85.670,17.790,81.700
OCTUBRE,26,22,0.017,0.012,0.008,10247.00,23,2.180,107.130,17.570,83.720
OCTUBRE,26,23,0.010,0.009,0.008,1.00,31,1.450,122.760,17.320,87.400
OCTUBRE,27,0,0.009,0.009,0.012,0.97,10,1.450,130.850,16.700,90.590
OCTUBRE,27,1,0.010,0.008,0.008,0.93,21,2.680,109.050,17.110,91.030
OCTUBRE,27,2,0.007,0.008,0.008,0.93,22,1.730,118.780,17.120,91.560
OCTUBRE,27,3,0.005,0.008,0.009,10568.00,27,1.810,119.460,17.060,92.200
OCTUBRE,27,4,0.007,0.008,0.013,10551.00,31,1.340,115.470,16.610,92.520
OCTUBRE,27,5,0.010,0.008,0.012,10183.00,37,1.400,109.750,15.890,93.350
OCTUBRE,27,6,0.007,0.008,0.010,10972.00,45,1.220,101.130,15.680,94.400
OCTUBRE,27,7,0.004,0.009,0.012,13152.00,48,1.060,99.160,15.370,96.490
OCTUBRE,27,8,0.007,0.009,0.013,14325.00,60,1.230,88.650,16.550,94.230
OCTUBRE,27,9,0.008,0.011,0.012,12801.00,79,1.600,91.430,17.980,86.200
OCTUBRE,27,10,0.014,0.011,0.005,10767.00,34,2.850,89.400,19.980,75.080
OCTUBRE,27,11,0.021,0.012,0.003,10075.00,37,3.750,89.790,22.160,62.170
OCTUBRE,27,12,0.028,0.013,0.004,10525.00,33,3.680,84.620,23.470,55.420
OCTUBRE,27,13,0.037,0.014,0.004,10271.00,48,3.290,89.170,25.160,47.500
OCTUBRE,27,14,0.041,0.020,0.004,10247.00,51,4.220,73.900,26.140,41.800
OCTUBRE,27,15,0.037,0.022,0.003,0.99,48,4.190,75.850,26.880,37.970
OCTUBRE,27,16,0.035,0.028,0.002,1.00,52,4.200,85.570,27.270,36.450
OCTUBRE,27,17,0.032,0.026,0.003,0.99,57,3.420,83.750,26.320,39.250
OCTUBRE,27,18,0.024,0.018,0.004,10716.00,56,3.040,79.060,24.840,45.450
OCTUBRE,27,19,0.019,0.014,0.006,10432.00,34,3.930,53.440,23.170,52.900
OCTUBRE,27,20,0.016,0.021,0.003,10215.00,37,3.620,67.290,21.060,60.440
OCTUBRE,27,21,0.014,0.029,0.005,0.96,38,3.500,89.960,19.070,66.190
OCTUBRE,27,22,0.013,0.033,0.006,0.97,50,3.470,69.230,17.960,68.340
OCTUBRE,27,23,0.013,0.032,0.005,0.93,44,3.780,73.120,17.300,69.200
OCTUBRE,28,0,0.014,0.046,0.005,0.86,38,4.060,71.870,16.730,69.320
OCTUBRE,28,1,0.013,0.046,0.005,0.87,41,3.330,73.320,16.070,71.550
OCTUBRE,28,2,0.015,0.025,0.006,0.87,33,2.820,81.480,15.500,73.520
OCTUBRE,28,3,0.016,0.026,0.004,0.85,25,3.480,78.780,15.560,72.260
OCTUBRE,28,4,0.014,0.033,0.003,0.86,45,2.280,95.200,15.170,76.040
OCTUBRE,28,5,0.011,0.012,0.008,0.88,28,1.640,97.600,14.090,83.870
OCTUBRE,28,6,0.009,0.010,0.010,0.88,20,1.570,102.560,13.750,86.570
OCTUBRE,28,7,0.009,0.010,0.011,0.94,24,1.760,107.200,13.710,87.240
OCTUBRE,28,8,0.008,0.009,0.012,10773.00,35,1.190,119.350,15.190,84.290
OCTUBRE,28,9,0.016,0.016,0.004,0.99,36,3.150,80.920,18.730,70.900
OCTUBRE,28,10,0.022,0.026,0.001,0.98,38,4.880,61.610,20.090,62.150
OCTUBRE,28,11,0.024,0.018,0.001,10644.00,37,4.410,73.540,21.770,55.560
OCTUBRE,28,12,0.030,0.017,0.002,1.00,33,3.210,76.910,23.440,49.710
OCTUBRE,28,13,0.034,0.016,0.002,0.97,32,3.040,87.900,25.100,44.310
OCTUBRE,28,14,0.038,0.020,0.002,0.95,30,2.030,112.330,26.390,38.670
OCTUBRE,28,15,0.038,0.022,0.003,0.93,29,1.500,125.230,28.140,32.020
OCTUBRE,28,16,0.039,0.026,0.002,0.92,30,1.780,125.040,28.560,29.500
OCTUBRE,28,17,0.040,0.017,0.007,0.94,44,1.590,109.680,28.390,28.260
OCTUBRE,28,18,0.036,0.018,0.003,10355.00,32,1.350,86.800,27.170,29.590
OCTUBRE,28,19,0.027,0.010,0.007,12079.00,41,1.050,66.990,24.220,36.860
OCTUBRE,28,20,0.019,0.010,0.020,12911.00,46,1.090,73.200,22.610,44.400
OCTUBRE,28,21,0.019,0.020,0.013,11969.00,51,2.030,61.800,21.300,49.770
OCTUBRE,28,22,0.012,0.011,0.010,10872.00,40,1.470,97.900,19.390,59.780
OCTUBRE,28,23,0.011,0.011,0.010,107637.00,33,2.530,81.060,18.580,66.490
OCTUBRE,29,0,0.012,0.009,0.009,10063.00,29,3.240,102.460,17.910,69.820
OCTUBRE,29,1,0.012,0.011,0.008,0.95,33,3.250,78.170,16.700,75.630
OCTUBRE,29,2,0.011,0.011,0.004,0.95,25,2.960,67.170,15.980,80.680
OCTUBRE,29,3,0.013,0.009,0.002,0.90,14,1.860,80.000,15.960,80.790
OCTUBRE,29,4,0.009,0.009,0.004,0.91,20,1.670,107.660,14.430,87.450
OCTUBRE,29,5,0.006,0.009,0.009,0.88,15,1.850,110.720,13.640,91.340
OCTUBRE,29,6,0.009,0.008,0.008,0.93,15,1.720,99.880,13.550,92.220
OCTUBRE,29,7,0.006,0.008,0.009,10607.00,30,2.100,105.880,13.100,93.300
OCTUBRE,29,8,0.007,0.008,0.009,11766.00,41,1.630,98.710,14.880,88.530
OCTUBRE,29,9,0.012,0.008,0.007,11346.00,33,1.590,101.160,18.130,75.620
OCTUBRE,29,10,0.020,0.009,0.004,1023.00,30,2.290,98.780,20.870,61.710
OCTUBRE,29,11,0.027,0.009,0.006,0.98,22,1.900,116.460,23.150,52.030
OCTUBRE,29,12,0.032,0.009,0.007,0.95,25,1.870,129.620,25.030,46.510
OCTUBRE,29,13,0.036,0.009,0.006,0.94,19,1.330,167.100,27.160,39.340
OCTUBRE,29,14,0.041,0.010,0.006,0.93,22,1.480,192.670,28.480,32.820
OCTUBRE,29,15,0.045,0.011,0.007,0.96,19,1.440,250.130,29.250,29.290
OCTUBRE,29,16,0.046,0.014,0.004,0.94,22,1.140,188.120,29.720,27.180
OCTUBRE,29,17,0.044,0.018,0.004,0.90,36,1.000,144.380,28.320,26.820
OCTUBRE,29,18,0.039,0.013,0.003,10361.00,22,1.000,138.360,27.570,24.550
OCTUBRE,29,19,0.023,0.009,0.016,12856.00,38,0.980,75.060,24.450,28.680
OCTUBRE,29,20,0.015,0.009,0.025,18296.00,51,0.990,137.370,22.290,32.470
OCTUBRE,29,21,0.018,0.012,0.019,13333.00,78,1.060,88.800,21.430,35.800
OCTUBRE,29,22,0.016,0.013,0.010,1133188.00,59,1.700,95.040,19.920,36.630
OCTUBRE,29,23,0.018,0.009,0.009,10677.00,34,1.570,113.310,19.000,38.880
OCTUBRE,30,0,0.016,0.008,0.008,10553.00,20,1.170,113.670,17.940,45.530
OCTUBRE,30,1,0.015,0.008,0.009,0.87,23,1.190,136.170,16.700,50.950
OCTUBRE,30,2,0.014,0.009,0.009,0.86,20,1.250,92.040,15.820,58.270
OCTUBRE,30,3,0.012,0.008,0.009,0.85,27,1.180,107.160,14.550,65.660
OCTUBRE,30,4,0.012,0.008,0.008,0.84,23,2.030,104.650,13.540,70.860
OCTUBRE,30,5,0.011,0.008,0.012,0.85,19,2.520,103.690,12.720,80.100
OCTUBRE,30,6,0.012,0.008,0.011,0.90,24,3.310,102.980,12.600,86.810
OCTUBRE,30,7,0.010,0.008,0.007,10432.00,31,3.370,96.220,12.430,88.150
OCTUBRE,30,8,0.013,0.008,0.007,10522.00,43,3.880,87.410,14.030,82.300
OCTUBRE,30,9,0.019,0.010,0.004,0.99,37,4.750,87.730,16.740,68.290
OCTUBRE,30,10,0.023,0.016,0.002,0.95,83,5.770,79.920,18.380,56.610
OCTUBRE,30,11,0.034,0.009,0.001,0.93,51,5.530,64.450,20.200,47.490
OCTUBRE,30,12,0.037,0.009,0.001,0.93,31,4.190,70.050,22.180,41.430
OCTUBRE,30,13,0.045,0.009,0.003,0.96,29,3.690,83.680,23.680,35.330
OCTUBRE,30,14,0.049,0.008,0.004,0.94,26,3.290,98.750,24.860,32.120
OCTUBRE,30,15,0.055,0.008,0.004,0.91,37,3.620,98.520,25.710,29.360
OCTUBRE,30,16,0.056,0.008,0.004,0.91,47,3.600,94.480,26.150,26.320
OCTUBRE,30,17,0.056,0.008,0.005,0.93,52,3.060,98.600,26.120,25.890
OCTUBRE,30,18,0.043,0.008,0.007,11016.00,51,2.550,100.640,24.170,30.120
OCTUBRE,30,19,0.031,0.009,0.008,12615.00,107,2.640,90.710,21.350,38.000
OCTUBRE,30,20,0.029,0.009,0.009,11281.00,94,3.570,74.830,20.080,45.060
OCTUBRE,30,21,0.028,0.008,0.008,1026.00,54,3.440,76.420,19.390,49.500
OCTUBRE,30,22,0.022,0.008,0.004,0.99,30,2.840,82.190,17.580,56.980
OCTUBRE,30,23,0.021,0.008,0.005,0.98,26,2.640,87.460,16.340,62.370
OCTUBRE,31,0,0.020,0.008,0.007,0.90,31,3.390,92.280,15.630,66.710
OCTUBRE,31,1,0.021,0.008,0.008,0.86,NA,2.970,86.960,14.760,70.510
OCTUBRE,31,2,0.020,0.008,0.007,0.88,11,3.000,85.820,13.860,76.390
OCTUBRE,31,3,0.019,0.008,0.007,0.92,15,2.570,90.150,13.100,82.080
OCTUBRE,31,4,0.019,0.008,0.007,0.90,18,2.790,86.420,12.580,84.950
OCTUBRE,31,5,0.018,0.008,0.008,0.90,21,2.180,96.630,12.200,86.730
OCTUBRE,31,6,0.016,0.008,0.006,0.90,21,2.110,102.160,11.960,87.310
OCTUBRE,31,7,0.012,0.008,0.007,10768.00,31,1.460,89.710,11.480,88.130
OCTUBRE,31,8,0.012,0.008,0.009,11496.00,61,1.670,89.510,13.040,83.770
OCTUBRE,31,9,0.018,0.008,0.006,10547.00,43,3.220,87.590,16.030,70.280
OCTUBRE,31,10,0.025,0.008,0.003,0.99,42,3.640,92.680,18.130,60.080
OCTUBRE,31,11,0.029,0.008,0.004,0.97,36,2.280,97.200,20.700,52.280
OCTUBRE,31,12,0.036,0.008,0.007,0.97,35,2.130,84.690,22.520,47.790
OCTUBRE,31,13,0.044,0.009,0.005,0.94,38,1.370,144.750,24.640,42.170
OCTUBRE,31,14,0.050,0.010,0.006,0.98,34,0.910,205.420,26.670,35.690
OCTUBRE,31,15,0.054,0.013,0.008,0.95,40,1.010,162.460,27.550,33.020
OCTUBRE,31,16,0.056,0.030,0.006,1.00,43,0.930,174.690,28.190,31.140
OCTUBRE,31,17,0.052,0.023,0.003,0.98,53,1.070,130.880,26.930,31.980
OCTUBRE,31,18,0.041,0.010,0.004,11379.00,54,1.430,84.010,24.690,36.820
OCTUBRE,31,19,0.035,0.009,0.007,12532.00,66,2.390,57.580,22.640,41.070
OCTUBRE,31,20,0.033,0.015,0.006,0.99,76,5.730,50.680,20.650,45.690
OCTUBRE,31,21,0.026,0.030,0.006,10069.00,83,2.890,161.090,18.920,50.310
OCTUBRE,31,22,0.020,0.020,0.004,10689.00,44,2.640,125.040,17.530,54.890
OCTUBRE,31,23,0.021,0.009,0.006,1004923.00,35,3.490,84.700,14.600,65.750
