DATOS MÓVILES 2018_NATIVITAS,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,
,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3
ENE,21,20,14.8,80.67541667,9.552105263,16.25875
ENE,21,21,19.38,79.03875,9.887222222,14.56125
ENE,21,22,22.93,75.94291667,NA,12.71125
ENE,21,23,27.39,75.0225,NA,10.8175
ENE,22,0,24.97,72.78583333,NA,8.9275
ENE,22,1,23.98,71.3925,NA,6.81625
ENE,22,2,22.32,69.85916667,NA,4.63875
ENE,22,3,22.04,67.68958333,NA,2.77625
ENE,22,4,21.43,66.94291667,NA,1.4825
ENE,22,5,20.76,66.00416667,NA,0.69625
ENE,22,6,21.75,65.81791667,NA,0.201428571
ENE,22,7,23.62,66.15875,NA,0.141666667
ENE,22,8,22.9,67.72375,NA,0.111666667
ENE,22,9,20.99,68.72041667,NA,0.338333333
ENE,22,10,22.15,69.4,NA,0.965
ENE,22,11,16.1,70.67666667,NA,2.49
ENE,22,12,11.57,71.32375,NA,4.811666667
ENE,22,13,8.33,71.37375,NA,7.621666667
ENE,22,14,7.36,71.75083333,NA,9.08
ENE,22,15,7.07,71.33208333,NA,13.18625
ENE,22,16,9.05,70.35458333,16.86833333,15.85125
ENE,22,17,9.03,69.29583333,16.24684211,18.1125
ENE,22,18,12.38,69.30625,15.6375,19.48875
ENE,22,19,30.31,70.76833333,15.11904762,19.29125
ENE,22,20,39.55,72.8125,14.74681818,17.62625
ENE,22,21,37.76,76.03291667,14.56478261,15.53625
ENE,22,22,33.63,84.18291667,14.47625,13.33625
ENE,22,23,31.08,87.96458333,14.85291667,8.1425
ENE,23,0,19.74,88.81291667,14.84416667,5.98
ENE,23,1,10.53,86.42375,14.70333333,4.68625
ENE,23,2,8.18,84.7525,14.16458333,4.0275
ENE,23,3,6.4,82.88625,13.29541667,4.34375
ENE,23,4,6.13,80.90875,12.14541667,5.515
ENE,23,5,4.96,78.55875,11.05,6.63125
ENE,23,6,6.13,76.88916667,10.24625,7.7125
ENE,23,7,8.25,75.21041667,9.244166667,8.735
ENE,23,8,12.05,72.85541667,8.248333333,9.03875
ENE,23,9,11.58,70.3475,7.750833333,8.69
ENE,23,10,8.91,68.9525,6.982916667,8.73875
ENE,23,11,8.11,68.33625,6.55875,9.04125
ENE,23,12,8.38,68.44375,6.189583333,9.675
ENE,23,13,7.29,68.83208333,5.9325,10.85
ENE,23,14,5.12,68.7625,5.417083333,12.4475
ENE,23,15,4.14,68.46625,5.090416667,14.1925
ENE,23,16,6.87,68.68875,4.87875,15.88
ENE,23,17,7.95,68.50916667,4.797083333,17.3525
ENE,23,18,8.95,68.1075,4.765833333,18.53375
ENE,23,19,27.04,67.79333333,4.7275,18.08375
ENE,23,20,37.2,69.35958333,4.697916667,16.2775
ENE,23,21,34.38,71.81291667,6.611666667,14.1125
ENE,23,22,14.91,66.41,6.615416667,12.25125
ENE,23,23,9.86,61.52875,6.412083333,10.555
ENE,24,0,9.67,58.235,6.854583333,9.11
ENE,24,1,7.39,56.62125,7.212083333,8.155
ENE,24,2,6.17,55.99166667,7.3475,6.9525
ENE,24,3,6.42,55.76375,7.3725,7.01875
ENE,24,4,8.86,55.465,7.438333333,7.92875
ENE,24,5,7.07,55.29875,7.493333333,8.87625
ENE,24,6,8.73,54.90583333,7.562916667,8.9675
ENE,24,7,10.57,54.62,7.645,8.70375
ENE,24,8,15.97,54.26875,7.71125,8.12625
ENE,24,9,12.47,54.76791667,7.774166667,7.4
ENE,24,10,9.75,54.81791667,7.8225,7.1125
ENE,24,11,7.93,54.60541667,7.89625,7.075
ENE,24,12,6.9,54.91,7.989166667,7.5
ENE,24,13,6.76,54.55333333,7.9775,8.10125
ENE,24,14,7.66,54.70416667,8.063333333,9.1625
ENE,24,15,7.68,55.39833333,8.459166667,10.53375
ENE,24,16,6.32,55.05791667,8.724166667,12.19375
ENE,24,17,5.8,54.83875,8.865416667,13.695
ENE,24,18,8.07,55.49125,8.90875,14.56875
ENE,24,19,11.91,57.75458333,8.944166667,14.685
ENE,24,20,9.5,64.14125,8.9425,14.31
ENE,24,21,8.49,63.62958333,6.747916667,13.62625
ENE,24,22,7.4,61.64791667,6.45625,12.545
ENE,24,23,7.72,59.91,7.957916667,11.24
ENE,25,0,6.26,58.80583333,7.5775,10.07875
ENE,25,1,6.04,57.79416667,7.558333333,8.9025
ENE,25,2,5.82,57.06583333,7.977916667,8.00875
ENE,25,3,6.2,56.48833333,9.655416667,7.755
ENE,25,4,4.72,55.85916667,10.94958333,7.7375
ENE,25,5,5.46,55.3125,11.345,7.61125
ENE,25,6,5.14,54.65083333,11.80666667,7.6975
ENE,25,7,7.14,54.4575,12.38541667,7.6675
ENE,25,8,11.97,53.89291667,13.21375,7.34125
ENE,25,9,12.51,52.765,13.84458333,7.04375
ENE,25,10,9.76,51.27625,14.48083333,6.9075
ENE,25,11,7.16,49.66375,14.81916667,6.87625
ENE,25,12,6.66,47.91041667,15.03333333,6.96125
ENE,25,13,8.57,46.93125,15.245,7.155
ENE,25,14,9.08,46.44416667,15.35625,7.35125
ENE,25,15,11.23,45.56291667,15.25083333,7.7175
ENE,25,16,10.25,45.495,15.32083333,8.30875
ENE,25,17,6.95,44.68041667,15.67041667,9.25375
ENE,25,18,11.33,43.60583333,15.98041667,9.90375
ENE,25,19,19.73,40.31916667,16.56,9.81
ENE,25,20,28.24,31.15041667,17.05083333,8.895
ENE,25,21,25.98,26.00958333,18.37583333,7.98375
ENE,25,22,24.7,26.71,18.74416667,6.85875
ENE,25,23,21.38,28.75458333,17.62583333,5.6975
ENE,26,0,12.57,29.54375,18.00125,4.8525
ENE,26,1,8.71,29.67041667,17.99916667,4
ENE,26,2,6.76,29.49875,17.52583333,3.32125
ENE,26,3,5.13,29.505,15.92291667,3.2625
ENE,26,4,6.5,29.93416667,14.66833333,3.8
ENE,26,5,7.94,29.74083333,14.32958333,4.24875
ENE,26,6,12.7,30.63666667,13.93375,4.46875
ENE,26,7,14.9,31.12375,13.47916667,4.4625
ENE,26,8,15.07,31.925,12.82708333,4.11625
ENE,26,9,13.5,31.74666667,12.38208333,3.65125
ENE,26,10,11.49,31.85125,12.30375,3.51625
ENE,26,11,6.41,31.79666667,12.23041667,3.725
ENE,26,12,4.8,31.725,12.14375,4.35125
ENE,26,13,4.33,32.2425,12.11333333,5.43875
ENE,26,14,6.63,32.16375,12.0425,7.3275
ENE,26,15,7.22,32.57791667,12.90458333,9.8675
ENE,26,16,6.71,32.4125,12.9475,12.4475
ENE,26,17,6.28,32.68083333,12.54291667,14.58625
ENE,26,18,7.24,33.09708333,12.295,16.45375
ENE,26,19,11.16,33.50083333,11.74416667,16.84625
ENE,26,20,20.25,34.29333333,11.27583333,15.5775
ENE,26,21,22.68,37.02041667,10.22416667,13.91375
ENE,26,22,22.2,38.74708333,9.987916667,12.61
ENE,26,23,19.32,36.65125,9.706666667,10.65375
ENE,27,0,18.22,37.15166667,9.452916667,8.2075
ENE,27,1,18.12,39.31208333,9.24,5.90875
ENE,27,2,18.35,41.14041667,9.187916667,3.45
ENE,27,3,16.25,42.75125,9.065833333,2.105
ENE,27,4,14.33,43.37291667,8.9575,2.21375
ENE,27,5,12.93,44.05958333,8.855416667,2.32
ENE,27,6,12.19,45.92166667,8.79625,1.70375
ENE,27,7,12.12,46.08625,8.63625,1.1375
ENE,27,8,12.52,46.55166667,8.420416667,1.0075
ENE,27,9,12.71,47.26458333,8.215833333,1.23625
ENE,27,10,12.03,47.52041667,7.634583333,1.96875
ENE,27,11,11.07,47.87416667,7.290833333,2.97875
ENE,27,12,8.53,48.64291667,7.060833333,4.27125
ENE,27,13,7.95,48.99416667,6.855416667,6.23
ENE,27,14,6.84,49.23583333,6.6225,8.41625
ENE,27,15,5.26,48.87208333,5.353333333,10.81875
ENE,27,16,4.5,48.14208333,4.877083333,13.255
ENE,27,17,3.91,48.13541667,5.15875,15.575
ENE,27,18,4.76,48.44166667,5.366666667,17.33
ENE,27,19,6.38,48.74625,5.582916667,18.12875
ENE,27,20,10.54,47.145,5.986666667,17.77625
ENE,27,21,10.37,45.02541667,5.659583333,16.97125
ENE,27,22,8.8,41.71041667,5.335,16.07
ENE,27,23,9.87,42.39083333,5.14173913,14.82125
ENE,28,0,12.15,42.17458333,4.672173913,13.115
ENE,28,1,15.84,42.80625,4.941304348,10.92625
ENE,28,2,10.11,41.67875,5.781304348,9.445
ENE,28,3,6.13,40.36416667,6.813913043,8.62125
ENE,28,4,4.62,39.51375,7.017826087,8.51375
ENE,28,5,3.66,39.11916667,7.189130435,8.3675
ENE,28,6,3.02,36.32625,7.353478261,8.0025
ENE,28,7,3.57,35.40708333,7.562608696,7.7325
ENE,28,8,5.36,34.1075,7.919130435,7.78
ENE,28,9,6.58,32.75708333,8.325652174,8.04125
ENE,28,10,5.97,32.0325,8.547826087,7.98875
ENE,28,11,4.88,31.76875,8.773043478,8.045
ENE,28,12,4.91,31.70083333,8.970434783,8.14375
ENE,28,13,4.76,31.17041667,9.114347826,8.15875
ENE,28,14,4.63,30.51291667,9.319130435,8.20625
ENE,28,15,4.69,30.33,9.577391304,8.53875
ENE,28,16,5.15,32.19625,9.92,8.89875
ENE,28,17,5.45,32.54708333,9.843478261,9.41125
ENE,28,18,5.86,32.27041667,9.902173913,9.6225
ENE,28,19,6.39,30.835,10.13043478,9.5725
ENE,28,20,5.85,29.91625,10.0226087,9.4475
ENE,28,21,5.5,27.96916667,10.55782609,9.18375
ENE,28,22,4.96,26.07958333,11.17391304,8.90625
ENE,28,23,4.69,24.9125,11.36666667,8.54625
ENE,29,0,4.43,23.33166667,11.92291667,8.3325
ENE,29,1,3.85,20.29625,11.64208333,8.15
ENE,29,2,3.43,19.30291667,10.86333333,8.01125
ENE,29,3,3.36,18.66708333,9.984166667,7.98375
ENE,29,4,3.35,18.21541667,9.907916667,8.01375
ENE,29,5,3.32,17.7675,9.897083333,8.075
ENE,29,6,3.52,17.79125,10.06875,8.0625
ENE,29,7,3.93,17.65375,10.00125,7.96625
ENE,29,8,5.43,17.72416667,9.765833333,7.65875
ENE,29,9,6.39,18.47791667,9.450416667,7.3
ENE,29,10,6.13,18.835,9.320416667,7.17125
ENE,29,11,4.9,18.50333333,9.15875,7.51
ENE,29,12,4.24,18.41125,9.25826087,7.73
ENE,29,13,4.24,19.08333333,9.387727273,7.88875
ENE,29,14,5.43,20.34708333,9.530952381,8.0975
ENE,29,15,4.69,23.15,9.6805,8.39625
ENE,29,16,4.99,23.13375,9.741578947,8.81625
ENE,29,17,4.62,22.8925,9.717777778,9.18625
ENE,29,18,5.41,22.3625,9.478888889,9.325
ENE,29,19,6.87,22.44291667,9.135,8.975
ENE,29,20,6.72,22.34333333,12.53833333,8.78
ENE,29,21,5.6,22.28541667,13.77444444,8.80875
ENE,29,22,5.42,22.29125,16.16333333,8.8675
ENE,29,23,2.66,22.1975,15.47111111,8.995
ENE,30,0,2.55,22.93,14.70555556,9.325
ENE,30,1,2.67,23.15666667,14.77,9.72125
ENE,30,2,2.52,23.43541667,15.07,10.1625
ENE,30,3,2.01,23.66791667,15.35,10.71625
ENE,30,4,2.75,24.075,15.64833333,11.25375
ENE,30,5,2.73,24.35625,15.91944444,11.725
ENE,30,6,3.29,24.58416667,15.89277778,12.1125
ENE,30,7,4.25,24.85375,16.20944444,12.2925
ENE,30,8,5.51,24.78875,16.65555556,12.35875
ENE,30,9,6.15,24.51041667,17.18055556,12.45
ENE,30,10,4.09,24.49625,17.71555556,12.74625
ENE,30,11,3.68,26.1025,18.21333333,13.1375
ENE,30,12,3.68,27.88541667,17.87210526,13.67
ENE,30,13,4.38,28.73333333,17.5605,14.2425
ENE,30,14,5.24,30.45166667,17.26095238,14.85875
ENE,30,15,5.62,30.03541667,16.84136364,15.62875
ENE,30,16,5.73,30.37,16.42217391,16.40875
ENE,30,17,7.06,31.9775,16.02208333,16.9825
ENE,30,18,7.74,33.90333333,15.95583333,17.01875
ENE,30,19,11.47,35.09916667,15.80875,16.44125
ENE,30,20,8,35.63166667,13.18833333,15.78125
ENE,30,21,6.91,35.49,12.93666667,15.1075
ENE,30,22,6.17,35.59333333,10.91833333,14.41
ENE,30,23,6.27,35.8075,12.11958333,13.6325
ENE,31,0,4.39,35.19458333,12.57416667,12.895
ENE,31,1,4,34.87458333,13.04458333,12.30875
ENE,31,2,3.33,35.15958333,14.77875,12.02375
ENE,31,3,4.06,35.30916667,14.74833333,12.08125
ENE,31,4,2.61,35.145,14.74916667,12.15875
ENE,31,5,3.09,35.23291667,14.71125,12.1975
ENE,31,6,5.5,34.95333333,14.61666667,12.09
ENE,31,7,13.38,34.75625,14.49541667,11.51
ENE,31,8,18.22,35.27958333,14.30833333,10.40875
ENE,31,9,12.12,35.47541667,14.09166667,9.76625
ENE,31,10,8.47,35.95583333,13.9,9.47625
ENE,31,11,10.01,34.99166667,13.81875,9.27875
ENE,31,12,14.72,33.78166667,13.81416667,8.95625
ENE,31,13,13.47,32.75,13.93291667,8.915
ENE,31,14,13.61,31.21625,14.8875,9.37375
ENE,31,15,18.37,31.0075,15.88958333,10.30375
ENE,31,16,15.87,31.62333333,17.18,11.915
ENE,31,17,12.64,32.11541667,17.91,13.08
ENE,31,18,20.52,32.08375,18.33708333,13.37875
ENE,31,19,27.96,33.11833333,18.74541667,13.1025
ENE,31,20,38.04,35.7325,18.84375,12.16125
ENE,31,21,32.6,39.1075,18.05541667,10.77875
ENE,31,22,21.11,41.34208333,18.1125,9.47875
ENE,31,23,23.21,42.97166667,17.17833333,8.055
