DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2023,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³]
MARZO,3,20,0.017892633,0.044055933,0.005979806,0.64433925,38,20
MARZO,3,21,0.024387067,0.039219644,0.006005991,0.65965775,42,20
MARZO,3,22,0.026987117,0.035282236,0.006007911,0.65395475,40,20
MARZO,3,23,0.022234433,0.032046096,0.006016633,0.6456485,33,20
MARZO,4,0,0.019252433,0.029164788,0.006039871,0.6475645,30,20
MARZO,4,1,0.011545583,0.02547136,0.006110073,0.652609875,32,20
MARZO,4,2,0.01627737,0.022258057,0.006192843,0.633949,35,20
MARZO,4,3,0.007821943,0.018299822,0.006246931,0.6463565,41,24
MARZO,4,4,0.007861045,0.017045874,0.006294671,0.572179375,37,27
MARZO,4,5,0.007983993,0.01499549,0.006327205,0.53847175,35,25
MARZO,4,6,0.00905435,0.012753894,0.006323535,0.5359055,32,24
MARZO,4,7,0.007636937,0.010929207,0.005735604,0.550211125,33,24
MARZO,4,8,0.007615402,0.009474578,0.005569805,0.62722675,34,24
MARZO,4,9,0.010676312,0.009365919,0.004580502,0.6715945,37,26
MARZO,4,10,0.020394083,0.009880508,0.002789525,0.70776125,38,29
MARZO,4,11,0.036504317,0.013465805,0.00261108,0.719642125,38,29
MARZO,4,12,0.044039167,0.01798807,0.002300096,0.731948375,36,28
MARZO,4,13,0.044500083,0.022552581,0.002021597,0.7410985,31,26
MARZO,4,14,0.047050583,0.027302111,0.001902184,0.758069375,30,23
MARZO,4,15,0.050676383,0.032682041,0.001895946,0.7494725,26,22
