DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
OCT,7,19,14.04,15.15,0.309,28,4.11,68.85,24.26,39.99,17.36
OCT,7,20,12.16,5.61,0.284,28,4.09,66.95,22.24,49.02,2.58
OCT,7,21,13.12,14.99,0.236,19,4.75,59.52,20.86,53.40,11.56
OCT,7,22,12.97,6.70,0.221,24,4.36,58.30,19.51,58.70,6.66
OCT,7,23,12.45,14.19,0.203,20,3.50,73.62,18.55,56.87,2.92
OCT,8,0,10.15,1.82,0.192,17,2.98,77.06,17.34,59.04,3.00
OCT,8,1,12.34,1.62,0.183,2,3.02,85.67,16.35,62.51,3.06
OCT,8,2,13.84,1.86,0.180,8,3.23,87.36,16.27,65.52,7.46
OCT,8,3,8.26,1.51,0.180,7,1.32,102.95,15.22,70.67,3.16
OCT,8,4,5.30,2.42,0.180,12,2.17,89.40,15.27,73.78,3.17
OCT,8,5,6.35,2.25,0.188,5,2.44,88.19,16.14,73.41,3.07
OCT,8,6,2.00,2.40,0.269,13,2.87,109.98,16.60,73.54,3.04
OCT,8,7,2.00,2.25,0.354,20,3.20,97.83,16.84,72.46,7.46
OCT,8,8,4.26,2.26,0.328,22,3.76,100.83,17.58,68.00,74.37
OCT,8,9,13.80,2.53,0.326,29,3.36,95.40,19.33,62.06,213.46
OCT,8,10,21.25,2.45,0.218,5,4.90,70.80,21.75,51.73,573.12
OCT,8,11,24.02,4.37,0.230,15,5.05,72.02,22.89,48.15,556.70
OCT,8,12,25.40,2.94,0.234,10,4.73,75.15,24.14,45.33,673.10
OCT,8,13,26.12,3.28,0.233,5,4.36,72.26,25.53,41.94,722.93
OCT,8,14,26.11,2.42,0.232,17,4.34,84.89,26.05,41.20,762.80
OCT,8,15,26.82,2.24,0.190,5,4.19,90.77,27.40,36.53,798.79
OCT,8,16,25.78,2.23,0.213,22,4.01,81.20,26.77,38.34,411.70
OCT,8,17,25.13,2.59,0.222,19,4.76,79.36,26.10,40.46,220.73
OCT,8,18,23.73,2.47,0.258,25,4.37,76.10,25.07,43.09,127.15
OCT,8,19,17.60,2.81,0.319,27,3.67,78.99,23.75,46.66,16.35
OCT,8,20,15.32,3.34,0.308,27,3.49,72.00,21.83,53.00,2.61
OCT,8,21,14.02,3.29,0.273,21,2.65,61.84,20.58,56.40,2.66
OCT,8,22,12.01,3.75,0.256,28,2.40,74.51,19.08,63.17,2.88
OCT,8,23,9.49,3.44,0.214,27,3.52,85.01,18.04,69.13,2.99
OCT,9,0,10.00,3.12,0.191,13,3.37,84.29,17.46,72.75,3.01
OCT,9,1,12.64,2.34,0.189,14,2.72,81.64,17.17,75.51,3.01
OCT,9,2,9.01,1.62,0.194,11,2.20,83.85,16.64,79.44,4.72
OCT,9,3,9.22,1.33,0.181,3,3.38,91.12,16.71,80.55,3.07
OCT,9,4,13.01,1.44,0.189,8,3.99,79.81,17.08,80.33,3.03
OCT,9,5,13.36,1.62,0.201,8,4.11,61.85,16.88,81.40,4.16
OCT,9,6,10.66,2.18,0.317,12,3.09,89.75,16.06,83.05,3.06
OCT,9,7,6.95,2.09,0.506,24,2.86,93.85,15.07,86.83,10.41
OCT,9,8,9.48,2.45,0.474,22,3.07,80.28,17.45,80.53,153.44
OCT,9,9,15.61,2.29,0.334,12,3.26,98.37,20.98,66.47,376.61
OCT,9,10,23.97,1.38,0.262,6,4.86,78.31,22.91,53.31,586.97
OCT,9,11,28.11,1.10,0.249,17,5.22,77.40,24.23,47.93,738.67
OCT,9,12,32.58,1.38,0.265,10,4.60,86.75,25.71,43.93,871.98
OCT,9,13,34.65,1.17,0.294,16,4.24,84.31,26.94,39.92,787.81
OCT,9,14,37.30,1.10,0.231,4,3.28,85.58,28.33,35.78,880.46
OCT,9,15,40.24,1.16,0.216,16,3.06,94.03,29.62,32.48,794.30
OCT,9,16,42.06,1.10,0.199,15,2.88,102.92,30.16,31.19,585.36
OCT,9,17,36.64,2.36,0.251,16,2.14,124.26,29.05,32.38,251.62
