DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR,RADSOL
AGO,9,9,2.00,6.26,0.628,36,1.78,231.79,23.66,76.85,373.32
AGO,9,10,10.33,7.27,0.419,22,2.17,166.18,26.46,60.52,628.07
AGO,9,11,22.91,7.78,0.300,23,4.09,96.06,26.48,52.45,805.31
AGO,9,12,27.57,9.17,0.306,25,3.67,84.22,26.51,48.75,570.26
AGO,9,13,33.26,5.54,0.301,21,3.23,99.28,27.20,47.17,583.27
AGO,9,14,47.08,6.71,0.283,26,3.12,97.60,29.15,41.58,1041.38
AGO,9,15,51.54,7.15,0.254,28,2.43,141.75,30.23,37.75,747.49
AGO,9,16,51.96,5.65,0.205,26,2.98,135.66,30.82,34.02,721.78
AGO,9,17,45.59,10.45,0.213,23,2.87,100.08,31.27,31.51,595.63
AGO,9,18,43.11,5.69,0.229,24,2.24,148.65,31.75,30.93,394.46
AGO,9,19,38.17,2.28,0.361,37,2.31,226.86,29.62,35.20,121.61
AGO,9,20,22.36,77.77,0.929,61,3.40,130.16,23.23,47.91,5.97
AGO,9,21,17.49,58.53,1.141,40,2.84,148.95,22.85,54.25,2.43
AGO,9,22,31.15,6.08,0.210,27,3.13,154.54,21.40,60.88,2.56
AGO,9,23,31.11,3.76,0.199,16,2.23,132.52,20.19,64.59,2.70
AGO,10,0,29.70,2.97,0.180,13,1.65,142.24,19.90,67.76,2.70
AGO,10,1,28.99,3.13,0.202,4,1.73,97.94,19.63,69.27,2.70
AGO,10,2,17.79,4.59,0.190,15,2.42,101.75,19.23,72.38,2.72
AGO,10,3,23.61,3.23,0.180,22,2.22,105.97,19.02,74.15,4.44
AGO,10,4,16.11,2.93,0.180,15,1.54,155.78,18.25,75.72,2.77
AGO,10,5,17.28,2.57,0.196,21,1.75,169.94,17.92,77.10,2.83
AGO,10,6,11.28,1.89,0.273,28,1.27,138.45,17.55,81.30,2.83
AGO,10,7,2.00,1.75,0.419,38,2.18,135.68,17.27,83.28,19.75
AGO,10,8,2.00,2.21,0.452,31,2.23,91.99,20.93,78.13,177.88
AGO,10,9,2.20,8.51,0.313,22,3.05,87.21,24.59,61.41,406.81
AGO,10,10,9.87,10.56,0.286,20,4.05,86.86,25.50,53.52,551.64
AGO,10,11,17.07,7.38,0.247,20,3.95,96.00,26.83,48.98,756.02
AGO,10,12,24.36,6.27,0.246,13,2.92,104.90,27.88,45.71,716.55
AGO,10,13,34.09,4.29,0.264,262,2.79,158.47,29.25,42.81,736.48
AGO,10,14,35.05,3.60,0.211,76,2.07,174.22,30.73,39.62,862.84
AGO,10,15,31.27,2.49,0.180,22,2.70,168.64,31.03,35.85,795.85
AGO,10,16,30.01,2.16,0.180,18,3.13,155.91,29.90,37.89,353.93
AGO,10,17,23.27,1.39,0.180,48,5.22,162.53,22.45,62.66,49.09
AGO,10,18,15.21,1.10,0.355,23,2.32,206.71,19.95,76.81,18.66
AGO,10,19,8.88,4.21,0.460,14,2.67,195.52,20.78,73.57,15.33
AGO,10,20,5.06,15.83,0.528,35,2.88,196.07,20.72,72.30,3.43
AGO,10,21,2.00,5.14,0.490,28,3.49,107.39,20.46,77.36,2.66
AGO,10,22,2.45,2.77,0.423,24,3.44,100.31,20.24,76.81,2.65
AGO,10,23,7.81,2.04,0.289,24,3.15,120.62,19.23,78.88,2.78
AGO,11,0,7.95,1.10,0.276,18,2.30,130.01,19.04,80.08,2.81
AGO,11,1,2.00,1.10,0.289,12,2.16,97.09,18.95,82.41,2.76
AGO,11,2,3.64,1.35,0.226,25,2.07,120.56,17.71,93.11,2.93
AGO,11,3,5.65,1.23,0.244,5,1.77,75.70,17.38,96.39,2.93
AGO,11,4,5.11,3.38,0.270,4,2.14,142.06,17.45,96.59,2.93
AGO,11,5,6.69,4.34,0.237,17,2.54,92.63,17.45,96.91,2.95
AGO,11,6,12.09,4.11,0.272,8,2.43,70.48,17.00,97.70,2.99
AGO,11,7,15.01,5.00,0.425,3,1.25,133.24,17.24,97.16,19.39
AGO,11,8,16.25,4.55,0.396,11,2.00,156.32,18.45,97.05,130.52
AGO,11,9,20.94,4.72,0.404,2,2.77,100.65,21.22,87.98,311.53
