DATOS MÓVILES 2016_ CRUZ ROJA,,,,,,,
,,,,,,,
MES,DIA,HORA,NO2,MPM10,MSO2 24 HRS,MO3,MCO
MZO,19,8,NA,58.65416667,2.05,1.73875,NA
MZO,19,9,NA,58.47166667,2.2975,2.0625,NA
MZO,19,10,NA,59.51833333,2.660416667,3.32,NA
MZO,19,11,NA,60.24916667,2.721666667,6.23625,NA
MZO,19,12,NA,60.40208333,2.703333333,9.63,NA
MZO,19,13,NA,59.8775,2.699166667,13.42375,NA
MZO,19,14,NA,59.71666667,2.688333333,17.82375,NA
MZO,19,15,NA,59.58458333,2.683333333,23,NA
MZO,19,16,NA,59.43125,2.740416667,28.2125,NA
MZO,19,17,NA,59.33,2.865833333,33.01,NA
MZO,19,18,NA,58.91791667,2.858333333,36.635,NA
