DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,
JULIO,12,9,0.021,0.008,0.689,0.017,33,16,20.36,1.42,195.76,72.89,627.45,
JULIO,12,10,0.039,0.008,0.481,0.011,45,8,22.43,1.45,148.43,62.13,627.47,
JULIO,12,11,0.049,0.009,0.497,0.012,26,12,24.01,1.67,146.25,55.26,627.21,
JULIO,12,12,0.069,0.009,0.581,0.014,37,14,25.14,1.63,195.28,51.53,626.80,
JULIO,12,13,0.075,0.012,0.487,0.011,41,19,26.43,2.19,244.85,45.03,626.15,
JULIO,12,14,0.073,0.012,0.428,0.010,56,7,27.47,2.29,240.74,39.08,625.52,
JULIO,12,15,0.079,0.018,0.547,0.011,31,5,28.75,2.18,254.35,36.01,624.81,
JULIO,12,16,0.086,0.025,0.537,0.011,53,15,29.51,2.18,237.00,32.43,624.15,
JULIO,12,17,0.060,0.016,0.469,0.011,49,10,30.45,2.30,127.33,25.14,623.35,
JULIO,12,18,0.057,0.011,0.519,0.013,33,6,30.36,2.73,135.58,26.08,622.93,
JULIO,12,19,0.056,0.011,0.571,0.016,35,20,29.70,2.46,133.92,28.26,622.85,
JULIO,12,20,0.042,0.011,0.813,0.025,34,27,27.98,2.02,140.14,33.41,623.33,
JULIO,12,21,0.034,0.012,0.814,0.025,61,35,26.72,1.59,204.54,38.64,624.01,
JULIO,12,22,0.029,0.010,0.561,0.017,58,36,24.72,3.00,132.50,50.65,624.89,
JULIO,12,23,0.028,0.010,0.492,0.017,30,28,23.79,3.33,99.66,47.83,625.38,
JULIO,13,0,0.031,0.009,0.433,0.015,30,25,22.21,2.54,98.69,55.53,625.57,
JULIO,13,1,0.030,0.009,0.397,0.016,27,18,21.28,1.96,112.30,57.40,625.59,
JULIO,13,2,0.024,0.009,0.387,0.017,29,17,20.99,1.41,101.46,57.06,625.58,
JULIO,13,3,0.020,0.008,0.407,0.019,27,17,20.48,1.55,76.35,59.33,625.15,
JULIO,13,4,0.019,0.008,0.374,0.018,30,18,20.06,1.64,109.76,60.58,625.06,
JULIO,13,5,0.007,0.008,0.423,0.025,29,17,19.05,1.53,110.26,65.82,625.21,
JULIO,13,6,0.007,0.008,0.492,0.024,42,20,18.53,1.53,105.80,68.83,625.38,
JULIO,13,7,0.007,0.008,0.632,0.021,37,18,18.06,2.27,110.58,73.68,625.73,
JULIO,13,8,0.010,0.009,0.888,0.020,37,23,19.58,2.52,114.29,68.79,625.86,
JULIO,13,9,0.028,0.008,0.605,0.013,87,18,22.03,2.19,117.13,57.37,625.98,
JULIO,13,10,0.037,0.008,0.567,0.011,41,18,23.01,2.33,98.65,55.87,626.01,
JULIO,13,11,0.048,0.008,0.515,0.011,37,17,24.96,1.65,139.54,47.53,625.89,
JULIO,13,12,0.060,0.009,0.548,0.012,40,18,26.37,1.67,134.38,41.81,625.68,
JULIO,13,13,0.080,0.024,0.690,0.012,42,24,27.51,1.85,172.94,38.18,625.15,
JULIO,13,14,0.069,0.023,0.609,0.010,57,17,28.62,2.16,185.84,35.33,624.40,
JULIO,13,15,0.084,0.035,0.672,0.012,76,13,29.65,2.22,212.86,33.79,623.62,
JULIO,13,16,0.075,0.029,0.569,0.013,50,18,30.64,2.28,151.86,30.48,622.94,
JULIO,13,17,0.064,0.030,0.556,0.013,43,11,30.64,2.36,128.75,28.99,622.24,
JULIO,13,18,0.067,0.039,0.531,0.012,35,10,31.37,1.78,159.95,27.70,621.71,
JULIO,13,19,0.060,0.017,0.488,0.014,32,20,30.67,2.29,153.96,28.80,621.81,
JULIO,13,20,0.040,0.016,0.575,0.015,35,36,27.64,3.75,82.09,32.75,622.64,
JULIO,13,21,0.028,0.016,0.695,0.021,78,25,26.61,2.19,95.27,34.26,623.20,
JULIO,13,22,0.033,0.011,0.563,0.017,42,31,25.58,3.07,91.52,35.27,624.00,
JULIO,13,23,0.028,0.010,0.446,0.014,24,32,24.53,3.85,103.64,41.02,624.81,
JULIO,14,0,0.030,0.009,0.369,0.010,32,25,23.50,3.84,87.98,41.30,625.17,
JULIO,14,1,0.027,0.009,0.353,0.011,29,19,22.20,3.00,98.13,47.31,625.23,
JULIO,14,2,0.022,0.009,0.339,0.013,32,19,21.02,3.02,100.41,54.33,625.26,
JULIO,14,3,0.021,0.009,0.341,0.013,28,13,20.44,2.17,99.78,58.41,624.96,
JULIO,14,4,0.020,0.009,0.350,0.013,29,16,20.09,2.49,101.13,61.12,624.73,
JULIO,14,5,0.015,0.009,0.362,0.016,23,15,19.25,3.01,99.74,66.66,624.83,
JULIO,14,6,0.012,0.008,0.404,0.019,25,23,18.22,2.36,125.68,72.41,625.17,
JULIO,14,7,0.014,0.009,0.657,0.022,41,20,18.40,2.10,119.93,71.73,625.51,
JULIO,14,8,0.021,0.008,0.766,0.019,54,13,20.25,2.39,116.88,63.96,625.73,
JULIO,14,9,0.039,0.008,0.522,0.012,50,14,21.95,2.12,175.75,55.83,626.08,
JULIO,14,10,0.045,0.008,0.475,0.011,37,11,23.30,1.76,214.87,49.77,626.14,
JULIO,14,11,0.050,0.008,0.487,0.011,32,14,25.04,1.88,150.32,44.81,626.00,
JULIO,14,12,0.060,0.009,0.414,0.010,39,16,26.19,2.19,217.26,41.99,625.65,
JULIO,14,13,0.071,0.009,0.458,0.010,45,13,27.25,2.17,195.56,38.98,625.20,
JULIO,14,14,0.078,0.010,0.492,0.010,77,7,28.14,2.50,234.11,36.51,624.57,
JULIO,14,15,0.090,0.017,0.542,0.011,43,15,29.64,2.42,207.73,33.47,623.80,
JULIO,14,16,0.070,0.017,0.505,0.011,64,12,30.64,2.12,127.19,27.98,622.91,
JULIO,14,17,0.058,0.012,0.435,0.011,66,6,31.04,2.99,144.66,25.90,622.31,
JULIO,14,18,0.059,0.011,0.482,0.012,101,16,30.44,4.58,155.78,28.87,622.23,
JULIO,14,19,0.051,0.009,0.467,0.014,153,28,27.68,5.69,150.98,31.03,622.48,
JULIO,14,20,0.053,0.012,0.500,0.013,75,49,24.98,5.81,67.76,37.23,623.79,
JULIO,14,21,0.055,0.013,0.755,0.010,65,32,21.25,7.09,134.92,53.75,624.11,
JULIO,14,22,0.047,0.010,0.483,0.015,31,13,21.10,2.65,160.50,52.54,624.27,
JULIO,14,23,0.037,0.011,0.664,0.018,11,25,20.78,2.47,136.69,53.30,624.84,
JULIO,15,0,0.028,0.010,0.548,0.021,33,21,19.54,2.66,79.90,62.52,625.16,
JULIO,15,1,0.022,0.009,0.494,0.021,26,29,18.95,1.82,214.10,68.83,625.19,
JULIO,15,2,0.019,0.009,0.460,0.021,46,20,18.56,0.93,208.55,69.93,625.15,
JULIO,15,3,0.010,0.009,0.452,0.027,15,16,17.84,1.43,255.88,72.82,625.03,
JULIO,15,4,0.009,0.009,0.417,0.027,41,15,17.47,1.21,253.41,72.88,624.93,
JULIO,15,5,0.012,0.009,0.411,0.024,26,21,17.54,1.05,269.38,71.16,625.11,
JULIO,15,6,0.012,0.008,0.442,0.023,30,14,17.26,0.87,275.16,72.40,625.29,
JULIO,15,7,0.010,0.008,0.634,0.024,39,19,17.77,0.80,227.46,70.66,625.57,
JULIO,15,8,0.012,0.009,0.718,0.023,48,22,19.18,1.85,219.42,66.73,626.08,
JULIO,15,9,0.023,0.010,0.706,0.019,52,21,21.15,1.30,181.93,59.17,626.27,
JULIO,15,10,0.027,0.016,0.633,0.017,56,27,23.50,1.86,116.27,53.03,626.29,
JULIO,15,11,0.037,0.014,0.591,0.012,53,19,24.31,3.20,94.27,50.82,626.09,
JULIO,15,12,0.043,0.011,0.656,0.011,40,15,25.33,3.52,104.87,47.80,625.89,
JULIO,15,13,0.045,0.010,0.640,0.011,48,12,26.68,3.05,110.15,41.87,625.67,
JULIO,15,14,0.051,0.010,0.484,0.010,48,3,27.91,2.53,158.97,37.21,625.12,
JULIO,15,15,0.054,0.011,0.469,0.010,42,4,29.44,2.41,140.35,31.74,624.46,
JULIO,15,16,0.055,0.009,0.516,0.012,45,3,30.11,3.49,115.29,27.89,623.79,
JULIO,15,17,0.055,0.011,0.467,0.010,64,3,30.25,3.25,144.84,28.19,623.06,
JULIO,15,18,0.051,0.014,0.502,0.012,27,7,30.61,3.22,90.73,23.98,622.74,
JULIO,15,19,0.053,0.008,0.533,0.013,32,13,30.12,2.87,102.54,25.89,622.69,
JULIO,15,20,0.042,0.017,0.718,0.015,99,26,28.89,3.01,76.47,28.28,623.23,
JULIO,15,21,0.030,0.038,1.308,0.016,41,20,27.44,3.84,47.68,31.05,623.58,
JULIO,15,22,0.029,0.063,1.272,0.012,36,32,25.75,4.95,56.37,36.03,624.18,
JULIO,15,23,0.024,0.022,0.526,0.014,37,42,23.70,3.53,84.92,44.93,625.10,
JULIO,16,0,0.026,0.013,0.458,0.011,50,34,22.17,3.83,89.25,52.50,625.59,
JULIO,16,1,0.029,0.012,0.391,0.010,41,24,21.41,4.66,85.55,55.01,625.59,
JULIO,16,2,0.023,0.016,0.362,0.012,41,24,20.80,3.73,71.25,58.31,625.52,
JULIO,16,3,0.023,0.018,0.364,0.013,45,27,20.19,3.00,77.26,60.58,625.56,
JULIO,16,4,0.024,0.019,0.358,0.012,47,28,19.36,2.33,82.16,63.83,625.55,
JULIO,16,5,0.026,0.017,0.345,0.012,41,20,19.55,3.34,71.83,62.18,625.34,
JULIO,16,6,0.023,0.026,0.359,0.014,52,29,19.30,2.78,82.32,62.29,625.47,
JULIO,16,7,0.022,0.023,0.399,0.013,49,27,18.49,2.93,87.47,64.43,625.88,
JULIO,16,8,0.025,0.014,0.478,0.011,39,19,19.95,3.47,77.37,60.28,626.32,
JULIO,16,9,0.030,0.011,0.450,0.009,45,20,21.40,4.44,77.75,52.14,626.59,
JULIO,16,10,0.035,0.009,0.505,0.009,37,14,23.37,4.81,80.88,42.74,626.66,
JULIO,16,11,0.043,0.009,0.565,0.010,62,19,24.89,4.77,86.72,37.13,626.59,
JULIO,16,12,0.049,0.009,0.545,0.010,70,19,26.59,4.27,92.71,32.71,626.37,
JULIO,16,13,0.052,0.009,0.555,0.011,50,12,27.86,3.88,103.79,28.43,625.94,
JULIO,16,14,0.054,0.008,0.522,0.011,55,10,29.23,3.96,93.57,22.15,625.44,
JULIO,16,15,0.056,0.008,0.431,0.010,52,2,30.16,3.74,84.07,18.70,624.89,
JULIO,16,16,0.054,0.007,0.421,0.010,37,2,30.69,3.67,98.06,18.29,624.17,
JULIO,16,17,0.052,0.007,0.449,0.010,31,3,31.09,3.79,108.41,19.24,623.50,
JULIO,16,18,0.050,0.007,0.409,0.010,38,3,31.25,3.25,95.09,19.10,623.09,
JULIO,16,19,0.046,0.017,0.418,0.010,194,12,31.14,3.63,71.57,18.50,623.19,
JULIO,16,20,0.033,0.104,0.753,0.013,208,38,29.29,4.63,52.64,24.64,623.84,
JULIO,16,21,0.027,0.123,1.117,0.012,93,46,27.12,5.65,48.40,32.67,624.52,
JULIO,16,22,0.024,0.074,1.292,0.011,63,33,24.94,6.32,49.51,42.29,624.98,
JULIO,16,23,0.023,0.054,0.412,0.011,41,42,23.66,5.20,64.18,47.61,625.71,
JULIO,17,0,0.024,0.033,0.368,0.010,50,32,22.71,5.33,68.18,50.42,626.17,
JULIO,17,1,0.026,0.017,0.347,0.008,42,25,21.34,4.41,91.58,56.53,626.38,
JULIO,17,2,0.024,0.012,0.331,0.008,31,17,20.34,3.26,86.16,61.66,626.34,
JULIO,17,3,0.022,0.010,0.326,0.009,25,14,19.52,3.11,91.71,65.97,626.23,
JULIO,17,4,0.022,0.010,0.330,0.009,27,8,18.77,3.26,88.28,69.98,626.16,
JULIO,17,5,0.019,0.009,0.337,0.011,24,17,18.15,3.29,88.10,73.73,626.09,
JULIO,17,6,0.020,0.009,0.366,0.010,27,15,17.88,3.09,85.63,76.04,626.27,
JULIO,17,7,0.017,0.008,0.517,0.012,25,12,17.85,3.12,82.79,75.87,626.38,
JULIO,17,8,0.020,0.008,0.638,0.012,38,10,19.45,3.35,80.39,66.44,626.68,
JULIO,17,9,0.028,0.008,0.544,0.010,51,13,21.26,4.70,76.92,55.38,626.87,
JULIO,17,10,0.031,0.008,0.506,0.009,40,9,22.65,4.75,77.08,48.48,627.01,
JULIO,17,11,0.035,0.008,0.540,0.010,36,12,24.41,4.16,75.79,41.66,626.96,
JULIO,17,12,0.040,0.008,0.509,0.010,65,12,25.99,4.22,80.20,35.73,626.61,
JULIO,17,13,0.046,0.008,0.542,0.011,84,14,27.52,4.03,99.84,28.49,626.11,
JULIO,17,14,0.049,0.008,0.495,0.011,46,18,28.98,3.86,84.08,24.43,625.38,
JULIO,17,15,0.050,0.007,0.499,0.011,50,3,29.80,3.84,96.24,23.34,624.55,
JULIO,17,16,0.049,0.008,0.444,0.010,44,5,30.89,3.81,87.69,21.26,623.83,
JULIO,17,17,0.048,0.008,0.455,0.011,44,2,31.46,3.45,88.68,19.14,623.44,
JULIO,17,18,0.042,0.015,0.440,0.012,48,6,31.80,4.00,78.17,18.32,623.05,
JULIO,17,19,0.036,0.013,0.477,0.011,59,24,30.88,5.38,59.60,22.83,623.00,
JULIO,17,20,0.028,0.008,0.423,0.010,233,43,28.34,6.02,44.18,30.78,623.67,
JULIO,17,21,0.030,0.034,0.778,0.010,156,42,23.10,5.99,119.67,57.63,625.24,
JULIO,17,22,0.030,NA,0.400,0.011,71,44,19.43,4.37,177.13,75.37,626.67,
JULIO,17,23,0.035,NA,0.415,0.011,9,22,19.11,3.08,170.99,73.99,627.29,
JULIO,18,0,0.039,NA,0.394,0.010,19,7,19.27,1.48,130.33,70.51,627.42,
JULIO,18,1,0.036,NA,0.382,0.010,14,5,19.80,1.46,97.01,67.78,627.16,
JULIO,18,2,0.029,NA,0.383,0.012,19,14,20.34,2.10,75.47,65.82,626.91,
JULIO,18,3,0.018,NA,0.342,0.014,20,14,20.15,2.88,91.19,67.56,626.71,
JULIO,18,4,0.022,NA,0.338,0.010,30,16,19.79,2.67,93.13,69.57,626.70,
JULIO,18,5,0.020,NA,0.363,0.013,35,19,19.28,2.45,97.36,72.53,626.64,
JULIO,18,6,0.015,NA,0.418,0.016,32,21,18.70,2.01,105.46,76.83,626.84,
JULIO,18,7,0.012,NA,0.622,0.017,37,30,18.66,2.38,86.93,75.00,627.36,
JULIO,18,8,0.018,NA,0.602,0.014,80,32,19.73,3.40,85.17,68.94,627.61,
JULIO,18,9,0.028,NA,0.545,0.010,55,25,21.51,5.09,77.18,56.01,627.60,
JULIO,18,10,0.034,NA,0.521,0.010,48,23,23.28,4.77,73.55,46.24,627.60,
JULIO,18,11,0.040,NA,0.582,0.010,54,12,24.23,4.01,116.47,43.76,627.55,
JULIO,18,12,0.048,NA,0.583,0.011,99,16,25.64,3.08,120.04,40.58,627.30,
JULIO,18,13,0.056,0.009,0.503,0.010,82,22,27.03,2.13,149.74,36.66,626.67,
JULIO,18,14,0.059,0.008,0.487,0.011,76,24,28.20,2.45,129.77,31.34,626.13,
JULIO,18,15,0.055,0.007,0.536,0.011,46,4,28.86,3.08,158.24,30.22,625.57,
JULIO,18,16,0.059,0.007,0.428,0.010,53,11,29.38,2.75,166.73,29.42,625.06,
JULIO,18,17,0.063,0.007,0.390,0.009,54,8,30.00,2.61,249.38,27.63,624.49,
JULIO,18,18,0.067,0.008,0.379,0.009,59,8,30.49,2.40,238.10,25.16,624.06,
JULIO,18,19,0.059,0.006,0.464,0.013,94,17,29.96,2.61,198.34,24.38,623.89,
JULIO,18,20,0.050,0.006,0.439,0.015,110,23,28.08,2.70,244.82,28.88,624.35,
JULIO,18,21,0.027,0.008,0.573,0.011,72,30,26.10,3.90,92.92,38.37,625.24,
JULIO,18,22,0.020,0.012,0.482,0.012,39,36,25.16,4.20,75.81,42.79,626.06,
JULIO,18,23,0.020,0.009,0.473,0.011,48,37,23.69,3.25,92.94,48.01,626.93,
JULIO,19,0,0.022,0.007,0.404,0.011,45,23,22.66,3.48,91.24,48.58,627.34,
JULIO,19,1,0.023,0.006,0.385,0.010,37,27,21.97,4.07,77.48,51.67,627.47,
JULIO,19,2,0.019,0.008,0.380,0.012,38,20,21.01,3.81,75.69,57.60,627.12,
JULIO,19,3,0.017,0.015,0.348,0.013,42,28,20.68,3.37,82.75,59.87,627.14,
JULIO,19,4,0.017,0.016,0.359,0.013,31,25,19.86,3.02,82.53,64.04,627.05,
JULIO,19,5,0.019,0.012,0.371,0.011,52,31,19.12,2.62,87.90,67.91,626.99,
JULIO,19,6,0.017,0.009,0.400,0.011,39,17,18.63,2.51,89.88,70.72,627.16,
JULIO,19,7,0.013,0.008,0.504,0.014,28,24,18.25,2.89,83.55,72.72,627.51,
JULIO,19,8,0.017,0.009,0.640,0.013,57,24,19.82,2.99,85.68,64.10,627.80,
JULIO,19,9,0.026,0.008,0.606,0.010,76,22,21.73,4.59,77.79,51.79,627.93,
JULIO,19,10,0.029,0.007,0.548,0.010,62,17,23.14,4.50,82.96,44.49,627.95,
JULIO,19,11,0.034,0.006,0.578,0.010,84,19,24.69,3.69,81.11,39.49,627.82,
JULIO,19,12,0.041,0.006,0.494,0.009,139,15,25.97,3.20,107.62,35.72,627.45,
JULIO,19,13,0.044,0.006,0.492,0.010,60,14,27.38,3.35,99.03,32.10,627.00,
JULIO,19,14,0.048,0.006,0.456,0.010,45,15,28.93,3.32,106.45,27.67,626.26,
JULIO,19,15,0.047,0.006,0.469,0.010,39,3,29.61,3.47,103.33,26.28,625.58,
JULIO,19,16,0.048,0.008,0.477,0.010,56,2,30.92,3.02,108.69,23.05,624.96,
JULIO,19,17,0.047,0.006,0.443,0.010,43,2,31.45,3.23,93.19,20.71,624.46,
JULIO,19,18,0.046,0.005,0.489,0.011,31,10,31.23,3.33,93.24,20.22,624.13,
JULIO,19,19,0.037,0.016,1.000,0.013,38,18,30.16,3.62,60.45,22.64,624.22,
JULIO,19,20,0.027,0.104,0.732,0.013,69,37,28.72,4.93,51.84,28.58,624.64,
JULIO,19,21,0.022,0.046,0.461,0.012,74,40,26.97,4.96,67.45,35.45,625.46,
JULIO,19,22,0.020,0.019,0.473,0.012,64,37,25.34,4.24,71.30,39.29,626.29,
JULIO,19,23,0.021,0.013,0.440,0.011,36,30,23.79,3.80,95.91,39.30,626.92,
JULIO,20,0,0.022,0.008,0.375,0.011,34,15,22.63,3.62,88.67,42.66,627.33,
JULIO,20,1,0.026,0.007,0.336,0.010,27,15,21.65,3.52,87.47,48.51,627.45,
JULIO,20,2,0.027,0.007,0.329,0.009,33,15,20.86,3.25,79.17,53.57,627.36,
JULIO,20,3,0.023,0.010,0.320,0.013,26,18,20.29,3.28,73.91,58.30,627.06,
JULIO,20,4,0.024,0.023,0.322,0.011,40,28,19.86,3.65,77.32,60.82,626.75,
JULIO,20,5,0.022,0.016,0.345,0.011,26,17,19.15,2.71,83.98,64.53,626.68,
JULIO,20,6,0.023,0.010,0.379,0.010,40,17,18.74,3.05,79.28,66.51,626.85,
JULIO,20,7,0.016,0.010,0.494,0.014,18,16,18.34,3.00,85.79,69.36,627.12,
JULIO,20,8,0.019,0.013,0.566,0.013,57,21,19.78,3.73,80.94,62.89,627.19,
JULIO,20,9,0.028,0.010,0.501,0.010,61,15,21.83,4.67,74.28,51.28,627.28,
JULIO,20,10,0.031,0.010,0.515,0.010,49,14,23.18,4.06,77.02,46.07,627.46,
JULIO,20,11,0.037,0.013,0.502,0.010,60,15,24.82,2.71,97.23,40.87,627.29,
JULIO,20,12,0.044,0.016,0.514,0.010,122,24,26.30,2.61,112.39,37.40,627.00,
JULIO,20,13,0.045,0.010,0.515,0.009,63,22,27.33,3.21,102.52,32.27,626.56,
JULIO,20,14,0.050,0.007,0.466,0.009,34,6,28.52,3.24,108.78,28.74,625.94,
JULIO,20,15,0.050,0.006,0.456,0.010,43,1,30.10,3.37,103.73,21.53,625.15,
JULIO,20,16,0.052,0.006,0.415,0.010,40,2,30.95,3.39,106.95,19.94,624.35,
JULIO,20,17,0.050,0.006,0.437,0.010,45,2,31.76,2.97,105.17,17.25,623.52,
JULIO,20,18,0.048,0.005,0.447,0.010,82,7,31.85,2.75,104.73,16.82,623.30,
JULIO,20,19,0.040,0.012,0.447,0.012,36,12,31.59,3.16,76.43,19.03,623.26,
JULIO,20,20,0.027,0.027,1.057,0.012,74,29,29.10,5.60,40.99,26.23,623.69,
JULIO,20,21,0.022,0.095,1.522,0.012,254,34,26.96,5.58,52.33,34.52,624.41,
JULIO,20,22,0.022,0.129,1.294,0.011,62,34,25.11,6.10,54.51,40.60,624.98,
JULIO,20,23,0.023,0.066,0.416,0.010,56,40,23.71,4.63,72.66,45.00,625.76,
JULIO,21,0,0.024,0.014,0.376,0.009,42,28,22.14,3.91,80.00,52.04,626.21,
JULIO,21,1,0.023,0.013,0.359,0.010,34,19,21.24,3.74,86.34,56.56,626.31,
JULIO,21,2,0.024,0.011,0.341,0.009,25,17,20.68,3.36,76.81,59.11,626.27,
JULIO,21,3,0.023,0.012,0.330,0.010,33,17,20.19,2.76,82.66,61.57,626.14,
JULIO,21,4,0.022,0.011,0.331,0.010,30,16,19.24,2.12,96.20,66.49,625.97,
JULIO,21,5,0.021,0.009,0.333,0.010,26,17,19.00,3.35,72.44,68.69,625.78,
JULIO,21,6,0.020,0.013,0.378,0.012,32,24,19.11,2.84,71.51,68.19,625.82,
JULIO,21,7,0.015,0.011,0.560,0.013,38,19,18.55,2.07,89.45,70.68,626.22,
JULIO,21,8,0.016,0.010,0.692,0.014,47,19,20.01,2.15,80.84,64.16,626.48,
JULIO,21,9,0.024,0.012,0.597,0.011,70,23,21.60,3.51,75.10,57.76,626.68,
JULIO,21,10,0.032,0.009,0.569,0.010,54,17,22.80,3.47,90.09,52.56,626.57,
JULIO,21,11,0.040,0.008,0.518,0.010,49,19,24.66,2.64,129.26,46.26,626.34,
JULIO,21,12,0.051,0.007,0.498,0.009,235,31,25.90,2.22,128.73,40.89,626.10,
JULIO,21,13,0.059,0.011,0.525,0.010,75,26,27.50,1.93,156.45,37.21,625.56,
JULIO,21,14,0.067,0.030,0.612,0.010,91,24,28.95,2.41,189.85,31.23,624.79,
JULIO,21,15,0.075,0.046,0.646,0.010,52,15,29.88,2.18,206.31,28.64,623.95,
JULIO,21,16,0.060,0.033,0.469,0.011,60,17,30.80,2.19,142.55,26.59,623.21,
JULIO,21,17,0.055,0.022,0.498,0.011,45,9,30.85,2.24,138.83,26.64,622.62,
JULIO,21,18,0.053,0.014,0.556,0.012,31,7,30.64,3.13,138.25,27.89,622.24,
JULIO,21,19,0.055,0.008,0.502,0.013,40,24,28.54,3.25,205.11,33.01,622.29,
JULIO,21,20,0.050,0.009,0.447,0.011,51,36,24.08,3.64,209.61,48.18,623.19,
JULIO,21,21,0.031,0.008,0.586,0.014,46,33,21.70,2.35,177.19,64.68,623.78,
JULIO,21,22,0.027,0.007,0.590,0.015,22,27,21.40,3.07,165.80,65.45,624.62,
JULIO,21,23,0.030,0.006,0.468,0.012,18,32,18.89,1.84,210.74,81.19,625.80,
JULIO,22,0,0.022,0.006,0.458,0.014,16,14,18.45,0.97,292.17,87.09,625.85,
JULIO,22,1,0.021,0.006,0.416,0.014,20,6,18.37,1.27,263.78,86.85,625.94,
JULIO,22,2,0.020,0.006,0.456,0.014,18,13,18.18,1.68,150.53,87.49,625.60,
JULIO,22,3,0.020,0.006,0.420,0.013,22,12,18.26,1.09,196.68,85.56,625.29,
JULIO,22,4,0.008,0.006,0.445,0.020,23,15,17.71,0.86,292.33,89.24,625.10,
JULIO,22,5,0.007,0.006,0.474,0.022,20,17,17.52,1.09,225.20,90.40,624.99,
JULIO,22,6,0.007,0.006,0.488,0.020,32,19,17.51,1.24,124.34,88.88,625.05,
JULIO,22,7,0.008,0.006,0.535,0.018,33,17,17.48,0.80,229.14,87.37,625.45,
JULIO,22,8,0.012,0.006,0.798,0.017,35,12,19.39,1.59,109.76,77.66,625.79,
JULIO,22,9,0.021,0.006,0.567,0.013,41,17,21.44,3.13,67.84,66.26,625.90,
JULIO,22,10,0.031,0.008,0.624,0.011,33,17,22.64,3.40,92.93,60.70,626.01,
JULIO,22,11,0.038,0.008,0.642,0.011,38,10,24.29,3.31,96.18,54.26,625.86,
JULIO,22,12,0.044,0.007,0.637,0.011,60,16,25.56,3.62,85.42,48.16,625.58,
JULIO,22,13,0.045,0.007,0.572,0.010,93,6,27.02,3.46,89.73,38.56,625.09,
JULIO,22,14,0.047,0.007,0.544,0.011,30,3,28.41,3.74,103.02,31.82,624.41,
JULIO,22,15,0.049,0.007,0.551,0.011,36,1,29.58,3.89,90.62,28.92,623.51,
JULIO,22,16,0.047,0.011,0.490,0.010,41,1,30.23,3.76,65.57,27.17,622.72,
JULIO,22,17,0.045,0.008,0.420,0.008,34,5,30.33,4.13,76.46,26.83,622.23,
JULIO,22,18,0.034,0.027,0.517,0.012,47,12,28.85,5.42,66.29,30.44,622.16,
JULIO,22,19,0.029,0.015,0.690,0.013,60,18,27.32,3.01,60.15,31.76,622.35,
JULIO,22,20,0.031,0.010,0.602,0.015,31,26,25.15,3.42,158.35,47.44,623.05,
JULIO,22,21,0.028,0.007,0.731,0.015,47,29,23.64,2.88,132.93,52.43,623.70,
JULIO,22,22,0.023,0.006,0.659,0.016,30,35,22.57,1.82,84.81,59.48,624.71,
JULIO,22,23,0.022,0.006,0.634,0.014,47,35,22.07,2.30,93.61,62.27,625.43,
JULIO,23,0,0.022,0.006,0.619,0.015,38,18,21.99,2.27,107.83,60.03,625.63,
JULIO,23,1,0.015,0.006,0.483,0.014,29,15,21.54,2.37,83.80,58.49,625.88,
JULIO,23,2,0.016,0.008,0.457,0.012,50,17,20.45,2.12,94.14,61.66,625.60,
JULIO,23,3,0.016,0.007,0.406,0.011,26,10,19.77,2.15,115.90,63.12,625.44,
JULIO,23,4,0.016,0.007,0.376,0.012,21,10,19.36,1.68,105.41,62.16,625.38,
JULIO,23,5,0.014,0.006,0.370,0.013,23,12,19.03,1.78,99.55,64.84,625.54,
JULIO,23,6,0.014,0.006,0.403,0.013,26,13,18.66,1.59,89.13,68.07,625.89,
JULIO,23,7,0.013,0.006,0.496,0.014,19,15,18.62,1.74,96.35,69.07,626.19,
JULIO,23,8,0.013,0.006,0.558,0.012,43,10,19.10,2.21,96.00,68.41,626.45,
JULIO,23,9,0.021,0.006,0.538,0.011,38,16,20.77,2.56,83.52,62.16,626.61,
JULIO,23,10,0.031,0.008,0.515,0.009,37,15,22.60,3.56,85.86,51.27,626.70,
JULIO,23,11,0.036,0.007,0.528,0.009,39,12,24.06,4.08,80.86,43.90,626.56,
JULIO,23,12,0.042,0.007,0.556,0.009,94,13,25.17,3.39,91.49,40.63,626.28,
JULIO,23,13,0.045,0.007,0.565,0.010,87,8,26.43,3.33,101.79,36.73,625.77,
JULIO,23,14,0.046,0.007,0.470,0.009,81,3,27.81,3.08,92.72,32.68,625.11,
JULIO,23,15,0.044,0.015,0.465,0.010,33,1,28.67,2.61,116.76,31.25,624.34,
JULIO,23,16,0.042,0.020,0.481,0.009,41,3,29.94,2.82,100.85,27.94,623.55,
JULIO,23,17,0.035,0.034,0.410,0.009,37,14,29.55,4.94,61.08,27.34,623.22,
JULIO,23,18,0.032,0.025,0.466,0.010,94,28,28.59,3.61,79.44,28.51,623.33,
JULIO,23,19,0.027,0.009,0.515,0.011,151,13,27.78,3.66,85.24,32.81,623.56,
JULIO,23,20,0.023,0.011,0.505,0.014,169,19,26.92,3.58,69.66,33.96,624.07,
