DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],PM2.5 [µg/m3],TEMP,WS,WD,HR,PBAR
OCTUBRE,11,22,0.010,0.008,0.010,0.92,25,21,18.657,1.130,143.570,77.740,620.510
OCTUBRE,11,23,0.016,0.008,0.005,0.53,28,15,18.457,2.440,205.740,76.670,620.810
OCTUBRE,12,0,0.012,0.008,0.007,0.57,12,14,17.416,1.470,132.280,81.000,620.870
OCTUBRE,12,1,0.012,0.008,0.006,0.50,12,15,17.121,1.280,180.160,81.930,620.960
OCTUBRE,12,2,0.011,0.008,0.007,0.48,13,17,16.631,1.080,161.150,83.340,620.800
OCTUBRE,12,3,0.009,0.008,0.007,0.55,16,21,16.236,1.040,84.910,84.850,620.700
OCTUBRE,12,4,0.009,0.008,0.007,0.50,14,17,16.200,1.000,131.910,85.210,620.590
OCTUBRE,12,5,0.009,0.008,0.007,0.52,16,18,16.645,0.990,187.200,83.290,620.800
OCTUBRE,12,6,0.010,0.008,0.008,0.47,14,18,16.681,0.940,255.500,82.520,620.940
OCTUBRE,12,7,0.009,0.008,0.006,0.74,10,18,16.163,0.990,257.010,85.400,621.300
OCTUBRE,12,8,0.009,0.008,0.006,1024838.00,17,15,16.802,1.420,212.170,82.660,621.730
OCTUBRE,12,9,0.016,0.008,0.003,0.59,42,5,18.359,1.970,244.250,74.510,622.100
OCTUBRE,12,10,0.023,0.008,0.002,0.58,23,9,21.298,1.700,213.400,62.360,622.300
OCTUBRE,12,11,0.028,0.008,0.002,0.47,15,8,21.751,1.950,277.460,60.120,622.180
OCTUBRE,12,12,0.033,0.008,0.002,0.51,13,NA,23.105,1.960,254.030,53.390,621.890
OCTUBRE,12,13,0.038,0.008,0.002,0.48,34,NA,24.478,2.180,256.640,48.970,621.230
OCTUBRE,12,14,0.041,0.008,0.002,0.47,13,NA,25.526,2.280,264.730,43.240,620.570
OCTUBRE,12,15,0.043,0.008,0.002,0.50,15,8,27.178,2.700,250.670,38.200,619.950
OCTUBRE,12,16,0.044,0.008,0.003,0.49,22,9,27.103,3.290,253.850,38.470,619.630
OCTUBRE,12,17,0.044,0.008,0.003,0.45,25,13,27.002,3.230,253.410,37.850,619.510
OCTUBRE,12,18,0.040,0.008,0.003,0.43,13,27,26.677,3.340,262.460,37.570,619.670
OCTUBRE,12,19,0.027,0.008,0.010,0.59,14,30,24.845,2.310,265.290,43.750,620.080
OCTUBRE,12,20,0.017,0.008,0.013,0.67,45,33,22.841,1.920,251.670,48.430,620.540
OCTUBRE,12,21,0.023,0.008,0.009,0.60,24,28,21.505,2.190,247.520,56.340,621.190
OCTUBRE,12,22,0.023,0.008,0.009,0.55,18,28,20.150,1.770,257.590,63.770,621.750
OCTUBRE,12,23,0.019,0.008,0.010,0.58,18,21,19.383,1.250,284.170,67.720,622.050
OCTUBRE,13,0,0.018,0.008,0.010,0.53,26,21,19.059,1.140,278.910,70.460,622.130
OCTUBRE,13,1,0.024,0.008,0.005,0.48,9,22,18.863,1.460,251.450,72.380,622.130
OCTUBRE,13,2,0.018,0.008,0.010,0.52,28,20,18.257,1.090,270.590,74.650,621.960
OCTUBRE,13,3,0.012,0.008,0.013,0.51,12,24,17.107,1.450,258.910,79.140,621.790
OCTUBRE,13,4,0.013,0.008,0.011,0.48,21,20,16.364,1.000,264.690,83.280,621.730
OCTUBRE,13,5,0.011,0.008,0.011,0.49,16,24,15.944,NA,274.620,85.290,621.840
OCTUBRE,13,6,0.010,0.008,0.011,0.56,25,35,15.702,0.960,266.360,85.910,622.160
OCTUBRE,13,7,0.010,0.008,0.011,0.73,30,28,15.257,NA,282.120,87.890,622.450
OCTUBRE,13,8,0.010,0.009,0.012,1353144.00,41,27,16.182,1.590,95.570,83.960,622.980
OCTUBRE,13,9,0.013,0.009,0.012,1028143.00,80,14,18.210,1.850,122.440,75.050,623.470
OCTUBRE,13,10,0.025,0.008,0.007,0.68,54,7,21.784,1.480,153.830,63.670,623.670
OCTUBRE,13,11,0.036,0.008,0.005,0.57,27,13,23.745,1.700,236.720,56.180,623.450
OCTUBRE,13,12,0.046,0.008,0.003,0.55,27,10,24.777,1.840,224.220,51.580,623.070
OCTUBRE,13,13,0.052,0.009,0.004,0.57,20,NA,26.048,2.120,197.250,46.850,622.440
OCTUBRE,13,14,0.049,0.010,0.004,0.58,32,9,28.190,2.090,198.650,39.400,621.720
OCTUBRE,13,15,0.048,0.009,0.003,0.53,38,5,28.709,2.080,171.260,35.650,621.140
OCTUBRE,13,16,0.045,0.010,0.003,0.48,27,9,29.909,1.930,213.710,28.780,620.800
OCTUBRE,13,17,0.044,0.009,0.004,0.47,12,17,29.769,2.330,235.070,27.630,620.630
OCTUBRE,13,18,0.044,0.008,0.003,0.42,15,30,29.102,2.430,271.100,28.340,620.660
OCTUBRE,13,19,0.030,0.008,0.013,0.66,19,38,27.126,1.660,261.040,33.160,621.080
OCTUBRE,13,20,0.011,0.009,0.025,1094993.00,44,32,26.078,1.270,240.370,35.500,621.660
OCTUBRE,13,21,0.015,0.008,0.021,0.90,42,36,25.003,1.240,241.260,38.180,622.120
OCTUBRE,13,22,0.017,0.008,0.011,0.76,38,32,23.580,2.460,145.060,50.770,622.810
OCTUBRE,13,23,0.022,0.008,0.007,0.64,35,25,23.103,2.910,136.580,56.290,623.350
OCTUBRE,14,0,0.026,0.008,0.007,0.64,25,18,22.788,2.260,105.580,57.220,623.460
OCTUBRE,14,1,0.042,0.008,0.004,0.51,25,25,22.022,4.120,89.580,58.770,623.530
OCTUBRE,14,2,0.044,0.008,0.003,0.49,29,12,20.911,2.580,88.120,64.210,623.340
OCTUBRE,14,3,0.039,0.008,0.003,0.47,20,18,20.581,2.180,89.660,66.400,622.920
OCTUBRE,14,4,0.035,0.008,0.004,0.47,15,23,20.531,2.200,97.870,67.060,622.910
OCTUBRE,14,5,0.029,0.008,0.007,0.50,12,24,20.340,2.270,81.790,69.090,623.160
OCTUBRE,14,6,0.018,0.008,0.012,0.57,22,30,19.840,2.390,96.760,73.180,623.440
OCTUBRE,14,7,0.016,0.008,0.014,0.74,24,25,19.891,2.920,91.780,72.400,623.840
OCTUBRE,14,8,0.019,0.008,0.012,0.80,33,18,20.231,3.010,91.610,69.390,624.380
OCTUBRE,14,9,0.029,0.008,0.007,0.72,42,18,22.138,4.130,86.730,58.860,624.690
OCTUBRE,14,10,0.040,0.008,0.005,0.71,44,29,23.817,5.440,81.450,47.230,624.760
OCTUBRE,14,11,0.043,0.008,0.006,0.74,53,29,23.850,5.150,93.230,45.270,624.700
OCTUBRE,14,12,0.043,0.008,0.008,0.77,54,16,23.581,4.720,94.360,46.120,624.680
OCTUBRE,14,13,0.046,0.008,0.007,0.75,50,13,25.088,5.770,96.590,43.560,624.380
OCTUBRE,14,14,0.049,0.008,0.006,0.73,43,14,26.793,5.130,87.900,39.070,623.590
OCTUBRE,14,15,0.050,0.008,0.006,0.71,55,11,27.657,5.070,88.500,36.910,623.010
OCTUBRE,14,16,0.045,0.008,0.006,0.68,52,22,28.041,5.250,98.340,34.420,622.750
OCTUBRE,14,17,0.042,0.009,0.006,0.66,41,33,27.772,5.370,80.190,34.820,622.790
OCTUBRE,14,18,0.035,0.020,0.006,0.59,61,34,26.326,5.580,68.460,38.010,623.190
OCTUBRE,14,19,0.035,0.016,0.006,0.59,59,36,24.832,5.320,75.340,40.240,623.710
OCTUBRE,14,20,0.029,0.018,0.007,0.63,40,34,23.553,5.180,71.830,46.560,624.320
OCTUBRE,14,21,0.028,0.015,0.006,0.64,33,29,22.236,4.920,73.890,50.960,624.970
OCTUBRE,14,22,0.028,0.012,0.005,0.64,33,18,20.831,4.190,79.540,57.500,625.540
OCTUBRE,14,23,0.027,0.010,0.005,0.61,22,20,19.973,4.020,78.570,62.780,625.790
OCTUBRE,15,0,0.028,0.010,0.004,0.53,29,19,19.400,4.230,77.420,65.500,625.730
OCTUBRE,15,1,0.029,0.010,0.004,0.51,20,16,19.260,3.480,81.230,66.460,625.740
OCTUBRE,15,2,0.031,0.009,0.002,0.45,17,16,19.357,3.990,75.590,67.060,625.620
OCTUBRE,15,3,0.032,0.010,0.002,0.44,13,13,18.835,4.030,71.390,67.130,625.500
OCTUBRE,15,4,0.033,0.010,0.001,0.44,12,15,18.366,3.680,75.390,67.540,625.500
OCTUBRE,15,5,0.031,0.013,0.003,0.42,10,18,18.074,4.070,72.050,67.800,625.270
OCTUBRE,15,6,0.032,0.015,0.003,0.44,17,16,18.031,3.500,68.020,64.960,625.360
OCTUBRE,15,7,0.034,0.015,0.003,0.48,14,16,18.469,3.740,75.500,60.340,625.490
OCTUBRE,15,8,0.030,0.013,0.004,0.55,17,13,18.767,3.320,90.920,60.970,625.790
OCTUBRE,15,9,0.033,0.010,0.003,0.58,19,15,19.559,4.400,84.600,58.890,626.220
OCTUBRE,15,10,0.033,0.009,0.004,0.67,22,9,20.653,4.140,86.840,56.510,626.560
OCTUBRE,15,11,0.034,0.009,0.004,0.67,20,20,21.828,4.070,73.660,53.480,626.530
OCTUBRE,15,12,0.036,0.011,0.004,0.62,25,13,22.591,4.570,58.010,52.010,626.300
OCTUBRE,15,13,0.037,0.012,0.005,0.70,25,15,23.422,4.480,63.000,49.320,625.770
OCTUBRE,15,14,0.038,0.014,0.004,0.64,31,13,23.405,5.000,55.840,49.680,625.170
OCTUBRE,15,15,0.037,0.012,0.005,0.73,22,11,23.826,4.400,66.090,47.400,624.640
OCTUBRE,15,16,0.036,0.017,0.005,0.69,24,27,24.588,4.570,68.370,44.330,624.250
OCTUBRE,15,17,0.035,0.020,0.005,0.66,32,23,23.982,4.680,54.750,45.710,624.360
OCTUBRE,15,18,0.035,0.018,0.005,0.67,27,23,23.114,5.140,54.600,48.500,624.660
OCTUBRE,15,19,0.033,0.014,0.005,0.65,36,20,21.455,5.350,75.230,53.950,625.090
OCTUBRE,15,20,0.029,0.013,0.007,0.67,41,20,19.941,5.500,76.780,60.030,625.830
OCTUBRE,15,21,0.031,0.012,0.005,0.64,31,16,18.857,4.850,76.990,62.840,626.750
OCTUBRE,15,22,0.032,0.011,0.004,0.67,21,12,18.452,4.110,76.430,62.350,627.000
OCTUBRE,15,23,0.033,0.009,0.004,0.53,21,15,18.062,3.950,73.680,63.070,627.240
OCTUBRE,16,0,0.032,0.009,0.003,0.49,12,17,17.707,4.000,73.460,64.720,627.100
OCTUBRE,16,1,0.030,0.020,0.004,0.44,12,13,17.464,4.030,69.190,65.740,626.960
OCTUBRE,16,2,0.039,0.011,0.001,0.43,13,14,17.360,3.870,76.600,62.860,626.890
OCTUBRE,16,3,0.039,0.009,0.001,0.42,10,10,16.966,4.180,80.540,62.890,626.720
OCTUBRE,16,4,0.036,0.012,0.002,0.42,7,18,16.614,4.370,70.510,64.370,626.200
OCTUBRE,16,5,0.031,0.021,0.004,0.43,8,19,15.900,3.970,75.090,68.010,625.950
OCTUBRE,16,6,0.029,0.025,0.004,0.45,10,22,15.464,4.660,69.830,69.890,626.130
OCTUBRE,16,7,0.027,0.015,0.006,0.65,9,15,14.807,4.090,73.440,72.410,626.510
OCTUBRE,16,8,0.017,0.011,0.012,0.95,22,14,14.368,2.320,90.410,74.280,626.830
OCTUBRE,16,9,0.029,0.024,0.008,0.74,46,20,16.881,4.500,68.660,61.510,627.020
OCTUBRE,16,10,0.040,0.017,0.004,0.68,48,15,18.607,5.890,81.200,52.570,627.050
OCTUBRE,16,11,0.043,0.011,0.005,0.69,51,14,20.445,6.070,77.660,45.070,626.850
OCTUBRE,16,12,0.046,0.010,0.004,0.66,61,12,21.745,5.980,80.420,39.870,626.170
OCTUBRE,16,13,0.046,0.009,0.006,0.72,49,14,22.748,5.730,90.430,37.580,625.460
OCTUBRE,16,14,0.046,0.009,0.006,0.73,46,9,23.855,5.410,88.180,35.550,624.810
OCTUBRE,16,15,0.048,0.009,0.006,0.71,44,13,24.650,5.330,93.560,34.590,624.120
OCTUBRE,16,16,0.043,0.012,0.006,0.68,50,14,24.462,5.510,75.210,35.150,623.830
OCTUBRE,16,17,0.041,0.023,0.006,0.71,59,28,23.903,5.040,68.910,36.020,623.760
OCTUBRE,16,18,0.040,0.010,0.007,0.74,43,29,22.400,5.090,85.190,38.240,624.070
OCTUBRE,16,19,0.035,0.013,0.008,0.76,34,21,20.745,4.890,72.120,41.320,624.590
OCTUBRE,16,20,0.034,0.021,0.007,0.84,41,19,18.845,5.090,39.560,47.020,625.230
OCTUBRE,16,21,0.034,0.017,0.006,0.87,36,18,17.084,5.000,36.080,52.660,625.860
OCTUBRE,16,22,0.034,0.037,0.006,0.70,25,27,16.112,3.780,47.060,56.000,626.350
OCTUBRE,16,23,0.031,0.053,0.007,0.55,26,18,15.423,2.330,61.760,58.070,626.650
OCTUBRE,17,0,0.031,0.013,0.005,0.50,26,13,14.022,2.970,92.270,64.410,626.460
OCTUBRE,17,1,0.035,0.011,0.002,0.45,19,19,13.310,3.290,72.590,67.280,626.180
OCTUBRE,17,2,0.033,0.011,0.003,0.45,8,15,12.590,2.610,68.240,70.230,625.810
OCTUBRE,17,3,0.033,0.010,0.002,0.44,10,10,12.003,3.170,86.960,72.290,625.470
OCTUBRE,17,4,0.031,0.017,0.004,0.44,11,22,11.500,3.450,79.920,74.510,625.190
OCTUBRE,17,5,0.027,0.038,0.007,0.45,25,22,11.772,3.590,72.780,73.470,625.110
OCTUBRE,17,6,0.028,0.029,0.006,0.48,28,22,11.280,3.750,73.030,74.980,625.170
OCTUBRE,17,7,0.024,0.037,0.009,0.59,17,26,11.117,4.150,63.670,74.690,625.440
OCTUBRE,17,8,0.019,0.054,0.011,0.81,17,17,11.486,3.370,84.510,73.250,625.970
OCTUBRE,17,9,0.031,0.021,0.005,0.70,55,15,13.476,4.980,81.640,64.860,626.240
OCTUBRE,17,10,0.036,0.011,0.004,0.67,31,14,15.231,4.880,93.670,58.170,626.280
OCTUBRE,17,11,0.039,0.010,0.005,0.66,28,12,17.193,4.210,96.410,51.430,626.170
OCTUBRE,17,12,0.045,0.010,0.005,0.64,35,16,19.618,4.330,73.170,41.650,625.590
OCTUBRE,17,13,0.049,0.010,0.006,0.66,49,NA,21.847,4.430,78.930,33.760,624.770
OCTUBRE,17,14,0.052,0.010,0.006,0.74,41,8,24.052,3.890,78.500,27.880,623.730
OCTUBRE,17,15,0.055,0.009,0.007,0.72,54,7,25.535,3.770,103.770,24.020,622.870
OCTUBRE,17,16,0.056,0.009,0.007,0.66,51,16,25.831,3.220,93.150,23.010,622.480
OCTUBRE,17,17,0.057,0.009,0.010,0.78,40,20,26.139,3.340,113.050,22.270,622.230
OCTUBRE,17,18,0.049,0.009,0.015,0.93,75,28,25.185,2.420,89.820,22.780,622.250
OCTUBRE,17,19,0.040,0.009,0.010,0.73,56,25,23.361,3.600,26.100,24.290,622.310
OCTUBRE,17,20,0.037,0.009,0.009,0.68,74,28,21.564,4.210,35.780,26.220,622.800
OCTUBRE,17,21,0.036,0.017,0.008,0.77,34,25,20.130,4.460,57.590,29.360,623.420
OCTUBRE,17,22,0.034,0.024,0.008,0.58,37,22,18.447,3.840,73.820,34.420,623.870
OCTUBRE,17,23,0.029,0.010,0.007,0.58,37,46,16.151,3.420,83.190,42.830,624.100
OCTUBRE,18,0,0.031,0.009,0.005,0.50,43,16,15.220,2.860,91.560,45.960,624.100
OCTUBRE,18,1,0.033,0.008,0.005,0.44,30,15,14.476,2.980,85.330,47.180,624.030
OCTUBRE,18,2,0.035,0.008,0.004,0.44,16,17,13.951,3.250,89.130,48.210,623.870
OCTUBRE,18,3,0.035,0.008,0.004,0.44,11,14,13.159,3.180,92.470,48.280,623.750
OCTUBRE,18,4,0.036,0.008,0.003,0.42,12,12,11.981,3.140,93.660,47.910,623.490
OCTUBRE,18,5,0.030,0.008,0.007,0.45,10,19,10.897,3.240,101.970,51.040,623.370
OCTUBRE,18,6,0.027,0.008,0.007,0.51,8,22,10.139,2.940,98.600,58.050,623.590
OCTUBRE,18,7,0.015,0.009,0.015,0.77,19,23,9.507,2.410,90.180,61.640,623.960
OCTUBRE,18,8,0.014,0.010,0.014,1022768.00,37,18,10.119,3.200,105.500,63.040,624.520
OCTUBRE,18,9,0.023,0.009,0.011,0.84,56,11,12.826,3.710,85.760,44.950,624.830
OCTUBRE,18,10,0.036,0.009,0.007,0.76,54,13,16.461,3.600,84.570,35.930,625.030
OCTUBRE,18,11,0.043,0.008,0.006,0.64,37,11,19.168,3.020,99.100,29.680,624.720
OCTUBRE,18,12,0.048,0.010,0.006,0.66,26,12,21.983,2.590,122.770,25.870,623.990
OCTUBRE,18,13,0.053,0.009,0.005,0.73,24,7,23.821,2.050,137.630,28.690,623.410
OCTUBRE,18,14,0.057,0.010,0.006,0.67,30,8,25.100,1.670,168.880,28.380,622.700
OCTUBRE,18,15,0.062,0.010,0.005,0.60,29,15,25.688,1.640,211.680,25.340,622.090
OCTUBRE,18,16,0.057,0.009,0.008,0.70,35,14,25.965,1.980,165.120,24.110,621.690
OCTUBRE,18,17,0.058,0.015,0.007,0.62,26,28,26.619,1.410,174.770,20.460,621.480
OCTUBRE,18,18,0.056,0.018,0.009,0.64,24,29,25.453,1.340,249.970,22.670,621.660
OCTUBRE,18,19,0.031,0.010,0.023,0.98,33,42,23.478,1.360,277.220,28.030,621.900
OCTUBRE,18,20,0.010,0.010,0.034,1489542.00,73,37,22.405,1.340,148.960,30.250,622.260
OCTUBRE,18,21,0.021,0.014,0.022,1031436.00,75,42,22.380,2.100,73.760,23.320,622.950
OCTUBRE,18,22,0.023,0.010,0.016,0.96,60,28,20.983,2.150,116.280,42.050,623.570
OCTUBRE,18,23,0.028,0.010,0.011,0.67,61,13,20.097,2.060,109.610,24.360,623.790
OCTUBRE,19,0,0.020,0.008,0.014,0.58,36,23,18.368,2.420,98.240,27.840,623.690
OCTUBRE,19,1,0.024,0.009,0.011,0.52,36,18,17.786,1.820,88.670,27.190,623.470
OCTUBRE,19,2,0.028,0.008,0.008,0.46,37,15,17.088,2.030,99.300,26.030,623.420
OCTUBRE,19,3,0.026,0.008,0.008,0.45,16,12,16.333,2.200,85.070,28.890,623.240
OCTUBRE,19,4,0.031,0.008,0.006,0.45,18,22,16.588,2.690,100.820,27.720,623.130
OCTUBRE,19,5,0.018,0.009,0.014,0.56,20,25,16.068,2.180,104.510,34.180,623.110
OCTUBRE,19,6,0.012,0.010,0.017,0.64,33,20,15.375,1.980,92.540,37.540,623.250
OCTUBRE,19,7,0.011,0.009,0.017,0.88,35,31,14.792,2.610,101.630,38.690,623.570
OCTUBRE,19,8,0.010,0.010,0.017,1277692.00,47,27,14.580,1.690,85.060,40.630,624.090
OCTUBRE,19,9,0.013,0.010,0.018,1169352.00,91,21,16.224,1.900,104.010,35.460,624.690
OCTUBRE,19,10,0.024,0.009,0.013,0.95,80,13,19.097,2.240,99.410,25.720,625.030
OCTUBRE,19,11,0.038,0.009,0.009,0.82,56,17,21.761,2.850,99.240,15.890,624.970
OCTUBRE,19,12,0.039,0.008,0.009,0.82,42,11,22.785,2.670,119.550,15.010,624.670
OCTUBRE,19,13,0.040,0.008,0.010,0.86,29,7,23.839,2.970,125.010,12.920,624.010
OCTUBRE,19,14,0.043,0.009,0.009,0.81,31,13,25.186,2.880,137.310,12.040,623.350
OCTUBRE,19,15,0.042,0.009,0.011,0.88,32,20,25.537,2.910,152.620,13.030,622.810
OCTUBRE,19,16,0.046,0.009,0.006,0.67,32,22,23.459,4.120,234.030,26.330,622.600
OCTUBRE,19,17,0.045,0.009,0.005,0.63,43,31,22.456,3.690,239.310,34.300,622.620
OCTUBRE,19,18,0.042,0.009,0.006,0.65,38,25,21.427,3.190,248.350,40.040,623.000
OCTUBRE,19,19,0.037,0.009,0.008,0.65,30,28,20.339,2.330,260.840,42.010,623.320
OCTUBRE,19,20,0.026,0.009,0.014,0.71,40,29,19.705,2.050,260.230,41.690,623.960
OCTUBRE,19,21,0.028,0.009,0.012,0.70,53,24,19.188,1.250,256.310,44.420,624.670
OCTUBRE,19,22,0.018,0.009,0.019,1151118.00,43,38,19.364,NA,113.880,44.380,624.840
OCTUBRE,19,23,0.015,0.010,0.019,0.93,67,27,19.264,1.850,101.750,41.540,624.870
OCTUBRE,20,0,0.022,0.014,0.015,0.73,73,33,19.161,2.240,84.620,37.970,624.560
OCTUBRE,20,1,0.032,0.015,0.005,0.55,43,23,19.240,3.050,82.750,28.910,624.350
OCTUBRE,20,2,0.040,0.017,0.004,0.49,36,13,18.954,3.130,80.490,27.990,624.200
OCTUBRE,20,3,0.038,0.009,0.006,0.47,19,14,18.353,3.030,89.190,28.270,624.080
OCTUBRE,20,4,0.052,0.009,0.003,0.49,21,17,18.036,2.940,87.130,27.600,624.110
OCTUBRE,20,5,0.038,0.015,0.005,0.48,22,22,17.790,3.240,84.700,28.240,624.100
OCTUBRE,20,6,0.033,0.016,0.005,0.55,20,20,17.222,2.960,88.520,32.390,624.010
OCTUBRE,20,7,0.031,0.014,0.011,0.82,24,26,16.468,2.510,93.540,37.780,624.410
OCTUBRE,20,8,0.020,0.013,0.016,1060313.00,38,20,17.465,2.080,72.090,39.090,624.820
OCTUBRE,20,9,0.030,0.019,0.010,0.89,76,17,19.708,3.480,82.620,32.550,625.170
OCTUBRE,20,10,0.038,0.009,0.006,0.74,50,13,20.761,4.500,83.880,30.980,625.230
OCTUBRE,20,11,0.042,0.011,0.006,0.72,40,10,22.540,4.520,83.380,29.060,625.110
OCTUBRE,20,12,0.046,0.012,0.005,0.69,46,9,24.531,4.660,72.620,25.500,624.570
OCTUBRE,20,13,0.047,0.009,0.006,0.77,38,5,26.171,4.110,94.780,20.650,623.810
OCTUBRE,20,14,0.048,0.009,0.007,0.80,37,6,27.488,4.260,115.410,17.570,622.980
OCTUBRE,20,15,0.053,0.009,0.008,0.75,45,NA,28.191,3.320,125.240,16.830,622.320
OCTUBRE,20,16,0.058,0.009,0.008,0.72,36,17,28.454,2.770,133.540,18.620,621.810
OCTUBRE,20,17,0.056,0.010,0.011,0.87,35,28,28.075,2.320,140.350,19.230,621.740
OCTUBRE,20,18,0.051,0.010,0.016,0.89,33,39,27.436,1.730,173.580,20.410,621.840
OCTUBRE,20,19,0.026,0.010,0.030,1255723.00,48,43,25.502,1.270,209.470,24.700,622.150
OCTUBRE,20,20,0.019,0.013,0.021,1212786.00,93,37,24.375,1.980,62.930,26.470,622.750
OCTUBRE,20,21,0.021,0.029,0.015,0.95,45,41,22.893,1.950,76.150,31.660,623.390
OCTUBRE,20,22,0.013,0.011,0.019,1023397.00,51,23,21.063,1.450,162.800,35.080,623.850
OCTUBRE,20,23,0.021,0.010,0.011,0.82,53,22,19.995,1.820,100.560,38.950,624.160
OCTUBRE,21,0,0.022,0.010,0.011,0.67,38,19,18.792,2.300,90.530,41.470,624.320
OCTUBRE,21,1,0.024,0.009,0.009,0.59,35,22,17.953,2.070,78.570,41.990,624.350
OCTUBRE,21,2,0.026,0.009,0.007,0.52,28,14,16.866,1.860,83.030,43.140,624.080
OCTUBRE,21,3,0.024,0.009,0.008,0.51,20,16,16.051,2.230,97.010,44.160,623.690
OCTUBRE,21,4,0.027,0.009,0.006,0.49,17,18,15.292,2.740,92.400,46.070,623.430
OCTUBRE,21,5,0.024,0.008,0.007,0.51,18,18,14.749,2.830,91.660,51.960,623.420
OCTUBRE,21,6,0.017,0.009,0.011,0.65,17,28,14.408,2.820,83.010,60.120,623.610
OCTUBRE,21,7,0.012,0.010,0.014,0.77,21,22,13.841,2.770,89.450,64.800,623.670
OCTUBRE,21,8,0.014,0.009,0.013,0.86,40,17,14.535,3.130,92.830,62.020,623.860
OCTUBRE,21,9,0.022,0.009,0.011,0.88,46,16,17.347,3.070,103.590,46.650,624.170
OCTUBRE,21,10,0.033,0.009,0.009,0.81,45,17,19.920,3.460,92.570,36.950,624.260
OCTUBRE,21,11,0.038,0.009,0.009,0.84,40,13,22.237,3.180,105.420,30.540,623.910
OCTUBRE,21,12,0.045,0.010,0.008,0.79,51,11,24.707,2.160,136.710,28.830,623.350
OCTUBRE,21,13,0.056,0.010,0.006,0.67,40,5,26.625,1.780,152.030,28.040,622.610
OCTUBRE,21,14,0.061,0.010,0.005,0.69,39,7,28.576,2.150,196.470,26.280,621.710
OCTUBRE,21,15,0.064,0.009,0.005,0.68,42,11,29.153,1.960,117.070,27.700,621.070
OCTUBRE,21,16,0.066,0.009,0.004,0.61,37,22,30.129,2.110,235.070,27.070,620.530
OCTUBRE,21,17,0.064,0.009,0.004,0.62,30,35,28.839,1.710,228.670,29.200,620.500
OCTUBRE,21,18,0.046,0.009,0.005,0.63,36,38,26.085,4.570,213.160,40.350,620.920
OCTUBRE,21,19,0.039,0.009,0.004,0.60,72,31,22.050,5.530,219.820,58.460,621.610
OCTUBRE,21,20,0.036,0.009,0.004,0.62,25,30,20.703,4.260,229.630,64.260,622.140
OCTUBRE,21,21,0.025,0.009,0.003,0.60,6,33,19.353,4.350,215.480,75.020,622.610
OCTUBRE,21,22,0.023,0.009,0.003,0.58,8,21,18.664,2.050,254.750,81.720,623.100
OCTUBRE,21,23,0.025,0.008,0.002,0.56,11,13,18.629,1.510,295.400,81.570,623.360
OCTUBRE,22,0,0.025,0.008,0.003,0.58,11,6,19.137,1.090,234.650,76.670,623.270
OCTUBRE,22,1,0.021,0.008,0.005,0.57,12,16,19.251,1.350,233.630,75.420,623.200
OCTUBRE,22,2,0.021,0.008,0.005,0.58,18,15,19.057,1.210,205.590,75.520,622.980
OCTUBRE,22,3,0.014,0.008,0.006,0.61,12,16,18.236,NA,227.880,79.710,622.570
OCTUBRE,22,4,0.010,0.008,0.009,0.68,12,20,18.132,1.030,224.080,80.660,622.390
OCTUBRE,22,5,0.010,0.008,0.008,0.60,22,20,17.466,1.080,247.770,83.960,622.450
OCTUBRE,22,6,0.010,0.008,0.009,0.62,13,20,17.007,0.860,213.300,86.120,622.690
OCTUBRE,22,7,0.010,0.009,0.008,0.76,15,20,16.505,1.070,194.350,86.360,623.000
OCTUBRE,22,8,0.009,0.009,0.008,0.95,25,13,17.502,0.830,226.880,80.800,623.290
OCTUBRE,22,9,0.016,0.009,0.009,0.85,43,20,19.717,1.070,222.310,70.980,623.440
OCTUBRE,22,10,0.023,0.009,0.007,0.78,33,19,22.376,1.340,188.010,61.680,623.540
OCTUBRE,22,11,0.028,0.009,0.003,0.74,30,11,23.819,2.330,181.860,55.650,623.400
OCTUBRE,22,12,0.029,0.009,0.001,0.61,25,NA,24.271,2.780,263.510,52.050,622.960
OCTUBRE,22,13,0.032,0.009,0.001,0.59,16,NA,25.419,2.260,239.860,48.830,622.300
OCTUBRE,22,14,0.033,0.009,0.002,0.61,18,8,26.468,2.430,232.380,44.370,621.560
OCTUBRE,22,15,0.035,0.009,0.002,0.60,26,NA,26.780,1.650,218.750,42.330,620.860
OCTUBRE,22,16,0.036,0.008,0.002,0.61,22,6,27.620,2.400,217.170,40.200,620.290
OCTUBRE,22,17,0.036,0.008,0.002,0.58,14,30,27.756,2.480,204.100,38.890,620.000
OCTUBRE,22,18,0.032,0.008,0.003,0.58,12,30,26.176,3.280,242.510,44.050,620.280
OCTUBRE,22,19,0.027,0.008,0.003,0.57,20,20,23.039,5.070,213.720,56.120,620.820
OCTUBRE,22,20,0.026,0.008,0.003,0.59,19,24,22.318,3.870,214.060,60.350,621.320
OCTUBRE,22,21,0.022,0.008,0.004,0.64,4,26,21.276,2.710,230.440,64.440,621.920
OCTUBRE,22,22,0.021,0.008,0.003,0.60,5,26,20.747,2.660,221.300,63.010,622.320
