DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,
MAYO,2,3,0.031,0.008,1.03,0.010,48,30,17.63,2.15,251.65,29.25,621.96,
MAYO,2,4,0.036,0.009,1.04,0.007,37,29,17.63,3.51,234.17,29.77,621.54,
MAYO,2,5,0.029,0.009,1.03,0.010,43,35,16.29,1.62,195.68,33.53,621.72,
MAYO,2,6,0.027,0.009,1.04,0.013,49,37,15.45,1.64,292.82,35.82,622.27,
MAYO,2,7,0.012,0.009,1.10,0.022,57,38,15.05,1.61,276.23,36.55,622.75,
MAYO,2,8,0.019,0.009,1.13,0.018,78,30,17.48,1.15,258.72,31.63,623.01,
MAYO,2,9,0.035,0.009,1.06,0.011,88,28,20.14,1.80,274.01,28.20,623.30,
MAYO,2,10,0.046,0.009,1.04,0.008,54,23,22.14,2.77,263.19,25.68,623.33,
MAYO,2,11,0.053,0.009,1.04,0.009,43,18,24.58,3.15,256.98,22.17,623.07,
MAYO,2,12,0.055,0.008,1.02,0.007,78,16,27.14,3.54,267.17,18.15,622.55,
MAYO,2,13,0.049,0.008,1.04,0.008,68,17,29.05,5.65,239.81,12.95,621.88,
MAYO,2,14,0.049,0.008,1.04,0.008,79,10,30.05,5.61,227.72,12.13,621.09,
MAYO,2,15,0.052,0.008,1.02,0.007,68,7,31.11,4.36,236.09,10.76,620.26,
MAYO,2,16,0.050,0.008,1.01,0.007,60,7,31.84,5.28,261.93,8.77,619.48,
MAYO,2,17,0.050,0.008,1.00,0.007,57,12,31.97,5.62,270.36,7.94,619.10,
MAYO,2,18,0.047,0.008,0.99,0.007,46,14,31.28,5.43,263.80,8.14,619.11,
MAYO,2,19,0.043,0.008,1.01,0.009,41,29,30.08,4.68,250.44,8.70,619.67,
MAYO,2,20,0.033,0.008,1.04,0.013,38,52,27.62,2.82,260.20,11.44,620.38,
MAYO,2,21,0.028,0.008,1.10,0.017,55,37,26.05,2.60,225.02,13.65,620.91,
MAYO,2,22,0.028,0.008,1.08,0.014,63,46,24.38,2.66,226.48,15.36,621.59,
MAYO,2,23,0.026,0.008,1.05,0.013,80,49,22.90,2.17,254.41,17.93,622.17,
MAYO,3,0,0.027,0.008,1.06,0.014,71,43,21.84,2.47,252.71,20.01,622.38,
MAYO,3,1,0.036,0.008,1.05,0.009,80,40,21.88,2.63,239.37,19.31,622.15,
MAYO,3,2,0.028,0.009,1.04,0.010,55,46,20.15,1.31,266.24,21.45,622.07,
MAYO,3,3,0.026,0.008,1.04,0.010,56,37,19.14,0.95,253.25,23.15,621.96,
MAYO,3,4,0.024,0.008,1.04,0.012,44,38,18.71,1.56,235.77,24.66,621.95,
MAYO,3,5,0.021,0.008,1.05,0.016,40,35,18.41,1.26,196.23,25.73,622.02,
MAYO,3,6,0.014,0.008,1.09,0.019,60,38,17.55,0.90,183.90,27.63,622.24,
MAYO,3,7,0.008,0.010,1.23,0.023,64,56,16.61,1.36,103.06,29.87,622.65,
MAYO,3,8,0.009,0.011,1.30,0.022,98,58,17.62,1.50,98.75,27.44,623.21,
MAYO,3,9,0.015,0.011,1.23,0.021,128,50,20.09,1.95,90.69,24.78,623.46,
MAYO,3,10,0.033,0.051,1.15,0.017,94,38,23.86,1.29,151.65,20.25,623.48,
MAYO,3,11,0.054,0.139,1.21,0.018,97,58,26.11,1.43,168.68,15.87,623.30,
MAYO,3,12,0.071,0.051,1.17,0.012,116,57,27.20,1.66,194.51,14.68,622.97,
MAYO,3,13,0.065,0.013,1.07,0.009,100,30,29.25,2.10,217.75,12.12,622.33,
MAYO,3,14,0.050,0.008,1.02,0.007,50,8,30.68,2.43,241.61,9.66,621.43,
MAYO,3,15,0.055,0.008,1.01,0.007,37,6,31.45,2.96,252.20,9.05,620.65,
MAYO,3,16,0.061,0.008,1.01,0.007,41,7,32.12,2.38,226.43,9.02,620.04,
MAYO,3,17,0.063,0.009,1.05,0.009,37,10,32.14,2.30,125.68,9.29,619.45,
MAYO,3,18,0.065,0.010,1.03,0.009,38,24,31.88,1.54,214.48,9.56,619.23,
MAYO,3,19,0.062,0.009,1.02,0.009,38,30,30.58,1.83,260.58,10.28,619.46,
MAYO,3,20,0.033,0.008,1.15,0.024,39,35,29.25,1.60,287.10,11.99,619.80,
MAYO,3,21,0.021,0.009,1.17,0.028,76,57,27.54,1.92,226.85,13.91,620.40,
MAYO,3,22,0.035,0.009,1.07,0.012,99,52,25.94,2.91,238.94,22.76,621.03,
MAYO,3,23,0.029,0.009,1.09,0.013,61,48,24.44,1.76,180.55,25.71,621.61,
MAYO,4,0,0.026,0.009,1.09,0.014,70,53,23.88,1.19,198.49,24.17,622.18,
MAYO,4,1,0.013,0.010,1.13,0.024,64,41,22.64,0.90,170.76,26.97,622.17,
MAYO,4,2,0.007,0.010,1.12,0.025,88,57,21.52,0.83,217.56,29.08,622.04,
MAYO,4,3,0.020,0.009,1.05,0.015,75,41,20.86,1.52,215.96,26.82,621.79,
MAYO,4,4,0.020,0.008,1.03,0.013,64,36,19.18,1.90,282.39,28.59,621.91,
MAYO,4,5,0.017,0.009,1.03,0.015,48,35,18.13,1.99,272.58,31.43,622.24,
MAYO,4,6,0.010,0.009,1.06,0.022,58,47,17.74,1.40,267.49,31.34,622.74,
MAYO,4,7,0.015,0.009,1.11,0.019,73,45,18.18,0.74,214.37,32.98,623.29,
MAYO,4,8,0.013,0.009,1.16,0.021,72,42,19.33,2.06,260.98,32.92,623.80,
MAYO,4,9,0.032,0.009,1.08,0.011,108,34,21.72,2.69,278.64,31.45,624.02,
MAYO,4,10,0.046,0.009,1.08,0.011,85,38,24.52,1.50,219.46,25.19,623.96,
MAYO,4,11,0.055,0.009,1.11,0.011,89,46,26.16,1.71,172.67,22.89,623.87,
MAYO,4,12,0.062,0.009,1.06,0.008,80,38,27.09,2.01,279.20,21.94,623.60,
MAYO,4,13,0.063,0.009,1.06,0.008,73,38,27.93,2.72,266.93,20.92,623.19,
MAYO,4,14,0.061,0.009,1.05,0.007,63,21,29.61,2.80,271.34,17.85,622.48,
MAYO,4,15,0.063,0.009,1.03,0.007,55,20,30.28,2.42,260.46,15.22,621.83,
MAYO,4,16,0.058,0.008,1.03,0.007,64,23,31.10,2.48,256.88,14.20,621.33,
MAYO,4,17,0.061,0.008,1.01,0.007,53,17,31.15,2.11,246.98,13.23,620.83,
MAYO,4,18,0.061,0.008,1.01,0.007,43,25,30.53,2.08,282.71,14.02,620.71,
MAYO,4,19,0.054,0.008,1.07,0.011,41,37,30.00,1.88,234.34,14.84,621.06,
MAYO,4,20,0.043,0.008,1.13,0.017,44,35,29.14,1.05,257.78,16.13,621.33,
MAYO,4,21,0.037,0.009,1.11,0.017,60,51,27.61,2.11,194.76,21.13,621.85,
MAYO,4,22,0.040,0.009,1.09,0.014,87,55,26.97,2.45,214.10,22.21,622.51,
MAYO,4,23,0.037,0.016,1.07,0.013,67,47,25.81,2.29,180.68,23.41,623.07,
MAYO,5,0,0.038,0.011,1.07,0.013,66,57,25.28,2.40,106.88,25.75,623.58,
MAYO,5,1,0.041,0.009,1.04,0.012,86,36,24.30,1.66,164.14,28.61,623.70,
MAYO,5,2,0.034,0.012,1.06,0.011,57,38,23.73,1.05,225.34,27.64,623.66,
MAYO,5,3,0.032,0.010,1.05,0.011,58,48,22.90,1.60,218.24,29.71,623.29,
MAYO,5,4,0.035,0.009,1.04,0.009,64,42,22.18,1.29,274.09,32.52,623.20,
MAYO,5,5,0.021,0.009,1.04,0.016,58,43,20.60,1.54,274.35,36.12,623.29,
MAYO,5,6,0.031,0.008,1.07,0.012,56,44,19.90,1.34,249.07,38.40,623.50,
MAYO,5,7,0.024,0.008,1.10,0.017,66,56,19.23,1.13,290.18,41.35,623.93,
MAYO,5,8,0.024,0.009,1.14,0.018,82,56,20.38,1.56,228.42,40.87,624.36,
MAYO,5,9,0.037,0.009,1.11,0.011,96,43,23.12,1.38,264.57,35.51,624.65,
MAYO,5,10,0.047,0.009,1.10,0.011,89,52,25.10,1.83,262.51,31.57,624.70,
MAYO,5,11,0.060,0.008,1.09,0.009,98,56,27.04,2.75,273.54,28.31,624.48,
MAYO,5,12,0.062,0.008,1.06,0.008,76,41,28.94,2.74,253.56,21.15,623.92,
MAYO,5,13,0.069,0.008,1.06,0.008,80,32,30.35,2.52,226.82,17.41,623.45,
MAYO,5,14,0.075,0.014,1.08,0.009,72,24,31.62,2.25,184.47,15.20,622.77,
MAYO,5,15,0.071,0.011,1.08,0.009,67,24,32.50,2.26,172.84,13.93,622.10,
MAYO,5,16,0.068,0.008,1.03,0.007,64,23,32.25,2.34,255.21,13.84,621.45,
MAYO,5,17,0.066,0.008,1.05,0.009,49,21,32.50,2.34,204.86,13.81,621.12,
MAYO,5,18,0.067,0.008,1.06,0.011,48,28,31.85,2.07,188.90,15.09,620.98,
MAYO,5,19,0.061,0.008,1.09,0.012,57,63,31.34,2.75,203.23,15.65,621.15,
MAYO,5,20,0.048,0.008,1.10,0.017,61,46,30.31,2.51,212.69,16.48,621.56,
MAYO,5,21,0.043,0.008,1.12,0.016,63,52,28.55,3.31,179.88,21.79,622.23,
MAYO,5,22,0.040,0.008,1.08,0.012,75,62,25.63,4.07,129.07,31.66,623.22,
MAYO,5,23,0.041,0.008,1.08,0.011,58,51,25.19,3.61,110.38,29.42,624.08,
MAYO,6,0,0.040,0.008,1.05,0.011,55,43,24.19,4.06,90.15,34.86,624.47,
MAYO,6,1,0.047,0.009,1.02,0.009,103,47,23.45,5.27,77.65,36.21,624.62,
MAYO,6,2,0.050,0.008,1.02,0.008,99,30,22.79,4.08,92.06,36.11,624.31,
MAYO,6,3,0.041,0.009,1.02,0.011,46,33,21.66,2.47,98.00,39.62,623.95,
MAYO,6,4,0.037,0.009,1.04,0.012,53,30,20.95,1.81,144.66,41.86,623.78,
MAYO,6,5,0.035,0.009,1.05,0.013,43,32,20.49,1.28,130.31,42.95,623.79,
MAYO,6,6,0.023,0.009,1.05,0.019,52,29,19.38,0.66,210.25,45.81,623.83,
MAYO,6,7,0.011,0.009,1.10,0.025,46,34,18.34,0.64,281.35,49.21,624.00,
MAYO,6,8,0.013,0.010,1.18,0.028,50,31,20.26,1.35,129.40,43.35,624.45,
MAYO,6,9,0.030,0.012,1.14,0.020,97,46,21.99,2.34,93.18,39.15,624.80,
MAYO,6,10,0.041,0.010,1.13,0.016,77,33,24.82,1.96,124.72,34.05,624.82,
MAYO,6,11,0.056,0.010,1.07,0.011,65,32,27.63,1.59,198.11,28.60,624.69,
MAYO,6,12,0.064,0.010,1.06,0.010,64,29,29.36,1.97,167.03,21.98,624.23,
MAYO,6,13,0.074,0.014,1.11,0.011,56,24,31.06,2.04,166.62,18.86,623.63,
MAYO,6,14,0.073,0.014,1.07,0.010,53,20,32.70,2.33,205.32,13.92,622.88,
MAYO,6,15,0.082,0.032,1.08,0.009,52,12,33.54,2.50,206.50,12.97,622.03,
MAYO,6,16,0.084,0.022,1.08,0.010,60,22,34.41,2.16,206.33,11.81,621.19,
MAYO,6,17,0.075,0.010,1.05,0.009,52,19,34.34,2.44,206.11,10.06,620.78,
MAYO,6,18,0.072,0.008,1.03,0.008,43,33,33.97,1.79,215.24,10.18,620.50,
MAYO,6,19,0.056,0.008,1.04,0.012,40,37,31.82,3.76,258.98,12.65,620.73,
MAYO,6,20,0.047,0.008,1.05,0.012,108,46,30.10,2.74,151.36,15.96,621.58,
MAYO,6,21,0.050,0.010,1.08,0.012,114,47,29.01,2.47,145.19,19.32,622.44,
MAYO,6,22,0.047,0.014,1.08,0.013,62,52,26.89,4.84,81.21,26.34,623.07,
MAYO,6,23,0.045,0.009,1.06,0.012,84,47,25.05,5.68,87.02,31.75,623.68,
MAYO,7,0,0.044,0.009,1.04,0.010,127,38,24.53,4.85,84.60,32.56,624.02,
MAYO,7,1,0.041,0.008,1.03,0.010,48,27,23.65,3.69,83.66,33.68,623.97,
MAYO,7,2,0.037,0.008,1.02,0.010,38,28,22.69,3.05,90.49,35.06,623.88,
MAYO,7,3,0.037,0.008,1.01,0.010,43,21,22.14,2.74,97.56,36.34,623.86,
MAYO,7,4,0.035,0.008,1.01,0.010,39,21,21.26,2.35,98.65,38.59,623.67,
MAYO,7,5,0.033,0.008,1.01,0.011,36,19,20.62,2.24,98.09,40.07,623.62,
MAYO,7,6,0.031,0.008,1.02,0.012,30,23,19.93,2.15,117.03,42.03,623.80,
MAYO,7,7,0.024,0.009,1.06,0.016,32,23,19.74,1.68,148.37,42.67,624.09,
MAYO,7,8,0.024,0.010,1.10,0.016,42,19,20.81,1.98,109.18,39.96,624.58,
MAYO,7,9,0.029,0.010,1.09,0.015,48,23,22.88,1.76,94.00,36.16,624.80,
MAYO,7,10,0.045,0.010,1.06,0.011,54,25,25.25,1.51,188.63,32.03,624.70,
MAYO,7,11,0.058,0.010,1.08,0.010,53,32,27.30,1.88,163.50,30.43,624.30,
MAYO,7,12,0.068,0.010,1.07,0.009,64,29,29.44,1.73,216.45,27.39,623.73,
MAYO,7,13,0.068,0.009,1.06,0.008,61,30,30.81,2.52,234.84,24.95,623.26,
MAYO,7,14,0.066,0.009,1.05,0.008,67,28,32.10,2.92,264.58,21.07,622.42,
MAYO,7,15,0.068,0.008,1.04,0.007,65,19,32.94,3.02,224.17,19.35,621.49,
MAYO,7,16,0.070,0.008,1.04,0.008,57,22,32.80,3.23,218.10,18.91,620.90,
MAYO,7,17,0.049,0.008,1.02,0.008,76,75,26.88,7.39,204.24,26.18,621.31,
MAYO,7,18,0.050,0.008,1.00,0.007,408,53,25.93,5.25,271.52,28.35,622.04,
MAYO,7,19,0.038,0.008,1.13,0.017,135,16,26.48,1.81,179.29,28.41,621.26,
MAYO,7,20,0.018,0.008,1.30,0.026,32,31,25.99,1.89,171.63,30.78,621.53,
MAYO,7,21,0.039,0.008,1.09,0.012,57,41,24.73,4.75,87.38,32.80,622.46,
MAYO,7,22,0.040,0.015,1.10,0.013,140,53,23.47,4.71,80.11,35.95,623.18,
MAYO,7,23,0.045,0.010,1.03,0.009,81,38,22.24,5.52,88.03,37.40,623.56,
MAYO,8,0,0.042,0.016,1.01,0.011,63,24,21.69,4.85,71.19,39.07,624.25,
MAYO,8,1,0.038,0.023,1.01,0.011,33,20,21.37,3.03,86.83,42.38,624.23,
MAYO,8,2,0.039,0.011,1.01,0.008,43,24,20.38,3.55,95.74,52.21,623.80,
MAYO,8,3,0.034,0.010,1.01,0.008,33,22,19.46,3.31,111.52,58.82,623.57,
MAYO,8,4,0.032,0.009,1.01,0.008,26,25,18.67,3.40,103.68,63.47,623.44,
MAYO,8,5,0.030,0.008,1.02,0.010,38,24,18.14,2.72,88.30,63.16,623.53,
MAYO,8,6,0.024,0.008,1.03,0.012,40,25,17.85,3.56,73.44,59.95,623.90,
MAYO,8,7,0.022,0.009,1.08,0.015,28,27,17.74,3.71,82.64,60.07,624.16,
MAYO,8,8,0.023,0.008,1.10,0.015,43,25,18.83,4.19,87.79,59.89,624.53,
MAYO,8,9,0.026,0.008,1.12,0.014,47,21,20.66,3.82,99.65,52.75,624.78,
MAYO,8,10,0.033,0.008,1.12,0.015,49,24,23.04,2.82,113.17,42.73,624.65,
MAYO,8,11,0.047,0.008,1.06,0.011,59,17,25.91,2.09,149.04,33.25,624.35,
MAYO,8,12,0.057,0.009,1.06,0.009,40,18,28.12,2.29,171.97,29.25,623.80,
MAYO,8,13,0.060,0.008,1.04,0.008,46,34,29.91,2.62,244.95,25.20,623.11,
MAYO,8,14,0.062,0.008,1.04,0.008,46,26,31.25,3.64,271.24,21.15,622.19,
MAYO,8,15,0.056,0.008,1.06,0.009,62,33,29.91,6.42,202.58,23.82,621.98,
MAYO,8,16,0.046,0.008,1.04,0.010,175,50,27.40,9.45,166.21,27.65,621.80,
MAYO,8,17,0.043,0.008,1.04,0.011,499,31,27.35,6.72,167.17,26.49,621.60,
MAYO,8,18,0.043,0.008,1.08,0.012,49,10,28.35,4.78,136.83,24.46,621.16,
MAYO,8,19,0.039,0.008,1.10,0.014,43,30,26.97,4.06,139.94,27.52,621.27,
MAYO,8,20,0.031,0.008,1.14,0.017,33,35,26.40,2.79,141.92,29.06,621.51,
MAYO,8,21,0.030,0.015,1.12,0.016,39,41,25.31,4.67,83.36,31.28,622.31,
MAYO,8,22,0.035,0.009,1.05,0.011,81,50,22.74,6.56,86.29,37.04,623.08,
MAYO,8,23,0.036,0.008,1.02,0.010,125,33,21.74,6.07,87.39,38.87,623.42,
MAYO,9,0,0.035,0.008,1.01,0.010,46,20,21.28,5.29,94.06,40.44,623.77,
MAYO,9,1,0.032,0.008,1.00,0.010,32,18,20.71,3.93,90.89,42.88,623.91,
MAYO,9,2,0.027,0.008,1.01,0.012,27,23,19.94,3.61,94.46,45.34,623.73,
MAYO,9,3,0.023,0.008,1.01,0.013,28,14,19.03,3.56,101.55,47.49,623.44,
MAYO,9,4,0.018,0.008,1.01,0.015,24,16,18.17,3.01,96.52,49.94,623.28,
MAYO,9,5,0.016,0.008,1.02,0.017,29,22,17.51,2.56,97.82,52.28,623.43,
MAYO,9,6,0.014,0.008,1.03,0.017,29,19,17.02,2.50,108.15,53.50,623.63,
MAYO,9,7,0.011,0.008,1.12,0.020,29,23,17.02,2.41,104.97,53.34,624.11,
MAYO,9,8,0.012,0.009,1.15,0.020,44,20,18.30,2.77,95.82,48.96,624.68,
MAYO,9,9,0.018,0.009,1.14,0.018,62,22,21.08,2.08,104.68,42.62,625.13,
MAYO,9,10,0.038,0.009,1.09,0.014,57,28,24.49,1.45,117.13,34.63,624.97,
MAYO,9,11,0.049,0.009,1.06,0.009,56,36,26.53,2.18,185.36,28.59,624.64,
MAYO,9,12,0.048,0.008,1.02,0.007,53,25,27.95,2.98,261.94,22.50,624.15,
MAYO,9,13,0.051,0.008,1.02,0.007,34,10,29.21,2.73,243.44,20.61,623.47,
MAYO,9,14,0.053,0.008,1.02,0.008,29,10,30.09,3.76,256.42,18.99,622.86,
MAYO,9,15,0.054,0.008,1.02,0.007,49,7,31.15,3.50,252.66,17.18,622.05,
MAYO,9,16,0.055,0.008,1.03,0.008,47,8,31.95,3.26,229.45,15.39,621.23,
MAYO,9,17,0.056,0.008,1.02,0.008,38,10,31.99,3.77,233.42,13.86,620.77,
MAYO,9,18,0.052,0.008,1.02,0.009,39,25,31.25,3.63,242.41,13.35,620.70,
MAYO,9,19,0.047,0.008,1.04,0.011,42,21,30.20,2.92,238.86,13.70,620.86,
MAYO,9,20,0.034,0.008,1.11,0.017,40,34,28.84,3.16,161.24,21.29,621.29,
MAYO,9,21,0.034,0.008,1.12,0.016,57,39,27.77,2.26,174.74,21.59,621.95,
MAYO,9,22,0.039,0.008,1.08,0.013,44,41,26.41,2.81,196.71,22.34,622.51,
MAYO,9,23,0.037,0.008,1.07,0.010,71,58,25.04,2.90,219.82,28.92,622.96,
MAYO,10,0,0.035,0.008,1.06,0.010,71,55,23.83,2.90,234.27,31.86,623.40,
MAYO,10,1,0.037,0.008,1.03,0.008,58,53,23.33,3.96,244.01,33.65,623.34,
MAYO,10,2,0.032,0.008,1.03,0.008,61,40,22.20,3.33,242.61,36.92,623.19,
MAYO,10,3,0.030,0.008,1.03,0.008,55,35,20.58,2.83,252.20,40.37,623.03,
MAYO,10,4,0.030,0.008,1.03,0.008,51,34,19.99,2.97,251.35,41.87,623.03,
MAYO,10,5,0.028,0.008,1.02,0.008,46,29,19.72,2.61,236.84,42.09,623.12,
MAYO,10,6,0.023,0.008,1.04,0.011,42,26,18.83,1.63,257.83,43.33,623.41,
MAYO,10,7,0.011,0.008,1.07,0.018,44,34,18.03,1.55,284.46,46.65,623.69,
MAYO,10,8,0.013,0.008,1.13,0.019,57,32,19.83,1.63,267.11,42.19,624.19,
MAYO,10,9,0.033,0.008,1.08,0.010,69,35,22.95,2.43,250.12,34.18,624.32,
MAYO,10,10,0.038,0.008,1.07,0.009,55,39,25.25,2.94,245.76,27.37,624.20,
MAYO,10,11,0.041,0.008,1.04,0.008,43,21,26.86,3.27,261.82,23.30,623.95,
MAYO,10,12,0.047,0.008,1.02,0.007,43,20,28.53,3.63,279.68,20.24,623.37,
MAYO,10,13,0.039,0.008,1.02,0.007,46,9,29.91,4.12,271.37,17.11,622.67,
MAYO,10,14,0.040,0.007,1.04,0.008,58,6,30.30,4.23,253.28,16.34,621.98,
MAYO,10,15,0.039,0.007,1.01,0.007,42,5,31.26,4.40,268.14,14.99,621.23,
MAYO,10,16,0.038,0.007,1.01,0.007,51,4,31.69,4.49,250.24,14.09,620.56,
MAYO,10,17,0.040,0.008,1.02,0.008,38,10,31.40,4.40,247.30,14.08,620.12,
MAYO,10,18,0.042,0.008,1.01,0.008,37,16,30.57,4.21,268.65,14.41,620.01,
MAYO,10,19,0.043,0.007,1.01,0.008,39,23,30.47,4.16,249.70,14.41,620.14,
MAYO,10,20,0.041,0.008,1.02,0.010,44,26,28.87,3.71,251.73,16.27,620.51,
MAYO,10,21,0.037,0.008,1.06,0.012,49,43,26.90,3.21,248.58,18.91,620.97,
MAYO,10,22,0.033,0.008,1.05,0.012,58,38,25.37,3.21,262.26,20.63,621.50,
MAYO,10,23,0.030,0.008,1.06,0.012,61,41,23.89,1.66,243.54,23.63,622.20,
MAYO,11,0,0.032,0.008,1.03,0.009,55,36,23.59,3.80,242.82,30.44,622.31,
MAYO,11,1,0.034,0.008,1.02,0.008,52,36,22.67,3.99,267.31,30.03,622.16,
MAYO,11,2,0.033,0.008,1.01,0.007,50,28,22.02,4.29,272.28,29.23,622.11,
MAYO,11,3,0.029,0.008,1.01,0.008,38,23,20.32,3.35,254.92,33.54,622.02,
MAYO,11,4,0.028,0.007,1.01,0.009,49,20,19.54,2.64,249.81,34.46,621.85,
MAYO,11,5,0.029,0.008,1.01,0.009,35,26,19.01,1.98,254.86,35.94,622.09,
MAYO,11,6,0.028,0.008,1.16,0.011,38,28,18.45,1.48,231.76,38.61,622.40,
MAYO,11,7,0.011,0.008,1.13,0.021,44,33,18.37,0.91,222.25,38.38,622.82,
MAYO,11,8,0.015,0.009,1.26,0.025,63,27,21.02,0.97,174.85,33.01,623.20,
MAYO,11,9,0.032,0.008,1.06,0.013,89,34,22.64,1.76,257.71,29.00,623.52,
MAYO,11,10,0.046,0.008,1.03,0.008,46,26,23.74,3.26,258.48,23.15,623.64,
MAYO,11,11,0.054,0.008,1.02,0.007,34,15,25.34,3.31,276.56,20.49,623.61,
MAYO,11,12,0.058,0.008,1.02,0.007,31,12,26.65,2.74,250.19,16.77,623.20,
MAYO,11,13,0.061,0.008,1.04,0.008,34,9,28.06,3.18,245.08,14.33,622.49,
MAYO,11,14,0.062,0.008,1.05,0.009,35,12,29.25,3.73,226.40,14.27,621.79,
MAYO,11,15,0.065,0.008,1.04,0.008,49,7,30.55,3.59,236.48,12.04,621.04,
MAYO,11,16,0.064,0.008,1.02,0.008,49,7,31.51,3.59,239.89,8.75,620.33,
MAYO,11,17,0.067,0.008,1.03,0.008,41,9,31.82,4.22,246.72,7.16,619.88,
MAYO,11,18,0.068,0.008,1.03,0.008,41,14,31.33,4.64,246.42,8.40,619.69,
MAYO,11,19,0.069,0.008,1.04,0.010,40,23,30.38,4.06,237.82,10.57,619.90,
MAYO,11,20,0.055,0.008,1.07,0.013,49,39,28.52,3.49,226.60,13.06,620.35,
MAYO,11,21,0.043,0.008,1.07,0.014,62,37,26.93,2.87,229.04,14.85,620.79,
MAYO,11,22,0.043,0.008,1.05,0.014,58,39,25.41,2.76,252.07,16.95,621.17,
MAYO,11,23,0.040,0.008,1.05,0.012,66,46,24.39,2.47,245.97,18.96,621.44,
MAYO,12,0,0.034,0.008,1.05,0.012,69,49,23.01,2.69,270.67,21.58,621.81,
MAYO,12,1,0.031,0.008,1.05,0.012,78,56,21.94,1.86,257.94,24.42,621.93,
MAYO,12,2,0.042,0.008,1.04,0.009,78,44,21.66,2.88,254.95,29.04,621.81,
MAYO,12,3,0.036,0.008,1.02,0.009,64,38,19.88,1.43,278.09,34.01,621.56,
MAYO,12,4,0.034,0.008,1.04,0.010,46,40,19.16,1.37,281.67,34.75,621.51,
MAYO,12,5,0.015,0.008,1.06,0.021,68,43,17.89,0.89,246.96,36.22,621.65,
MAYO,12,6,0.007,0.008,1.12,0.025,55,47,17.72,0.85,224.85,35.50,621.92,
MAYO,12,7,0.007,0.009,1.28,0.028,78,53,18.37,1.07,192.71,34.18,622.38,
MAYO,12,8,0.022,0.009,1.14,0.020,126,49,21.27,0.90,262.54,25.17,622.91,
