DATOS HORARIOS 2020_CRUZ ROJA,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 (ppm),SO2 (ppm),CO (ppm),NO2 (ppm),PM10 (µg/m³),PM2.5 (µg/m³),TEMP (°C),WS (m/s),WD (°),HR (%)
OCT,25,14,0.050,0.014,1.13,0.0085,20,12,29.05,1.06,148.5,19.46
OCT,25,15,0.049,0.003,0.87,0.0061,10,12,30.1,1.19,122.36,14.06
OCT,25,16,0.052,0.010,1.20,0.0057,12,7,30.75,1.09,126.64,12.46
OCT,25,17,0.051,0.006,0.91,0.0073,30,7,31.06,1.21,126.38,10.72
OCT,25,18,0.056,0.003,0.96,0.0131,33,5,29.8,2.27,119.76,15.84
OCT,25,19,0.041,0.009,1.17,0.0252,54,12,27.96,1.27,102.33,19.48
OCT,25,20,0.036,0.013,1.11,0.0183,64,29,26.24,2.15,66.17,20.32
OCT,25,21,0.033,0.002,0.82,0.0091,34,36,24.01,2.61,62.86,21.38
OCT,25,22,0.029,0.026,0.85,0.0122,19,3,22.72,3.09,78.19,25.22
OCT,25,23,0.025,0.155,0.84,0.0171,33,6,21.94,3.8,83.44,28.06
OCT,26,0,0.012,0.059,1.03,0.0249,42,16,19.99,2.51,104.52,31.14
OCT,26,1,0.016,0.051,0.90,0.021,45,19,19.24,3.08,83.05,31.36
OCT,26,2,0.013,0.027,0.97,0.0213,45,22,17.7,1.57,101.05,35.73
OCT,26,3,0.015,0.029,0.95,0.0202,44,14,17.13,1.53,101.74,39.03
OCT,26,4,0.013,0.021,0.90,0.0204,40,16,16.25,0.74,131.53,43.77
OCT,26,5,0.012,0.022,0.90,0.0202,30,13,15.54,0.78,112.94,45.48
OCT,26,6,0.009,0.031,0.96,0.0222,47,12,14.27,0.65,103.77,48.58
OCT,26,7,0.009,0.049,1.01,0.0238,64,22,13.8,0.98,85.55,51.2
OCT,26,8,0.016,0.060,1.04,0.019,51,22,14.36,1.68,80.86,49.57
OCT,26,9,0.019,0.076,1.07,0.0177,47,27,16.69,2.93,103.88,44.02
OCT,26,10,0.028,0.007,1.01,0.0149,47,30,19.36,2.37,110.89,41.38
OCT,26,11,0.043,0.013,1.04,0.0153,30,12,22.35,1.64,139.03,37.37
OCT,26,12,0.058,0.037,1.20,0.0166,46,18,25.08,1.35,160.69,32.73
OCT,26,13,0.079,0.087,2.03,0.0183,56,24,26.56,1.41,238.27,26.2
OCT,26,14,0.082,0.065,1.55,0.0179,49,35,28.23,1.8,214.72,20.76
OCT,26,15,0.085,0.038,1.30,0.0151,45,23,29.52,0.88,170.1,15.83
OCT,26,16,0.077,0.019,1.17,0.0144,41,26,30.55,0.8,231.39,11.66
OCT,26,17,0.050,0.004,0.97,0.0145,33,20,30.49,1.72,145.39,4.33
OCT,26,18,0.036,0.003,1.40,0.0294,40,8,29.6,1.89,170.52,4.14
OCT,26,19,0.011,0.003,2.74,0.0501,69,9,27.48,1.34,216.2,8.63
OCT,26,20,0.008,0.003,2.39,0.0482,78,23,24.68,0.72,261.38,14.77
OCT,26,21,0.007,0.003,2.02,0.0432,81,19,22.58,0.77,280.68,18.77
OCT,26,22,0.008,0.007,2.08,0.0391,81,20,21.2,0.98,202.89,23.81
OCT,26,23,0.016,0.004,1.31,0.0357,105,21,20.38,1.76,136.13,28.8
OCT,27,0,0.015,0.021,1.16,0.032,80,32,19.89,0.55,94.26,33.69
OCT,27,1,0.012,0.023,1.25,0.0331,67,25,19.51,0.84,135.85,29.25
OCT,27,2,0.008,0.009,1.07,0.0317,63,23,17.43,0.46,251.49,33.78
OCT,27,3,0.007,0.004,1.01,0.0303,44,16,17.46,0.45,183.67,33.61
OCT,27,4,0.007,0.005,1.10,0.0297,44,15,16.82,0.46,149.84,37.94
OCT,27,5,0.008,0.011,1.11,0.0293,61,17,15.54,0.45,104.35,42.75
OCT,27,6,0.009,0.021,1.05,0.0264,57,20,15.48,0.59,97,40.82
OCT,27,7,0.012,0.026,1.29,0.027,57,19,15.5,0.7,91.78,40.88
OCT,27,8,0.013,0.019,1.40,0.0244,61,15,16.13,1.3,104.77,39.56
OCT,27,9,0.019,0.019,1.23,0.0208,50,19,18.7,1.87,107,42.77
OCT,27,10,0.034,0.014,1.16,0.0185,63,17,21.02,1.23,171.55,53.45
OCT,27,11,0.046,0.008,1.12,0.0164,63,30,23.37,1.24,184.63,51.71
OCT,27,12,0.059,0.005,1.03,0.0122,42,24,25.35,1.34,195.35,45.37
OCT,27,13,0.058,0.003,1.03,0.0111,29,18,27.17,1.32,215.47,35.69
OCT,27,14,0.062,0.002,0.97,0.0093,31,9,28.25,1.3,214.96,28.81
OCT,27,15,0.062,0.002,1.05,0.0123,23,15,29.21,1.26,243.53,23.4
OCT,27,16,0.064,0.002,0.95,0.0101,30,13,29.34,1.66,269.52,23.06
OCT,27,17,0.057,0.002,1.02,0.0131,31,15,29.57,1.4,257.49,21.59
OCT,27,18,0.047,0.002,1.23,0.022,35,19,28.97,2.36,250.91,23.28
OCT,27,19,0.021,0.003,2.50,0.042,56,20,27.23,1.62,256.96,30.22
OCT,27,20,0.016,0.003,1.69,0.0379,77,22,25.48,1.58,219.69,34.28
OCT,27,21,0.027,0.002,1.35,0.0257,71,22,24.08,1.79,208.64,38.96
OCT,27,22,0.033,0.002,1.06,0.0167,57,18,22.35,1.87,237.72,47.9
OCT,27,23,0.030,0.002,1.01,0.0159,35,16,21.3,1.86,264.01,54.23
OCT,28,0,0.029,0.003,1.00,0.0164,39,15,20.89,1.52,259.73,54.95
OCT,28,1,0.016,0.003,0.98,0.0256,45,19,19.1,1.32,295.72,58.79
OCT,28,2,0.011,0.004,1.00,0.0313,48,15,17.86,1.27,303.7,60.29
OCT,28,3,0.011,0.004,0.97,0.0295,40,22,17.4,0.9,294.38,62.89
OCT,28,4,0.010,0.003,0.97,0.0283,40,17,16.65,0.83,308.46,64.85
OCT,28,5,0.013,0.004,0.94,0.0254,35,20,16.63,0.73,271.14,67.84
OCT,28,6,0.010,0.004,1.07,0.0265,36,19,16.21,0.55,266.46,68.88
OCT,28,7,0.011,0.004,1.28,0.0277,48,14,16.46,0.46,241.42,72.59
OCT,28,8,0.010,0.007,1.90,0.0276,58,24,16.46,0.58,206.01,65.94
OCT,28,9,0.015,0.004,1.56,0.0248,63,30,18.99,1.06,235.66,68.39
OCT,28,10,0.029,0.003,1.11,0.0145,43,29,20.68,2.29,263.85,65.29
OCT,28,11,0.041,0.003,1.13,0.0138,33,21,22.73,2.49,259.34,57.77
OCT,28,12,0.046,0.002,1.12,0.0128,35,17,24.26,2.23,250.21,49.95
OCT,28,13,0.048,0.002,1.05,0.0112,23,10,25.85,2.26,254.23,42.74
OCT,28,14,0.047,0.002,1.12,0.013,31,13,26.6,2.99,229.1,39.39
OCT,28,15,0.046,0.002,1.09,0.0115,26,16,27.48,2.25,228.87,36.19
OCT,28,16,0.049,0.002,1.04,0.0114,29,13,28.38,1.5,256.37,30.93
OCT,28,17,0.048,0.002,1.09,0.0133,25,14,28.74,1.88,247.31,28.57
OCT,28,18,0.042,0.002,1.25,0.0198,38,19,28.18,2.73,247.93,30.72
OCT,28,19,0.025,0.002,1.68,0.0311,51,14,26.72,1.77,250.99,32.48
OCT,28,20,0.015,0.002,1.70,0.0342,62,21,25.25,1.52,246.24,36.14
OCT,28,21,0.018,0.003,1.35,0.0296,60,20,23.88,0.79,205.9,39.12
OCT,28,22,0.021,0.003,1.31,0.0268,63,19,23.2,1.21,193.24,41.86
OCT,28,23,0.027,0.002,1.04,0.0155,45,8,21.34,1.67,243.27,51.79
OCT,29,0,0.019,0.002,1.06,0.0184,35,14,20.27,0.45,278.58,55.02
OCT,29,1,0.008,0.002,1.01,0.0292,32,9,18.77,0.66,303.72,54.87
OCT,29,2,0.008,0.003,1.09,0.0296,49,13,18.52,0.46,239.21,56.06
OCT,29,3,0.008,0.003,1.08,0.027,50,22,18.12,0.45,253.46,58.53
OCT,29,4,0.011,0.003,1.01,0.0237,45,15,17.84,0.45,249.83,64.19
OCT,29,5,0.008,0.004,1.06,0.0244,38,14,16.42,0.45,306.14,63.27
OCT,29,6,0.009,0.004,1.07,0.0242,42,20,15.93,0.45,150.61,64.73
OCT,29,7,0.015,0.004,1.19,0.0251,52,19,15.53,0.45,119.65,69.84
OCT,29,8,0.012,0.004,1.55,0.0282,69,25,16.76,0.52,124.37,66.23
OCT,29,9,0.016,0.011,1.45,0.029,71,32,18.4,1.12,104.57,63.12
OCT,29,10,0.027,0.006,1.24,0.022,58,32,20.8,0.79,180.08,60.21
OCT,29,11,0.042,0.004,1.19,0.0207,53,34,23.7,0.76,243.2,47.93
OCT,29,12,0.075,0.006,1.03,0.0138,40,23,26.01,0.99,126.11,40.5
OCT,29,13,0.086,0.015,1.02,0.0132,42,20,27.5,0.93,174.93,36.22
OCT,29,14,0.064,0.005,0.97,0.0089,33,24,28.85,1.03,141.42,27.84
OCT,29,15,0.063,0.006,0.94,0.0096,24,15,29.53,1.27,125.93,24.48
OCT,29,16,0.063,0.003,0.99,0.0116,30,15,30.19,1.04,162.54,23.61
OCT,29,17,0.064,0.003,0.93,0.0096,35,11,29.92,1.91,84.78,23.84
OCT,29,18,0.055,0.004,0.93,0.0101,46,14,28.54,3.05,59.68,26.5
OCT,29,19,0.045,0.003,0.99,0.0143,56,11,26.86,3.26,56.63,29.39
OCT,29,20,0.049,0.002,0.90,0.0089,51,15,25.06,4.49,53.4,38.96
OCT,29,21,0.047,0.002,0.89,0.0079,42,10,23.44,5.05,47.85,45.78
OCT,29,22,0.049,0.003,0.87,0.0063,46,14,21.88,5.01,57.8,50.31
OCT,29,23,0.040,0.025,0.87,0.0087,36,10,19.56,5.05,88.08,58.3
OCT,30,0,0.038,0.019,0.85,0.0086,37,14,17.9,3.89,76.63,63.2
OCT,30,1,0.040,0.022,0.85,0.0074,28,9,16.87,3.21,75.89,65.77
OCT,30,2,0.041,0.020,0.85,0.006,25,9,16.39,3.93,76.48,65.89
OCT,30,3,0.039,0.002,0.87,0.0057,16,8,16.38,3.42,66.38,65.87
OCT,30,4,0.039,0.004,0.89,0.0054,9,4,16.37,3.2,63.16,65.35
OCT,30,5,0.039,0.005,0.85,0.0057,14,3,15.81,2.67,72.35,65.79
OCT,30,6,0.039,0.004,0.85,0.0055,11,4,15.76,1.4,50.81,65.16
OCT,30,7,0.037,0.003,0.88,0.0082,10,5,15.66,1.14,55.34,65.59
OCT,30,8,0.030,0.004,0.99,0.013,10,4,15.93,1.13,71.82,64.32
OCT,30,9,0.041,0.004,0.90,0.0074,11,5,17.33,2.05,67.48,59.61
OCT,30,10,0.048,0.008,0.88,0.0062,19,8,18.45,3.59,72.82,55.46
OCT,30,11,0.051,0.004,0.88,0.0056,18,12,19.69,3.94,71.24,51.13
OCT,30,12,0.055,0.004,1.06,0.0066,22,10,21.37,4.47,58.26,46.1
OCT,30,13,0.060,0.006,0.91,0.0061,25,8,23.37,4.17,67.66,40.62
OCT,30,14,0.061,0.004,0.89,0.006,25,8,24.81,4.26,64.46,36.32
OCT,30,15,0.062,0.005,0.90,0.0063,25,14,26.07,3.83,59.9,32.81
OCT,30,16,0.061,0.003,0.93,0.0063,34,11,27,3.39,78.32,29.64
OCT,30,17,0.059,0.003,0.97,0.0073,29,8,27.35,3.22,75.32,28.1
OCT,30,18,0.050,0.003,0.98,0.0093,69,6,26.13,3.8,78.29,30.07
OCT,30,19,0.042,0.003,0.96,0.0109,41,6,24.04,3.49,52.23,33.5
OCT,30,20,0.041,0.002,0.90,0.0081,35,8,22.12,3.85,54.98,35.76
OCT,30,21,0.039,0.002,0.86,0.0078,29,7,20.41,3.48,55.09,36.51
OCT,30,22,0.039,0.002,0.86,0.0072,25,5,19.34,3.84,48.58,39.21
OCT,30,23,0.039,0.002,0.84,0.0071,18,4,18.07,3.94,51.04,41.15
OCT,31,0,0.040,0.002,0.84,0.0064,15,5,17.18,2.96,53.93,42.51
OCT,31,1,0.032,0.008,0.88,0.0103,11,4,16.35,0.68,88.08,46.43
OCT,31,2,0.034,0.012,0.86,0.0098,20,4,16.02,1.6,81.78,45.9
OCT,31,3,0.037,0.017,0.84,0.0087,18,6,15.24,1.53,85.52,45.74
OCT,31,4,0.033,0.014,0.82,0.0097,19,6,14.29,1.44,94.44,46.68
OCT,31,5,0.033,0.017,0.82,0.0095,14,6,13.72,1.24,94.3,48.15
OCT,31,6,0.031,0.009,0.83,0.0102,13,9,12.9,1.42,94.63,51.7
OCT,31,7,0.026,0.013,0.89,0.0144,19,7,12.55,1.26,96.68,54.09
OCT,31,8,0.027,0.016,0.94,0.014,19,5,13.21,1.17,86.95,53.34
OCT,31,9,0.035,0.018,1.00,0.0184,32,14,15.52,0.91,104.64,47.51
OCT,31,10,0.049,0.010,1.22,0.0236,68,20,18.08,0.58,235.75,41.43
OCT,31,11,0.044,0.014,0.98,0.0126,51,32,21.36,1.9,92.31,32.34
OCT,31,12,0.051,0.019,0.98,0.0122,33,9,23.15,1.91,95.76,32.47
OCT,31,13,0.058,0.026,1.13,0.0159,33,13,25.07,1.7,192.51,35.25
OCT,31,14,0.065,0.026,1.15,0.0147,44,24,26.08,1.63,186.77,35.42
OCT,31,15,0.062,0.014,1.19,0.0154,39,23,27.52,1.69,182.83,32.16
OCT,31,16,0.061,0.019,1.15,0.0153,41,18,28.31,1.92,156.89,29.5
OCT,31,17,0.062,0.015,1.25,0.0168,44,17,28.93,1.5,214.03,27.88
OCT,31,18,0.063,0.012,1.23,0.0202,56,29,28.27,1.73,270.46,29.49
OCT,31,19,0.038,0.011,1.77,0.0381,50,21,26.56,1.13,284.83,33.15
OCT,31,20,0.027,0.009,1.42,0.0301,75,21,24.95,1.88,162.4,34.35
OCT,31,21,0.034,0.008,0.89,0.0077,33,23,23.9,2.21,66.61,32.78
OCT,31,22,0.034,0.007,0.88,0.0071,27,6,22.46,2.52,64.91,35.51
OCT,31,23,0.033,0.016,0.86,0.0085,24,3,20.84,3.21,76.79,36.57
