DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2023,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
SEP,17,9,0.024,0.023,0.01,0.793,17,0.005
SEP,17,10,0.028,0.023,0.01,0.845,28,0.005
SEP,17,11,0.031,0.024,0.01,0.856,32,0.003
SEP,17,12,0.034,0.025,0.01,0.868,28,0.003
SEP,17,13,0.043,0.028,0.01,0.873,30,0.003
SEP,17,14,0.046,0.031,0.01,0.869,33,0.003
SEP,17,15,0.047,0.035,0.01,0.864,36,0.003
SEP,17,16,0.049,0.038,0.01,0.85,42,0.003
SEP,17,17,0.047,0.041,0.009,0.818,44,0.003
SEP,17,18,0.04,0.042,0.009,0.789,63,0.004
SEP,17,19,0.035,0.043,0.009,0.791,65,0.005
SEP,17,20,0.03,0.042,0.009,0.821,47,0.008
SEP,17,21,0.02,0.039,0.009,0.884,40,0.011
SEP,17,22,0.02,0.036,0.009,0.914,39,0.008
SEP,17,23,0.018,0.032,0.009,0.931,35,0.007
SEP,18,0,0.023,0.029,0.009,0.944,31,0.005
SEP,18,1,0.024,0.026,0.009,0.949,25,0.005
SEP,18,2,0.024,0.024,0.009,0.935,26,0.003
SEP,18,3,0.023,0.023,0.009,0.939,25,0.004
SEP,18,4,0.019,0.021,0.009,0.913,43,0.005
SEP,18,5,0.013,0.021,0.009,0.844,39,0.005
