DATOS HORARIOS 2020_DIF,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m3],PM2.5 [µg/m3],TEMP (°C),WS (m/s),WD (°),HR (%)
NOV,25,16,0.0586,0.0148,0.236,0.007,46,34,29.1,1.6,204.43,21.20
NOV,25,17,0.0574,0.0088,0.181,0.0055,47,20,28.9,1.5,225.66,20.03
NOV,25,18,0.0498,0.0081,0.23,0.0075,46,9,27.7,1.4,265.15,20.96
NOV,25,19,0.0133,0.0079,1.142,0.0343,88,20,24.7,0.9,269.72,25.44
NOV,25,20,0.0041,0.0082,1.622,0.0439,147,36,22.5,1.1,263.18,29.37
NOV,25,21,0.0056,0.0097,2.173,0.0392,157,55,21,1.1,267.80,33.06
NOV,25,22,0.0046,0.0096,1.398,0.0372,197,90,19.9,1.2,217.48,33.31
NOV,25,23,0.0119,0.0156,0.626,0.029,113,66,19.7,1.8,130.32,33.99
NOV,26,0,0.0082,0.02,0.725,0.0322,109,35,18.7,1.1,151.84,36.06
NOV,26,1,0.0106,0.0127,0.34,0.0227,99,51,18.8,1.6,67.69,36.12
NOV,26,2,0.0097,0.0109,0.222,0.0243,51,24,17.6,1.9,87.05,38.51
NOV,26,3,0.0125,0.0249,0.245,0.0256,53,22,16.4,1.5,97.76,42.99
NOV,26,4,0.0078,0.0594,0.186,0.0215,72,37,16.3,1.9,97.45,44.76
NOV,26,5,0.0044,0.0374,0.248,0.0263,85,44,15.3,1.5,90.70,48.63
NOV,26,6,0.0101,0.0054,0.269,0.0264,63,51,14.4,1.5,86.98,51.71
NOV,26,7,0.0108,0.0051,0.519,0.0258,62,27,14,1.7,99.06,53.02
NOV,26,8,0.02,0.0145,0.714,0.0252,99,42,13.5,1.6,83.23,54.65
NOV,26,9,0.0192,0.0212,0.847,0.0262,152,65,15.2,2.2,92.63,52.36
NOV,26,10,0.0114,0.0154,0.603,0.0237,104,76,18.7,3.2,103.54,41.62
NOV,26,11,0.0224,0.0051,0.521,0.0201,89,29,21.6,3,101.83,34.40
NOV,26,12,0.0405,0.0038,0.336,0.0111,57,24,24.5,2.1,125.86,30.03
NOV,26,13,0.0508,0.0064,0.266,0.0087,57,20,26.6,1.7,148.87,26.38
NOV,26,14,0.0589,0.0062,0.178,0.0063,42,24,28.2,1.6,199.28,24.07
NOV,26,15,0.0654,0.0074,0.185,0.0063,45,26,29.7,1.6,248.06,21.98
NOV,26,16,0.063,0.0047,0.172,0.0058,51,22,29.6,2.4,229.31,20.43
NOV,26,17,0.0604,0.0053,NA,0.0057,49,12,29.6,2.1,279.38,19.38
NOV,26,18,0.0531,0.007,0.238,0.009,58,17,28,2.2,298.42,20.24
NOV,26,19,0.0142,0.009,1.549,0.0409,100,30,25.4,1.2,261.37,24.59
NOV,26,20,0.0047,0.0075,2.223,0.0489,147,44,23.3,1,265.37,28.60
NOV,26,21,0.0104,0.0062,1.634,0.0373,186,76,21.7,1.5,254.49,31.06
NOV,26,22,0.0247,0.0041,0.462,0.0212,113,62,20.8,1.8,237.94,32.33
NOV,26,23,0.0261,0.0028,0.295,0.0144,69,38,19.9,1.7,263.49,36.59
NOV,27,0,0.0129,0.0018,0.658,0.0251,76,30,19,0.8,171.69,37.51
NOV,27,1,0.003,0.0018,0.787,0.0309,89,31,18.3,1,172.08,42.28
NOV,27,2,0.0019,0.0026,0.484,0.0273,93,51,16.7,1.2,269.84,47.00
NOV,27,3,0.0027,0.0067,0.476,0.0299,83,41,15.7,1.2,268.38,47.03
NOV,27,4,0.0039,0.0077,0.304,0.0308,78,52,14.9,0.8,247.63,47.62
NOV,27,5,0.0034,0.0054,0.311,0.0292,72,45,14.8,0.8,194.58,50.23
NOV,27,6,0.0047,0.0065,0.403,0.0277,82,44,14.6,1.2,151.92,54.89
NOV,27,7,0.0034,0.005,0.552,0.0267,75,41,13.5,1.1,148.47,61.57
NOV,27,8,0.0107,0.0075,1.106,0.0277,119,43,13.7,1.5,96.16,55.41
NOV,27,9,0.0112,0.0561,0.92,0.0288,138,66,16.3,1.9,107.70,46.02
NOV,27,10,0.0283,0.03,0.571,0.0213,140,82,20.6,1.2,140.56,38.88
NOV,27,11,0.0407,0.0147,0.551,0.0181,87,46,23.7,1.2,199.63,35.21
NOV,27,12,0.0537,0.011,0.366,0.0107,60,38,25.4,1.4,212.77,31.04
NOV,27,13,0.0643,0.029,0.966,0.0095,36,29,27.3,1.6,164.59,25.26
NOV,27,14,0.0734,0.0387,0.893,0.0107,36,20,28.7,1.9,149.08,22.54
NOV,27,15,0.0669,0.0156,0.437,0.0083,59,35,29.3,1.9,198.30,20.43
NOV,27,16,0.0548,0.0101,0.269,0.008,42,30,30,1.8,177.65,16.68
NOV,27,17,0.0513,0.0124,0.305,0.0093,44,19,29.8,1.5,146.61,15.56
NOV,27,18,0.0461,0.0075,0.361,0.0132,50,21,28.5,1.3,217.41,16.30
NOV,27,19,0.0139,0.0079,1.381,0.0394,95,22,26.1,1.4,225.29,19.74
NOV,27,20,0.0057,0.0088,0.909,0.0449,127,33,23.2,1.4,256.64,25.35
NOV,27,21,0.0035,0.0054,1.427,0.0448,105,41,21.9,1.1,310.79,28.43
NOV,27,22,0.0042,0.0063,2.221,0.0407,132,40,20.8,0.8,205.20,30.60
NOV,27,23,0.0041,0.0055,1.806,0.0374,174,53,19.6,1.4,159.69,32.48
NOV,28,0,0.0036,0.009,0.898,0.0357,165,64,19.3,1.5,194.69,32.10
NOV,28,1,0.003,0.0076,0.964,0.0343,142,57,18.4,1.1,140.84,35.27
NOV,28,2,0.002,0.0053,0.825,0.0295,130,50,16.5,0.9,274.25,40.26
NOV,28,3,0.0018,0.0033,0.6,0.029,100,54,15.6,1.2,223.38,40.70
NOV,28,4,0.0032,0.009,0.585,0.0294,85,42,15.3,0.7,179.39,41.13
NOV,28,5,0.0033,0.0104,0.464,0.0288,99,47,14.7,1.4,111.27,42.40
NOV,28,6,0.0011,0.0089,0.462,0.0302,114,49,14.2,1,121.78,42.13
NOV,28,7,0.0023,0.016,0.722,0.0283,104,56,14,1.2,100.33,42.99
NOV,28,8,0.0035,0.0275,0.693,0.0253,118,46,13.6,2,105.41,44.31
NOV,28,9,0.0053,0.052,0.832,0.0283,139,42,14.9,2.2,101.81,43.11
NOV,28,10,0.0146,0.0435,0.725,0.0265,160,66,18.2,2.1,110.75,40.26
NOV,28,11,0.0306,0.0198,0.552,0.0208,132,49,22.1,1.6,106.18,34.64
NOV,28,12,0.0506,0.0081,0.261,0.0107,72,39,24.8,1.5,204.54,30.99
NOV,28,13,0.0599,0.0064,0.254,0.0086,50,29,26.3,1.9,221.74,27.83
NOV,28,14,0.0605,0.0051,NA,0.0066,30,29,28.2,2.1,240.92,23.24
NOV,28,15,0.0584,0.0051,0.252,0.0062,34,20,29.2,2,214.51,20.09
NOV,28,16,0.0623,0.0052,0.201,0.0059,38,17,29.6,2.2,250.23,18.99
NOV,28,17,0.0586,0.0038,0.229,0.0072,57,22,28.7,2.5,234.67,18.75
NOV,28,18,0.0493,0.0039,0.373,0.0108,54,11,27.8,1.8,246.04,19.24
NOV,28,19,0.0213,0.0045,1.021,0.0318,79,18,25.6,1.4,219.72,23.61
NOV,28,20,0.005,0.0053,2.053,0.0477,126,37,23.9,1.1,209.32,27.71
NOV,28,21,0.0178,0.0046,0.915,0.0331,124,46,22.3,1.3,242.65,30.46
NOV,28,22,0.0217,0.0044,0.68,0.0258,87,31,21.1,1.7,247.46,31.56
NOV,28,23,0.0307,0.0036,0.294,0.0124,76,36,20.2,2.2,269.33,34.63
NOV,29,0,0.019,0.0036,0.438,0.0192,75,40,18.8,1.3,255.38,37.51
NOV,29,1,0.004,0.0036,0.651,0.0306,87,34,17.4,0.9,232.23,41.48
NOV,29,2,0.0146,0.0035,0.442,0.0211,83,44,17.2,1.1,211.00,46.92
NOV,29,3,0.0208,0.0036,0.271,0.0148,50,66,17,1.5,132.43,49.94
NOV,29,4,0.0103,0.0057,0.399,0.0212,74,77,15.1,1.3,101.59,48.16
NOV,29,5,0.0084,0.006,0.439,0.0225,80,60,15,1,140.83,48.21
NOV,29,6,0.0035,0.0039,0.563,0.0242,81,50,14.2,0.6,180.98,52.14
NOV,29,7,0.0021,0.005,0.444,0.0219,88,47,13.1,0.7,238.96,57.83
NOV,29,8,0.0054,0.009,0.703,0.0231,112,52,13.6,1.5,93.28,54.42
NOV,29,9,0.0118,0.0197,0.63,0.0225,136,60,15,2.4,95.43,49.60
NOV,29,10,0.0259,0.0076,0.577,0.0179,90,59,18.6,2.2,90.17,49.29
NOV,29,11,0.0396,0.0148,0.359,0.0116,77,40,22,1.4,113.41,44.13
NOV,29,12,0.0483,0.0083,0.313,0.0094,60,38,24.1,1.5,191.17,37.53
NOV,29,13,0.0492,0.0033,NA,0.0051,35,38,25.5,2.4,255.91,33.19
NOV,29,14,0.0489,0.0022,NA,0.0054,23,23,27.2,2.8,255.38,28.56
NOV,29,15,0.0496,NA,0.237,0.0056,31,17,28.2,3.3,248.76,25.00
NOV,29,16,0.0512,NA,NA,0.0046,40,17,28.7,3.7,266.40,20.42
NOV,29,17,0.0532,NA,NA,0.0048,43,7,28.4,3.1,262.14,21.64
NOV,29,18,0.0492,NA,0.195,0.0067,41,24,27.3,3.4,244.53,21.84
NOV,29,19,0.0388,NA,0.329,0.0127,72,35,24.8,2.5,235.28,24.58
NOV,29,20,0.0433,NA,0.204,0.0097,64,33,23.4,3,251.47,26.99
NOV,29,21,0.0361,NA,0.243,0.0114,46,20,21.8,2.1,247.47,31.37
NOV,29,22,0.0291,NA,0.343,0.0135,61,23,20.4,1.6,237.24,35.31
NOV,29,23,0.019,NA,0.562,0.0195,60,20,19.6,1.1,196.68,40.37
NOV,30,0,0.0168,NA,0.442,0.0193,64,33,18.7,1.6,174.29,44.92
NOV,30,1,0.0158,0.0011,0.198,0.0143,72,28,17,3.4,91.44,55.47
NOV,30,2,0.0197,NA,NA,0.0077,52,26,16.6,3.4,86.87,67.62
NOV,30,3,0.0174,NA,NA,0.0063,31,39,15.5,3.2,89.61,71.61
NOV,30,4,0.0176,NA,NA,0.0067,25,23,15.1,3.2,81.68,74.70
NOV,30,5,0.0181,NA,NA,0.0067,29,21,14.7,3,80.68,75.76
NOV,30,6,0.0172,NA,NA,0.0069,25,19,14.2,2.7,81.99,78.24
NOV,30,7,0.0105,NA,NA,0.0114,28,20,13.7,2.5,81.74,80.62
NOV,30,8,0.008,NA,0.373,0.0136,45,15,13.7,2.6,80.72,80.89
NOV,30,9,0.0139,0.0053,0.385,0.0108,43,17,15.9,3.3,84.19,71.87
NOV,30,10,0.0191,0.0065,0.291,0.0091,57,17,18,4.9,87.55,64.17
NOV,30,11,0.0233,0.0076,0.358,0.01,59,14,19.8,4.7,93.89,57.38
NOV,30,12,0.0312,0.0088,0.401,0.0111,56,21,21.3,3.8,102.57,52.15
NOV,30,13,0.0383,0.0091,0.342,0.0097,44,24,22.8,3,101.67,45.48
NOV,30,14,0.0438,0.0083,0.267,0.0092,56,28,23.8,2.4,100.75,40.47
NOV,30,15,0.0494,0.0076,NA,0.0057,33,26,24.7,1.6,231.96,37.65
NOV,30,16,0.0516,0.0071,NA,0.0066,31,25,25.5,1.7,200.54,35.18
NOV,30,17,0.0516,0.0079,NA,0.0056,40,22,25.5,1.7,215.86,32.27
NOV,30,18,0.042,0.0077,0.392,0.0124,52,22,24.6,2,185.77,33.09
NOV,30,19,0.0257,0.0072,0.511,0.015,97,21,21.8,3.7,80.69,38.95
NOV,30,20,0.0197,0.0069,0.356,0.0119,95,17,18.7,4.2,77.89,44.88
NOV,30,21,0.0196,0.0059,0.194,0.0092,71,6,15.6,4.8,84.89,51.45
NOV,30,22,0.0215,0.0059,NA,0.0065,50,18,13.6,5.4,80.11,56.36
NOV,30,23,0.0228,0.0074,NA,0.0051,38,9,12.2,5,80.42,59.61
