DATOS HORARIOS 2020_DIF,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 (ppm),SO2 (ppm),CO (ppm),NO2 (ppm),PM10 (µg/m³),PM2.5 (µg/m³),WS (m/s),WD (°),TEMP (°C)
SEP,28,7,NA,0.0143,0.426,0.0197,93,24,1.7,95.35,16.69
SEP,28,8,0.0043,0.0841,0.5,0.0196,115,36,2.3,83.05,16.95
SEP,28,9,0.0133,0.0311,0.406,0.0161,97,61,2.31,99.34,19.3
SEP,28,10,0.0305,0.0191,0.281,0.0099,73,39,1.5,137.53,22.43
SEP,28,11,0.0431,0.0309,0.27,0.0098,53,28,1.57,149.47,24.65
SEP,28,12,0.0496,0.0174,NA,0.0073,53,29,2.19,145.57,26.14
SEP,28,13,0.049,0.0118,NA,0.0078,38,21,2.46,123.24,28.08
SEP,28,14,0.0493,0.0087,NA,0.0076,25,14,3.11,117.41,29.45
SEP,28,15,0.0442,0.0072,NA,0.0058,39,14,4.84,63.74,30.18
SEP,28,16,0.0411,0.012,NA,0.006,63,13,5.47,48.68,30.37
SEP,28,17,0.0395,0.0098,NA,0.0063,107,11,5.33,49,29.91
SEP,28,18,0.0349,0.0042,NA,0.0066,21,9,5.77,43.7,28.8
SEP,28,19,0.0279,0.0045,NA,0.008,32,6,4.53,38.79,26.94
SEP,28,20,0.0242,0.0498,NA,0.0089,40,7,4.47,48.07,25.31
SEP,28,21,0.0279,0.034,NA,0.0059,44,11,5.43,48.7,23.52
SEP,28,22,0.0313,0.0313,NA,0.0043,46,12,6.25,52.24,21.44
SEP,28,23,0.0293,0.0598,NA,0.0055,43,11,5.2,57.52,20.74
SEP,29,0,0.0282,0.024,NA,0.0053,30,20,4.28,81.65,19.74
SEP,29,1,0.0256,0.0067,NA,0.0052,9,15,3.27,100.15,18.31
SEP,29,2,0.0258,0.0043,NA,0.0038,16,15,2.91,95.55,17.52
SEP,29,3,0.0233,0.0038,NA,0.005,12,11,3.33,95.84,17.37
SEP,29,4,0.021,0.0045,NA,0.0053,15,10,2.41,82.69,17.1
SEP,29,5,0.0181,0.0043,NA,0.0068,19,25,2.65,88.71,16.7
SEP,29,6,0.0102,0.0037,NA,0.0123,25,20,1.95,99.29,16.44
SEP,29,7,0.0075,0.0081,NA,0.0155,45,11,2.19,118.62,16.64
SEP,29,8,0.0064,0.0059,NA,0.0162,43,18,3.08,107,17.02
SEP,29,9,0.0079,NA,NA,0.0152,62,11,3.35,99.03,17.7
SEP,29,10,0.0196,0.003,NA,0.0086,38,27,4.54,86.42,18.94
SEP,29,11,0.0274,NA,NA,0.007,54,8,5.96,86.67,20.23
SEP,29,12,0.0312,0.0049,NA,0.0078,67,9,5.91,91.35,20.53
SEP,29,13,0.0338,0.0049,NA,0.0073,80,10,6.59,86.99,21.04
SEP,29,14,0.0339,0.0057,NA,0.0078,72,12,6.05,85.94,20.84
SEP,29,15,0.035,0.0078,NA,0.007,43,19,6.24,77.89,21.28
SEP,29,16,0.0352,0.0065,NA,0.0065,41,13,6.01,84.82,21.68
SEP,29,17,0.0336,0.0044,NA,0.0071,55,10,6.03,86.22,20.65
SEP,29,18,0.0297,0.0041,NA,0.0081,54,7,5.37,87.17,19.54
SEP,29,19,0.0281,0.0048,NA,0.0075,55,9,5.1,76.76,18.58
SEP,29,20,0.0256,0.0053,NA,0.0091,49,11,4.52,68.91,17.46
SEP,29,21,0.0261,0.0031,NA,0.0073,31,10,3.95,70.94,16.63
SEP,29,22,0.0246,0.0056,NA,0.0075,31,10,4.64,68.04,15.45
SEP,29,23,0.0247,0.0058,NA,0.0076,25,9,4.17,79.81,14.52
SEP,30,0,0.0265,0.0042,NA,0.0058,19,12,4.45,74.39,14.06
SEP,30,1,0.026,0.0041,NA,0.0053,9,10,3.67,65.26,13.79
SEP,30,2,0.0259,0.0029,NA,0.0045,15,5,4.24,69.87,13.37
SEP,30,3,0.0249,0.0059,NA,0.0045,15,6,3.74,73.18,12.61
SEP,30,4,0.0213,0.0039,NA,0.0077,13,7,3.13,87.93,12.26
SEP,30,5,0.018,0.0026,NA,0.0087,21,6,2.83,99.69,11.28
SEP,30,6,0.0185,0.0018,NA,0.008,23,6,3.28,78.81,11.03
SEP,30,7,0.0116,0.0091,NA,0.0133,30,7,2.74,94.38,10.37
SEP,30,8,0.0129,0.0192,NA,0.0149,59,9,2.48,85.66,11.24
SEP,30,9,0.022,0.0068,NA,0.0103,52,21,3.57,85.04,14.66
SEP,30,10,0.0302,0.0031,NA,0.0074,44,24,5.22,80.28,16.76
SEP,30,11,0.0355,0.0025,NA,0.007,33,7,4.57,74.87,18.88
SEP,30,12,0.0396,0.0018,NA,0.0065,22,7,4.25,67.73,20.49
SEP,30,13,0.0425,0.0026,NA,0.007,22,3,3.95,78.38,22.08
SEP,30,14,0.0446,0.0027,NA,0.0072,22,4,4.06,75.2,23.54
SEP,30,15,0.0442,0.0035,NA,0.0065,33,7,3.46,93.82,25.18
SEP,30,16,0.0447,0.0043,NA,0.0063,27,5,2.75,98.95,26.26
SEP,30,17,0.0468,0.0047,NA,0.0066,26,6,2.15,129.92,26.54
SEP,30,18,0.044,0.0043,NA,0.0087,33,5,2.43,113.31,25.85
SEP,30,19,0.0349,0.0017,NA,0.0106,58,6,3.48,56.96,24.33
SEP,30,20,0.032,0.0033,NA,0.0116,89,7,3.38,44.49,22.63
SEP,30,21,0.0294,0.0375,NA,0.0113,33,9,3.24,65.14,21.17
SEP,30,22,0.0232,0.0159,NA,0.0131,44,13,2.42,94.09,19.35
SEP,30,23,0.0212,0.0078,NA,0.0102,45,14,3.06,89.67,17.08
