DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR
AGO,28,19,28.42,1.68,2.739,NA,15,3.36,263.96,24.59,56.02
AGO,28,20,16.48,2.04,2.943,NA,21,2.65,243.50,22.13,65.30
AGO,28,21,16.98,2.24,2.770,NA,22,3.21,236.21,20.61,73.68
AGO,28,22,17.87,2.07,2.708,NA,20,3.10,238.75,19.83,78.59
AGO,28,23,19.51,2.08,2.664,NA,26,2.46,232.51,19.61,79.35
AGO,29,0,26.77,2.10,2.582,NA,17,3.99,162.98,17.72,83.96
AGO,29,1,34.30,1.19,2.575,NA,17,3.30,160.47,15.65,93.12
AGO,29,2,38.00,0.71,2.576,NA,9,1.71,192.04,15.15,97.17
AGO,29,3,37.26,0.82,2.606,NA,7,1.70,187.50,14.82,97.79
AGO,29,4,33.49,0.86,2.599,NA,29,1.83,237.89,14.78,98.27
AGO,29,5,29.71,1.16,2.613,NA,11,1.68,252.68,14.23,98.35
AGO,29,6,17.33,1.39,2.731,NA,12,1.67,237.60,13.90,99.18
AGO,29,7,14.39,1.15,2.858,NA,9,1.59,225.56,13.66,99.43
AGO,29,8,10.97,1.44,2.964,NA,15,1.75,229.59,14.29,99.43
AGO,29,9,17.04,1.44,2.885,NA,14,1.76,266.95,15.98,99.58
AGO,29,10,25.85,1.44,2.783,NA,14,1.71,242.61,18.19,95.88
AGO,29,11,29.65,1.35,2.689,NA,11,2.16,237.78,22.21,85.76
AGO,29,12,39.64,1.15,2.641,NA,16,2.44,244.36,23.75,71.84
AGO,29,13,46.95,4.92,2.732,NA,22,2.04,244.75,23.87,66.99
AGO,29,14,56.92,10.75,2.754,NA,31,2.18,235.00,24.73,59.14
AGO,29,15,68.20,21.00,2.837,NA,41,2.57,240.90,26.24,47.69
AGO,29,16,66.68,20.32,2.730,NA,43,2.60,243.31,26.68,45.39
AGO,29,17,58.50,12.82,2.713,NA,37,2.59,234.52,26.24,45.98
AGO,29,18,50.74,4.72,2.688,NA,29,2.55,231.39,25.93,46.89
AGO,29,19,44.04,3.76,2.804,NA,30,2.06,223.98,23.47,51.33
AGO,29,20,29.10,2.34,3.198,NA,38,1.81,233.40,21.85,58.39
AGO,29,21,27.76,1.97,3.013,NA,43,2.24,191.00,20.96,64.77
AGO,29,22,26.29,1.85,2.710,NA,29,3.13,142.14,19.46,72.72
AGO,29,23,28.02,1.53,2.615,NA,21,2.60,160.29,19.09,72.78
AGO,30,0,25.19,1.46,2.608,NA,16,2.48,177.09,18.87,73.78
AGO,30,1,25.86,2.02,2.601,NA,16,2.20,146.47,18.42,76.60
AGO,30,2,21.70,2.93,2.631,NA,14,1.98,108.31,18.00,82.29
AGO,30,3,16.35,2.87,2.623,NA,19,1.74,115.96,17.79,84.55
AGO,30,4,14.84,2.95,2.629,NA,18,1.74,151.26,17.27,85.60
AGO,30,5,15.25,2.89,2.632,NA,40,2.12,241.76,17.17,85.08
AGO,30,6,20.58,2.81,2.636,NA,20,2.25,271.96,16.75,85.33
AGO,30,7,16.56,2.89,2.742,NA,16,1.57,233.29,16.55,85.83
AGO,30,8,12.51,3.04,2.899,NA,24,1.43,178.46,17.07,85.56
AGO,30,9,12.69,3.05,2.848,NA,34,1.80,241.92,17.54,84.98
AGO,30,10,21.54,3.27,2.820,NA,44,1.64,230.27,21.08,77.26
AGO,30,11,34.23,3.12,2.715,NA,14,1.86,184.54,26.63,51.22
AGO,30,12,33.39,2.99,2.658,NA,14,2.90,196.55,25.40,51.76
AGO,30,13,29.60,2.64,2.604,NA,6,3.88,179.00,26.88,44.17
AGO,30,14,28.64,2.58,2.591,NA,30,4.39,165.21,27.54,40.46
AGO,30,15,28.72,2.27,2.575,NA,9,4.06,164.68,27.46,38.58
AGO,30,16,30.83,2.23,2.610,NA,6,3.95,156.00,27.60,38.75
AGO,30,17,31.66,1.97,2.618,NA,5,3.98,161.32,26.52,44.64
AGO,30,18,28.59,1.98,2.644,NA,16,3.96,200.46,24.99,50.71
AGO,30,19,20.36,2.12,2.736,NA,17,2.98,229.67,20.14,69.45
AGO,30,20,15.33,2.06,2.816,NA,NA,2.46,220.94,18.96,73.56
AGO,30,21,12.89,2.36,2.845,NA,40,2.16,201.50,18.56,75.69
AGO,30,22,11.17,2.52,2.803,NA,23,2.00,210.58,18.23,78.52
AGO,30,23,14.18,2.23,2.708,NA,15,1.99,209.44,18.24,81.93
AGO,31,0,10.75,2.51,2.647,NA,12,1.63,114.25,17.68,83.68
AGO,31,1,9.56,2.38,2.632,NA,NA,1.34,189.51,17.36,84.10
AGO,31,2,9.20,2.40,2.624,NA,7,1.44,227.85,17.31,83.99
AGO,31,3,4.12,2.42,2.639,NA,12,1.46,184.50,16.96,86.09
AGO,31,4,NA,2.83,2.653,NA,23,1.22,186.27,16.51,86.99
AGO,31,5,1.24,2.61,2.672,NA,24,1.35,233.36,16.93,86.95
AGO,31,6,4.28,2.55,2.670,NA,20,1.96,257.90,16.57,87.44
AGO,31,7,1.15,2.20,2.772,NA,18,1.90,257.51,16.25,88.66
AGO,31,8,2.99,2.41,2.894,NA,23,2.23,287.33,18.15,88.64
AGO,31,9,6.64,2.62,2.908,NA,28,2.61,280.19,21.12,77.22
AGO,31,10,12.06,2.56,2.660,NA,24,2.87,192.93,23.00,67.75
AGO,31,11,21.15,2.21,2.627,NA,19,2.50,209.31,25.16,55.62
AGO,31,12,27.60,1.96,2.641,NA,11,2.52,255.53,26.13,48.47
AGO,31,13,30.24,1.74,2.604,NA,10,2.97,240.94,25.96,48.56
AGO,31,14,30.68,1.83,2.628,NA,13,2.66,255.83,27.52,42.10
AGO,31,15,32.16,1.83,2.604,NA,12,2.78,243.49,27.80,40.62
AGO,31,16,33.59,2.00,2.590,NA,9,2.61,240.21,28.52,37.78
AGO,31,17,35.44,1.70,2.619,NA,9,3.02,263.85,28.43,37.45
AGO,31,18,36.09,1.86,2.634,NA,15,3.18,248.55,27.44,39.26
AGO,31,19,33.72,1.96,2.684,NA,19,2.67,254.96,26.19,41.75
AGO,31,20,24.74,2.01,2.788,NA,26,3.40,205.33,23.43,51.71
AGO,31,21,31.41,1.79,2.626,NA,34,4.77,175.99,19.22,65.85
AGO,31,22,23.71,1.85,2.650,NA,22,3.15,183.73,17.81,79.12
AGO,31,23,12.77,1.67,2.625,NA,13,2.68,145.45,18.34,79.88
