DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR
JUN,1,20,33.79,7.31,3.1,NA,172.1,4.18,61.31,25.54,38.3
JUN,1,21,29.06,6.73,3.09,NA,23.18,3.98,63.55,24.25,43.77
JUN,1,22,25.51,6.73,3.03,NA,22.04,4.21,62.32,23.72,45.49
JUN,1,23,29.74,8.79,2.98,NA,21.96,4.05,63.95,23.48,46.52
JUN,2,0,27.21,8.04,2.95,NA,19.91,3.71,87.78,22.41,53.13
JUN,2,1,26.45,5.84,2.95,NA,24.86,3.57,82.07,21.41,57.85
JUN,2,2,24.52,4.77,2.94,NA,12.33,3.9,76.66,20.32,62.97
JUN,2,3,20.74,4.55,2.93,NA,14.29,3.82,66.17,20.06,64.88
JUN,2,4,21.21,5.13,2.93,NA,12.66,4.64,63.22,20.02,64.33
JUN,2,5,21.29,10.65,2.93,NA,14.21,3.98,61.46,19.67,64.91
JUN,2,6,18.74,8.63,2.98,NA,11.34,4.18,63.92,19.35,66.1
JUN,2,7,18.44,7.85,3,NA,16.34,4.26,65.94,20.16,63.94
JUN,2,8,22.94,6.81,3.03,NA,16,3.98,76.37,21.73,58.65
JUN,2,9,28.31,6.41,3,NA,19.4,4.69,75.97,23.82,51.67
JUN,2,10,31.92,5.69,2.99,NA,20.24,4.35,85.71,25.31,47.04
JUN,2,11,37.82,5.12,3,NA,16.29,3.51,98.71,27.57,39.37
JUN,2,12,43.78,4.48,2.96,NA,21.43,2.6,139.55,29.83,33.27
JUN,2,13,52.89,6.13,3.09,NA,49.2,2.96,229.6,30.56,31.42
JUN,2,14,61.08,13.97,3.22,NA,39.66,2.78,239.79,32.13,27.84
JUN,2,15,55.77,25.9,3.37,NA,17.81,3.24,211.58,32.43,22.77
JUN,2,16,48.72,17.3,3.41,NA,26.48,2.57,241,31.44,23.13
JUN,2,17,44.73,8.48,3.18,NA,44.59,2.67,158.6,30.72,24.71
JUN,2,18,42.44,6.65,3.09,NA,283.88,4.26,76.94,31.34,21.93
JUN,2,19,38.07,8,3.06,NA,154.2,5.22,64,29.77,23.95
JUN,2,20,34.06,7.35,3.06,NA,57.26,4.3,70.96,28.08,27.77
JUN,2,21,34.15,7.71,3.04,NA,28.41,5,72.25,26.99,31.89
JUN,2,22,31.14,7.44,3.03,NA,32.91,6.27,64.71,25.38,43.11
JUN,2,23,26.92,6.68,2.98,NA,24.77,6.36,64.14,23.72,50.3
JUN,3,0,27.27,6.51,2.98,NA,23.74,4.49,82.76,23.05,52.97
JUN,3,1,25.49,5.07,2.96,NA,11.95,3.68,93.19,21.9,56.54
JUN,3,2,25.05,4.29,2.95,NA,7.87,3.68,79.33,20.93,59.39
JUN,3,3,21.95,4.28,2.94,NA,13.74,3.55,74.67,20.13,63.09
JUN,3,4,19.6,4.61,2.95,NA,7.21,2.67,89.26,19.47,65.8
JUN,3,5,16.25,4.31,2.97,NA,11.66,2.65,81.89,18.86,68.39
JUN,3,6,14.11,4.46,3.01,NA,10.77,2.76,68.06,18.68,70.57
JUN,3,7,6.69,4.91,3.25,NA,22.24,1.9,95.38,19.6,69.99
JUN,3,8,15.16,5.4,3.05,NA,38.76,1.93,102.99,24.34,56.71
JUN,3,9,21.79,4.82,3,NA,23.38,3.23,91.11,24.94,50.97
JUN,3,10,28,4.29,2.99,NA,17.88,3.7,101.98,26.05,46.11
JUN,3,11,30.61,3.63,2.98,NA,20.14,3.91,101.91,27.72,40.1
JUN,3,12,31.47,4.14,3.09,NA,7.11,3.1,106.67,29.45,34.5
JUN,3,13,36.6,8.72,3.02,NA,17.71,3.73,110.29,31.43,29.6
JUN,3,14,42.15,43.97,4.25,NA,50.36,4.5,116.7,33.25,22.82
JUN,3,15,43.09,40.63,3.51,NA,25.85,3.95,104.08,33.6,21.61
JUN,3,16,40.53,24.31,3.47,NA,19.23,4.31,87.4,33.25,22.1
JUN,3,17,40.57,19.54,3.04,NA,32.57,5.22,62.47,33.19,21.31
JUN,3,18,41.96,11.94,3.04,NA,132.47,5.47,65.48,32.5,21
JUN,3,19,40.5,12.76,3.06,NA,82.21,6.13,57.26,30.43,23.91
JUN,3,20,37.28,20.49,3.06,NA,228.89,7.05,53.27,28.14,29.85
JUN,3,21,32.2,30.01,3.08,NA,46.99,5.63,57.92,26.85,33.8
JUN,3,22,23.48,10.51,3.1,NA,20.89,4.1,82.48,25.28,41.12
JUN,3,23,22.73,7.34,3.03,NA,20.64,4.16,88.17,23.88,45.34
JUN,4,0,17.38,5.99,3,NA,16.42,3.74,83.72,22.53,51.81
JUN,4,1,16.56,4.91,3,NA,19.41,3.15,83.25,21.36,56.87
JUN,4,2,19.86,4.05,2.99,NA,14.06,4.09,75.02,20.69,62.62
JUN,4,3,15.36,3.7,2.99,NA,13.83,3.34,73.82,19.9,64.97
JUN,4,4,15.57,4.18,2.97,NA,9.42,3.65,64.95,19.22,66.92
JUN,4,5,13.24,4.29,2.97,NA,17.95,4.41,57.94,18.93,69.16
JUN,4,6,12.83,5.12,3.03,NA,13.87,2.84,72.34,18.65,70.2
JUN,4,7,6.85,4.77,3.12,NA,22.62,1.98,118.04,19.65,69.3
JUN,4,8,12.74,4.54,3.05,NA,21.07,3.56,79.4,22.19,60.57
JUN,4,9,20.27,4.28,3.04,NA,15.42,4.92,64.13,23.27,54.94
JUN,4,10,24.34,3.8,3.05,NA,20.51,4.67,71.19,25.05,49.01
JUN,4,11,32.43,3.54,3.02,NA,18.08,3.66,75.16,27.15,40.55
JUN,4,12,40.43,2.97,3.03,NA,13.38,3.44,112.55,28.95,36.47
JUN,4,13,45.21,2.46,3.02,NA,50.63,3.14,122.84,30.62,30.7
JUN,4,14,45.26,9.91,3.14,NA,94.16,4.3,100.7,32.29,24.02
JUN,4,15,44.82,24.06,3.34,NA,23.78,4.79,75.05,33.27,19.23
JUN,4,16,43.86,24.19,3.11,NA,21.8,4.68,83.8,33.63,19.06
JUN,4,17,42.73,26.08,3.23,NA,23.97,5.11,67.96,33.55,17.55
JUN,4,18,41.23,25.98,3.21,NA,29.06,4.9,71.7,32.82,17.62
JUN,4,19,38.63,20.44,3.29,NA,40.24,5.05,70.4,31.04,20.73
JUN,4,20,33.65,8.22,3.09,NA,31.25,5.67,63.27,28.78,26.21
JUN,4,21,27.77,11.14,3.1,NA,38.28,6.33,56.06,26.99,33.77
JUN,4,22,25.58,6.42,3.07,NA,29.77,6.21,67.45,25.15,40.91
JUN,4,23,25.69,5.18,3.04,NA,33.89,4.96,69.23,23.75,44.33
JUN,5,0,22.5,4.71,3.02,NA,17.14,4.39,74.51,22.51,49.39
JUN,5,1,20.28,4.37,3,NA,9.49,3.57,76.92,21.23,54.01
JUN,5,2,16.32,4.39,3,NA,14.71,2.98,76.03,20.55,57.68
JUN,5,3,17.41,4.72,2.99,NA,9.37,3.46,83.63,19.8,61.98
JUN,5,4,17.44,4.39,2.98,NA,9.34,3.39,92.87,19.2,64.7
JUN,5,5,15.58,4.02,3,NA,14.78,3.24,79.72,18.62,68.15
JUN,5,6,16.97,7.2,3.04,NA,12.66,3.51,58.09,19.13,67.49
JUN,5,7,14.85,13.22,3.13,NA,19.54,3.45,55.25,19.97,66.8
JUN,5,8,18.31,10.68,3.08,NA,15.32,4.12,70.14,23.08,57.17
JUN,5,9,23.22,6.56,3.05,NA,11.82,4.73,80.14,24.47,51.99
JUN,5,10,27.41,5.17,3.08,NA,17.12,4.54,86.47,26.06,45.76
JUN,5,11,35.26,4.16,3.05,NA,16.33,3.61,110.91,28.18,38.78
JUN,5,12,41.89,3.85,3.05,NA,27.43,3.4,108.51,29.87,31.32
JUN,5,13,48.43,3.2,3.05,NA,34.57,2.97,101.54,31.13,27.1
JUN,5,14,49.33,2.87,3.03,NA,15.9,3.19,133.37,32.29,24.53
JUN,5,15,49.28,2.58,3.04,NA,12.62,2.85,163.24,33.16,23.67
JUN,5,16,53.76,3.24,3.03,NA,11.65,2.69,172.01,33.81,22.61
JUN,5,17,58.98,7.68,3.18,NA,17.94,2.72,159.2,34.36,20.69
JUN,5,18,56.13,14.15,3.29,NA,75.28,2.64,233.1,35.06,17.15
JUN,5,19,40.57,8.92,3.17,NA,316.95,3.82,86.69,33.19,18.38
JUN,5,20,28.76,7.97,3.15,NA,53.26,5.23,63.55,30.32,27.69
JUN,5,21,23.03,10.99,3.14,NA,96.25,6.99,65.01,27.16,39.22
JUN,5,22,21.43,5.66,3.1,NA,56.72,7.23,58.7,25.96,41.46
JUN,5,23,22.73,4.71,3.07,NA,30.41,5.42,73,24.61,47.38
JUN,6,0,21.93,4.32,3.05,NA,23.04,4.92,85.43,23.13,54.58
JUN,6,1,20.78,4.14,3.05,NA,19.88,4.21,80.05,22.07,58.14
JUN,6,2,23.58,3.64,3.03,NA,17.22,4.32,90.1,21.27,59.39
JUN,6,3,21.91,3.58,3.03,NA,16.19,3.44,80.07,20.38,62.77
JUN,6,4,18.96,5.29,3.03,NA,13.19,3.59,55.52,19.89,64.65
JUN,6,5,19.75,12.94,3.02,NA,18.36,3.88,59.96,19.53,65.35
JUN,6,6,17.55,13.29,3.06,NA,17.75,2.55,78.72,19.2,66.44
JUN,6,7,15.82,9.71,3.14,NA,29.42,2.25,128.82,18.51,68.83
JUN,6,8,12.48,9.43,3.2,NA,48.45,2.96,111.89,20.05,66.04
JUN,6,9,19.81,8.38,3.12,NA,40.76,4.1,94.69,23.71,54.63
JUN,6,10,30.89,5.94,3.07,NA,18.81,4.11,103.84,26.41,44.23
JUN,6,11,41.91,5.04,3.09,NA,28.93,2.82,129.87,28.83,37.62
JUN,6,12,49.86,4.57,3.08,NA,44.68,2.96,150.64,30.28,32.93
JUN,6,13,56.63,11.37,3.21,NA,23.8,2.7,188.15,31.65,29.85
JUN,6,14,62.96,19.65,3.36,NA,36.33,2.3,220.69,32.99,26.79
JUN,6,15,69.69,17.64,3.5,NA,22.83,2.52,157.1,33.66,24.84
JUN,6,16,63.82,15.57,3.37,NA,36.69,2.83,283.39,32.83,25.84
JUN,6,17,62.92,9.78,3.2,NA,16.4,2.35,224.49,34.38,22.64
JUN,6,18,61.24,5.07,3.17,NA,19.13,2.71,252.14,34.18,22.61
JUN,6,19,54.76,4.66,3.27,NA,39.08,2.9,96.29,31.7,26.87
JUN,6,20,41.91,7.36,3.46,NA,83.63,2.35,102.5,29.61,30.66
JUN,6,21,39.32,6.26,3.36,NA,42.42,2.38,182.54,28.94,33.94
JUN,6,22,35.75,4.65,3.26,NA,73.56,4.42,201.61,25.8,50.18
JUN,6,23,31.43,3.31,3.19,NA,88.08,4.59,174.6,20.78,74.85
JUN,7,0,31.27,2.94,3.15,NA,24.38,3.28,144.46,21.11,71.88
JUN,7,1,24.63,4.57,3.17,NA,32.03,2.64,94.59,20.63,77.28
JUN,7,2,21.4,5.71,3.12,NA,40.65,2.6,156.82,20.15,82.57
JUN,7,3,18.84,5.4,3.12,NA,23.36,2.36,102.06,20.27,82.61
JUN,7,4,18.8,5.39,3.09,NA,19.43,2.27,126.86,20.26,82.15
JUN,7,5,16.89,5.45,3.09,NA,16.58,1.85,157.23,20.4,80.79
JUN,7,6,21.22,5.45,3.08,NA,13.05,2.5,219.65,20.16,76.9
JUN,7,7,26.69,5.24,3.12,NA,15.17,2.05,228.38,20.65,73
JUN,7,8,18.39,5.24,3.15,NA,17.63,2.21,220.66,22.83,72.23
JUN,7,9,18.77,5.2,3.13,NA,23.41,2.71,239.44,23.3,70.63
JUN,7,10,21.07,5.32,3.17,NA,22.32,3.14,266.89,25.19,63.52
JUN,7,11,27.55,4.96,3.14,NA,16.38,3.56,265.43,26.57,55.71
JUN,7,12,40.47,5,3.09,NA,17.29,3.31,250.36,28.78,45.65
JUN,7,13,48.21,4.71,3.16,NA,35.73,3.68,274.54,30.55,39.9
JUN,7,14,52.5,4.64,3.14,NA,20.4,3.93,269.55,31.28,36.42
JUN,7,15,55.73,4.67,3.13,NA,24.39,4.27,270.48,31.7,33.7
JUN,7,16,56.15,4.25,3.12,NA,15.47,4.4,273.06,31.69,30.71
JUN,7,17,60.79,3.88,3.1,NA,14.41,4.23,257.37,31.73,30.68
JUN,7,18,62.46,3.85,3.11,NA,27.12,4.19,254.06,31.1,31.62
JUN,7,19,58.65,3.92,3.13,NA,32.26,4.09,264.2,30.44,31.72
JUN,7,20,54.19,3.73,3.17,NA,33.67,4.8,246.53,28.81,38.27
JUN,7,21,44.14,3.55,3.18,NA,43.94,4.69,231.41,27.19,45.45
JUN,7,22,35.64,3.68,3.2,NA,33.92,3.22,208.97,25.26,51.73
JUN,7,23,30.19,3.6,3.13,NA,25.41,3.25,149.61,23.73,59.14
JUN,8,0,31.84,3.97,3.11,NA,18.99,2.85,184.38,22.97,62.78
JUN,8,1,33.38,3.73,3.09,NA,23.52,2.83,171.75,22.47,63.62
JUN,8,2,33.08,3.78,3.05,NA,13.39,2.26,198.24,21.54,65.94
JUN,8,3,30.21,3.94,3.04,NA,9.75,2.68,256.15,22.09,64.19
JUN,8,4,28.38,3.78,3.04,NA,9.93,3.4,263.25,21.87,66.03
JUN,8,5,25.19,3.83,3.03,NA,11.19,2.8,211.47,21.36,66.35
JUN,8,6,19.85,4.08,3.09,NA,17.37,2.21,212.37,20.6,67.71
JUN,8,7,23.16,4.26,3.14,NA,17.26,2.53,210.62,21.29,65.67
JUN,8,8,21.81,4.27,3.16,NA,27.14,3.15,234.68,21.21,70.64
JUN,8,9,25.65,4.3,3.15,NA,27.21,3.27,256.82,22.79,67.58
JUN,8,10,33.67,4.47,3.11,NA,22.02,3.57,248.22,24.57,59.47
JUN,8,11,39.32,4.03,3.11,NA,23.96,3.18,230.29,25.63,55.18
JUN,8,12,43.22,4.1,3.12,NA,19.8,2.96,253.29,28.88,46.7
JUN,8,13,51.65,4.12,3.1,NA,12.23,3.49,280.67,30.41,39.64
JUN,8,14,57.66,3.82,3.09,NA,18.67,3.2,259.34,31.07,36.26
JUN,8,15,61.91,3.66,3.11,NA,18.15,3.42,263.44,32.11,32.46
JUN,8,16,65.08,3.58,3.11,NA,18.22,3.82,280.73,32.54,30.86
JUN,8,17,66.18,3.38,3.11,NA,19.07,3.96,279.18,32.48,29.57
JUN,8,18,63.51,3.23,3.15,NA,28.81,3.94,258.65,31.23,30.97
JUN,8,19,51.34,3.26,3.15,NA,81.83,5.38,226.31,27.76,42.61
JUN,8,20,44.24,3.36,3.17,NA,62.4,4.38,225.41,26.2,47.89
JUN,8,21,43.06,3.3,3.17,NA,38.21,3.57,211.16,25.69,49.26
JUN,8,22,40.15,3.88,3.18,NA,42.38,5.75,79.21,21.02,67.24
JUN,8,23,34.13,5.06,3.32,NA,30.52,3.25,252.59,16.24,96.91
JUN,9,0,30.46,5.22,3.12,NA,18.31,1.85,230.87,17.13,99.16
JUN,9,1,28.35,4.98,3.4,NA,26.57,2.94,173.37,16.94,99.23
JUN,9,2,26.79,5.36,3.24,NA,15.05,2.79,258.22,16.78,NA
JUN,9,3,27.18,5.6,3.16,NA,10.23,5.66,267.46,16.68,NA
JUN,9,4,27.71,5.86,3.05,NA,20.51,3.08,153.28,16.81,NA
JUN,9,5,14.83,3.66,3.04,NA,15.42,2.28,106.01,16.99,NA
JUN,9,6,19.35,3.82,3,NA,12.49,1.94,127.81,16.98,NA
JUN,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUN,9,8,10.21,4.73,3.39,NA,NA,2,114.19,18.05,NA
JUN,9,9,22.61,6.68,3.28,NA,0.29,1.8,129.05,21.7,88.51
JUN,9,10,37.85,11.26,3.34,NA,0.28,2.03,210.46,26.28,80.07
JUN,9,11,57.33,10.7,3.11,NA,0.82,2.05,233.42,27.67,60.38
JUN,9,12,60.68,8.14,3.09,NA,0.26,2.07,217.32,28.67,47.7
JUN,9,13,58.62,7.17,3.05,NA,0.26,2.1,198.13,29.86,37.05
JUN,9,14,67.62,6.89,3.11,NA,9.92,2.23,171.49,30.8,32.98
JUN,9,15,79.3,13,3.14,NA,3.6,2.08,212.73,31.81,29.89
JUN,9,16,78.86,14.69,3.16,NA,7.38,2.32,201.79,33.4,27.08
JUN,9,17,84.56,16.64,3.26,NA,10.54,1.98,206.55,33.25,25.38
JUN,9,18,77.41,14.69,3.26,NA,28.09,1.89,218.45,31.44,27.73
JUN,9,19,47.91,8.36,3.22,NA,50.18,4.37,200.14,28.58,38.2
JUN,9,20,46.41,6.68,3.18,NA,102.24,3.39,194.03,26.31,43.64
JUN,9,21,44.53,5.99,3.24,NA,42.22,2.71,247.15,25.65,45.18
JUN,9,22,41.32,5.5,3.15,NA,49.54,2.77,230.37,23.45,56.14
JUN,9,23,42.21,5.53,3.12,NA,18.45,3.19,297.3,22.14,61.73
JUN,10,0,39.75,4.95,3.08,NA,11.93,5.21,298.87,20.45,69.83
JUN,10,1,37.99,4.08,3.07,NA,11.34,5.16,302.18,18.17,84.39
JUN,10,2,38.14,3.45,3.05,NA,6.82,4.16,308.83,18.52,84.62
JUN,10,3,37.47,3.24,3.05,NA,10.96,3.36,293.37,18.86,81.77
JUN,10,4,33.54,3.69,3.03,NA,5.56,2.5,217.3,19.44,78.34
JUN,10,5,23.83,3.88,3.07,NA,12.95,1.85,137.6,19.3,78.65
JUN,10,6,18.44,4.02,3.12,NA,17.33,2.13,181.58,18.73,81.42
JUN,10,7,12.25,4.39,3.24,NA,28.12,2,90.96,18.66,83.89
JUN,10,8,11.55,4.85,3.24,NA,22.63,2.29,112.07,19.66,79.63
JUN,10,9,22.45,5.61,3.17,NA,19,4.05,92.84,22.19,64.19
JUN,10,10,35.13,5.55,3.11,NA,11.51,4.82,81.84,25.28,50.11
JUN,10,11,38.81,5.22,3.1,NA,26.83,4.6,80.13,25.59,48.44
JUN,10,12,42.55,4.83,3.09,NA,19.28,4.98,71.76,27.03,43.7
JUN,10,13,48.29,4.63,3.14,NA,18.22,4.48,79.07,28.99,38.49
JUN,10,14,51.47,4.33,3.12,NA,13.5,3.69,93.28,30.46,32.58
JUN,10,15,58.16,4.07,3.07,NA,10.91,3.48,92.3,31.43,29.81
JUN,10,16,60.21,3.7,3.06,NA,11.38,3.87,101.71,32.3,25.36
JUN,10,17,55.76,4.56,3.21,NA,15.33,3.99,80.39,32.14,23.05
JUN,10,18,47.55,11.34,3.15,NA,162.04,5.08,64.87,31.57,22.43
JUN,10,19,41.81,71.4,4.47,NA,30.84,5.45,70.87,29.45,28.36
JUN,10,20,37.01,108.79,4.31,NA,62.14,6.36,65.03,26.94,33.06
JUN,10,21,38.52,16.14,3.11,NA,28.28,6.12,62,25.26,35.91
JUN,10,22,38.37,13.89,3.11,NA,18.16,6.1,56.57,23.96,43.92
JUN,10,23,37.1,13.36,3.09,NA,22.64,6.56,50.33,23.03,50.8
JUN,11,0,34.55,12.32,3.09,NA,18.6,4.81,55.22,22.46,56.4
JUN,11,1,32.33,15.02,3.08,NA,18.59,4.03,62.89,21.77,59.68
JUN,11,2,30.42,9.06,3.07,NA,20.84,2.85,95.95,20.81,64.14
JUN,11,3,30.27,5.95,3.06,NA,17.62,3.82,87.67,20.43,66.96
JUN,11,4,28.33,4.57,3.05,NA,16.72,4.27,86.1,19.76,70.7
JUN,11,5,27.28,3.71,3.05,NA,9.82,4.54,70.54,19.52,70.36
JUN,11,6,24.77,5.12,3.09,NA,10.2,4.21,62.85,19.54,68.08
JUN,11,7,20.8,8.78,3.14,NA,15,3.82,60.56,19.4,67.35
JUN,11,8,22.05,11.16,3.2,NA,19.13,3.48,70.72,20.38,63.88
JUN,11,9,26,6.29,3.14,NA,14.65,4.78,74.19,22.66,57.06
JUN,11,10,30.17,4.97,3.09,NA,17.22,5.52,74.83,23.94,52.91
JUN,11,11,32,3.67,3.13,NA,15.8,5.63,73.13,24.73,51.03
JUN,11,12,33.03,2.96,3.13,NA,17.44,5.26,74.45,25.75,47.79
JUN,11,13,36.58,2.62,3.1,NA,17.85,5.16,86.24,27.15,41.82
JUN,11,14,37.59,2.19,3.13,NA,15.35,5.08,69.11,27.42,41.08
JUN,11,15,37.83,2.43,3.26,NA,29,3.93,77.86,27.87,38.66
JUN,11,16,40.95,34.68,3.63,NA,20.8,5,74.18,28.16,32.54
JUN,11,17,39.6,45.03,3.53,NA,22.89,5.08,98.5,27.96,34.12
JUN,11,18,36.97,48.64,3.95,NA,31.53,6.04,76.53,26.73,39.36
JUN,11,19,32.58,21.25,3.16,NA,27.79,6.43,53.67,24.94,44.86
JUN,11,20,31.56,12.65,3.15,NA,18.88,5.72,57.25,23.67,50.26
JUN,11,21,28.44,9.36,3.15,NA,12.34,4.71,61.97,22.6,54.08
JUN,11,22,25,12.54,3.1,NA,13.25,3.45,59.28,21.61,55.79
JUN,11,23,23.22,8.51,3.09,NA,15.67,3.69,88.02,20.46,60.59
JUN,12,0,21.78,5.53,3.05,NA,7.34,3.56,71.81,19.98,63.52
JUN,12,1,19.55,4.62,3.04,NA,6.35,3.76,78.67,19.7,66.18
JUN,12,2,18.69,4.2,3.03,NA,12.55,4.11,72.69,19.45,67.61
JUN,12,3,17.01,4.18,3.02,NA,5.64,3.98,72.09,18.88,69.87
JUN,12,4,13.28,4.12,3.03,NA,13.42,3.46,74.68,18.57,72
JUN,12,5,11.91,4.32,3.04,NA,20.27,3.21,92.39,18,74.42
JUN,12,6,8.29,3.73,3.13,NA,13.15,3.31,103.62,17.84,73.8
JUN,12,7,6.75,3.28,3.19,NA,14.33,3.31,99.63,18,73.05
JUN,12,8,10.12,3.09,3.26,NA,14.2,3.55,94.92,20.03,67.63
JUN,12,9,16.37,2.64,3.13,NA,14,4.6,82.35,22.8,54.49
JUN,12,10,21.38,2.35,3.1,NA,12.41,5.47,67.81,24.05,48.27
JUN,12,11,24.41,2.35,3.11,NA,10.4,5.35,64.89,24.17,48.83
JUN,12,12,25.37,2.38,3.17,NA,12.89,4.87,66.86,25.06,49.11
JUN,12,13,28.92,4.22,3.17,NA,9.81,5.01,62.61,26.26,45.25
JUN,12,14,31.77,8.63,3.19,NA,34.88,5.57,68.45,27.35,40.94
JUN,12,15,32.62,7.12,3.15,NA,73.94,5.48,71.19,27.12,40.88
JUN,12,16,34.27,4.9,3.16,NA,11.31,5.1,67.29,26.73,41.4
JUN,12,17,35.52,3.83,3.19,NA,6.28,4.51,75.07,27.14,40.71
JUN,12,18,33.58,3.51,3.22,NA,17.66,4.93,81.86,26.15,42.93
JUN,12,19,32.5,3.02,3.23,NA,23.54,4.86,72.6,24.91,44.27
JUN,12,20,34.72,4.87,3.17,NA,18.86,5.8,55.75,23.43,42.01
JUN,12,21,36.04,11.5,3.18,NA,28.76,5.87,52.89,21.6,45.75
JUN,12,22,36.47,15.58,3.13,NA,24.43,5.09,55.95,20.56,47.78
JUN,12,23,34.34,12.23,3.11,NA,18.67,4,71.04,19.65,50.82
JUN,13,0,37.27,5.58,3.07,NA,26.71,4.68,91.37,18.29,55.44
JUN,13,1,37.33,4.69,3.05,NA,22.46,4.27,95.13,17.37,57.14
JUN,13,2,38.99,4.29,3.04,NA,18.79,3.72,96.11,16.51,57.9
JUN,13,3,42.34,3.76,3.02,NA,17.92,3.54,80.06,16.05,61.52
JUN,13,4,38.72,4.12,3.01,NA,24.11,3.25,91.69,15.06,67.57
JUN,13,5,35.86,3.9,3,NA,26.4,3.61,76.45,14.54,70.89
JUN,13,6,32.71,4.17,3.06,NA,20.96,3.27,81.67,14.25,72.32
JUN,13,7,23.29,3.87,3.17,NA,30.05,3.52,88.03,14.6,72.86
JUN,13,8,30.29,4.19,3.12,NA,31.5,4.16,73.99,17.55,63.99
JUN,13,9,38.85,4.21,3.1,NA,35.9,5.14,71.21,19.41,54.45
JUN,13,10,43.4,4.07,3.06,NA,21.07,5.5,69.7,20.87,47.92
JUN,13,11,46.32,3.35,3.09,NA,20.21,4.58,87.78,22.83,40.66
JUN,13,12,48.89,2.5,3.1,NA,25.77,4.68,89.47,24.42,35.96
JUN,13,13,51.9,2.43,3.09,NA,22.07,3.92,100.23,26.22,30.6
JUN,13,14,53.9,2.3,3.07,NA,34.43,3.64,103.43,27.84,25.27
JUN,13,15,55.85,2.11,3.07,NA,10.69,3.18,107.5,29.24,21.15
JUN,13,16,53.27,7.82,3.2,NA,9.22,3.31,106.06,30.44,15.25
JUN,13,17,53.37,49.25,3.56,NA,14.61,3.95,97.42,30.71,13.8
JUN,13,18,54.64,10.03,3.1,NA,22.52,4.48,67.99,29.95,13.75
JUN,13,19,53.2,8.71,3.14,NA,81.41,3.99,62.15,28.52,15.25
JUN,13,20,47.92,3.48,3.23,NA,181.05,3.9,60.74,26.15,21.99
JUN,13,21,43.82,4.32,3.26,NA,29.28,4.42,73.48,23.75,31.43
JUN,13,22,42.98,3.68,3.17,NA,23.92,5.26,62.7,21.96,38.09
JUN,13,23,42.3,4.02,3.12,NA,21.49,5.25,73.23,20.42,42.8
JUN,14,0,39.04,3.79,3.11,NA,17.18,5.29,93.93,19.03,49.83
JUN,14,1,38.47,3.1,3.09,NA,18.6,4.46,88.01,17.89,54.45
JUN,14,2,37.13,2.69,3.06,NA,12.22,4.28,83,16.91,58.41
JUN,14,3,37.18,2.57,3.04,NA,18.09,3.85,84.16,16.12,61.88
JUN,14,4,35.87,2.67,3.03,NA,13.94,3.15,70.7,15.46,65.48
JUN,14,5,35.99,12.26,3.04,NA,20.25,3.33,69.93,15.72,64.12
JUN,14,6,32.5,11.62,3.1,NA,12.81,2.86,89.32,15.11,66.69
JUN,14,7,25.74,7.62,3.3,NA,24.62,2.57,92.52,15.68,67.53
JUN,14,8,29.82,6.2,3.13,NA,23.3,3.78,86.85,18.19,60.45
