DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR
JUL,28,11,32.51,4.31,2.413,9.8,18,3.21,84.25,23.8,77.57
JUL,28,12,41.04,4.51,2.417,10.24,21,2.93,89.8,25.22,64.24
JUL,28,13,50.45,4.58,2.4,9.9,19,2.47,110.32,27.46,53.09
JUL,28,14,54.32,4.37,2.39,7.98,15,2.36,168.66,29,47.33
JUL,28,15,53.6,4.16,2.367,9.79,16,2.18,139.11,30.05,41.41
JUL,28,16,46.62,3.96,2.358,9.7,15,3.7,155.45,29.08,44.84
JUL,28,17,38.02,4.13,2.397,12.13,40,3.12,114.33,26.28,52.42
JUL,28,18,38.01,4.14,2.37,9.4,25,3.06,158.19,25.72,57.48
JUL,28,19,35.6,4.08,2.374,10,25,3.81,177.2,24.45,60.51
JUL,28,20,24.88,4.1,2.42,9.66,47,3.29,123.19,19.59,84.55
JUL,28,21,18.08,5.08,2.581,15.34,16,2.43,54.18,18.91,94.19
JUL,28,22,16.38,6.3,2.455,14.77,8,3.47,77.26,18.88,94.91
JUL,28,23,23.19,6,2.353,10.64,9,3.1,76.67,18.15,96.12
JUL,29,0,24.87,5.78,2.307,8.6,9,3.04,102.03,18.06,97.32
JUL,29,1,24.78,3.28,2.299,7.31,14,3.21,107.74,17.75,98.33
JUL,29,2,20.9,1.82,2.316,9.55,5,3.1,99.26,17.68,99.09
JUL,29,3,20.05,1.4,2.31,10.32,3,3.02,113.26,17.63,99.39
JUL,29,4,17.32,1.44,2.332,9.36,7,2.94,106.45,17.5,99.40
JUL,29,5,13.81,1.19,2.336,11.53,7,2.85,97.38,17.31,99.23
JUL,29,6,9.34,1.41,2.537,15.43,8,2.44,90.71,16.9,99.26
JUL,29,7,3.69,1.45,2.54,18.63,24,2.21,126.16,16.74,99.56
JUL,29,8,3.51,1.37,2.696,15.89,52,2.09,105.62,17.27,99.87
JUL,29,9,8.3,1.49,2.618,14.2,30,3.04,94.31,19.21,97.75
JUL,29,10,19.64,1.44,2.499,11.43,7,3.48,97.08,23.56,84.41
JUL,29,11,25.12,1.28,2.357,10.09,12,3.17,124.47,25.41,69.94
JUL,29,12,25.56,1.72,2.36,11.36,NA,3.19,120.36,23.88,64.74
JUL,29,13,32.36,NA,2.262,8.08,NA,3.41,129.84,25.06,54.93
JUL,29,14,33.77,NA,2.263,7.33,NA,3.37,154.11,26.72,46.53
JUL,29,15,34.42,NA,2.285,NA,NA,3.5,148.53,27.37,42.75
JUL,29,16,37.71,NA,2.435,NA,NA,4.33,94.9,24.65,53.38
JUL,29,17,41.5,0.51,2.425,NA,NA,4.26,87.62,25.69,50.42
JUL,29,18,39.66,0.45,2.353,9.56,NA,4.03,109.12,26.54,46.35
JUL,29,19,37.96,0.75,2.53,NA,NA,3.76,97.78,22.61,60.64
JUL,29,20,24.57,0.76,2.37,NA,NA,3.7,123.75,19.07,80.30
JUL,29,21,19.97,0.75,2.405,NA,NA,2.39,237.99,18.63,83.76
JUL,29,22,12.82,1.15,2.527,NA,NA,2.11,162.39,19.05,81.29
JUL,29,23,12.67,2.2,2.33,NA,NA,2.08,112.63,17.43,83.25
JUL,30,0,13.09,2.57,2.304,13.66,NA,1.77,114.36,17,87.65
JUL,30,1,10.34,3.97,2.287,13.6,NA,2.2,115.2,17.12,90.05
JUL,30,2,13.77,3.56,2.287,11.75,NA,2.81,100.43,16.32,93.62
JUL,30,3,12.26,3.2,2.307,12.91,NA,2.05,90.07,16.07,96.61
JUL,30,4,14.13,3.2,2.294,12.05,NA,2.32,88.53,16.07,96.75
JUL,30,5,13.63,2.95,2.325,12.22,NA,2.26,87.5,16.15,96.29
JUL,30,6,8.83,2.89,2.346,15.64,NA,1.61,127.49,16,96.66
JUL,30,7,1.36,3.02,2.545,20.62,NA,1.31,103.03,16.07,97.44
JUL,30,8,2.65,3.11,2.68,20.46,NA,1.6,107.71,16.77,97.40
JUL,30,9,5.76,3.58,2.555,17.23,NA,2.3,94.45,18.09,91.67
JUL,30,10,15.47,3.43,2.438,11.8,NA,3.24,82.37,22.05,79.64
JUL,30,11,27.76,3.29,2.38,10.23,NA,3.5,94.79,24.26,60.95
JUL,30,12,36.12,3.89,2.296,9.83,NA,3.67,94.61,25.53,51.87
JUL,30,13,44.26,3.46,2.244,8.81,NA,3.1,101.1,26.27,47.99
JUL,30,14,46.88,3.56,2.306,8.66,NA,3.36,111.1,27.06,44.17
JUL,30,15,51.18,3.3,2.325,9.12,25,3.16,100.94,27.67,42.82
JUL,30,16,53.28,3.77,2.339,9.34,25,3.36,95.56,28.05,41.72
JUL,30,17,52.69,3.64,2.385,10.03,30,3.63,79.63,28.65,38.91
JUL,30,18,37.52,5.96,2.698,15.63,34,4.01,215.44,24.37,47.34
JUL,30,19,28.15,6.55,2.662,21.14,36,3.26,286.74,23.09,51.50
JUL,30,20,29.08,5.1,2.454,14.45,36,3.92,265.88,20.74,63.89
JUL,30,21,35.88,4.38,2.401,12.24,27,3.44,261.07,18.47,72.67
JUL,30,22,32.29,4.37,2.447,13.12,65,2.78,277.69,18.16,74.48
JUL,30,23,28,4.47,2.361,12.82,25,1.86,242.88,18.1,73.91
JUL,31,0,27.22,4.33,2.321,11.15,17,1.71,247.14,17.7,75.11
JUL,31,1,24.23,4.8,2.3,11.66,14,1.77,205.77,17.94,76.18
JUL,31,2,20.92,5,2.327,12.15,24,1.46,187.1,18.07,77.07
JUL,31,3,19.53,5.14,2.272,12.56,25,1.71,265.45,17.64,77.81
JUL,31,4,17.85,5.07,2.293,14.18,40,1.6,276.25,17.62,79.02
JUL,31,5,22.47,4.91,2.29,12.21,13,2.09,237.59,17.21,78.11
JUL,31,6,14.24,4.94,2.37,16.03,12,2.03,238.15,16,81.88
JUL,31,7,12.05,5.06,2.469,19.66,28,1.78,206.67,16.35,82.79
JUL,31,8,14.84,5.19,2.429,16.46,29,1.38,139.89,17.32,81.23
JUL,31,9,10.34,5.48,2.689,20.25,32,2.38,225.34,19.84,75.90
JUL,31,10,17.3,11.13,2.739,16.47,46,2.44,124.33,22.86,62.91
JUL,31,11,25.72,7.02,2.388,11.68,33,3.76,97.03,24.06,55.75
JUL,31,12,31.47,6.09,2.388,10.2,27,3.65,97.69,25.04,50.92
JUL,31,13,40.02,5.64,2.362,9.2,24,3.38,113.34,26.18,45.84
JUL,31,14,43.38,5.17,2.365,9.57,13,3.06,107.1,27.5,40.71
JUL,31,15,43.67,5.37,2.36,9.8,23,3.29,106.02,27.62,39.27
JUL,31,16,39.68,5.33,2.332,9.2,16,2.53,91.43,27.24,37.97
JUL,31,17,36.4,7.49,2.374,10.19,19,2.47,98.07,26.76,38.88
JUL,31,18,34.33,7.02,2.518,11.98,19,2.69,90.31,26.08,40.59
JUL,31,19,32.06,6.32,2.393,10.6,34,4.87,138.65,21.6,63.65
JUL,31,20,29.47,5.88,2.488,12.68,38,2.83,114.57,17.12,85.63
JUL,31,21,25.56,5.98,2.44,13.3,34,2.42,152.4,16.73,93.82
JUL,31,22,23.91,5.66,2.412,13.37,34,2.08,187.72,16.68,95.84
JUL,31,23,20.37,6.02,2.427,15.47,23,1.79,123.36,16.61,96.92
