DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR
ABR,15,10,32.05,6.59,1.39,75.15,3.11,116.17,25.47,43.87
ABR,15,11,48.51,6.06,1.28,48.47,2.15,172.20,29.05,30.19
ABR,15,12,54.23,4.91,1.28,27.01,2.68,204.43,30.41,24.44
ABR,15,13,54.70,3.40,1.20,22.69,4.00,261.72,30.72,20.48
ABR,15,14,47.62,2.82,1.19,27.22,4.75,275.06,31.86,16.24
ABR,15,15,48.00,2.82,1.16,19.49,4.85,264.14,32.56,14.60
ABR,15,16,52.71,2.77,1.13,23.46,4.53,258.04,33.09,13.89
ABR,15,17,52.21,3.17,1.11,34.20,4.44,261.20,33.12,13.70
ABR,15,18,50.14,2.90,1.12,31.65,4.05,258.12,32.63,14.00
ABR,15,19,46.31,3.26,1.14,38.80,3.62,269.96,31.06,14.43
ABR,15,20,32.56,3.31,1.33,59.74,2.47,251.14,28.52,16.35
ABR,15,21,27.26,3.62,1.27,60.93,2.40,207.67,26.57,19.05
ABR,15,22,29.27,3.27,1.10,43.04,3.02,228.84,25.65,20.60
ABR,15,23,24.41,3.66,1.14,37.35,1.74,208.25,23.16,23.98
ABR,16,0,29.74,3.53,1.16,38.11,1.90,244.58,21.98,28.93
ABR,16,1,NA,4.39,1.29,40.18,1.93,190.02,20.81,33.16
ABR,16,2,19.07,5.35,1.25,40.73,1.44,183.96,20.31,33.29
ABR,16,3,14.42,4.29,1.27,37.06,1.76,223.37,19.61,34.15
ABR,16,4,11.11,3.96,1.27,43.06,1.51,303.18,18.75,35.05
ABR,16,5,20.54,3.50,1.31,32.68,1.58,280.16,18.26,36.55
ABR,16,6,12.65,3.63,1.46,36.09,1.67,294.74,17.68,37.40
ABR,16,7,NA,6.50,1.81,54.72,1.54,146.45,16.77,43.24
ABR,16,8,18.47,7.96,2.04,135.60,1.80,117.06,20.09,40.26
ABR,16,9,19.47,7.52,1.63,147.81,1.87,114.45,24.01,30.91
ABR,16,10,40.05,7.83,1.34,39.16,1.61,186.40,28.11,24.25
ABR,16,11,49.15,82.71,1.33,30.22,1.61,207.99,30.44,20.48
ABR,16,12,57.02,15.10,1.32,49.23,2.16,207.71,31.60,17.46
ABR,16,13,59.29,6.14,1.29,30.08,2.51,196.07,32.06,15.80
ABR,16,14,51.28,4.47,1.23,16.64,3.14,237.83,32.82,14.35
ABR,16,15,51.84,3.54,1.25,24.18,3.13,273.14,33.95,14.08
ABR,16,16,56.51,3.52,1.21,24.67,3.26,256.19,34.30,13.89
ABR,16,17,55.88,3.66,1.21,40.23,3.32,250.34,34.29,13.88
ABR,16,18,53.59,3.78,1.17,34.53,3.17,256.51,33.53,13.87
ABR,16,19,53.77,4.15,1.20,43.84,3.31,260.72,31.89,15.43
ABR,16,20,45.75,3.61,1.19,79.61,5.42,249.19,29.43,19.08
ABR,16,21,40.23,3.67,1.19,62.52,4.43,246.00,27.37,20.49
ABR,16,22,35.24,3.25,1.17,37.25,3.45,240.35,25.74,22.68
ABR,16,23,33.92,3.76,1.21,47.27,3.08,250.69,24.31,25.61
ABR,17,0,30.88,3.89,1.19,48.05,2.13,241.67,23.75,27.12
ABR,17,1,31.38,3.07,1.19,25.72,1.89,190.81,23.73,26.98
ABR,17,2,31.42,2.58,1.21,43.45,2.31,266.17,22.46,28.09
ABR,17,3,25.63,3.00,1.24,36.52,2.38,278.70,21.12,30.90
ABR,17,4,24.36,2.66,1.28,40.50,2.06,254.55,19.90,32.71
ABR,17,5,33.45,2.56,1.30,38.39,2.24,267.66,18.97,35.06
ABR,17,6,35.15,2.41,1.40,32.93,1.76,238.50,18.21,37.10
ABR,17,7,32.61,2.36,1.53,41.56,2.12,277.34,17.83,39.82
ABR,17,8,35.24,3.06,1.62,39.14,1.90,259.63,20.87,38.72
ABR,17,9,28.15,2.85,1.59,47.35,2.10,263.94,24.39,31.51
ABR,17,10,34.35,2.65,1.44,38.61,2.54,267.95,26.56,26.82
ABR,17,11,45.34,2.49,1.38,32.66,2.65,254.73,29.08,24.03
ABR,17,12,51.40,2.37,1.39,27.30,4.05,277.25,29.51,23.39
ABR,17,13,51.28,2.20,1.38,30.91,3.42,265.73,31.21,21.05
ABR,17,14,52.31,2.20,1.33,25.99,2.98,230.50,32.49,19.81
ABR,17,15,53.76,2.40,1.30,24.60,3.33,213.02,33.23,18.48
ABR,17,16,55.54,2.26,1.27,23.55,3.16,250.80,33.98,16.64
ABR,17,17,56.82,2.83,1.26,29.62,2.73,236.29,34.29,16.39
ABR,17,18,58.05,2.61,1.26,41.10,2.19,215.33,33.98,16.69
ABR,17,19,57.71,2.97,1.25,47.23,2.27,160.84,31.98,18.98
ABR,17,20,51.10,3.13,1.34,77.29,2.41,161.50,29.80,22.43
ABR,17,21,41.23,3.73,1.28,77.23,3.84,205.24,28.58,26.89
ABR,17,22,38.76,3.13,1.28,67.10,3.82,249.00,26.90,30.55
ABR,17,23,36.57,3.10,1.27,44.97,3.08,266.50,25.42,33.10
ABR,18,0,33.66,2.71,1.27,43.83,2.42,265.62,23.79,36.54
ABR,18,1,31.23,4.53,1.28,36.60,1.93,218.79,22.92,38.43
ABR,18,2,30.79,4.87,1.28,40.28,2.02,215.91,21.97,41.29
ABR,18,3,33.86,5.35,1.30,39.51,2.30,249.27,21.46,43.04
ABR,18,4,29.62,5.00,1.32,41.33,2.32,275.95,20.27,46.20
ABR,18,5,26.12,4.75,1.34,39.00,1.97,252.46,19.52,48.40
ABR,18,6,22.40,4.83,1.43,43.29,2.04,262.33,18.92,50.59
ABR,18,7,23.10,4.71,1.58,46.03,1.73,217.91,18.60,52.30
ABR,18,8,17.02,5.17,1.64,56.76,2.23,269.79,21.60,49.70
ABR,18,9,24.50,5.19,1.57,45.94,2.20,258.02,26.00,39.30
ABR,18,10,35.53,5.07,1.51,36.39,2.23,265.58,28.46,33.00
ABR,18,11,45.96,4.74,1.49,36.48,3.33,279.02,29.79,28.75
ABR,18,12,52.29,4.38,1.49,36.13,3.53,272.64,30.19,27.21
ABR,18,13,52.39,4.84,1.46,28.73,3.53,258.55,31.64,24.88
ABR,18,14,55.11,4.08,1.42,32.70,3.10,228.21,32.31,23.90
ABR,18,15,57.44,4.29,1.37,27.90,2.71,244.42,33.17,22.31
ABR,18,16,57.88,4.71,1.36,37.28,3.26,254.42,33.30,21.48
ABR,18,17,57.67,4.46,1.34,36.98,3.42,260.85,33.20,21.22
ABR,18,18,58.81,4.96,1.33,32.22,2.98,254.85,32.31,22.18
ABR,18,19,57.33,4.60,1.34,37.50,3.13,260.21,30.43,23.80
ABR,18,20,52.83,5.29,1.46,50.51,2.92,261.57,29.29,26.22
ABR,18,21,48.45,5.23,1.46,66.55,3.27,265.74,28.61,27.43
ABR,18,22,48.14,5.22,1.44,65.63,3.02,252.98,26.99,29.90
ABR,18,23,44.68,5.72,1.43,67.03,2.89,262.61,25.97,32.81
ABR,19,0,40.62,5.50,1.38,50.30,2.95,253.94,25.33,33.95
ABR,19,1,42.68,4.42,1.31,51.30,3.51,263.19,24.71,35.11
ABR,19,2,36.74,4.16,1.33,40.84,2.93,262.31,23.33,40.35
ABR,19,3,32.81,4.43,1.36,41.09,2.77,265.27,22.54,45.23
ABR,19,4,28.31,4.92,1.48,56.04,2.36,278.05,21.71,47.89
ABR,19,5,23.23,4.72,1.39,50.31,2.40,241.09,20.92,50.50
ABR,19,6,17.61,4.09,1.37,32.74,2.28,252.86,20.02,53.31
ABR,19,7,15.19,3.78,1.42,31.38,2.35,253.32,19.50,56.28
ABR,19,8,14.98,3.90,1.44,27.81,2.84,245.62,22.07,52.78
ABR,19,9,21.35,3.80,1.46,21.06,3.12,250.63,25.24,45.17
ABR,19,10,29.14,3.72,1.50,31.39,3.38,268.17,27.69,37.99
ABR,19,11,38.50,3.52,1.47,25.59,3.60,267.67,29.12,32.53
ABR,19,12,42.68,3.67,1.43,22.78,3.52,255.55,30.53,29.26
ABR,19,13,45.52,3.54,1.43,24.76,3.65,248.00,31.34,25.66
ABR,19,14,50.02,3.03,1.40,22.60,3.79,224.13,32.84,20.04
ABR,19,15,51.84,3.43,1.36,34.92,4.38,258.63,33.21,16.53
ABR,19,16,55.63,3.52,1.29,17.93,3.94,262.13,33.71,14.82
ABR,19,17,52.57,3.19,1.22,25.33,4.28,245.40,33.63,13.98
ABR,19,18,39.80,3.48,1.24,22.29,4.27,261.61,32.90,13.81
ABR,19,19,50.86,4.37,1.34,31.45,3.94,280.03,31.57,15.31
ABR,19,20,39.43,4.70,1.52,56.07,3.36,278.45,29.23,19.52
ABR,19,21,32.87,5.21,1.47,48.70,2.82,262.47,27.30,23.64
ABR,19,22,26.51,5.31,1.49,53.50,2.70,261.35,26.10,26.05
ABR,19,23,31.88,4.92,1.35,56.01,3.18,253.34,25.36,28.80
ABR,20,0,38.22,4.87,1.31,33.63,3.27,253.10,24.82,32.07
ABR,20,1,37.59,2.54,1.31,37.09,2.92,280.35,23.68,35.95
ABR,20,2,31.38,1.22,1.32,34.52,2.60,253.59,22.20,41.40
ABR,20,3,25.58,1.52,1.31,29.60,3.05,249.44,21.31,48.15
ABR,20,4,19.65,1.17,1.32,23.40,2.76,271.84,20.32,52.73
ABR,20,5,12.29,1.09,1.39,22.46,2.10,294.97,19.36,55.02
ABR,20,6,7.42,1.40,1.56,37.51,1.73,269.29,19.01,56.49
ABR,20,7,1.88,1.66,1.76,52.28,1.39,220.60,19.12,55.68
ABR,20,8,6.47,1.40,1.66,52.05,1.92,238.30,23.42,51.99
ABR,20,9,15.33,1.45,1.57,26.51,2.04,249.61,27.15,41.94
ABR,20,10,25.80,1.11,1.47,19.53,2.63,262.21,28.78,34.41
ABR,20,11,33.18,0.97,1.45,18.11,2.56,247.53,30.43,28.71
ABR,20,12,38.56,0.77,1.44,18.43,2.98,241.94,31.30,26.31
ABR,20,13,43.06,0.93,1.44,11.61,2.83,247.34,32.18,23.95
ABR,20,14,50.55,0.97,1.43,15.71,3.08,257.68,33.26,22.20
ABR,20,15,54.29,0.88,1.41,25.09,3.22,224.25,33.74,20.83
ABR,20,16,56.68,0.86,1.38,25.37,3.23,237.04,34.22,19.18
ABR,20,17,57.18,0.95,1.37,22.35,3.40,240.17,34.41,17.85
ABR,20,18,58.09,1.19,1.36,29.12,2.64,243.50,33.99,18.00
ABR,20,19,55.46,1.68,1.34,39.50,3.07,246.42,32.30,19.50
ABR,20,20,47.86,1.64,1.43,54.71,3.10,248.04,29.99,22.19
ABR,20,21,49.05,2.05,1.40,53.42,2.94,258.17,28.57,23.14
ABR,20,22,48.70,2.27,1.45,47.42,2.38,262.53,26.81,24.91
ABR,20,23,43.71,2.66,1.44,49.26,1.88,281.77,25.56,25.96
ABR,21,0,37.37,2.57,1.38,44.20,2.29,258.67,24.53,28.40
ABR,21,1,29.19,3.92,1.33,39.28,1.63,221.96,23.27,29.89
ABR,21,2,30.84,4.97,1.32,35.55,1.96,225.78,22.97,33.03
ABR,21,3,27.60,5.02,1.33,36.75,2.31,225.47,21.70,40.55
ABR,21,4,20.35,5.13,1.36,29.56,1.84,231.99,20.51,42.59
ABR,21,5,14.51,4.78,1.42,29.55,1.54,215.16,19.29,44.98
ABR,21,6,9.72,5.26,1.72,45.35,1.72,208.06,18.73,46.42
ABR,21,7,11.37,5.10,1.76,51.05,1.45,249.78,19.20,47.86
ABR,21,8,10.81,4.84,1.87,43.97,1.56,241.58,23.97,43.96
ABR,21,9,21.02,5.38,1.81,46.44,1.66,242.85,27.53,32.91
ABR,21,10,29.73,5.11,1.52,46.05,2.51,247.36,29.36,27.79
ABR,21,11,39.41,4.48,1.50,23.93,2.36,241.30,31.39,22.99
ABR,21,12,47.80,4.38,1.47,17.62,2.62,252.00,32.72,20.28
ABR,21,13,55.02,4.22,1.48,16.06,2.77,252.70,33.89,18.03
ABR,21,14,56.63,3.91,1.46,22.28,2.64,233.10,34.99,15.34
ABR,21,15,61.88,7.22,1.39,19.19,2.38,202.52,36.05,13.39
ABR,21,16,65.41,9.52,1.36,21.13,2.63,264.19,36.47,12.68
ABR,21,17,67.88,6.66,1.30,20.87,2.81,207.81,35.97,12.85
ABR,21,18,64.48,5.34,1.30,27.70,2.63,253.64,35.37,13.29
ABR,21,19,61.41,5.19,1.31,37.65,2.47,218.98,33.37,14.00
ABR,21,20,47.11,5.31,1.56,55.09,1.84,252.61,31.04,15.38
ABR,21,21,35.26,6.12,1.48,83.24,3.50,174.49,29.00,26.85
ABR,21,22,31.51,6.41,1.37,73.14,3.13,123.55,27.14,39.15
ABR,21,23,29.98,6.31,1.36,41.12,3.01,116.33,26.02,42.86
ABR,22,0,27.03,6.29,1.33,35.21,3.28,122.72,25.10,45.80
ABR,22,1,38.35,4.64,1.32,25.80,3.18,166.85,24.26,46.83
ABR,22,2,40.18,3.23,1.33,23.23,2.81,218.24,23.41,48.39
ABR,22,3,37.66,3.47,1.35,26.30,3.46,255.10,23.32,48.26
ABR,22,4,39.60,3.43,1.37,28.99,2.75,273.95,22.30,51.05
ABR,22,5,42.28,3.47,1.45,29.82,2.07,267.49,21.16,53.12
ABR,22,6,34.44,3.23,1.52,40.61,2.14,226.27,20.60,55.93
ABR,22,7,18.47,3.33,1.59,44.51,2.07,250.36,20.97,57.05
ABR,22,8,20.10,3.21,1.59,30.42,2.16,266.16,24.67,51.62
ABR,22,9,26.45,3.29,1.61,26.98,2.18,260.63,27.62,43.61
ABR,22,10,36.64,3.24,1.61,29.70,3.46,274.24,28.90,39.59
ABR,22,11,45.32,3.33,1.57,38.47,3.90,261.45,29.67,36.06
ABR,22,12,54.18,3.04,1.56,32.43,3.74,276.03,31.40,30.06
ABR,22,13,58.12,2.83,1.51,32.65,3.40,267.83,33.04,23.74
ABR,22,14,59.10,2.74,1.52,28.72,3.70,284.61,33.68,22.10
ABR,22,15,59.43,2.82,1.49,33.49,3.66,287.57,33.72,19.54
ABR,22,16,61.81,2.69,1.40,23.48,3.55,262.92,34.86,17.34
ABR,22,17,60.64,2.98,1.44,33.62,3.89,285.43,34.14,18.29
ABR,22,18,59.95,2.85,1.43,40.13,4.28,264.12,33.33,19.48
ABR,22,19,60.40,3.05,1.41,63.15,4.28,264.66,31.86,20.33
ABR,22,20,54.14,3.51,1.50,78.89,3.37,255.47,29.64,22.26
ABR,22,21,52.28,3.85,1.45,70.77,3.63,257.10,28.09,24.08
ABR,22,22,57.18,3.77,1.53,75.85,2.69,274.25,26.58,25.50
ABR,22,23,55.98,3.94,1.48,64.50,2.70,252.21,25.71,26.48
ABR,23,0,41.23,3.65,1.38,57.22,2.99,249.11,24.25,33.63
ABR,23,1,34.19,3.16,1.40,37.19,3.05,247.47,23.37,41.86
ABR,23,2,36.44,3.06,1.39,32.00,3.25,228.97,22.99,42.18
ABR,23,3,34.85,2.38,1.43,24.32,2.86,233.41,21.93,43.98
ABR,23,4,34.36,1.81,1.45,30.78,2.92,259.59,21.02,46.65
ABR,23,5,30.87,1.95,1.49,24.08,2.32,253.39,20.01,49.56
ABR,23,6,26.85,1.97,1.57,23.76,2.04,272.97,18.99,52.79
ABR,23,7,22.82,2.01,1.68,39.58,2.00,273.84,19.02,55.28
ABR,23,8,25.11,2.02,1.68,38.56,1.72,232.70,23.94,47.75
ABR,23,9,32.79,2.08,1.73,30.22,1.98,259.16,27.30,38.02
ABR,23,10,41.56,1.84,1.67,28.87,2.04,263.09,29.71,31.23
ABR,23,11,54.93,1.93,1.65,25.79,2.99,257.62,30.69,25.54
ABR,23,12,65.03,1.61,1.65,29.42,3.81,279.20,31.66,19.23
ABR,23,13,69.45,1.27,1.61,33.90,3.37,269.10,32.82,16.62
ABR,23,14,65.46,1.72,1.58,33.57,4.05,272.39,33.74,14.20
ABR,23,15,63.59,1.52,1.50,95.06,3.73,270.42,34.97,12.29
ABR,23,16,65.28,1.59,1.44,25.91,3.92,265.05,34.94,11.75
ABR,23,17,68.15,1.66,1.42,30.60,3.63,258.91,34.99,12.32
ABR,23,18,65.21,1.78,1.40,43.78,4.39,256.86,33.89,12.87
ABR,23,19,69.58,2.16,1.45,57.96,4.46,245.06,32.12,14.18
ABR,23,20,70.41,2.53,1.53,78.43,4.04,254.06,29.81,17.81
ABR,23,21,58.66,2.67,1.53,71.97,3.59,264.75,27.70,21.01
ABR,23,22,56.46,2.85,1.50,59.90,3.52,258.83,26.49,23.22
ABR,23,23,45.40,2.81,1.52,49.26,3.47,283.72,25.20,28.59
ABR,24,0,44.99,2.78,1.50,47.90,2.97,271.44,24.15,30.84
ABR,24,1,39.10,3.44,1.50,35.09,2.39,244.62,22.81,33.44
ABR,24,2,35.82,3.80,1.48,40.98,1.83,208.10,21.90,34.78
ABR,24,3,24.34,5.43,1.57,33.09,1.45,116.22,20.69,36.77
ABR,24,4,21.82,4.93,1.59,52.79,1.59,203.20,19.81,38.79
ABR,24,5,30.83,4.16,1.56,37.36,1.64,239.50,19.68,38.95
ABR,24,6,23.47,3.89,1.74,34.74,1.55,263.90,18.94,40.45
ABR,24,7,5.81,4.25,2.02,47.36,2.09,303.98,18.49,43.10
ABR,24,8,17.41,4.16,1.88,48.99,1.69,268.76,23.11,39.13
ABR,24,9,33.72,4.00,1.87,49.60,1.90,216.10,27.09,31.58
ABR,24,10,47.95,4.15,1.75,26.90,2.30,273.84,29.19,26.79
ABR,24,11,59.38,4.01,1.69,28.48,2.43,262.11,30.95,20.01
ABR,24,12,70.19,3.66,1.64,17.95,2.65,242.69,32.24,15.30
ABR,24,13,67.05,3.22,1.65,15.18,2.87,262.20,33.28,13.74
ABR,24,14,65.08,3.48,1.60,19.76,3.53,267.16,33.51,14.07
ABR,24,15,66.57,3.26,1.57,21.27,3.08,242.73,34.44,14.29
ABR,24,16,67.70,3.25,1.54,32.05,3.27,226.34,34.53,13.91
ABR,24,17,67.06,3.54,1.52,20.97,2.95,275.32,34.88,12.85
ABR,24,18,64.82,3.93,1.53,32.55,3.63,285.08,33.91,12.59
ABR,24,19,62.98,3.81,1.50,51.86,3.05,227.05,32.18,15.32
ABR,24,20,54.50,3.95,1.58,62.10,2.93,209.96,29.49,20.15
ABR,24,21,49.00,4.96,1.63,57.80,3.03,223.49,28.05,21.91
ABR,24,22,44.52,4.74,1.57,59.63,2.76,234.23,26.75,25.57
ABR,24,23,36.27,4.89,1.65,53.00,2.37,235.64,24.73,29.71
ABR,25,0,31.87,5.14,1.58,58.72,1.99,258.81,23.28,32.88
ABR,25,1,28.77,5.62,1.64,41.82,2.33,105.99,22.09,36.16
ABR,25,2,25.54,5.87,1.65,68.30,2.01,196.08,21.46,37.21
ABR,25,3,21.04,4.71,1.66,59.43,1.52,222.48,20.64,37.11
ABR,25,4,19.18,5.11,1.66,46.04,1.77,286.83,19.69,38.65
ABR,25,5,16.28,5.13,1.70,44.59,2.00,288.38,18.92,41.00
ABR,25,6,19.94,4.15,1.76,45.27,1.52,211.26,18.19,42.20
ABR,25,7,12.51,5.12,2.13,68.81,1.77,114.25,17.35,47.97
ABR,25,8,20.71,7.41,2.29,126.43,1.98,108.63,20.41,44.11
ABR,25,9,32.85,6.34,1.97,107.00,1.60,141.84,26.24,30.27
ABR,25,10,43.50,4.63,1.81,56.77,2.07,231.00,29.33,22.93
ABR,25,11,57.61,4.01,1.74,24.07,2.00,217.67,31.71,16.91
ABR,25,12,60.25,3.90,1.74,18.50,2.44,270.80,33.11,15.61
ABR,25,13,67.27,3.70,1.68,19.04,2.36,228.60,33.78,14.86
ABR,25,14,70.79,3.87,1.69,25.83,2.60,211.02,34.43,14.19
ABR,25,15,66.06,3.87,1.64,29.92,3.06,164.48,34.66,14.51
ABR,25,16,65.97,3.74,1.61,29.40,2.76,206.21,34.93,14.42
ABR,25,17,64.75,3.88,1.63,33.86,2.34,207.25,34.02,14.97
ABR,25,18,60.44,3.91,1.63,36.20,3.56,183.60,32.79,16.88
ABR,25,19,54.57,3.92,1.59,143.71,4.30,224.01,30.04,20.63
ABR,25,20,52.22,4.06,1.66,66.99,3.64,245.87,28.33,23.36
ABR,25,21,48.62,4.16,1.81,82.28,2.02,236.83,26.72,25.47
ABR,25,22,40.50,4.72,1.81,89.96,3.45,109.13,25.84,28.57
ABR,25,23,49.41,5.16,1.62,96.45,4.85,93.09,25.13,35.60
ABR,26,0,50.14,5.17,1.60,63.81,3.98,96.81,23.99,39.73
ABR,26,1,46.09,5.41,1.60,43.96,3.75,74.37,23.16,41.96
ABR,26,2,46.05,5.46,1.61,36.21,3.58,73.83,22.38,43.76
ABR,26,3,42.76,9.75,1.66,38.17,4.11,61.82,22.44,49.57
ABR,26,4,45.36,6.07,1.70,34.40,3.55,70.73,22.38,49.98
ABR,26,5,47.41,6.15,1.68,35.83,5.03,73.87,21.90,51.95
ABR,26,6,45.66,6.51,1.74,37.09,4.51,71.17,21.20,55.86
ABR,26,7,41.76,5.79,1.80,34.29,4.10,72.32,20.39,60.34
ABR,26,8,39.54,5.51,1.86,33.46,4.02,76.45,20.97,58.97
ABR,26,9,41.29,5.01,1.89,30.67,5.36,73.67,22.14,55.66
ABR,26,10,46.77,5.02,1.88,42.86,5.98,80.18,24.61,49.08
ABR,26,11,51.96,5.33,1.90,59.33,6.11,85.17,26.97,40.86
ABR,26,12,56.29,5.12,1.87,42.66,5.59,95.99,28.39,34.29
ABR,26,13,59.24,5.20,1.84,34.68,4.27,89.04,30.36,28.06
ABR,26,14,63.91,5.19,1.81,68.41,4.20,110.37,31.77,24.99
ABR,26,15,65.69,4.73,1.76,29.37,3.45,132.60,33.11,21.93
ABR,26,16,65.71,21.37,2.03,40.31,4.05,133.86,32.97,20.35
ABR,26,17,48.23,178.38,5.80,301.39,5.38,97.16,25.78,34.81
ABR,26,18,51.48,35.79,1.75,67.21,6.41,71.25,24.74,38.92
ABR,26,19,48.73,8.06,1.74,42.96,5.23,97.41,23.87,40.32
ABR,26,20,41.61,7.10,1.82,44.15,3.24,99.43,22.58,44.45
ABR,26,21,34.63,11.44,2.30,34.24,2.12,147.17,22.46,43.82
ABR,26,22,35.24,8.74,1.88,46.10,3.45,99.39,22.15,47.64
ABR,26,23,32.20,6.06,1.79,30.36,3.52,97.25,21.65,53.50
ABR,27,0,30.60,5.80,1.78,28.10,3.09,95.35,21.12,59.33
ABR,27,1,39.26,4.12,1.78,21.68,4.30,78.20,21.12,61.29
ABR,27,2,38.54,7.35,1.78,21.80,4.17,61.63,20.66,64.30
ABR,27,3,40.83,13.72,1.82,16.36,4.00,57.63,20.35,65.27
ABR,27,4,39.14,6.73,1.80,16.38,3.67,83.07,19.95,66.85
ABR,27,5,35.94,3.81,1.84,21.93,2.64,106.33,19.53,68.99
ABR,27,6,32.46,3.24,1.89,26.84,2.84,86.25,19.28,68.17
ABR,27,7,25.83,3.02,1.99,31.69,2.68,93.20,18.29,72.95
ABR,27,8,22.20,2.85,2.04,25.53,2.92,91.83,20.28,67.50
ABR,27,9,32.59,2.67,1.99,26.63,4.09,93.67,22.95,55.67
ABR,27,10,42.96,2.64,1.95,28.44,4.27,94.32,24.81,48.10
ABR,27,11,52.48,2.78,1.94,19.83,3.87,107.39,26.72,40.99
ABR,27,12,59.74,3.11,1.95,13.83,3.08,99.43,28.65,33.94
ABR,27,13,66.21,3.12,1.88,17.76,3.22,101.44,29.66,30.12
ABR,27,14,71.17,14.13,1.86,13.46,2.86,126.16,31.19,27.09
ABR,27,15,75.45,18.21,2.06,17.62,2.29,224.49,31.58,24.77
ABR,27,16,68.70,7.68,1.99,21.15,2.81,270.96,30.67,25.33
ABR,27,17,56.94,10.21,1.89,35.25,5.17,94.10,28.86,23.55
ABR,27,18,51.64,12.61,2.07,21.35,2.64,117.97,27.58,27.50
ABR,27,19,44.56,14.23,1.98,43.44,2.93,128.73,27.71,26.46
ABR,27,20,47.59,6.16,1.93,37.80,2.85,161.47,26.38,31.59
ABR,27,21,42.05,3.80,1.94,47.54,3.15,101.86,24.28,38.50
ABR,27,22,37.85,8.51,1.84,38.23,3.61,80.20,23.16,41.82
ABR,27,23,36.81,3.94,1.80,26.44,3.30,108.83,22.20,47.29
ABR,28,0,32.27,3.58,1.82,26.68,2.76,112.48,21.05,54.82
ABR,28,1,34.39,4.08,1.84,39.30,3.59,300.57,20.72,57.18
ABR,28,2,33.84,3.80,1.84,21.35,2.22,259.62,19.46,71.15
ABR,28,3,27.75,5.05,1.87,16.49,1.62,131.00,19.85,67.24
ABR,28,4,23.54,5.80,1.88,16.25,1.75,146.25,19.70,65.46
ABR,28,5,23.06,5.66,1.93,22.57,1.81,188.39,19.13,65.90
ABR,28,6,17.83,5.00,2.06,31.00,1.69,276.90,18.44,66.70
ABR,28,7,4.95,4.72,2.21,33.22,2.02,296.18,17.79,73.55
ABR,28,8,8.21,6.40,2.27,32.18,2.03,243.53,20.80,68.01
ABR,28,9,27.80,5.81,2.13,49.09,1.80,262.20,26.48,48.40
ABR,28,10,45.68,4.86,2.02,32.34,2.41,272.16,28.41,35.48
ABR,28,11,54.71,4.21,1.99,30.14,3.64,284.20,29.04,28.72
ABR,28,12,64.29,3.97,1.98,29.65,3.30,262.73,30.20,26.66
ABR,28,13,64.93,4.59,1.54,24.83,3.48,284.62,31.46,23.00
ABR,28,14,66.74,6.89,1.44,19.02,3.72,282.40,32.49,19.90
ABR,28,15,60.74,6.15,1.64,25.99,3.92,277.64,33.59,15.45
ABR,28,16,59.95,7.82,1.65,25.57,3.74,264.42,34.01,14.27
ABR,28,17,61.60,9.08,1.66,26.24,3.47,263.30,34.16,13.78
ABR,28,18,62.77,9.86,1.74,28.59,3.38,274.00,32.69,14.84
ABR,28,19,56.98,10.59,1.81,45.16,2.67,191.17,30.71,17.85
ABR,28,20,43.52,11.51,1.85,56.17,2.39,161.49,27.91,23.68
ABR,28,21,46.86,12.41,1.97,62.88,2.34,219.14,27.31,23.74
ABR,28,22,52.27,13.06,1.97,60.33,1.92,200.88,26.75,21.80
ABR,28,23,40.05,13.48,1.98,64.52,2.22,157.50,25.33,25.40
ABR,29,0,26.66,15.01,1.84,48.01,2.65,84.33,24.29,32.59
ABR,29,1,33.14,6.96,1.77,25.68,2.31,110.75,23.45,34.73
ABR,29,2,27.03,4.96,1.79,30.45,1.94,133.79,21.88,39.00
ABR,29,3,31.40,5.46,1.78,38.02,1.81,234.02,21.53,37.04
ABR,29,4,30.92,5.02,1.79,38.75,1.81,266.85,20.66,36.61
ABR,29,5,16.45,5.39,1.83,36.76,1.49,239.42,19.51,39.28
ABR,29,6,16.86,5.81,1.89,47.99,1.45,266.34,19.45,40.71
ABR,29,7,17.39,6.38,2.08,47.00,1.72,159.36,19.20,42.28
ABR,29,8,6.29,7.32,2.14,75.63,1.32,126.24,21.03,40.70
ABR,29,9,31.39,7.44,2.01,39.67,1.44,141.48,25.57,29.85
ABR,29,10,51.22,10.36,1.91,44.34,1.81,228.12,28.83,24.70
ABR,29,11,63.41,7.56,1.90,39.58,2.10,236.84,30.80,20.24
ABR,29,12,67.79,7.62,1.78,34.03,2.64,266.41,31.84,16.96
ABR,29,13,71.35,7.42,1.76,29.43,3.16,268.58,32.60,15.29
ABR,29,14,68.87,7.41,1.73,23.32,3.40,259.92,33.26,13.94
ABR,29,15,68.83,7.04,1.69,11.69,3.18,258.98,33.89,13.12
ABR,29,16,69.35,6.63,1.76,16.10,3.85,280.98,34.02,12.11
ABR,29,17,67.15,6.55,1.75,16.70,3.02,279.79,34.19,10.77
ABR,29,18,64.84,14.28,1.80,26.45,3.37,201.32,33.31,11.84
ABR,29,19,48.44,11.35,1.85,74.91,6.20,55.85,29.89,19.39
