DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR
MAY,15,8,10.42,5.35,3.08,57.58,1.50,257.68,23.28,36.01
MAY,15,9,28.17,5.66,2.95,47.93,1.72,272.30,26.85,27.94
MAY,15,10,52.91,5.59,2.70,48.77,1.80,232.42,29.10,21.97
MAY,15,11,64.10,4.77,2.62,35.45,2.25,225.00,30.09,19.65
MAY,15,12,61.80,4.47,2.60,27.09,2.81,243.85,31.03,18.58
MAY,15,13,65.79,4.06,2.66,26.93,3.25,256.60,31.42,18.59
MAY,15,14,58.86,3.65,2.63,23.05,3.69,220.52,31.95,18.46
MAY,15,15,60.74,3.41,2.67,23.27,3.97,268.70,33.01,17.11
MAY,15,16,54.68,3.03,2.66,31.81,3.84,266.98,32.67,17.28
MAY,15,17,48.36,2.91,2.64,32.41,4.96,266.20,33.00,15.38
MAY,15,18,45.32,2.78,2.63,29.38,4.89,266.07,32.27,13.67
MAY,15,19,42.62,2.51,2.65,33.07,4.56,261.24,30.12,14.04
MAY,15,20,39.12,2.57,2.77,32.22,3.67,243.80,28.53,14.45
MAY,15,21,35.21,3.04,2.89,40.75,2.90,227.32,26.97,16.77
MAY,15,22,30.60,3.65,2.86,60.27,3.28,235.26,25.02,19.72
MAY,15,23,26.79,3.46,2.81,61.73,2.31,214.50,22.94,25.28
MAY,16,0,28.97,3.37,2.72,45.22,2.18,247.28,21.33,28.58
MAY,16,1,44.69,4.11,2.75,33.79,1.79,192.04,20.79,30.53
MAY,16,2,33.18,4.17,2.72,34.25,1.70,283.65,20.00,30.62
MAY,16,3,23.85,4.38,2.75,38.01,1.37,226.38,18.87,31.85
MAY,16,4,30.62,4.55,2.74,45.13,1.44,225.93,17.84,33.19
MAY,16,5,26.59,4.94,2.75,39.54,1.69,241.15,17.21,34.53
MAY,16,6,16.65,4.99,2.86,44.80,1.71,263.36,16.56,37.17
MAY,16,7,8.38,5.61,3.16,51.97,1.62,241.31,17.64,39.27
MAY,16,8,13.80,6.12,3.10,61.69,1.77,240.85,23.10,32.11
MAY,16,9,33.90,5.91,2.96,53.45,1.62,177.68,26.43,25.01
MAY,16,10,49.78,5.78,2.74,50.55,1.80,208.63,28.03,22.31
MAY,16,11,58.67,5.46,2.64,39.64,2.25,212.77,29.29,20.24
MAY,16,12,54.44,5.00,2.64,35.31,3.54,229.60,29.81,20.00
MAY,16,13,49.75,4.53,2.64,36.47,3.95,228.42,30.85,18.90
MAY,16,14,43.79,3.85,2.62,30.17,4.70,261.78,31.52,16.41
MAY,16,15,45.18,3.42,2.65,26.02,4.74,267.40,31.90,14.99
MAY,16,16,43.06,3.33,2.61,22.10,5.50,273.34,32.25,14.40
MAY,16,17,39.64,3.27,2.63,24.05,5.28,267.79,32.02,14.21
MAY,16,18,42.39,3.07,2.67,25.47,4.74,265.20,31.28,14.15
MAY,16,19,44.21,3.17,2.69,31.09,4.67,262.59,29.75,16.68
MAY,16,20,42.07,3.20,2.85,43.02,3.73,255.17,27.47,18.74
MAY,16,21,42.72,3.50,2.95,43.31,3.16,244.88,25.81,19.53
MAY,16,22,33.12,3.69,2.89,51.03,3.00,232.90,24.15,20.83
MAY,16,23,26.06,3.80,2.83,43.42,3.18,261.25,23.09,22.72
MAY,17,0,23.06,5.81,2.89,58.63,2.05,266.88,21.44,25.61
MAY,17,1,26.82,5.37,2.84,54.47,1.48,214.61,20.42,26.91
MAY,17,2,31.27,4.45,2.78,36.74,2.03,272.19,19.98,28.91
MAY,17,3,26.84,5.61,2.79,35.15,2.23,270.49,19.57,30.07
MAY,17,4,22.67,5.19,2.75,44.36,1.67,245.47,18.52,31.39
MAY,17,5,25.20,5.43,2.74,42.77,1.82,274.21,18.22,32.68
MAY,17,6,23.89,7.21,2.80,42.78,1.22,205.67,17.51,34.16
MAY,17,7,11.51,6.09,3.16,53.13,1.30,165.50,17.54,35.56
MAY,17,8,7.77,8.23,3.11,69.34,1.50,102.50,21.70,35.63
MAY,17,9,16.36,16.48,3.00,73.47,1.67,161.68,25.08,30.07
MAY,17,10,46.21,22.23,2.78,65.67,1.87,256.20,28.51,20.71
MAY,17,11,55.78,6.52,2.70,31.35,2.28,242.38,29.56,17.56
MAY,17,12,55.73,5.56,2.61,29.10,2.60,233.06,29.79,16.15
MAY,17,13,63.15,4.67,2.63,19.32,2.83,213.98,30.40,13.49
MAY,17,14,65.02,4.25,2.59,19.64,2.41,161.37,30.99,12.08
MAY,17,15,64.74,4.06,2.63,11.43,2.90,242.74,31.80,10.53
MAY,17,16,66.90,6.72,2.62,11.17,3.10,228.46,32.24,9.50
MAY,17,17,71.83,6.35,2.59,22.28,2.04,176.93,32.50,9.19
MAY,17,18,73.25,4.20,2.57,19.60,2.43,173.56,31.95,9.86
MAY,17,19,70.93,3.70,2.63,21.56,2.17,171.76,30.38,10.00
MAY,17,20,55.01,3.52,3.08,38.98,1.66,224.87,27.09,10.77
MAY,17,21,28.01,3.91,3.66,60.17,1.39,242.57,25.34,11.31
MAY,17,22,5.70,6.12,3.69,85.58,1.39,130.96,23.80,15.94
MAY,17,23,16.60,5.95,2.99,88.72,2.50,116.74,22.51,22.11
MAY,18,0,30.76,5.61,2.76,61.22,2.92,147.69,22.20,42.58
MAY,18,1,31.06,4.41,2.72,47.39,4.65,72.56,22.14,56.86
MAY,18,2,31.24,4.66,2.68,33.17,4.50,67.64,20.77,57.56
MAY,18,3,36.07,5.07,2.65,20.56,3.38,84.82,19.86,57.54
MAY,18,4,38.42,4.86,2.64,21.38,2.42,89.72,19.35,55.73
MAY,18,5,34.52,6.71,2.70,18.57,1.69,133.02,18.86,56.11
MAY,18,6,21.49,6.82,2.77,28.57,1.86,178.13,17.69,58.27
MAY,18,7,23.68,5.91,2.98,48.71,1.86,116.84,17.95,59.38
MAY,18,8,21.47,5.90,2.82,40.69,2.40,84.86,20.95,53.36
MAY,18,9,30.52,6.22,2.75,34.60,2.54,112.91,23.96,45.21
MAY,18,10,42.90,5.72,2.71,30.51,3.13,100.60,26.22,38.25
MAY,18,11,54.48,5.68,2.71,31.77,2.86,120.53,28.29,33.65
MAY,18,12,63.13,5.19,2.74,43.10,2.77,153.07,30.11,30.05
MAY,18,13,69.07,4.76,2.74,37.88,2.80,153.05,31.38,25.79
MAY,18,14,72.10,4.41,2.73,37.33,2.62,159.63,32.62,21.25
MAY,18,15,74.06,3.86,2.69,26.98,2.69,168.77,33.52,17.26
MAY,18,16,78.08,5.53,2.70,29.39,2.38,179.25,34.13,14.65
MAY,18,17,79.00,4.24,2.70,28.86,2.61,207.54,34.14,13.54
MAY,18,18,77.38,3.67,2.74,33.41,2.96,202.74,33.78,12.88
MAY,18,19,74.40,4.01,2.85,45.02,2.31,270.65,31.81,13.88
MAY,18,20,63.17,4.37,3.07,43.13,1.65,228.10,29.21,15.59
MAY,18,21,39.27,4.32,3.48,85.15,1.42,254.49,27.54,18.13
MAY,18,22,33.03,4.55,3.15,83.22,2.77,107.36,27.11,22.88
MAY,18,23,31.18,4.64,2.87,64.44,2.67,116.72,26.42,27.29
MAY,19,0,36.58,4.75,2.75,34.15,3.63,87.27,25.11,32.61
MAY,19,1,30.10,4.40,2.76,27.64,3.19,105.61,23.56,35.58
MAY,19,2,25.22,4.43,2.75,34.53,2.49,134.23,21.93,39.34
MAY,19,3,24.19,4.53,2.76,32.79,2.35,149.95,21.42,41.41
MAY,19,4,26.81,5.03,2.81,38.49,1.55,165.16,21.11,40.44
MAY,19,5,24.51,5.02,2.90,52.03,1.41,225.94,20.03,39.51
MAY,19,6,19.16,4.62,3.00,57.02,1.72,241.81,19.26,41.04
MAY,19,7,11.26,6.32,3.26,66.11,1.62,217.27,19.43,41.97
MAY,19,8,26.43,5.42,3.16,85.29,1.95,224.45,23.31,36.05
MAY,19,9,45.96,5.15,3.00,69.80,2.34,232.35,26.19,31.15
MAY,19,10,58.90,4.92,2.94,66.34,2.13,249.28,29.18,26.11
MAY,19,11,62.40,4.60,2.89,59.64,2.61,262.15,30.61,23.15
MAY,19,12,69.57,4.16,3.00,58.93,3.38,267.03,31.51,21.29
MAY,19,13,76.68,4.17,2.96,54.64,3.35,276.45,32.42,19.06
MAY,19,14,75.95,3.53,2.86,43.23,3.07,258.65,33.29,16.25
MAY,19,15,78.83,3.12,2.84,38.97,3.08,245.83,33.72,14.93
MAY,19,16,81.76,3.01,2.83,33.94,2.64,222.72,34.38,14.15
MAY,19,17,82.86,2.86,2.87,39.86,3.01,247.61,33.88,14.11
MAY,19,18,79.44,2.68,2.93,42.00,2.99,276.60,33.05,13.61
MAY,19,19,73.89,2.61,2.93,41.87,2.84,265.33,31.66,14.34
MAY,19,20,60.14,2.89,3.19,54.81,2.15,270.61,29.50,17.65
MAY,19,21,45.92,4.27,3.38,78.34,1.94,216.70,28.18,20.49
MAY,19,22,57.84,3.52,3.04,80.88,2.96,219.62,27.63,22.66
MAY,19,23,58.93,3.36,2.98,69.91,3.03,249.10,25.88,25.28
MAY,20,0,51.62,3.07,3.00,61.09,2.01,282.62,23.95,27.99
MAY,20,1,42.10,6.13,3.12,63.99,1.62,209.70,23.15,29.64
MAY,20,2,30.17,15.26,3.17,113.02,1.68,213.68,22.10,31.01
MAY,20,3,41.89,5.18,2.97,61.93,2.22,243.97,21.58,31.84
MAY,20,4,37.84,4.76,2.97,56.71,1.88,274.86,20.65,33.07
MAY,20,5,36.96,4.57,2.95,55.47,1.64,249.51,19.70,36.04
MAY,20,6,29.85,5.07,3.07,61.03,1.53,234.21,19.07,39.01
MAY,20,7,14.67,5.10,3.22,73.12,1.52,221.29,19.31,43.35
MAY,20,8,25.45,5.24,3.12,74.82,1.76,228.34,23.55,40.53
MAY,20,9,41.85,5.20,2.96,59.28,2.71,244.16,26.42,31.88
MAY,20,10,42.54,5.03,2.83,45.67,2.66,240.74,29.11,26.60
MAY,20,11,44.27,4.67,2.76,31.19,2.71,263.07,30.78,22.52
MAY,20,12,45.71,3.91,2.77,21.70,3.37,264.45,31.67,19.90
MAY,20,13,53.40,3.78,2.77,25.74,3.76,251.05,32.05,18.96
MAY,20,14,61.78,3.52,2.79,27.98,3.57,251.05,32.69,17.93
MAY,20,15,68.35,3.48,2.81,29.84,3.30,252.49,33.53,16.94
MAY,20,16,71.32,3.33,2.86,31.24,3.71,287.71,34.20,15.84
MAY,20,17,72.77,3.23,2.84,31.20,3.16,244.02,34.16,14.32
MAY,20,18,71.32,3.27,2.84,38.60,3.85,247.06,33.18,14.34
MAY,20,19,69.47,3.24,2.88,44.09,3.77,247.72,31.74,14.74
MAY,20,20,55.90,3.19,2.98,50.60,3.47,245.74,29.71,18.02
MAY,20,21,39.58,3.73,3.06,51.82,2.95,252.57,27.96,20.98
MAY,20,22,44.49,3.68,3.01,52.00,2.98,240.11,26.62,24.64
MAY,20,23,34.79,3.91,2.92,44.92,3.50,241.16,25.62,27.44
MAY,21,0,37.83,3.94,2.92,49.76,2.70,267.91,24.26,29.25
MAY,21,1,45.80,3.77,2.94,38.16,3.39,294.90,23.41,32.39
MAY,21,2,44.01,3.84,2.92,43.78,3.19,252.43,22.94,35.15
MAY,21,3,37.11,4.30,2.89,43.62,2.75,272.95,21.79,40.34
MAY,21,4,30.45,4.03,2.87,46.51,1.97,264.49,20.50,44.02
MAY,21,5,25.19,4.38,2.88,36.42,1.37,256.15,19.58,45.45
MAY,21,6,18.07,4.56,2.98,42.91,1.29,250.07,19.27,47.55
MAY,21,7,3.57,5.70,3.45,60.52,1.40,106.14,19.30,49.62
MAY,21,8,3.71,7.88,3.47,75.39,1.30,122.91,23.77,41.15
MAY,21,9,22.33,6.76,2.98,75.03,2.33,234.19,27.26,33.44
MAY,21,10,34.83,5.96,2.79,37.18,3.13,254.11,28.95,27.56
MAY,21,11,36.73,4.66,2.75,26.23,3.80,262.12,30.53,22.44
MAY,21,12,35.45,3.93,2.75,22.42,4.24,260.13,31.01,19.40
MAY,21,13,41.64,3.62,2.78,24.83,4.34,269.35,31.82,17.53
MAY,21,14,49.95,3.65,2.79,21.04,4.67,270.35,32.56,15.45
MAY,21,15,53.57,3.22,2.74,19.12,4.51,267.20,33.13,13.45
MAY,21,16,52.95,3.09,2.75,22.19,4.63,260.45,33.67,11.70
MAY,21,17,51.91,2.91,2.74,23.66,4.63,264.42,33.63,10.98
MAY,21,18,49.63,2.74,2.78,26.25,4.43,265.62,33.12,11.61
MAY,21,19,45.46,2.73,2.78,28.82,4.22,255.06,31.88,11.97
MAY,21,20,35.77,2.69,2.84,32.04,3.59,262.78,29.34,14.17
MAY,21,21,26.10,3.28,2.97,40.17,2.85,253.70,27.52,17.44
MAY,21,22,32.79,3.50,2.91,46.42,3.56,234.94,27.03,24.03
MAY,21,23,32.29,3.45,2.92,41.69,3.09,238.60,25.57,29.43
MAY,22,0,33.51,3.59,2.87,39.22,3.41,241.66,24.83,31.49
MAY,22,1,34.16,3.71,2.86,27.44,3.36,254.94,23.87,34.31
MAY,22,2,29.38,3.80,2.87,34.16,3.47,264.31,22.46,41.37
MAY,22,3,27.31,3.94,2.90,37.90,1.94,254.01,21.01,44.81
MAY,22,4,19.54,4.57,2.89,38.67,1.83,137.78,19.95,46.46
MAY,22,5,13.01,4.55,2.92,36.93,1.47,122.34,19.11,48.51
MAY,22,6,7.27,4.73,2.98,41.65,1.43,247.10,18.60,46.39
MAY,22,7,8.47,4.64,3.01,37.30,2.31,244.81,19.69,42.14
MAY,22,8,11.73,4.93,3.01,39.25,1.97,260.06,24.61,34.85
MAY,22,9,17.73,4.87,3.04,30.25,1.90,255.32,27.74,28.79
MAY,22,10,32.21,4.75,2.81,33.27,2.62,251.68,29.04,25.38
MAY,22,11,40.48,4.16,2.70,20.69,3.12,246.79,30.07,19.15
MAY,22,12,41.76,3.65,2.71,18.43,3.80,265.08,30.63,14.94
MAY,22,13,42.49,3.12,2.67,14.27,3.74,255.07,31.21,11.80
MAY,22,14,47.24,2.95,2.70,13.78,3.58,246.08,31.96,11.53
MAY,22,15,53.00,2.95,2.70,12.77,3.60,253.46,32.57,11.04
MAY,22,16,56.47,2.89,2.70,7.23,3.80,270.36,32.93,10.99
MAY,22,17,58.00,2.78,2.72,19.37,3.24,242.95,33.41,11.32
MAY,22,18,57.60,3.03,2.74,20.93,3.66,243.31,32.77,10.99
MAY,22,19,57.94,3.16,2.79,30.54,3.35,221.90,31.33,11.43
MAY,22,20,50.63,3.13,2.94,39.76,2.58,220.83,28.85,12.72
MAY,22,21,46.89,3.52,3.01,49.45,2.56,219.81,27.08,14.77
MAY,22,22,50.39,3.57,2.92,53.05,2.86,235.79,25.86,15.01
MAY,22,23,45.26,3.51,2.88,37.29,2.66,265.71,24.65,16.17
MAY,23,0,36.03,3.54,2.89,43.20,2.16,301.09,23.03,19.90
MAY,23,1,39.69,4.74,2.92,24.00,1.53,139.19,21.70,24.16
MAY,23,2,20.40,6.39,2.89,44.43,1.30,232.13,20.44,25.59
MAY,23,3,19.69,5.35,2.89,41.88,1.57,235.19,20.55,27.34
MAY,23,4,38.64,6.44,3.03,43.87,1.27,166.74,19.55,31.56
MAY,23,5,51.68,7.38,3.15,94.14,1.68,107.87,17.94,41.17
MAY,23,6,12.47,7.11,3.01,71.45,1.73,129.13,17.05,37.59
MAY,23,7,12.24,7.12,3.10,67.63,1.46,135.16,17.88,36.48
MAY,23,8,10.60,8.97,3.58,116.32,1.44,139.02,23.16,33.88
MAY,23,9,16.38,7.40,3.08,94.65,2.09,267.38,27.79,27.94
MAY,23,10,31.96,6.11,2.83,32.84,2.57,283.99,29.37,24.00
MAY,23,11,41.62,5.44,2.77,22.39,2.55,244.79,30.98,18.35
MAY,23,12,48.33,4.85,2.78,23.51,3.08,267.56,31.44,15.35
MAY,23,13,51.75,4.45,2.76,17.11,3.09,242.25,32.00,15.06
MAY,23,14,53.56,4.30,2.78,18.73,3.62,224.80,32.53,14.23
MAY,23,15,55.16,4.32,2.82,24.52,3.92,257.05,32.99,13.37
MAY,23,16,57.98,4.11,2.77,29.19,4.21,263.84,33.25,10.83
MAY,23,17,61.14,3.85,2.72,14.42,4.16,247.50,33.09,9.78
MAY,23,18,59.00,3.57,2.79,27.47,4.49,267.99,32.55,9.81
MAY,23,19,57.14,3.45,2.75,24.44,4.23,261.66,31.03,9.07
MAY,23,20,51.33,3.51,2.94,40.09,3.25,249.02,28.68,10.78
MAY,23,21,48.05,3.83,2.99,45.97,2.91,236.69,26.88,12.21
MAY,23,22,41.18,4.00,2.98,46.48,3.00,249.65,25.47,15.07
MAY,23,23,33.49,3.97,2.90,46.74,3.42,235.23,24.30,24.15
MAY,24,0,29.33,4.27,2.91,36.87,2.78,266.99,23.23,32.53
MAY,24,1,28.22,4.23,2.91,29.57,2.03,284.13,21.88,34.12
MAY,24,2,36.17,4.06,2.90,34.94,1.98,298.17,21.13,38.65
MAY,24,3,32.01,4.08,2.88,30.61,1.67,277.00,20.43,40.57
MAY,24,4,16.75,4.36,2.95,38.77,1.49,180.33,19.45,42.40
MAY,24,5,19.62,5.05,2.83,37.54,1.65,217.97,18.92,45.23
MAY,24,6,17.13,4.77,2.91,30.91,1.57,262.76,18.54,46.95
MAY,24,7,5.71,5.28,3.23,34.87,1.72,284.51,19.51,47.06
MAY,24,8,14.29,5.07,3.03,35.65,2.11,297.34,23.74,34.27
MAY,24,9,26.29,4.99,2.95,29.49,2.04,275.25,27.14,27.65
MAY,24,10,38.28,5.06,2.92,33.70,2.91,284.16,28.07,30.37
MAY,24,11,45.59,4.67,2.86,NA,3.29,271.60,29.26,26.51
MAY,24,12,48.36,4.30,2.83,NA,2.74,230.87,30.31,22.94
MAY,24,13,51.18,3.83,2.85,NA,2.76,211.58,31.17,20.64
MAY,24,14,55.60,3.63,2.81,22.59,3.40,250.16,32.19,16.01
MAY,24,15,62.56,3.27,2.81,23.48,4.41,265.69,32.67,12.78
MAY,24,16,66.19,3.06,2.82,24.80,5.02,278.36,32.82,11.51
MAY,24,17,67.74,2.84,2.78,11.98,4.80,276.27,32.99,9.48
MAY,24,18,67.45,2.92,2.76,17.91,4.65,268.34,32.40,8.97
MAY,24,19,66.39,2.52,2.77,24.74,4.00,264.26,30.75,8.14
MAY,24,20,56.76,2.58,2.89,29.62,3.32,263.66,28.29,11.13
MAY,24,21,39.63,3.05,3.09,41.92,2.32,241.14,26.20,13.84
MAY,24,22,44.73,3.32,2.94,46.02,3.35,238.35,25.57,16.33
MAY,24,23,37.96,3.42,2.88,40.14,3.80,241.49,24.17,24.14
MAY,25,0,32.97,3.33,2.87,36.83,3.09,252.72,22.64,30.66
MAY,25,1,29.57,3.77,2.93,34.27,2.53,298.88,21.49,33.62
MAY,25,2,30.29,4.01,2.88,31.64,2.11,237.44,20.62,32.50
MAY,25,3,29.98,4.01,2.84,27.45,1.51,216.88,19.87,31.44
MAY,25,4,18.41,4.46,2.88,34.75,1.61,285.79,19.42,33.07
MAY,25,5,14.10,5.11,2.91,34.89,1.50,246.98,18.70,34.36
MAY,25,6,13.54,5.07,2.99,44.32,1.85,237.45,17.96,36.81
MAY,25,7,15.98,4.97,3.04,41.86,1.90,279.38,18.56,39.57
MAY,25,8,14.34,5.15,3.10,41.91,2.17,245.80,23.03,33.57
MAY,25,9,31.50,5.08,2.93,42.54,2.65,274.47,25.95,28.70
MAY,25,10,44.81,4.92,2.90,32.36,3.23,275.51,27.54,26.90
MAY,25,11,52.94,4.69,2.85,29.41,2.79,244.91,29.28,23.14
MAY,25,12,60.56,4.27,2.86,24.51,2.95,237.05,30.30,19.01
MAY,25,13,65.79,4.12,2.90,26.84,3.21,267.32,31.06,16.64
MAY,25,14,68.67,3.74,2.81,18.32,3.34,254.88,31.88,13.16
MAY,25,15,74.39,3.56,2.77,21.22,3.22,221.89,32.66,10.84
MAY,25,16,78.00,3.26,2.79,12.03,4.20,271.72,33.01,9.18
MAY,25,17,78.72,3.06,2.81,23.57,4.35,271.99,32.92,8.95
MAY,25,18,82.68,3.11,2.80,19.25,3.58,254.60,32.38,8.61
MAY,25,19,80.49,3.12,2.86,29.93,3.73,263.98,30.79,8.80
MAY,25,20,67.27,3.19,3.00,40.79,2.84,242.96,28.17,8.92
MAY,25,21,53.50,3.69,3.16,53.33,2.10,205.64,25.90,9.87
MAY,25,22,48.51,4.92,3.02,67.77,2.34,192.31,24.24,11.85
MAY,25,23,47.45,3.96,2.92,48.73,2.45,213.75,23.74,17.99
MAY,26,0,38.46,4.11,2.92,45.32,2.12,239.51,22.24,24.50
MAY,26,1,41.91,3.84,2.95,39.55,2.24,280.98,21.22,27.31
MAY,26,2,45.95,3.49,2.96,44.40,2.49,307.57,20.55,29.43
MAY,26,3,39.57,3.74,2.96,37.11,1.75,263.25,19.46,31.06
MAY,26,4,27.87,4.21,2.96,47.11,2.14,304.60,18.39,33.32
MAY,26,5,23.72,4.25,3.00,40.73,1.84,219.60,17.75,34.17
MAY,26,6,22.04,4.42,3.02,46.30,2.02,231.80,17.69,36.24
MAY,26,7,16.47,4.33,3.15,45.82,2.09,267.13,18.48,38.34
MAY,26,8,19.45,4.81,3.15,51.35,2.12,252.16,22.56,33.72
MAY,26,9,36.79,4.68,3.00,44.76,2.10,265.07,25.89,27.03
MAY,26,10,48.31,5.46,2.90,33.74,2.06,250.90,28.41,23.47
MAY,26,11,62.61,5.01,2.88,36.88,1.78,208.40,30.04,20.37
MAY,26,12,66.35,4.90,2.93,39.14,2.51,214.64,30.70,18.73
MAY,26,13,68.87,5.04,2.89,32.79,2.67,200.66,31.27,17.32
MAY,26,14,69.89,4.40,2.89,30.24,3.12,182.97,32.10,15.99
MAY,26,15,74.26,5.52,2.89,33.47,2.44,146.05,33.14,14.57
MAY,26,16,77.02,8.59,2.90,37.79,2.63,138.17,33.60,13.89
MAY,26,17,79.88,38.97,3.33,29.84,2.63,172.79,33.82,13.71
MAY,26,18,75.84,39.92,3.31,39.97,2.55,194.07,33.44,13.20
MAY,26,19,73.86,6.01,3.05,39.64,2.44,234.39,31.88,13.30
MAY,26,20,57.34,5.03,3.38,45.54,1.77,275.30,29.58,14.03
MAY,26,21,42.46,5.35,3.08,61.34,3.20,185.53,27.61,13.79
MAY,26,22,46.96,4.45,2.96,54.72,4.11,235.18,26.08,15.41
MAY,26,23,46.75,4.45,2.92,40.16,3.22,184.67,24.59,18.88
MAY,27,0,32.46,5.15,2.96,41.67,2.24,93.44,22.92,24.59
MAY,27,1,27.12,5.09,2.99,51.78,2.85,104.13,22.78,48.18
MAY,27,2,17.25,4.74,3.02,64.76,2.59,107.52,21.10,56.62
MAY,27,3,17.66,4.87,3.02,66.57,2.57,114.07,20.75,64.66
MAY,27,4,16.80,5.15,3.00,70.73,2.66,115.62,19.81,68.18
MAY,27,5,16.69,5.20,3.01,59.80,3.04,110.91,19.40,70.06
MAY,27,6,11.69,5.18,3.10,64.93,2.57,107.81,18.43,72.03
MAY,27,7,4.11,5.63,3.19,78.64,1.97,120.29,18.98,72.28
MAY,27,8,7.42,5.79,3.14,78.08,1.99,142.10,22.44,64.48
MAY,27,9,20.62,6.02,3.05,78.62,2.88,117.93,25.33,54.55
MAY,27,10,39.22,5.83,2.93,55.06,3.81,106.68,27.02,44.97
MAY,27,11,53.26,5.88,2.85,31.59,2.52,132.90,29.72,31.48
MAY,27,12,62.95,7.66,2.86,37.45,2.73,172.53,30.95,26.34
MAY,27,13,74.18,10.72,2.82,38.61,2.38,213.03,32.42,18.10
MAY,27,14,80.16,6.31,2.90,28.51,2.80,119.19,32.90,14.99
MAY,27,15,77.57,4.28,2.77,25.27,2.58,173.78,33.81,11.59
MAY,27,16,76.22,3.98,2.79,22.85,2.70,150.61,34.23,10.83
MAY,27,17,83.15,4.10,2.82,27.21,2.53,195.69,34.59,11.47
MAY,27,18,78.77,3.81,2.89,29.59,2.80,273.61,33.73,10.71
MAY,27,19,72.97,3.86,3.02,32.59,2.44,251.82,32.23,10.47
MAY,27,20,61.97,4.33,3.14,47.04,2.54,185.46,29.70,12.37
MAY,27,21,45.59,10.78,3.24,76.02,2.42,101.18,27.53,17.83
MAY,27,22,44.01,14.41,3.21,51.16,2.35,156.49,26.75,23.80
MAY,27,23,40.06,7.09,2.97,58.81,3.40,67.39,24.77,37.97
MAY,28,0,47.48,6.44,2.96,41.14,2.49,99.13,22.60,41.59
MAY,28,1,43.87,5.52,2.96,34.68,2.02,90.97,21.39,45.33
MAY,28,2,27.51,7.54,2.95,33.75,2.52,80.17,21.44,48.73
MAY,28,3,29.27,8.28,2.96,35.90,1.80,144.94,20.53,50.01
MAY,28,4,23.98,12.03,2.96,44.35,1.81,136.42,19.80,52.26
MAY,28,5,21.26,8.07,2.92,38.68,2.08,163.76,18.44,55.11
MAY,28,6,18.68,6.25,3.03,40.50,1.85,198.19,17.97,57.47
MAY,28,7,4.58,6.53,3.38,83.84,1.37,229.11,18.83,56.58
MAY,28,8,11.91,6.82,3.23,137.71,2.03,117.80,22.47,51.68
MAY,28,9,22.84,7.13,3.01,65.31,2.37,113.07,25.09,43.75
MAY,28,10,34.73,7.02,2.94,41.14,2.55,102.26,26.96,40.89
MAY,28,11,50.24,5.95,2.90,38.29,2.41,151.45,29.35,30.79
MAY,28,12,63.58,5.28,2.87,46.12,2.22,204.31,31.55,21.60
MAY,28,13,78.46,27.74,2.98,38.37,2.22,187.20,32.89,14.76
MAY,28,14,99.04,27.10,3.19,34.91,2.33,220.84,33.48,13.31
MAY,28,15,92.53,9.18,2.96,38.23,3.15,266.29,34.10,12.15
MAY,28,16,81.41,4.91,2.91,37.34,2.95,245.59,34.10,11.28
MAY,28,17,91.58,6.01,2.93,38.54,2.72,262.17,34.05,12.11
MAY,28,18,74.80,17.60,3.50,46.42,3.85,135.59,32.36,15.90
MAY,28,19,58.40,8.37,3.01,78.29,4.95,71.08,29.01,22.51
MAY,28,20,52.08,7.27,2.98,106.23,7.57,61.24,27.27,26.70
MAY,28,21,47.58,23.33,2.99,85.83,6.19,59.42,26.34,29.08
MAY,28,22,46.54,8.40,2.97,41.38,5.31,81.85,24.33,35.05
MAY,28,23,44.68,7.24,2.94,40.61,5.33,65.59,22.98,40.55
MAY,29,0,41.35,11.54,2.93,33.68,4.72,81.76,22.54,43.21
MAY,29,1,39.32,6.03,2.91,15.62,3.70,85.95,21.51,44.81
MAY,29,2,37.38,4.47,2.89,27.05,2.86,93.14,20.50,50.42
MAY,29,3,36.54,3.82,2.88,15.84,2.19,76.59,19.45,53.47
MAY,29,4,28.04,4.73,2.93,20.82,1.74,196.35,18.65,54.70
MAY,29,5,19.15,4.24,2.91,43.09,1.73,161.22,17.82,57.21
MAY,29,6,19.01,4.01,2.92,25.46,2.18,158.41,17.10,59.55
MAY,29,7,16.73,3.83,3.06,43.31,2.02,102.01,17.66,60.60
MAY,29,8,12.48,4.96,3.15,51.64,2.69,81.32,21.11,51.88
MAY,29,9,31.53,4.66,2.99,55.08,4.16,91.98,23.32,44.20
MAY,29,10,45.19,4.34,2.95,36.22,4.65,92.00,25.26,38.22
MAY,29,11,52.05,3.57,2.91,153.40,4.39,91.94,27.69,30.68
MAY,29,12,55.37,3.07,2.91,503.60,4.03,92.18,29.19,26.28
MAY,29,13,55.76,2.67,2.90,202.89,4.24,100.60,29.67,24.60
MAY,29,14,54.82,3.96,2.93,19.19,4.84,81.01,30.36,23.81
MAY,29,15,55.95,2.81,2.93,30.89,5.13,86.51,29.93,24.24
MAY,29,16,45.86,3.30,2.98,36.96,5.56,80.46,29.59,25.18
MAY,29,17,43.51,26.94,3.42,46.03,4.59,101.84,30.40,23.18
