DATOS HORARIOS 2019_NATIVITAS,,,,,,,,,,,,,","
,,,,,,,,,,,,,","
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,"RADSOL,"
DIC,22,14,63.65,3.54,0.06,NA,25.88,2.04,265.92,24.43,16.44,NA,"627.3,"
DIC,22,15,66.59,3.51,0.01,NA,13.85,2.17,248.91,25.39,13.12,NA,"672.86,"
DIC,22,16,72.75,19.66,0.15,NA,29.45,2.42,200.87,25.5,11.71,NA,"511.46,"
DIC,22,17,74.19,13.55,0.15,NA,34.11,2.08,269.97,24.8,11.4,NA,"280.12,"
DIC,22,18,71.76,7.67,0.21,NA,58.71,1.98,235.55,22.62,12.14,NA,"103.25,"
DIC,22,19,13.52,6.82,1.58,NA,95.46,1.4,243.93,18.3,11.93,NA,"4.06,"
DIC,22,20,1.34,11.92,4.56,NA,147.86,1.37,258.03,16.12,12.4,NA,"2.17,"
DIC,22,21,0.94,22.75,6.7,NA,228.86,1.09,294.16,13.73,16.64,NA,"2.32,"
DIC,22,22,3.01,20,4.91,NA,250.9,1.29,102.65,12.48,23.58,NA,"2.36,"
DIC,22,23,3.93,25.58,3.99,NA,234.63,1.3,230.7,10.68,22.03,NA,"2.5,"
DIC,23,0,0.2,19.35,2.72,NA,"213,39",1.48,171.32,9.9,32,NA,2.59
DIC,23,1,NA,12.67,1.5,NA,164.7,1.71,111.01,8.92,40.61,NA,"2.59,"
DIC,23,2,NA,16.67,0.9,NA,108.03,1.91,117.38,7.99,46.87,NA,"2.7,"
DIC,23,3,NA,5.08,0.75,NA,85.84,1.85,118.82,7.43,49.98,NA,"2.71,"
DIC,23,4,NA,16.85,0.69,NA,70.39,1.92,114.57,6.71,52.42,NA,"2.74,"
DIC,23,5,NA,13.4,0.59,NA,79.22,2.35,121.58,6.24,54.74,NA,"2.79,"
DIC,23,6,NA,NA,0.5,NA,65.79,2.56,107.75,5.66,56.69,NA,"2.82,"
DIC,23,7,NA,NA,0.56,NA,57.34,2.02,112.09,4.17,61.63,NA,"2.93,"
DIC,23,8,NA,5.65,0.64,NA,56.73,1.96,107.41,4.51,62.03,NA,"29.55,"
DIC,23,9,0.2,3.5,0.87,NA,51.11,2.34,105.94,8.55,51.19,NA,"200.18,"
DIC,23,10,0.2,3.5,0.6,NA,52.1,2.55,113.9,12.54,41.55,NA,"400.97,"
DIC,23,11,0.69,11.91,0.53,NA,36.78,2.67,114.93,17.14,30.93,NA,"609.79,"
DIC,23,12,16.74,NA,0.32,NA,35.2,3.04,115.7,20.42,25.16,NA,"728.41,"
DIC,23,13,30.4,NA,0.14,NA,23.08,3.19,123.5,23.21,18.83,NA,"784,"
DIC,23,14,29.64,NA,0.06,NA,9.01,3.81,105.44,24.48,12.94,NA,"617.62,"
DIC,23,15,30.55,NA,0.07,NA,9.38,3.42,88.94,25.7,11.81,NA,"678.25,"
DIC,23,16,32.64,NA,0.1,NA,11.77,3.13,83.47,26.5,11.05,NA,"519.45,"
DIC,23,17,35.35,NA,0.14,NA,17.51,2.86,105.87,26.22,11.43,NA,"322.49,"
DIC,23,18,34.18,NA,0.22,NA,30.3,2.71,121.26,24.5,11.87,NA,"113.85,"
DIC,23,19,9.67,NA,0.94,NA,66.46,2.93,90.91,20.53,12.84,NA,"4.87,"
DIC,23,20,9.68,79.79,0.34,NA,61.52,5.34,59.19,19.16,13.03,NA,"2.03,"
DIC,23,21,22.6,20.83,0.02,NA,53.38,5.4,57.2,17.33,14.73,NA,"2.18,"
DIC,23,22,23.53,NA,0.16,NA,39.72,3.45,86.79,14.66,21.54,NA,"2.31,"
DIC,23,23,25.6,NA,0.12,NA,31.62,4.08,86.82,13.34,27.72,NA,"2.35,"
DIC,24,0,28.43,NA,0.08,NA,17.33,4.23,89.54,12.62,31.95,NA,"2.35,"
DIC,24,1,26.01,4.06,0.02,NA,15.37,4.02,99.02,11.44,32.93,NA,"2.47,"
DIC,24,2,28.99,3.88,0.01,NA,9.94,4.03,98.96,10.53,35.59,NA,"2.53,"
DIC,24,3,29.2,3.6,0.02,NA,9.43,4,95.15,9.94,42.77,NA,"2.57,"
DIC,24,4,31.61,4.73,0.01,NA,10.26,2.65,97.6,10.15,46.73,NA,"2.55,"
DIC,24,5,32.24,3.58,0.01,NA,9.03,3.12,112.97,10.33,50.8,NA,"2.48,"
DIC,24,6,29.82,3.6,0.01,NA,14.78,3.67,97.06,9.65,61.03,NA,"2.57,"
DIC,24,7,27.87,3.6,0.01,NA,25,3.61,104.02,9.14,67.65,NA,"2.57,"
DIC,24,8,23.79,3.5,0.06,NA,22.21,4.05,100.67,8.94,69.13,NA,"23.37,"
DIC,24,9,22.38,4.79,0.05,NA,18.68,3.42,88.58,10.04,66,NA,"187.37,"
DIC,24,10,27.32,4.54,0.06,NA,14.65,4.56,92.18,13.44,52.33,NA,"391.74,"
DIC,24,11,32.61,3.5,0.05,NA,35.07,4.46,96.16,15.19,44.45,NA,"505.34,"
DIC,24,12,39.12,3.5,0.01,NA,7.64,4.62,87.97,17.8,34.45,NA,"707,"
DIC,24,13,46.42,3.5,0.03,NA,17.11,3.16,88.78,19.87,31.97,NA,"587.23,"
DIC,24,14,53.07,3.5,0.03,NA,22.03,2.49,89.4,21.99,27.24,NA,"477.58,"
DIC,24,15,61.74,6.12,0.01,NA,27.59,2.08,122.91,23.97,23.72,NA,"550.31,"
DIC,24,16,67.86,7.22,0.01,NA,32.47,1.55,212.96,24.67,22.37,NA,"386.81,"
DIC,24,17,70.59,20.57,0.01,NA,32.88,1.74,244.08,23.57,21.65,NA,"224.49,"
DIC,24,18,52.12,24.42,0.77,NA,51.82,1.88,304.75,21.14,23.47,NA,"44.06,"
DIC,24,19,10.7,11.65,1.75,NA,64.71,1.56,311.35,18.87,27.14,NA,"3.98,"
DIC,24,20,0.41,11.03,3.01,NA,86.35,1.58,312.48,16.6,29.27,NA,"2.13,"
DIC,24,21,0.37,13.24,3.48,NA,113.64,1.65,302.53,15.58,35.58,NA,"2.14,"
DIC,24,22,1.34,18.6,3.9,NA,180.16,1.58,188.75,14.43,43.32,NA,"2.23,"
DIC,24,23,1.67,18.6,2.06,NA,238.7,1.32,128.46,12.81,48.27,NA,"2.31,"
DIC,25,0,1.56,23.77,2.19,NA,272.02,1.59,98.36,12.4,49.89,NA,"2.33,"
DIC,25,1,1.3,14.39,1.29,NA,282.93,1.92,111.05,11.8,52.91,NA,"2.39,"
DIC,25,2,NA,21.02,1.15,NA,214.69,1.98,114.38,11.28,54.1,NA,"2.42,"
DIC,25,3,1.46,12.16,0.86,NA,155.21,2.28,84.82,11.06,54.09,NA,"2.45,"
DIC,25,4,1.38,7.08,0.91,NA,124.97,2.42,124.13,10.18,56.27,NA,"2.51,"
DIC,25,5,0.2,6.01,0.96,NA,141.17,1.8,105.98,9.32,61.47,NA,"2.59,"
DIC,25,6,1.37,5.49,0.79,NA,147.71,1.38,60.92,8.91,63.59,NA,"2.59,"
DIC,25,7,0.84,7.45,0.83,NA,134.72,1.82,106.51,8.71,65.45,NA,"2.58,"
DIC,25,8,NA,7.61,0.72,NA,139.37,2.03,137.95,7.98,67.46,NA,"34.02,"
DIC,25,9,6.11,6.03,0.42,NA,95.59,2.43,119.09,11.3,62.13,NA,"218.69,"
DIC,25,10,18.95,12.67,0.29,NA,62.46,3.02,121.85,15.97,50.02,NA,"435.41,"
DIC,25,11,37.37,9.66,0.11,NA,54.28,2.46,120.3,18.24,42.03,NA,"418.21,"
DIC,25,12,52.82,5.23,0.11,NA,40.46,1.57,220.58,22.21,35.06,NA,"546.08,"
DIC,25,13,65.57,5.35,0.14,NA,53.57,1.9,281.34,23.69,30.71,NA,"546.61,"
DIC,25,14,70.51,4.57,0.08,NA,48.2,2.6,281.9,24.87,25.62,NA,"521.85,"
DIC,25,15,71.86,4.78,0.09,NA,37.92,2.37,284.38,25.78,23.35,NA,"510.65,"
DIC,25,16,69.3,5.97,0.09,NA,44.76,2.27,271.9,25.32,22.6,NA,"393.48,"
DIC,25,17,62.5,5.58,0.13,NA,52,2.43,281.93,24.16,23.42,NA,"183.17,"
DIC,25,18,57.67,6.55,0.27,NA,51.49,2.64,270.98,22.52,26.96,NA,"62.96,"
DIC,25,19,32.78,8.16,0.87,NA,64.33,1.92,329.48,20.49,31.13,NA,"3.65,"
DIC,25,20,16.16,14.61,1.18,NA,89.05,1.25,145.79,18.72,32.1,NA,"2.06,"
DIC,25,21,3.11,24.15,2.92,NA,250.08,1.19,207.79,17.2,33.62,NA,"2.11,"
DIC,25,22,0.2,16.7,2.7,NA,302.98,1.25,324.8,16.07,40.19,NA,"2.18,"
DIC,25,23,2.22,12.79,1.59,NA,187.9,1.44,35.84,15.05,48.16,NA,"2.23,"
DIC,26,0,0.2,11.35,1.18,NA,94.85,1.59,246.87,14.36,49.55,NA,"2.26,"
DIC,26,1,NA,9.74,1.08,NA,86.45,1.53,246.03,13.5,51.58,NA,"2.29,"
DIC,26,2,NA,8.37,0.44,NA,76.88,1.58,267.65,13.38,53.46,NA,"2.31,"
DIC,26,3,0.2,8.01,0.32,NA,50.85,1.64,75.83,13.07,54.66,NA,"2.33,"
DIC,26,4,NA,8.53,0.31,NA,62.79,1.83,121.02,12.16,58.89,NA,"2.36,"
DIC,26,5,NA,8.24,0.25,NA,56.29,1.78,115.57,11.17,62.31,NA,"2.41,"
DIC,26,6,NA,6,0.28,NA,50.56,1.86,117.64,10.63,64.11,NA,"2.46,"
DIC,26,7,NA,8.37,0.41,NA,52.58,1.62,142.85,9.83,65.83,NA,"2.53,"
DIC,26,8,NA,11.04,0.72,NA,61.25,1.33,115.09,9.78,66.11,NA,"23.24,"
DIC,26,9,1.86,11.23,0.8,NA,53.88,1.65,99.74,13.99,58.07,NA,"191.54,"
DIC,26,10,31.91,13.95,0.35,NA,59.01,1.97,127.6,18.09,51.22,NA,"395.81,"
DIC,26,11,52.23,8.29,0.18,NA,48.03,1.8,153.05,21.58,41.71,NA,"563.58,"
DIC,26,12,58.63,6.42,0.11,NA,25.86,1.71,268.96,24.69,35.55,NA,"708.71,"
DIC,26,13,58.61,5.39,0.05,NA,22.26,2.31,244.64,25.96,31.07,NA,"738.4,"
DIC,26,14,40.45,3.86,0.01,NA,8,2.78,233.91,25.68,28.86,NA,"508.21,"
DIC,26,15,41.84,3.71,0.08,NA,20.03,2.79,286.08,25.27,30.36,NA,"409.88,"
DIC,26,16,40.96,3.72,0.01,NA,25.96,3.1,258.02,24.81,31.79,NA,"321.19,"
DIC,26,17,36.24,3.55,0.03,NA,26.5,3.61,262.77,23.82,34.53,NA,"218.8,"
DIC,26,18,30.67,3.5,0.02,NA,33.49,3.47,261.47,22.05,38.1,NA,"59.99,"
DIC,26,19,17.19,3.5,0.3,NA,27.85,2.2,260.04,20.2,42.74,NA,"4.77,"
DIC,26,20,10.89,6.37,0.35,NA,52.17,1.92,233.15,18.71,46.51,NA,"2.11,"
DIC,26,21,8.51,4.72,0.42,NA,44.83,1.52,201.54,17.03,49.1,NA,"2.12,"
DIC,26,22,5.99,4.58,0.41,NA,52.15,2.1,266.61,16.27,53.5,NA,"2.15,"
DIC,26,23,5.27,3.82,0.27,NA,36.4,1.76,258.67,15.48,56.1,NA,"2.22,"
DIC,27,0,5.77,3.5,0.17,NA,39.04,1.63,264.22,14.14,58.58,NA,"2.28,"
DIC,27,1,6.64,4.06,0.13,NA,26.32,1.33,273.82,13.49,61.12,NA,"2.34,"
DIC,27,2,2.07,5.08,0.1,NA,25.94,1.65,304.64,12.67,63.79,NA,"2.36,"
DIC,27,3,1.07,5.28,0.11,NA,27.61,1.22,189.76,11.63,65.42,NA,"2.39,"
DIC,27,4,0.96,5.27,0.06,NA,25.32,1.58,277.97,11.25,66.45,NA,"2.41,"
DIC,27,5,1.27,4.95,0.05,NA,24.64,1.86,313.78,11.34,70.1,NA,"2.43,"
DIC,27,6,0.61,4.71,0.32,NA,26.8,1.31,227.09,10.45,72.01,NA,"2.46,"
DIC,27,7,0.2,6.01,0.44,NA,28.88,1.6,127.15,9.99,73.74,NA,"2.51,"
DIC,27,8,NA,8.58,0.64,NA,44.82,1.85,100.32,9.08,81.01,NA,"19.25,"
DIC,27,9,0.2,10.85,0.64,NA,54.55,1.8,105.89,10.3,80.14,NA,"82.52,"
DIC,27,10,0.41,11.41,0.46,NA,47.07,2.34,115.04,13.22,72.08,NA,"260.68,"
DIC,27,11,12.2,9.76,0.24,NA,32.23,2.61,107.88,17.31,58.74,NA,"433.24,"
DIC,27,12,23.11,6.49,0.2,NA,32.24,2.16,98.46,19.08,52.71,NA,"393.86,"
DIC,27,13,28.37,5.22,0.12,NA,27.36,1.79,293.76,20.52,48.99,NA,"440.93,"
DIC,27,14,32.94,4.77,0.05,NA,7.17,2.74,261.5,23.65,38.6,NA,"630.67,"
DIC,27,15,35.31,4.13,0.01,NA,13.42,3.35,262.97,23.99,34.5,NA,"607.98,"
DIC,27,16,35.95,3.5,0.01,NA,21.19,4.16,269.95,24.2,30.53,NA,"481.87,"
DIC,27,17,36.1,3.59,0.02,NA,30.59,3.82,258.88,23.23,30.26,NA,"202.6,"
DIC,27,18,25.94,3.5,0.2,NA,34.53,3.21,285.36,21.57,33.99,NA,"56.14,"
DIC,27,19,14.88,3.83,0.32,NA,33.03,2.44,266.85,20.42,38.39,NA,"3.69,"
DIC,27,20,3.09,5.5,0.66,NA,56.58,2.28,296.57,18.63,43.98,NA,"2.05,"
DIC,27,21,NA,5.35,0.61,NA,39.84,1.51,296.71,17.01,44.47,NA,"2.17,"
DIC,27,22,NA,5.94,0.65,NA,40.91,1.56,246.98,16.7,47.32,NA,"2.22,"
DIC,27,23,3.54,5.44,0.3,NA,47.01,1.87,273.91,16.13,51.11,NA,"2.22,"
DIC,28,0,0.5,5.07,0.39,NA,34.82,1.62,287.95,14.66,54.45,NA,"2.24,"
DIC,28,1,NA,5.16,0.54,NA,33.16,1.46,246.83,13.5,56.02,NA,"2.28,"
DIC,28,2,NA,5.02,0.47,NA,43.04,1.49,275.02,12.9,58.89,NA,"2.32,"
DIC,28,3,NA,5.3,0.33,NA,36.86,1.47,297.76,11.93,61.85,NA,"2.38,"
DIC,28,4,NA,6.88,0.28,NA,29.73,1.47,110.57,10.71,68.96,NA,"2.45,"
DIC,28,5,4.22,5.86,0.22,NA,40.47,1.63,129,9.65,74.85,NA,"2.51,"
DIC,28,6,NA,4.8,0.15,NA,28.96,1.68,123.13,9.06,80.88,NA,"2.58,"
DIC,28,7,4.34,7.17,0.45,NA,34.91,1.28,90.02,8.41,84.39,NA,"2.63,"
DIC,28,8,7.29,9.25,0.65,NA,38.39,1.38,125.33,8.36,83.01,NA,"28.64,"
DIC,28,9,9.38,13.53,0.59,NA,43.3,1.42,158.86,11.75,74.69,NA,"183.65,"
DIC,28,10,6.06,12.44,0.4,NA,45.41,1.85,120.9,15.48,60.58,NA,"326.82,"
DIC,28,11,18.2,25,0.21,NA,37.2,1.67,129.68,18.92,51.71,NA,"491.8,"
DIC,28,12,32.72,17.1,0.18,NA,35.7,2.01,270.86,21.48,45.07,NA,"576.67,"
DIC,28,13,36.44,9.01,0.22,NA,46.01,1.81,351.14,21.7,41.59,NA,"533.91,"
DIC,28,14,39.12,5.49,0.12,NA,22.78,2.23,291.64,22.91,33.44,NA,"514.28,"
DIC,28,15,39.87,3.93,0.03,NA,16.07,2.31,255.88,23.83,26.22,NA,"534.26,"
DIC,28,16,42.11,4.36,0.01,NA,11.46,2.37,287.99,24.92,22.32,NA,"553.8,"
DIC,28,17,43.31,4.15,0.01,NA,15.03,2.3,273.65,24.36,21.04,NA,"258.28,"
DIC,28,18,48.25,4.76,0.11,NA,43.19,2.91,295.23,22.24,26.07,NA,"113.37,"
DIC,28,19,34.15,5.78,0.54,NA,55.88,2.3,231.47,20.09,26.06,NA,"4.28,"
DIC,28,20,13.01,5.69,0.83,NA,58.38,2.5,314.75,18.64,28.42,NA,"2.05,"
DIC,28,21,8.82,5.55,0.7,NA,50.31,2.12,316,17.58,33.7,NA,"2.15,"
DIC,28,22,1.58,7.46,0.95,NA,54.03,1.59,236.06,16,38.41,NA,"2.2,"
DIC,28,23,0.2,7.69,1.06,NA,95.61,1.4,222.12,14.12,42.22,NA,"2.27,"
DIC,29,0,NA,7.28,0.73,NA,74.7,1.43,289.44,13.74,46.76,NA,"2.28,"
DIC,29,1,0.53,9.07,0.85,NA,80.83,1.49,117.09,12.47,54.94,NA,"2.38,"
DIC,29,2,NA,8.45,0.31,NA,75.46,1.8,113.69,11.37,56.72,NA,"5.22,"
DIC,29,3,0.73,7.21,0.17,NA,42.68,1.87,106.47,10.86,57.87,NA,"6.92,"
DIC,29,4,NA,6.17,0.12,NA,38.83,1.92,129.9,9.39,61.31,NA,"5.32,"
DIC,29,5,NA,6.64,0.26,NA,31.08,1.6,109.38,9.03,65.07,NA,"2.61,"
DIC,29,6,NA,9.99,0.32,NA,46.29,1.57,101.67,8.63,66.91,NA,"2.58,"
DIC,29,7,NA,7.14,0.27,NA,46.42,2.03,127.39,8.31,66.74,NA,"4.85,"
DIC,29,8,NA,11.94,0.51,NA,48,1.88,107.95,8.39,68.08,NA,"35.09,"
DIC,29,9,0.2,21.93,0.64,NA,75.15,1.31,90.81,12.09,58.24,NA,"180.86,"
DIC,29,10,5.95,14.03,0.38,NA,60.25,1.95,100.85,14.42,49.21,NA,"283.77,"
DIC,29,11,17.18,10.28,0.18,NA,30.2,2.83,99.76,18.11,40.21,NA,"576.81,"
DIC,29,12,26.38,13.27,0.24,NA,40.09,2.78,98.45,20.86,36.99,NA,"656.83,"
DIC,29,13,38.26,5.59,0.07,NA,32.63,2.82,117.72,23.22,33.36,NA,"717.42,"
DIC,29,14,44.28,3.63,0.04,NA,14.39,2.14,255.48,25.57,28.48,NA,"587.46,"
DIC,29,15,47.43,3.55,0.05,NA,21.9,2.12,283,26.26,26.79,NA,"499.72,"
DIC,29,16,54.22,4.34,0.08,NA,13.72,1.95,172.72,27.96,22.95,NA,"507.92,"
DIC,29,17,55.13,4.48,0.01,NA,30.55,2.29,259.44,27.79,21.78,NA,"326.34,"
DIC,29,18,48.12,4.57,0.2,NA,35.4,2.36,276.48,25.84,21.84,NA,"103.81,"
DIC,29,19,27.32,8.39,0.65,NA,64.2,1.82,253.89,22.25,25.63,NA,"3.93,"
DIC,29,20,9.08,6.99,1.02,NA,103.12,2.23,179.97,20.06,31.43,NA,"6.57,"
DIC,29,21,3.64,8.54,0.75,NA,83.83,1.82,222.99,18.53,38.86,NA,"2.11,"
DIC,29,22,4.16,7.95,0.44,NA,75.16,1.65,241.14,17.62,38.22,NA,"13.26,"
DIC,29,23,0.2,6.95,0.79,NA,55.73,2.19,298.47,16.72,40.41,NA,"7.74,"
DIC,30,0,NA,8.21,0.94,NA,71.29,1.51,224.86,15.04,44.5,NA,"12.28,"
DIC,30,1,NA,9.23,0.94,NA,86.9,1.78,267.81,14.25,48.1,NA,"2.28,"
DIC,30,2,NA,9.08,0.64,NA,63.13,1.73,285.22,13.7,50.19,NA,"2.25,"
DIC,30,3,NA,9.36,0.48,NA,56.21,2.24,97.3,12.42,57.37,NA,"2.4,"
DIC,30,4,NA,10.1,0.37,NA,43.24,1.41,132.05,10.8,63.27,NA,"2.41,"
DIC,30,5,NA,9.13,0.31,NA,45.28,1.9,128.71,10.45,65.29,NA,"2.49,"
DIC,30,6,NA,8.94,0.41,NA,31.61,2.27,112.91,10.55,73.6,NA,"5.27,"
DIC,30,7,NA,8.27,0.35,NA,37.73,2.3,121.39,9.74,76.59,NA,"2.52,"
DIC,30,8,NA,7.34,0.49,NA,37.05,2.29,110.86,9.19,79.28,NA,"24.55,"
DIC,30,9,0.2,7.54,0.48,NA,30.5,2.39,101.91,12.89,67.17,NA,"191.69,"
DIC,30,10,15.46,7.79,0.37,NA,25.41,3.4,94.09,16.23,64.21,NA,"397.17,"
DIC,30,11,24.31,8.8,0.28,NA,31.74,2.72,112.78,19.27,54.91,NA,"575.52,"
DIC,30,12,37.99,7.64,0.22,NA,24.71,2.11,224.42,22.99,41.92,NA,"693.28,"
DIC,30,13,46.01,6.23,0.23,NA,20.12,2.38,251.38,24.65,34.44,NA,"747.51,"
DIC,30,14,41.87,5.44,0.1,NA,11.8,2.97,236.74,25.6,30.6,NA,"680.42,"
DIC,30,15,46.99,5.42,0.19,NA,23.14,2.42,235.18,24.35,33.22,NA,"317.6,"
DIC,30,16,41.83,5.38,0.16,NA,18.79,3.5,232.05,25.22,32,NA,"350.24,"
DIC,30,17,31.86,5.28,0.18,NA,58.45,5.1,251.84,23.11,37.89,NA,"114.81,"
DIC,30,18,24.55,5.18,0.18,NA,54.85,4.81,255.36,20.97,45.46,NA,"25.17,"
DIC,30,19,18.05,4.84,0.17,NA,49.62,4.71,256.09,19.32,50.67,NA,"3.78,"
DIC,30,20,18.34,4.92,0.23,NA,32.19,5.02,289.25,17.67,55.99,NA,"2.17,"
DIC,30,21,19.32,4.79,0.22,NA,37.75,5.7,301.05,14.93,61.69,NA,"5.13,"
DIC,30,22,25.52,4.02,0.14,NA,21.43,6.34,302.04,13.97,59.95,NA,"2.35,"
DIC,30,23,24.79,3.5,0.1,NA,11.55,3.95,280.67,12.86,65.82,NA,"2.39,"
DIC,31,0,26.1,3.5,0.05,NA,NA,2.68,263.71,12.88,65.12,NA,"2.35,"
DIC,31,1,25.43,3.5,0.02,NA,NA,2.39,165.37,12.69,64.84,NA,"2.38,"
DIC,31,2,23.04,4.33,0.01,NA,7.61,2.69,136.93,12.32,67.86,NA,"2.37,"
DIC,31,3,22.12,4.6,0.03,NA,NA,2.05,119.92,12.2,70.67,NA,"2.38,"
DIC,31,4,19.11,5.32,0.06,NA,2.14,1.79,99.66,12.24,72.43,NA,"2.37,"
DIC,31,5,15.92,4.59,0.05,NA,6.04,2.22,96.81,11.51,75.55,NA,"2.44,"
DIC,31,6,10.97,4.89,0.08,NA,8.5,2.04,116.33,11.09,77.01,NA,"2.46,"
DIC,31,7,6.13,6.15,0.23,NA,8.97,2.66,107.09,10.49,79.79,NA,"2.51,"
DIC,31,8,0.2,6.11,0.29,NA,17.32,2.02,119.5,10.58,79.15,NA,"36.48,"
DIC,31,9,5.26,7.93,0.58,NA,14.15,3,104.59,12.49,71.29,NA,"152.36,"
DIC,31,10,12.99,7.55,0.3,NA,10.95,2.89,102.78,15.11,62.04,NA,"252.08,"
DIC,31,11,13.4,8.13,0.39,NA,26.64,2.91,99.75,15.89,61.01,NA,"184.99,"
DIC,31,12,19.13,5.8,0.29,NA,12.28,2.6,115.73,18.69,51.9,NA,"458.56,"
DIC,31,13,32.26,4.27,0.1,NA,9.38,3.27,150.97,22.31,35.89,NA,"587.14,"
DIC,31,14,29.9,4.29,0.13,NA,NA,2.36,177.19,24.16,33.88,NA,"454.52,"
DIC,31,15,28.99,4.26,0.11,NA,10.06,2.93,228.32,24.58,30.42,NA,"591.39,"
DIC,31,16,28.58,4.32,0.14,NA,6.32,3.53,254.05,24.9,28.13,NA,"425.65,"
DIC,31,17,28.67,4.66,0.26,NA,21.15,3.14,272.7,23.82,30.7,NA,"222.46,"
DIC,31,18,21.63,5.06,0.38,NA,29.49,2.74,266.6,22.31,33.57,NA,"74.52,"
DIC,31,19,13.12,5.96,0.85,NA,37.72,1.53,260.27,20.73,34.75,NA,"4.84,"
DIC,31,20,0.92,10.12,1.81,NA,77.5,1.85,123.56,19.28,41.63,NA,"13.16,"
DIC,31,21,NA,11.61,1.99,NA,88.25,1.35,110.35,18.06,44.05,NA,"4.83,"
DIC,31,22,0.48,14.23,1.73,NA,135.26,1.78,110.08,17.27,49.23,NA,"2.11,"
DIC,31,23,1.77,15.21,1.9,NA,128.53,1.71,97.78,16.1,55.45,NA,"2.18,"
