DATOS HORARIOS 2021_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
MAYO,28,21,0.0269,0.0017,1.521,63,27.29,2.43,193.36,22.76
MAYO,28,22,0.0308,0.0028,1.274,62,26.81,3.36,180.09,31.24
MAYO,28,23,0.0306,0.0024,1.294,63,25.65,2.58,194.96,36.67
MAYO,29,0,0.0276,0.0022,1.278,57,23.72,2.26,140.32,42.82
MAYO,29,1,0.025,0.0021,1.251,49,22.68,2.56,197.09,45.66
MAYO,29,2,0.0275,0.0022,1.21,42,22.31,3.36,269.2,45.95
MAYO,29,3,0.0257,0.0019,1.195,34,21.16,2.68,261.46,50.87
MAYO,29,4,0.0265,0.0019,1.21,29,20.23,1.93,207.66,54.30
MAYO,29,5,0.0215,0.0019,1.22,35,20.27,2.21,234.76,55.15
MAYO,29,6,0.0185,0.0018,1.245,35,19.43,2.3,209.6,57.77
MAYO,29,7,0.0152,0.0019,1.29,45,19,2.41,242.32,59.43
MAYO,29,8,0.0145,0.0017,1.334,43,21.69,2.71,266.89,54.33
MAYO,29,9,0.023,0.0017,1.271,41,24,3.23,263.09,46.86
MAYO,29,10,0.0303,0.0019,1.271,45,26.17,3.07,253.55,40.58
MAYO,29,11,0.0358,0.0017,1.27,44,27.57,3.01,255.06,36.44
MAYO,29,12,0.0408,0.0015,1.279,41,28.78,3.09,254.62,33.07
MAYO,29,13,0.0444,0.0015,1.29,31,30,3.14,266.12,29.73
MAYO,29,14,0.0485,0.0015,1.308,47,31.03,3.31,269.12,26.15
MAYO,29,15,0.051,0.0014,1.282,42,32.37,2.91,259.24,21.34
MAYO,29,16,0.0521,0.0012,1.229,39,32.63,3.26,235.31,19.87
MAYO,29,17,0.0525,0.0011,1.309,48,32.7,3,263.27,19.93
MAYO,29,18,0.0482,0.0009,1.332,49,29.09,3.67,232.87,26.93
MAYO,29,19,0.0405,0.0019,1.319,89,26.54,4.61,104.25,32.72
MAYO,29,20,0.0356,0.0134,1.332,47,24.5,4.9,88.74,36.52
MAYO,29,21,0.0354,0.0045,1.305,44,22.86,3.27,123.72,43.91
MAYO,29,22,0.0277,0.0029,1.309,41,22.31,3.78,109.16,52.60
MAYO,29,23,0.0226,0.0025,1.27,38,21.79,4.12,82.02,56.51
MAYO,30,0,0.0236,0.0035,1.212,37,21.27,3.69,87.53,54.53
MAYO,30,1,0.0248,0.0037,1.19,32,20.43,4.05,95.11,57.31
MAYO,30,2,0.0235,0.0032,1.181,34,20.42,4.07,79.59,58.68
MAYO,30,3,0.0203,0.0063,1.184,35,19.57,2.96,117.82,62.65
MAYO,30,4,0.0148,0.0067,1.221,19,18.68,3.29,120.41,67.81
MAYO,30,5,0.0146,0.0081,1.332,44,18.35,3.83,91.73,68.96
MAYO,30,6,0.0136,0.004,1.311,40,17.89,3.08,104.53,69.95
MAYO,30,7,0.0109,0.0054,1.376,48,17.88,2.88,112.14,69.09
MAYO,30,8,0.0176,0.0049,1.294,44,19.36,4.3,99.33,61.26
MAYO,30,9,0.0222,0.003,1.278,32,21.9,4.74,96.22,52.10
MAYO,30,10,0.0288,0.0023,1.333,33,24.28,3.64,109.36,45.96
MAYO,30,11,0.0377,0.0033,1.267,36,26.43,2.75,125.92,40.45
MAYO,30,12,0.0453,0.0026,1.239,33,28.12,2.57,138.32,35.16
MAYO,30,13,0.0487,0.0025,1.241,30,29.37,2.9,141.17,31.06
MAYO,30,14,0.0489,0.0035,1.246,25,30.57,2.89,110.63,25.79
MAYO,30,15,0.0478,0.0046,1.215,29,31.02,3.39,132.48,23.23
MAYO,30,16,0.0476,0.0035,1.174,21,31.84,3.15,129.47,19.58
MAYO,30,17,0.049,0.0013,1.146,20,32.29,3.09,140.3,18.43
MAYO,30,18,0.0487,0.0016,1.209,23,31.1,3.1,107.75,21.53
MAYO,30,19,0.0447,0.0026,1.256,22,29.47,2.74,110.53,23.97
MAYO,30,20,0.0394,0.0014,1.238,115,25.58,5.53,124.43,33.11
MAYO,30,21,0.0339,0.0014,1.247,64,21.41,4.47,226.58,52.36
MAYO,30,22,0.0332,0.0013,1.233,29,20.15,2.99,208.79,56.75
MAYO,30,23,0.0291,0.0012,1.259,28,19.51,1.73,206.02,58.17
MAYO,31,0,0.0267,0.0013,1.276,19,19.86,1.76,229.48,60.56
MAYO,31,1,0.0269,0.0017,1.24,28,19.47,1.81,160.9,65.06
MAYO,31,2,0.0135,0.0018,1.228,26,18.86,2.4,119.94,68.14
MAYO,31,3,0.0176,0.002,1.166,36,18.92,2.33,125.39,66.76
MAYO,31,4,0.0148,0.0033,1.174,34,18.54,2.58,75.07,68.20
MAYO,31,5,0.0161,0.0077,1.193,38,18.16,3.01,86.02,70.33
MAYO,31,6,0.0096,0.0041,1.234,40,17.25,2.34,123.79,73.85
MAYO,31,7,0.0059,0.0039,1.464,61,17.54,2.26,77.13,73.76
MAYO,31,8,0.0104,0.0034,1.344,63,20.05,2.46,74.34,66.01
MAYO,31,9,0.0203,0.004,1.261,44,22.62,3.27,91.43,56.18
MAYO,31,10,0.0275,0.0034,1.252,44,24.27,3.38,107.62,51.20
MAYO,31,11,0.0362,0.0031,1.252,41,26.33,2.85,137.39,45.30
MAYO,31,12,0.0509,0.0055,1.29,39,27.14,2.85,180.1,42.08
MAYO,31,13,0.074,0.0092,1.232,51,28.22,2.62,129.94,38.07
MAYO,31,14,0.0718,0.0075,1.221,50,30.22,2.43,190.21,31.49
MAYO,31,15,NA,0.0044,NA,23,30.94,2.62,191.18,28.45
MAYO,31,16,0.0729,0.0053,NA,30,30.7,2.85,195.98,27.93
MAYO,31,17,NA,0.0067,NA,32,30.03,3.19,143.59,27.96
MAYO,31,18,NA,0.0084,NA,45,27.68,4.57,282.5,33.00
MAYO,31,19,NA,0.0071,NA,50,24.66,4.6,287.76,45.22
MAYO,31,20,NA,0.007,NA,55,23.54,4.1,246.46,45.88
MAYO,31,21,NA,0.0069,NA,48,20.81,4.1,186.83,56.85
MAYO,31,22,NA,0.0065,NA,45,17.08,3.68,220.66,82.86
MAYO,31,23,NA,0.0066,NA,25,16.2,4.15,268.82,91.10
