DATOS HORARIOS 2021_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR,RADSOL
SEPTIEMBRE,22,18,0.0324,0.0049,0.781,21,24.33,5.08,80.61,41.84,208.03
SEPTIEMBRE,22,19,0.0268,0.0045,0.8006,21,22.16,4.76,63.86,49.43,20.8
SEPTIEMBRE,22,20,0.0241,0.005,0.8275,26,20.17,4.1,78.32,55.9,2.41
SEPTIEMBRE,22,21,0.0204,0.0048,0.7824,16,18.69,4.12,77.44,62.5,9.99
SEPTIEMBRE,22,22,0.0198,0.0052,0.769,18,17.12,3.12,94.72,69.04,2.59
SEPTIEMBRE,22,23,0.0278,0.0051,0.7355,16,16.29,2.8,96.39,72.03,4.96
SEPTIEMBRE,23,0,0.0217,0.0043,0.6729,10,15.57,3.75,93.52,76,7.18
SEPTIEMBRE,23,1,0.0208,0.0037,0.6628,13,15,3.25,95.32,82.89,2.74
SEPTIEMBRE,23,2,0.0273,0.0034,0.672,11,14.3,2.91,103.37,86.07,4.56
SEPTIEMBRE,23,3,0.024,0.0033,0.6613,10,13.69,2.77,87.22,88.92,2.81
SEPTIEMBRE,23,4,0.0366,0.0032,0.7043,8,13.35,2.58,113.4,89.52,3.98
SEPTIEMBRE,23,5,0.0145,0.0049,0.7192,19,12.4,2.32,124.46,91.66,6.36
SEPTIEMBRE,23,6,0.009,0.0062,0.7452,25,12.24,2.94,108.12,91.98,4.05
SEPTIEMBRE,23,7,0.0053,0.0043,0.8787,24,12.11,2.4,104.64,91.84,12.37
SEPTIEMBRE,23,8,0.0111,0.005,0.8723,30,15.12,2.04,127.54,85.46,168.17
SEPTIEMBRE,23,9,0.0141,0.0085,0.8991,31,18.08,3.26,98.21,73.96,392.2
SEPTIEMBRE,23,10,0.0297,0.0049,0.7547,20,20.13,4.93,84.05,59.5,613.21
SEPTIEMBRE,23,11,0.0341,0.0036,0.758,10,21.43,4.94,80.89,53.51,774.82
SEPTIEMBRE,23,12,0.0365,0.0033,0.7346,11,22.22,5.03,85.86,50.23,857.89
SEPTIEMBRE,23,13,0.0387,0.003,0.7689,13,23.3,4.33,85.76,46.9,827.44
SEPTIEMBRE,23,14,0.0394,0.0027,0.7433,9,24.11,4.26,87.78,43.79,888.15
SEPTIEMBRE,23,15,0.0407,0.0026,0.7348,5,24.98,3.81,89.95,40.06,767.35
SEPTIEMBRE,23,16,0.0428,0.0026,0.7414,10,25.13,3.96,86.15,39.31,548.08
SEPTIEMBRE,23,17,0.0434,0.0026,0.7929,10,24.98,3.84,86.16,39.3,379.71
SEPTIEMBRE,23,18,0.0423,0.0024,0.8162,16,24.84,3.49,81.77,39.8,216.04
SEPTIEMBRE,23,19,0.0327,0.0024,0.9116,18,22.62,2.96,79.66,47.26,18.55
SEPTIEMBRE,23,20,0.0258,0.003,0.9533,22,20.68,3.27,68.43,55.3,2.33
SEPTIEMBRE,23,21,0.0225,0.0034,0.8439,19,19.14,2.64,62.67,61.1,4.21
SEPTIEMBRE,23,22,0.0168,0.0035,0.8321,15,17.8,2.36,101.91,67.45,2.6
SEPTIEMBRE,23,23,0.013,0.0033,0.7757,24,16.33,2.78,105.83,75.49,4.36
SEPTIEMBRE,24,0,0.0156,0.0035,0.7272,13,15.93,2.61,89.18,77.35,2.7
SEPTIEMBRE,24,1,0.0121,0.0033,0.7143,13,15.44,2.41,89.97,80.23,5.08
SEPTIEMBRE,24,2,0.0117,0.0032,0.7237,16,14.8,2.56,107.75,83.47,2.76
SEPTIEMBRE,24,3,0.0107,0.003,0.6865,15,14.17,2.33,76.87,85.73,2.81
SEPTIEMBRE,24,4,0.0023,0.0031,0.7208,16,13.86,2.25,92.42,87.53,2.83
SEPTIEMBRE,24,5,0.005,0.0029,0.7654,22,13.01,2.08,121.38,90.84,2.84
SEPTIEMBRE,24,6,0.0008,0.0033,0.9654,26,12.79,2.33,93.38,92.52,2.84
SEPTIEMBRE,24,7,0.0008,0.0034,1.1021,42,12.73,2.82,100.88,93.04,12.35
SEPTIEMBRE,24,8,0.0024,0.0044,1.1215,54,14.49,3.6,100.94,89,160.12
SEPTIEMBRE,24,9,0.0103,0.0039,0.9381,41,17.08,4.02,93.08,78.54,371.04
SEPTIEMBRE,24,10,0.0188,0.0034,0.8611,28,19.29,4,88.13,69.11,577.11
SEPTIEMBRE,24,11,0.0289,0.0032,0.8175,22,21.41,3.58,102.52,60.28,741.35
SEPTIEMBRE,24,12,0.0404,0.003,0.7863,13,23.78,2.82,112.75,50.02,879.19
SEPTIEMBRE,24,13,0.0465,0.0031,0.764,19,25.29,3.11,116.04,45.93,948.38
SEPTIEMBRE,24,14,0.0506,0.0028,0.7873,16,25.83,2.88,100.17,43.51,698.02
SEPTIEMBRE,24,15,0.0436,0.0027,0.7783,14,25.99,3.9,97.06,39.81,475.31
SEPTIEMBRE,24,16,0.0441,0.0028,0.8043,11,26.53,3.48,84.9,35.66,493.21
SEPTIEMBRE,24,17,0.048,0.0028,0.7541,11,27.25,3.28,86.65,32.77,392.43
SEPTIEMBRE,24,18,0.0438,0.0027,0.8584,14,25.57,2.69,136.33,38.03,93.69
SEPTIEMBRE,24,19,0.0252,0.0026,1.1344,32,21,3.12,292.45,60.14,8.27
SEPTIEMBRE,24,20,0.0126,0.0025,1.2905,39,20.46,1.8,183.25,62.45,4.1
SEPTIEMBRE,24,21,0.0155,0.0049,1.1116,42,20.31,1.89,81.15,60.16,2.42
SEPTIEMBRE,24,22,0.0093,0.0052,1.0467,32,19.19,1.6,101.7,62.11,4.2
SEPTIEMBRE,24,23,0.014,0.0041,0.7888,25,17.7,3,106.44,70.97,2.58
SEPTIEMBRE,25,0,0.0166,0.0034,0.7439,14,16.98,3.81,81.75,75.82,7.23
SEPTIEMBRE,25,1,0.0206,0.0033,0.7194,14,16.55,3.27,72.59,76.8,2.73
SEPTIEMBRE,25,2,0.0219,0.0053,0.7294,23,16.38,3.61,61.9,76.45,4.41
SEPTIEMBRE,25,3,0.0207,0.0075,0.696,16,15.77,3.42,63.99,78.82,2.7
SEPTIEMBRE,25,4,0.0175,0.0062,0.6987,15,15.24,2.03,86.58,80.58,4.52
SEPTIEMBRE,25,5,0.0072,0.0045,0.7102,18,14.02,1.25,122.11,85.83,2.74
SEPTIEMBRE,25,6,0.0066,0.0039,0.7655,18,13.26,1.43,115.49,89.93,2.85
SEPTIEMBRE,25,7,0.0056,0.0038,0.8107,21,12.98,2.04,113.36,91.57,12.66
SEPTIEMBRE,25,8,0.0118,0.0035,0.848,29,15.66,3.53,104.55,84.94,158.44
SEPTIEMBRE,25,9,0.0189,0.0033,0.8696,27,18.22,4.26,93.9,74.05,364.27
SEPTIEMBRE,25,10,0.0269,0.0033,0.8346,19,20.02,4.67,81.75,63.06,504.64
SEPTIEMBRE,25,11,0.0319,0.0029,0.7758,20,21.12,4.89,80.58,56.14,769.29
SEPTIEMBRE,25,12,0.0374,0.0029,0.8009,12,22.66,4.43,87.97,49.35,920.52
SEPTIEMBRE,25,13,0.0401,0.0028,0.7621,12,24.08,3.54,85.16,45.12,947.62
SEPTIEMBRE,25,14,0.0427,0.0029,0.7565,8,25.31,3.43,99.2,41.57,932.04
SEPTIEMBRE,25,15,0.0438,0.0027,0.7998,14,26.18,3.77,86.25,37.66,797.77
SEPTIEMBRE,25,16,0.0463,0.0042,0.8084,13,27.2,3.55,83.75,34.16,662.31
SEPTIEMBRE,25,17,0.0475,0.0035,0.7886,12,27.11,3.65,87.76,33.85,423.99
SEPTIEMBRE,25,18,0.042,0.003,0.8467,18,25.62,3.51,73.75,37.49,88.03
SEPTIEMBRE,25,19,0.0315,0.0029,0.8233,25,23.14,4.78,60.01,48.3,9.31
SEPTIEMBRE,25,20,0.0247,0.0032,0.9065,23,21.29,4.22,74.59,57.53,4.08
SEPTIEMBRE,25,21,0.0251,0.0031,0.8544,19,19.53,3.96,79.86,59.65,5.94
SEPTIEMBRE,25,22,0.0207,0.0027,0.8635,15,17.87,3.51,83.95,71.25,9.49
SEPTIEMBRE,25,23,0.0192,0.0029,0.8361,19,16.77,3.33,87.54,75.67,2.67
SEPTIEMBRE,26,0,0.0201,0.0028,0.7931,14,15.84,3.33,82.08,76.79,2.69
SEPTIEMBRE,26,1,0.0242,0.0028,0.7281,11,15.68,3.17,83.33,75.52,2.7
SEPTIEMBRE,26,2,0.0199,0.0026,0.7397,9,15.08,3.1,101.35,78.8,2.82
SEPTIEMBRE,26,3,0.0183,0.0027,0.7161,18,14.3,2.87,87.98,83.57,2.82
SEPTIEMBRE,26,4,0.0142,0.0027,0.7104,16,13.79,3.12,96.37,86.42,2.82
SEPTIEMBRE,26,5,0.0164,0.0027,0.7239,18,13.55,2.64,89.58,87.66,4.57
SEPTIEMBRE,26,6,0.0129,0.0027,0.7655,15,13.18,2.09,113.84,89.49,4.56
SEPTIEMBRE,26,7,0.0116,0.0028,0.8068,18,13.07,2.21,94.18,89.6,8.42
SEPTIEMBRE,26,8,0.0124,0.0028,0.8787,25,13.84,2.78,91.3,87.98,99.81
SEPTIEMBRE,26,9,0.0155,0.0028,0.8538,28,15.47,2.8,91.44,83.33,227.15
SEPTIEMBRE,26,10,0.0252,0.0027,0.8206,17,17.86,2.69,89.22,73.56,317.57
SEPTIEMBRE,26,11,0.0326,0.0027,0.7993,15,19.67,3.45,91.66,63.62,490.92
SEPTIEMBRE,26,12,0.0386,0.0029,0.7909,15,22.09,2.75,117.52,54.92,703.55
SEPTIEMBRE,26,13,0.0453,0.0029,0.7459,13,24.25,2.5,152.32,47.63,777.68
SEPTIEMBRE,26,14,0.0505,0.0033,0.7979,13,25.95,2.17,118.26,41.61,912.2
SEPTIEMBRE,26,15,0.0533,0.0052,0.7834,14,27.58,2.32,174.61,36.68,924.5
SEPTIEMBRE,26,16,0.054,0.0161,1.1537,13,27.97,2.32,226.15,34.49,723.12
SEPTIEMBRE,26,17,0.0466,0.0104,0.9333,17,27.7,2.99,157.94,33.95,522.29
SEPTIEMBRE,26,18,0.0423,0.0079,0.9024,14,26.07,2.57,207.99,36.42,169.03
SEPTIEMBRE,26,19,0.037,0.0041,0.9443,29,23.12,1.4,176.37,44.84,11.52
SEPTIEMBRE,26,20,0.0132,0.0038,1.7427,59,21.77,0.96,226.56,49.36,2.3
SEPTIEMBRE,26,21,0.0067,0.005,1.9901,111,20.91,0.96,175.76,52.76,2.36
SEPTIEMBRE,26,22,0.0171,0.0065,1.3623,75,20.39,1.86,187.88,56.82,2.4
SEPTIEMBRE,26,23,0.0278,0.0048,0.8925,40,19.33,2.65,170.96,66.71,2.43
SEPTIEMBRE,27,0,0.0211,0.0036,0.805,52,18.26,3.02,103.04,72.46,2.62
SEPTIEMBRE,27,1,0.0188,0.0035,0.7595,38,17.22,3.09,76.4,75.49,2.64
SEPTIEMBRE,27,2,0.0216,0.0035,0.7281,13,17.15,2.17,106.67,74.53,4.74
SEPTIEMBRE,27,3,0.0181,0.0034,0.7266,16,16.18,1.74,117.49,79.69,4.73
SEPTIEMBRE,27,4,0.0126,0.0032,0.7339,15,15.85,2.42,118.61,83.11,2.71
SEPTIEMBRE,27,5,0.0242,0.0031,0.7429,22,15.95,2.37,125.19,85.94,2.74
SEPTIEMBRE,27,6,0.0342,0.0031,0.7586,8,15.81,1.6,118.36,84.9,2.7
SEPTIEMBRE,27,7,0.0203,0.003,0.9472,17,15.33,1.81,79.5,85.92,8.71
SEPTIEMBRE,27,8,0.0182,0.0029,0.936,54,16.3,1.18,133.03,86.3,109.73
SEPTIEMBRE,27,9,0.0218,0.0043,0.992,35,19.57,1.69,105.61,73.96,303.42
SEPTIEMBRE,27,10,0.0367,0.013,0.9385,40,21.18,1.57,173.54,67.98,392.5
SEPTIEMBRE,27,11,0.0437,0.0098,0.9908,44,22.96,1.53,241.61,59.67,427.52
SEPTIEMBRE,27,12,0.0498,0.0056,0.887,35,24.16,1.93,220.76,53.68,463.06
SEPTIEMBRE,27,13,0.0562,0.0042,0.8983,31,23.98,1.7,229.59,53.71,384.37
SEPTIEMBRE,27,14,0.0595,0.0036,0.8867,34,25,1.98,222.05,49.4,456.1
SEPTIEMBRE,27,15,0.0568,0.0032,0.8579,28,25.66,2.39,241.1,47.31,542.72
SEPTIEMBRE,27,16,0.0535,0.003,0.8095,25,25.46,2.17,224.54,46.03,315.33
SEPTIEMBRE,27,17,0.049,0.0029,0.8329,27,23.66,2.51,224.89,52.7,145.95
SEPTIEMBRE,27,18,0.0448,0.0026,0.8801,29,22.92,2.31,224.76,54.89,100
SEPTIEMBRE,27,19,0.0385,0.0025,0.9058,34,21.59,2.45,229.08,59.42,11.07
SEPTIEMBRE,27,20,0.0363,0.0026,0.8829,35,20.18,3.22,194.54,64.9,2.44
SEPTIEMBRE,27,21,0.0317,0.0024,0.8404,24,18.25,3.06,192.08,76.19,2.57
SEPTIEMBRE,27,22,0.0327,0.0025,0.8256,20,17.07,3.16,225.8,82.18,2.7
SEPTIEMBRE,27,23,0.0327,0.0026,0.8729,16,15.7,1.77,102.54,89.91,2.77
SEPTIEMBRE,28,0,0.027,0.0027,0.7787,11,15.66,1.68,82.99,93.28,2.81
SEPTIEMBRE,28,1,0.0229,0.0028,0.7581,31,15.5,1.75,101.1,95.18,2.82
SEPTIEMBRE,28,2,0.0253,0.0028,0.733,20,15.21,2.46,76.76,98.08,2.79
SEPTIEMBRE,28,3,0.0281,0.0028,0.7349,13,15.12,2.42,73.03,98.89,2.8
SEPTIEMBRE,28,4,0.0247,0.0029,0.7327,10,14.98,1.8,107.13,99.16,2.85
SEPTIEMBRE,28,5,0.0246,0.0029,0.735,13,14.61,1.8,150.16,99.44,2.83
SEPTIEMBRE,28,6,0.0185,0.003,0.784,17,14.51,1.6,117.19,99.72,2.75
SEPTIEMBRE,28,7,0.0137,0.003,0.9698,18,14.66,1.82,81.97,NA,13.03
SEPTIEMBRE,28,8,0.0106,0.0031,0.9781,19,15.57,1.63,137.9,NA,83.3
SEPTIEMBRE,28,9,0.0179,0.003,0.8625,19,16.96,2.81,131.76,95.77,236.37
SEPTIEMBRE,28,10,0.0281,0.003,0.8085,16,18.19,1.66,194.48,95.54,235.55
SEPTIEMBRE,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEPTIEMBRE,28,12,0.0432,0.0037,0.8775,NA,23.8,1.43,150.63,79.75,854.69
SEPTIEMBRE,28,13,0.0491,0.0029,0.8061,8,25.22,1.75,149.17,63.91,936.68
SEPTIEMBRE,28,14,0.0508,0.0028,0.775,13,25.29,2.32,221.98,54.94,654.97
SEPTIEMBRE,28,15,0.0519,0.0028,0.8208,12,25.54,2.92,268.79,48.76,540.08
SEPTIEMBRE,28,16,0.0498,0.0026,0.8546,15,25.08,3.4,298.64,49.44,488.7
SEPTIEMBRE,28,17,0.0414,0.0027,0.7967,25,21.69,4.06,210.58,59.5,160.88
SEPTIEMBRE,28,18,0.035,0.0027,0.8036,13,20.16,3.25,209.14,64.22,107.24
SEPTIEMBRE,28,19,0.0291,0.0027,0.8722,17,19.52,2.65,220.36,68.54,23.04
SEPTIEMBRE,28,20,0.0215,0.0026,0.8206,20,18.15,2.2,163.6,75.11,20.42
SEPTIEMBRE,28,21,0.0203,0.0026,0.9029,22,18.06,2.05,205.46,75.48,41.52
SEPTIEMBRE,28,22,0.0173,0.0027,0.839,16,17.35,1.85,135.04,78.2,24.89
SEPTIEMBRE,28,23,0.0124,0.0027,0.8455,18,17.2,1.22,67.43,82.61,18.61
SEPTIEMBRE,29,0,0.0084,0.0028,0.8391,15,17.23,1.59,265.72,81.29,17.31
SEPTIEMBRE,29,1,0.012,0.0028,0.781,21,16.72,1.29,258.3,82.06,23.24
SEPTIEMBRE,29,2,0.0156,0.0029,0.7316,16,16.16,1.81,246.66,83.22,23.31
SEPTIEMBRE,29,3,0.0132,0.0029,0.7112,38,15.45,1.3,202.96,86.23,19.86
SEPTIEMBRE,29,4,0.0145,0.0029,0.7025,11,15.09,1.8,271.45,87.08,28.59
SEPTIEMBRE,29,5,0.0056,0.0028,0.7659,10,14.88,1.43,255.58,88.64,23.5
SEPTIEMBRE,29,6,0.0019,0.0029,0.8827,20,15.35,1.26,183.37,90.6,12.62
SEPTIEMBRE,29,7,0.0027,0.0029,0.9505,28,15.67,1.56,171.84,90.59,9.68
SEPTIEMBRE,29,8,0.0058,0.0029,0.9847,30,16.25,1.49,166.47,89.88,53
SEPTIEMBRE,29,9,0.0127,0.0029,0.8783,25,19.44,1.6,130.48,80.14,289.66
SEPTIEMBRE,29,10,0.0205,0.0067,0.9096,21,21.45,1.44,194.06,72.93,292.9
SEPTIEMBRE,29,11,0.0308,0.0178,1.002,45,22.21,1.46,188.34,68.37,444.5
SEPTIEMBRE,29,12,0.0438,0.0101,0.8075,36,25.81,1.99,135.72,50.93,846.53
SEPTIEMBRE,29,13,0.0473,0.0062,0.8015,23,26.3,1.89,225.07,48.13,655.96
SEPTIEMBRE,29,14,0.0505,0.0048,0.7306,16,27.43,2.32,193.93,43.16,945.67
SEPTIEMBRE,29,15,0.0561,0.0039,0.7512,14,28.62,2.1,208.06,38.27,838.5
SEPTIEMBRE,29,16,0.0562,0.0037,0.7167,15,28.99,2.29,196.55,35.94,698.58
SEPTIEMBRE,29,17,0.0491,0.0033,0.7262,19,28.04,2.32,214.47,37.15,379.38
SEPTIEMBRE,29,18,0.0419,0.0032,0.7912,25,25.96,3.17,239.82,42.08,151.14
SEPTIEMBRE,29,19,0.0294,0.0027,0.7926,22,21.45,4.49,231.69,59.22,17.59
SEPTIEMBRE,29,20,0.0257,0.0028,0.8445,15,20.3,3.4,237.12,64.68,36.14
SEPTIEMBRE,29,21,0.0245,0.0027,0.8255,11,20.01,2.87,247.45,66.17,21.46
SEPTIEMBRE,29,22,0.0212,0.0027,0.8008,15,19.52,2.36,211.62,69.81,15.55
SEPTIEMBRE,29,23,0.0318,0.0026,0.7048,11,15.83,4.18,253.05,93.3,18.23
SEPTIEMBRE,30,0,0.0278,0.0027,0.7435,NA,15.61,2.02,250.16,97.21,13.19
SEPTIEMBRE,30,1,0.0198,0.0026,0.7154,4,15.76,2.45,193.42,97.95,25.06
SEPTIEMBRE,30,2,0.033,0.0027,0.6907,6,14.22,4.79,83.27,98.51,17.82
SEPTIEMBRE,30,3,0.0363,0.0026,0.6721,NA,13.42,3.66,71.25,99.81,19.56
SEPTIEMBRE,30,4,0.0328,0.0028,0.7279,NA,13.68,1.75,144.42,99.85,21.75
SEPTIEMBRE,30,5,0.0257,0.0033,0.7545,5,13.99,1.92,247.54,99.81,17.29
SEPTIEMBRE,30,6,0.0158,0.0035,0.8598,10,13.75,2.07,216.29,NA,21.26
SEPTIEMBRE,30,7,0.0088,0.0035,0.9957,14,13.41,1.77,197.97,NA,7.91
SEPTIEMBRE,30,8,0.0143,0.0035,0.9249,19,15.67,1.56,133.88,NA,158.32
SEPTIEMBRE,30,9,0.0335,0.0045,0.8618,21,18.57,2.45,121.41,90.91,384.2
SEPTIEMBRE,30,10,0.0342,0.0045,0.7913,NA,19.83,2.9,105.77,86.57,586.61
SEPTIEMBRE,30,11,0.0394,0.0038,0.7583,NA,21.34,2.62,100.38,76.98,652.46
SEPTIEMBRE,30,12,0.0481,0.004,0.7733,12,23.45,2.27,141.17,65.46,788.13
SEPTIEMBRE,30,13,0.0513,0.0055,0.7454,9,24.48,2.37,120.91,53.47,886.36
SEPTIEMBRE,30,14,0.0524,0.0039,0.7252,13,25.77,3.01,97.77,45.16,973.55
SEPTIEMBRE,30,15,0.0593,0.0033,0.7256,5,26.49,2.87,103.66,39.76,838.4
SEPTIEMBRE,30,16,0.064,0.0029,0.7488,8,27.37,2.6,125.65,37.74,701.71
SEPTIEMBRE,30,17,0.0677,0.0031,0.7021,8,26.91,2.04,197.09,38.63,310.54
SEPTIEMBRE,30,18,0.0592,0.0042,1.0319,10,24.32,1.62,242.84,45.48,77.76
SEPTIEMBRE,30,19,0.0389,0.0041,0.9879,11,21.84,3.3,252.14,57.02,18.97
SEPTIEMBRE,30,20,0.023,0.0032,0.9266,21,19.43,3.09,244.28,70.12,17.77
SEPTIEMBRE,30,21,0.024,0.0028,0.7898,25,18.59,2.25,180.55,73.5,19.45
SEPTIEMBRE,30,22,0.0305,0.0027,0.7614,23,18.19,3.06,138.11,76.25,24.83
SEPTIEMBRE,30,23,0.0332,0.0026,0.7502,13,15.55,4.03,94.81,91.27,7.44
