DATOS HORARIOS 2021_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
MARZO,6,10,0.0256,0.0392,0.967,92,18.32,5.79,85.52,53.9
MARZO,6,11,0.0335,0.0123,0.932,93,19.69,6.28,96,48.02
MARZO,6,12,0.0392,0.01,0.928,93,21.39,6.11,91.18,41.71
MARZO,6,13,0.0449,0.0153,0.902,92,23.45,4.59,91.43,34.36
MARZO,6,14,0.051,0.0106,0.875,70,25.99,3.03,113.17,27.76
MARZO,6,15,0.0532,0.0159,0.85,59,27.64,2.72,128.04,24.71
MARZO,6,16,0.0538,0.0156,0.842,59,28.07,2.48,179.59,22.16
MARZO,6,17,0.0517,0.0507,1.02,59,29.68,2.22,155.69,17.84
MARZO,6,18,0.0515,0.0348,1.114,58,28.14,2.2,251.25,16.76
MARZO,6,19,0.0421,0.0163,1.042,60,25.6,4.37,90.7,25.02
MARZO,6,20,0.0361,0.0513,1.047,69,22.81,5.33,50.47,31.73
MARZO,6,21,0.0307,0.0257,0.912,74,20.56,5.08,61.73,33.4
MARZO,6,22,0.0259,0.0255,0.917,72,18.05,4.91,92.6,38.14
MARZO,6,23,0.0219,0.0801,0.872,79,16.19,4.81,87.63,42.35
MARZO,7,0,0.0295,0.0094,0.837,55,15.05,4.7,101.17,43.85
MARZO,7,1,0.0311,0.0066,0.818,40,13.75,4.64,95.68,46.67
MARZO,7,2,0.0311,0.0069,0.811,31,12.76,4.14,97.3,49.54
MARZO,7,3,0.0304,0.0066,0.81,34,11.85,4.24,101.38,52.81
MARZO,7,4,0.0301,0.0065,0.811,32,11.28,3.72,99.69,55.04
MARZO,7,5,0.0295,0.0062,0.812,31,10.63,3.75,109.15,57.4
MARZO,7,6,0.0272,0.0066,0.832,30,9.82,3.39,108.84,60.56
MARZO,7,7,0.024,0.0059,0.879,32,9.35,3.4,100.99,62.25
MARZO,7,8,0.0174,0.0067,0.96,45,10.12,3.17,110.99,64.93
MARZO,7,9,0.0222,0.0072,0.976,53,13,3.92,97.78,56.83
MARZO,7,10,0.0301,0.0067,0.966,49,15.98,3.88,91.52,50.03
MARZO,7,11,0.0368,0.0076,0.945,45,19.35,2.82,120.18,42.44
MARZO,7,12,0.0461,0.0112,0.986,58,23.29,2.06,211.41,33.86
MARZO,7,13,0.0521,0.0093,0.994,59,25.49,2.88,261.16,28.71
MARZO,7,14,0.0491,0.0088,0.949,57,26.81,4.07,287.17,23.97
MARZO,7,15,0.049,0.0092,0.974,48,28.38,3.56,280.47,19.29
MARZO,7,16,0.0441,0.0068,0.918,33,29.27,4.49,284.97,16.11
MARZO,7,17,0.0451,0.0064,0.882,35,29.69,3.44,286.98,15.87
MARZO,7,18,0.0433,0.0057,0.89,31,29.51,2.89,270.18,15.27
MARZO,7,19,0.0403,0.0061,0.944,41,27.25,2.49,230.58,16.74
MARZO,7,20,0.0275,0.0057,1.005,62,24.7,3.07,225.81,17.83
MARZO,7,21,0.0212,0.0062,1.152,57,22.99,2.23,210.05,18.26
MARZO,7,22,0.0154,0.0064,1.27,59,21.02,1.92,238.63,20.17
MARZO,7,23,0.0066,0.0071,1.621,66,19.7,1.94,235.91,23.38
MARZO,8,0,0.0193,0.0081,0.903,77,17.11,4.12,110.59,38.52
MARZO,8,1,0.0258,0.0067,0.839,64,14.81,4.18,107.54,50.46
MARZO,8,2,0.0289,0.0122,0.828,51,13.5,4.56,91.92,57.17
MARZO,8,3,0.0283,0.02,1.267,55,12.65,4.1,86.52,62.02
MARZO,8,4,0.0289,0.0082,0.836,58,11.49,4.72,96.85,67.48
MARZO,8,5,0.0279,0.0069,0.844,30,10.74,4.23,100.38,70.93
MARZO,8,6,0.0257,0.0066,0.86,36,10.36,3.97,99.68,72.61
MARZO,8,7,0.0245,0.0061,0.908,37,10.39,4.21,98.38,73.07
MARZO,8,8,0.021,0.0063,0.947,39,11.27,4.14,97.98,70.96
MARZO,8,9,0.0239,0.0063,0.969,51,14.08,4.66,96.38,61.38
MARZO,8,10,0.03,0.0064,0.96,56,16.54,4.77,100.05,53.4
MARZO,8,11,0.0351,0.0067,0.937,52,19.22,3.84,101.66,45.87
MARZO,8,12,0.0412,0.0172,0.901,56,22.31,2.76,137.23,37.96
MARZO,8,13,0.0447,0.0515,0.953,66,24.68,2.33,197.19,31.88
MARZO,8,14,0.0511,0.0725,1.03,67,26.54,2.37,171.99,25.22
MARZO,8,15,0.0618,0.0396,1.101,58,28.37,2.52,259.59,17.77
MARZO,8,16,0.0632,0.0191,0.987,53,29.3,2.57,232.59,15.16
MARZO,8,17,0.0594,0.0095,0.924,37,29.49,2.86,260.93,13.42
MARZO,8,18,0.0469,0.0067,0.936,35,28.73,3.13,293,12.61
MARZO,8,19,0.0283,0.006,1.159,35,26.78,2.68,300.99,12.07
MARZO,8,20,0.0166,0.0344,1.845,48,23.64,3.75,165.39,18.84
MARZO,8,21,0.0286,0.0409,0.952,86,21.1,6.2,57.69,30.45
MARZO,8,22,0.0195,0.0603,0.861,129,17.96,6.19,82.56,38.39
MARZO,8,23,0.0202,0.058,0.841,130,15.63,5.84,75.06,45.51
MARZO,9,0,0.0192,0.0826,0.825,93,13.47,6.81,76.5,56.45
MARZO,9,1,0.0241,0.0328,0.817,75,12.22,5.98,70.01,61.64
MARZO,9,2,0.0301,0.0136,0.817,29,11.68,5.13,70.19,63.41
MARZO,9,3,0.0259,0.0345,0.82,26,11.02,4.88,76.11,66.62
MARZO,9,4,0.0262,0.0352,0.818,28,10.69,4.03,80.57,67.72
MARZO,9,5,0.027,0.029,0.818,30,10.29,4.83,75.41,68.51
MARZO,9,6,0.0238,0.03,0.845,27,9.96,3.37,91.28,69.09
MARZO,9,7,0.0214,0.0131,0.934,25,9.49,2.98,95.92,70.47
MARZO,9,8,0.0147,0.0113,0.961,36,10.55,2.9,115.6,69.09
MARZO,9,9,0.0199,0.012,0.981,50,13.6,3.81,101.93,59.19
MARZO,9,10,0.0284,0.0089,0.942,41,15.82,4.19,88.78,51.45
MARZO,9,11,0.0335,0.0091,0.912,40,18.26,3.98,115.04,44.5
MARZO,9,12,0.0391,0.0118,0.908,45,21.41,2.76,150.83,36.48
MARZO,9,13,0.0431,0.044,0.989,55,24.65,2.2,198.13,28.71
MARZO,9,14,0.0611,0.057,1.161,67,26.86,2.51,247.89,21.89
MARZO,9,15,0.0651,0.0175,1.033,59,28.08,3.12,262.14,18.9
MARZO,9,16,0.0678,0.0104,0.96,49,28.93,3.34,239.85,16.08
MARZO,9,17,0.0576,0.0072,0.836,63,29.74,2.4,203.02,13.73
MARZO,9,18,0.0505,0.0065,0.917,59,28.34,2.75,262.88,14.19
MARZO,9,19,0.0387,0.007,1.29,58,25.47,1.86,227.18,16.84
MARZO,9,20,0.0167,0.0088,1.879,121,23.15,1.39,197.58,18.84
MARZO,9,21,0.019,0.0769,1.574,163,22.46,3.62,55.68,22.81
MARZO,9,22,0.0231,0.0385,0.894,75,21.55,4.1,76.21,24.12
MARZO,9,23,0.0205,0.0146,0.881,46,19.8,3.96,93.1,26.23
MARZO,10,0,0.0202,0.0082,0.832,32,18.21,3.92,93.96,28.64
MARZO,10,1,0.0259,0.0084,0.832,20,16.6,3.1,110.06,34.55
MARZO,10,2,0.0264,0.0263,0.86,39,14.84,3.09,104.53,42.67
MARZO,10,3,0.0213,0.0155,0.845,45,13.95,2.63,102.21,45.45
MARZO,10,4,0.0195,0.0159,0.83,32,12.9,2.76,101.07,50.47
MARZO,10,5,0.0192,0.0109,0.858,39,11.78,2.95,104.92,54.03
MARZO,10,6,0.0086,0.0091,0.921,33,10.98,2.73,110.6,57.64
MARZO,10,7,0.0046,0.0143,1.056,46,9.98,2.63,94.86,63.54
MARZO,10,8,0.0043,0.0086,1.112,63,11.33,2.97,87.84,59.57
MARZO,10,9,0.0086,0.0096,1.206,80,14.65,3.77,109.46,50.79
MARZO,10,10,0.0173,0.0185,1.148,87,18.23,4.06,114.6,41.95
MARZO,10,11,0.0301,0.0186,1.014,79,22.02,3.41,117.77,29.74
MARZO,10,12,0.0392,0.0137,0.964,65,25.07,2.44,134.27,23.85
MARZO,10,13,0.0487,0.0083,0.92,39,28.4,2.08,220.74,17.68
MARZO,10,14,0.0488,0.0079,0.863,36,30.01,2,239.26,12.23
MARZO,10,15,0.0441,0.007,0.781,29,30.97,2.82,161.52,9.54
MARZO,10,16,0.0373,0.008,0.771,23,30.79,3.14,129.66,7.9
MARZO,10,17,0.0429,0.0064,0.755,20,31.12,2.83,161.47,7.95
MARZO,10,18,0.0475,0.006,0.756,24,30.63,2.25,151.6,8.06
MARZO,10,19,0.0418,0.0071,0.954,35,27.9,2.28,239.33,9.04
MARZO,10,20,0.0192,0.0094,1.425,70,24.35,2.31,263.88,11.09
MARZO,10,21,0.0057,0.0093,2.173,103,21.99,1.56,229.18,12.29
MARZO,10,22,0.0074,0.0183,1.167,119,21.08,3.1,156.23,15.52
MARZO,10,23,0.0176,0.0105,0.96,103,21.61,3.04,114.16,15.01
MARZO,11,0,0.009,0.0329,0.86,85,19.71,2.81,75.02,18.39
MARZO,11,1,0.0088,0.0091,0.854,62,17.76,2.44,128.01,21.72
MARZO,11,2,0.0057,0.0278,0.901,57,16.47,2.03,161.33,24.17
MARZO,11,3,0.0051,0.0277,0.925,65,15.7,1.16,166.64,26.23
MARZO,11,4,0.0028,0.0169,0.982,62,14.46,1,200.76,27.82
MARZO,11,5,0.0025,0.0141,1.094,64,13.5,0.96,103.18,34.7
MARZO,11,6,0.0026,0.0127,1.201,68,12.71,1.09,112.05,40.77
MARZO,11,7,0.0021,0.0116,0.967,61,11.7,1.9,128.6,36.7
MARZO,11,8,0.0025,0.018,1.211,124,13.26,1.76,122.99,35.11
MARZO,11,9,0.0049,0.0115,1.191,126,17.86,2.28,120.79,30.26
MARZO,11,10,0.0144,0.0136,1.048,104,21.6,1.87,147.4,32.4
MARZO,11,11,0.0314,0.0153,0.984,82,24.76,1.93,242.65,33.48
MARZO,11,12,0.0425,0.0105,0.97,60,26.51,2.36,240.85,30.97
MARZO,11,13,0.0472,0.0085,0.901,44,27.98,2.39,234.87,24.78
MARZO,11,14,0.0499,0.0077,0.905,42,29.29,2.89,248.89,18.27
MARZO,11,15,0.049,0.0068,0.819,32,30.62,2.76,219.23,13.28
MARZO,11,16,0.0525,0.0123,0.893,36,31.06,2.61,188.19,12.28
MARZO,11,17,0.0545,0.0156,0.916,44,31.17,2.37,188.02,11.28
MARZO,11,18,0.0529,0.0094,0.804,33,30.75,1.86,186.24,11.14
MARZO,11,19,0.0499,0.0106,1.014,39,28.21,1.65,226.72,11.9
MARZO,11,20,0.0296,0.0124,1.554,65,25.1,2.33,278.86,14.42
MARZO,11,21,0.0054,0.0114,2.444,98,23.35,1.47,295.49,15.62
MARZO,11,22,0.0061,0.0233,1.738,122,22.01,2.17,159.62,18.92
MARZO,11,23,0.0123,0.0143,1.172,103,20.53,2.28,119.54,22.87
MARZO,12,0,0.0103,0.0161,0.98,102,19.79,2.39,99.41,24.22
MARZO,12,1,0.005,0.0082,0.896,66,18.2,2.57,112.34,24.8
MARZO,12,2,0.0035,0.0112,0.875,53,16.79,2.59,126.4,27.2
MARZO,12,3,0.0048,0.0165,0.875,62,16.56,2.89,131.39,29.98
MARZO,12,4,0.0069,0.02,0.937,62,16.16,2.56,139.19,32.24
MARZO,12,5,0.0062,0.0218,0.934,62,15.34,2.42,132.38,37.44
MARZO,12,6,0.0037,0.0158,0.983,65,14.44,1.74,146.74,43.5
MARZO,12,7,0.0028,0.0117,1.037,58,13.68,2.01,128.91,46.96
MARZO,12,8,0.003,0.0098,1.1,109,14.24,1.85,130.26,41.73
MARZO,12,9,0.0085,0.0082,1.136,77,18.3,2.13,116.94,38.1
MARZO,12,10,0.0192,0.0087,1.095,67,22.61,1.64,196.05,33.79
MARZO,12,11,0.0314,0.0093,1.088,68,25.08,1.73,196.98,30.56
MARZO,12,12,0.0452,0.0083,1.062,67,26.56,2.25,245.2,27.45
MARZO,12,13,0.0496,0.0072,0.943,53,27.9,2.23,223.53,24.68
MARZO,12,14,0.052,0.0067,0.927,43,28.78,2.69,224.91,22.18
MARZO,12,15,0.0558,0.0065,0.902,40,30.25,2.23,211.59,18.16
MARZO,12,16,0.0612,0.0299,1.046,53,31.13,2.36,150.37,13.29
MARZO,12,17,0.0563,0.0235,0.903,52,31.16,2.63,133.55,12.13
MARZO,12,18,0.055,0.0128,0.849,43,30.55,1.97,136.79,13.4
MARZO,12,19,0.052,0.0139,1.067,52,28.52,1.97,182.01,14.64
MARZO,12,20,0.0324,0.0121,1.589,96,25.92,2.11,261.06,17.04
MARZO,12,21,0.0158,0.0128,1.948,87,24.77,1.8,270.13,18.13
MARZO,12,22,0.026,0.0257,1.022,80,23.69,3.55,85.18,21.39
MARZO,12,23,0.0159,0.0198,1.004,76,21.19,3.35,121.74,28.69
MARZO,13,0,0.0175,0.0246,0.957,83,20.84,3.91,92.82,30.03
MARZO,13,1,0.0194,0.0075,0.891,88,19.65,4,96.97,34.53
MARZO,13,2,0.0216,0.0074,0.864,58,18.34,3.63,112.86,41.57
MARZO,13,3,0.0181,0.008,0.876,48,16.61,3.31,118.51,49.06
MARZO,13,4,0.0198,0.0075,0.885,44,15.86,3.44,109.57,56.66
MARZO,13,5,0.0188,0.0076,0.911,38,14.95,2.76,96.69,64.02
MARZO,13,6,0.0163,0.0075,0.91,41,14.07,3.31,111.53,64.73
MARZO,13,7,0.012,0.0072,0.947,46,13.14,2.85,120.65,66.36
MARZO,13,8,0.0085,0.0106,1.086,57,13.56,2.67,116.07,67.39
MARZO,13,9,0.0145,0.0082,1.073,75,16.86,3.85,105.7,58.36
MARZO,13,10,0.0256,0.0076,1.013,61,19.55,3.66,108.92,51.28
MARZO,13,11,0.0351,0.0076,0.982,60,22.58,2.66,130.69,41.89
MARZO,13,12,0.0468,0.0093,1.007,64,25.62,2.07,208.59,32.07
MARZO,13,13,0.0538,0.0087,1.003,60,27.58,2.71,266.76,26.43
MARZO,13,14,0.0559,0.007,0.925,52,28.49,3.13,263.79,22.22
MARZO,13,15,0.059,0.0066,0.958,51,30.02,3.21,275.81,18.32
MARZO,13,16,0.0617,0.007,0.95,55,30.64,2.93,237.69,16.34
MARZO,13,17,0.0596,0.0067,0.987,59,30.76,2.84,253.5,14.85
MARZO,13,18,0.0586,0.0071,0.97,62,29.8,3.08,276.49,13.79
MARZO,13,19,0.0506,0.0069,1.087,54,27.68,2.87,282.25,15.33
MARZO,13,20,0.0359,0.0068,1.268,69,25.18,2.51,251.81,21.33
MARZO,13,21,0.0363,0.0067,1.132,88,24.17,2.73,236.64,23.39
MARZO,13,22,0.0248,0.007,1.452,91,22.45,1.93,245.71,25.12
MARZO,13,23,0.0197,0.0074,1.54,84,21.35,1.75,248.97,26.9
MARZO,14,0,0.0192,0.0071,1.355,92,20.04,1.95,195.42,28.31
MARZO,14,1,0.0261,0.0089,1.06,102,18.94,1.96,202.6,29.46
MARZO,14,2,0.03,0.0079,0.904,80,17.91,2.16,229.52,30.78
MARZO,14,3,0.0279,0.0073,0.878,68,16.84,2.58,237.14,34.14
MARZO,14,4,0.0253,0.007,0.879,71,15.73,2.39,281.81,37.97
MARZO,14,5,0.0206,0.0067,0.921,65,14.79,2.32,309.81,40.04
MARZO,14,6,0.0165,0.0083,1.089,76,13.9,2.24,319.49,40.25
MARZO,14,7,0.0097,0.0079,1.14,103,13.12,2.19,315.8,42.44
MARZO,14,8,0.0066,0.0077,1.795,85,15.17,1.89,286.8,42.87
MARZO,14,9,0.0176,0.0084,1.214,93,19.37,2.29,268.63,36.15
MARZO,14,10,0.0311,0.0077,1,70,21.91,2.99,256.04,31.1
MARZO,14,11,0.0406,0.0071,0.964,45,24.44,3.13,266.5,25.29
MARZO,14,12,0.043,0.0068,0.914,41,26.38,3.56,268.47,21.44
MARZO,14,13,0.0446,0.0062,0.912,46,27.34,3.84,277.56,19.92
MARZO,14,14,0.0463,0.0062,0.929,34,28.58,3.6,271.75,18.67
MARZO,14,15,0.047,0.0063,0.92,36,29.76,3.36,268.02,17.75
MARZO,14,16,0.0446,0.0063,0.958,44,30.45,3.94,266.86,16.08
MARZO,14,17,0.0412,0.0064,0.907,44,30.26,4.27,269.37,12.98
MARZO,14,18,0.0426,0.006,0.921,41,29.43,4.08,267.96,14.88
MARZO,14,19,0.0365,0.0058,0.972,50,27.52,4.16,276.42,14.35
MARZO,14,20,0.0282,0.0061,1.073,52,25.24,3.66,274.56,16.46
MARZO,14,21,0.0243,0.0066,1.158,65,23.57,2.86,260.29,20.22
MARZO,14,22,0.0228,0.0066,1.122,70,22.42,2.7,244.02,21.44
MARZO,14,23,0.0299,0.0067,0.995,65,21.4,3.73,257.92,24.99
MARZO,15,0,0.0291,0.0065,0.948,54,20.14,2.97,264.93,29.05
