DATOS HORARIOS 2018_DIF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR,PM2.5
AGO,5,9,9.8,15.68,0.2,5.33,26.29,7.27,3.72,75.51,17.68,64.07,624.49,7.27
AGO,5,10,12.67,13.13,0.21,3.64,23.41,9.43,4.19,67.12,18.46,60.42,624.55,9.43
AGO,5,11,12.57,9.27,0.31,4.41,34.54,10.57,4.33,70.12,18.77,58.92,624.77,10.57
AGO,5,12,11.97,12.96,0.34,5.63,35.26,9.76,3.86,78.92,19.16,57.86,624.91,9.76
AGO,5,13,14.86,4.69,0.38,4.4,31.08,8.25,4.27,79.59,19.8,55.19,624.7,8.25
AGO,5,14,13.84,24.33,0.4,6.35,35.38,10.71,3.58,56.27,20.31,51.12,624.31,10.71
AGO,5,15,19.17,3.2,0.13,0.4,30.37,19.81,4,50.51,20.97,47.35,623.69,19.81
AGO,5,16,19.96,9.68,0.17,0.58,14.44,NA,2.9,65.95,22.06,44.87,623.26,NA
AGO,5,17,19.01,18.43,0.16,3.19,40.13,7.1,2.81,77.74,22.14,44.21,622.98,7.1
AGO,5,18,17.29,12.23,0.19,3.2,31.54,14.99,3.95,46.49,21.74,43.45,622.89,14.99
AGO,5,19,16.53,2.2,0.13,1.87,25.43,6.78,4.64,34.7,20.96,44.87,623.24,6.78
AGO,5,20,11.68,21.14,0.33,4.82,21.76,4.78,4.38,48.21,20.69,46.06,623.6,4.78
AGO,5,21,8.98,78.82,0.17,7.21,44.37,8.16,4.48,59.02,20.2,47.94,624.06,8.16
AGO,5,22,6.67,64.17,0.19,6.83,46.36,29.18,3.78,60.81,19.52,52.83,624.39,29.18
AGO,5,23,5.33,20.08,0.11,4.81,31.12,20.43,3.1,81.09,18.63,58.21,624.62,20.43
AGO,6,0,6.23,39.5,0.03,3.57,30.03,17.71,4.18,67.62,18.21,61.46,624.64,17.71
AGO,6,1,6.92,25.37,0.02,1.56,22.92,18.66,3.91,66.04,18,63.57,624.51,18.66
AGO,6,2,7.43,12.26,0.01,0.52,18.15,14.91,3.78,65.26,17.71,65.84,624.3,14.91
AGO,6,3,6.68,17.92,0.01,0.61,8.57,NA,3.53,78.17,17.44,67.71,623.92,NA
AGO,6,4,6.96,16.73,0.01,0.4,13.23,7.85,3.78,73.08,17.18,69.91,623.79,7.85
AGO,6,5,5.77,16.02,0.01,0.4,12.63,7.55,3.67,71.78,16.99,71.21,623.75,7.55
AGO,6,6,2.63,26.7,0.03,4.31,12.7,6.3,3.69,75.25,16.78,71.4,623.8,6.3
AGO,6,7,0.8,24.59,0.15,6.78,30.63,9.28,3.85,71.2,16.57,71.04,623.9,9.28
AGO,6,8,6.22,50.23,0.28,6.86,41.05,12.64,4.09,73.73,16.98,68.28,624.52,12.64
AGO,6,9,14.62,31.84,0.15,3.68,44.86,22.57,5.12,70.34,18.37,61.77,624.7,22.57
AGO,6,10,22.79,6.06,0.14,0.72,106.67,18.28,6.75,77.5,19.62,53.85,624.62,18.28
AGO,6,11,25.91,3.57,0.16,1.18,80.81,11.54,6.11,81.55,21.01,49.59,624.3,11.54
AGO,6,12,29.93,3.09,0.29,2.67,45.46,10.6,5.2,88.23,22.91,44.53,624.03,10.6
AGO,6,13,35.55,2.74,0.22,2.49,47.15,11.27,5.41,88.09,24.44,40.17,623.7,11.27
AGO,6,14,35.65,4.44,0.22,2.91,54.08,14.19,5.43,81.76,25.74,36.75,623.03,14.19
AGO,6,15,35.82,11.73,0.17,2.65,70.43,15.81,5.72,73.27,26.49,33.71,622.27,15.81
AGO,6,16,33.34,6.99,0.19,3.47,59.14,12.94,5.36,80.87,26.44,33.51,621.74,12.94
AGO,6,17,29.33,7.08,0.26,5.3,50.03,11.76,3.92,88.98,26.05,34.26,621.61,11.76
AGO,6,18,25.42,4.35,0.18,3.59,79.24,22.28,4.81,182.03,21.86,56.26,622.01,22.28
AGO,6,19,21.85,2.96,0.18,3.91,54.71,13.12,2.55,195.65,17.58,80.74,623.12,13.12
AGO,6,20,21,2.56,0.28,5.54,16.85,9.23,2.12,104.85,16.87,83.52,624.15,9.23
AGO,6,21,16.51,5.73,0.2,7.17,17.27,3.73,2.3,64.21,16.3,89.63,624.98,3.73
AGO,6,22,24.42,7.57,0.16,4.24,15.73,NA,2.45,81.42,15.8,90.14,625.27,NA
AGO,6,23,17.02,4.6,0.11,8.55,7,NA,2.66,107.73,15.77,90.29,625.67,NA
AGO,7,0,17.7,3.48,0.05,3.51,20.66,9.25,2.3,147.04,15.41,92.13,626.02,9.25
AGO,7,1,23.72,2.8,0.04,1.35,10.13,7.2,1.74,155.29,15.3,92.44,625.65,7.2
AGO,7,2,24.59,2.52,0.02,0.4,4.26,NA,1.96,132.11,15.32,91.58,625.33,NA
AGO,7,3,22.21,2.67,0.01,0.4,5.57,4.35,1.87,110.88,15.31,90.44,624.91,4.35
AGO,7,4,17.57,2.52,0.01,2.41,6.04,2.79,1.82,110.56,15.24,90.92,624.65,2.79
AGO,7,5,12.66,2.29,0.01,5.41,10.1,3.31,1.7,88.8,15.26,90.34,624.46,3.31
AGO,7,6,4.14,2.48,0.23,16.07,9.27,5.3,1.18,100.13,15.39,90.13,624.54,5.3
AGO,7,7,0.8,2.78,0.59,16.74,20.09,7.05,1.41,101.76,15.65,90.33,624.68,7.05
AGO,7,8,1.78,2.77,0.52,9.78,20.5,9.68,2.7,99.05,16.8,85.14,624.94,9.68
AGO,7,9,7.77,2.78,0.3,3.67,18.2,10.91,3.53,95.19,18.15,76.09,625.11,10.91
AGO,7,10,12.29,2.78,0.25,1.59,16.93,NA,3.85,94.86,19.23,68.41,625.16,NA
AGO,7,11,18.36,2.88,0.15,0.81,19.89,12.95,3.87,86.19,20.69,61.98,624.95,12.95
AGO,7,12,23.31,4.71,0.15,0.4,25.73,NA,3.54,84.18,22.15,55.2,624.67,NA
AGO,7,13,26.39,2.89,0.21,0.78,22.5,NA,2.96,90.65,23.62,48.77,624.33,NA
AGO,7,14,29.27,3.05,0.21,1.17,24.24,12.33,3.13,97.5,24.63,45.18,623.71,12.33
AGO,7,15,34.99,3.96,0.1,0.89,23.07,15.99,2.62,128.18,25.91,41.92,623.05,15.99
AGO,7,16,33.29,4.12,0.13,2.04,30.99,16.06,4.24,52.84,25.08,42.46,622.48,16.06
AGO,7,17,21.69,2.77,0.05,2.34,37.15,13.18,4.62,55.46,21.36,52.5,622.38,13.18
AGO,7,18,21.76,2.31,0.01,0.72,14.4,10.41,3.19,266.72,21.05,55.38,622.23,10.41
AGO,7,19,19.5,2.4,0.02,2.95,24.61,7.91,2.82,307.42,20.74,58.11,622.42,7.91
AGO,7,20,13.75,2.28,0.07,7.2,22.85,7.95,2.42,304.79,19.27,64.69,622.77,7.95
AGO,7,21,4.65,2.33,0.18,15.53,25.72,8.71,2.25,242.15,18.24,71.73,623.7,8.71
AGO,7,22,9.11,2.25,0.11,7.65,31.46,9.62,2.52,168.42,16.55,84.5,624.88,9.62
AGO,7,23,11.17,2.2,0.02,8.05,15.16,9.92,1.06,237.71,16.28,86.45,625.32,9.92
AGO,8,0,11.01,2.2,0.02,4.32,13.57,11.11,1.24,351.31,16.44,85.6,625.33,11.11
AGO,8,1,2.07,2.2,0.1,16.51,19.08,11.12,1.36,83.38,16.07,88.1,625.16,11.12
AGO,8,2,0.8,6.15,0.12,18.22,22.95,15.76,0.91,118.16,15.63,89.62,624.88,15.76
AGO,8,3,7.53,4.55,0.1,15.89,24.37,15.86,1.4,76.04,15.38,87.65,624.53,15.86
AGO,8,4,4.05,3.1,0.07,12.98,22.13,14.01,1.77,96.64,14.96,84.57,624.19,14.01
AGO,8,5,NA,3.39,0.11,14.47,26.05,16.81,1.6,116.19,14.33,85.85,624.11,16.81
AGO,8,6,NA,4.9,0.22,12.58,28.76,10,1.52,73.98,13.96,86.87,624.11,10
AGO,8,7,4.42,3.95,0.51,9.61,33.01,12.52,1.49,96.57,13.64,87.68,624.38,12.52
AGO,8,8,NA,5.59,0.49,8.44,33.97,15.15,2.7,120.25,14.88,83.12,625.1,15.15
AGO,8,9,NA,5.93,0.43,7.95,38.36,18.26,2.47,109.17,17.25,74.94,625.47,18.26
AGO,8,10,13.64,7.57,0.32,3.4,38.43,32.28,2.89,102.7,19.39,66.93,625.67,32.28
AGO,8,11,19.91,5,0.29,3.78,34.94,NA,3.04,96.72,20.95,62.81,625.56,NA
AGO,8,12,31.68,4.92,0.24,2.37,42.13,22.93,2.31,106.69,22.62,54.28,625.09,22.93
AGO,8,13,38.78,25.28,0.17,2.65,35.18,27.94,1.9,110.42,23.55,49.37,624.6,27.94
AGO,8,14,48.78,30.7,0.39,0.4,41.44,27.58,1.89,279.52,24.7,44.75,623.9,27.58
AGO,8,15,57.9,30.01,0.39,0.66,35.67,29.66,1.89,284.91,26.02,39,623.07,29.66
AGO,8,16,61.29,17.24,0.24,0.4,41.82,33.19,2.02,273.89,26.86,38.04,622.37,33.19
AGO,8,17,43.27,18.38,0.23,3.26,47.96,NA,2.95,83.22,26.2,40.92,621.79,NA
AGO,8,18,29.48,32.96,0.5,7.86,126.16,26.55,3.34,57.92,24.3,47.1,621.73,26.55
AGO,8,19,24.01,11.28,0.38,11.62,78.27,23.24,3.21,131.12,22.5,52.16,622.23,23.24
AGO,8,20,26.7,3.41,0.26,12.41,35.44,17.28,3.29,140.71,20.17,51.16,622.88,17.28
AGO,8,21,19.9,3.48,0.28,15.22,40.27,10.58,2.24,115.3,19.08,59.76,623.7,10.58
AGO,8,22,15.97,3.37,0.13,13.39,35.07,18.81,1.99,275.37,17.48,73.95,624.78,18.81
AGO,8,23,23.01,2.95,0.04,4.51,25.99,17.13,2.25,263.48,16.24,84.47,625.26,17.13
AGO,9,0,24.42,2.64,0.01,3.04,11.84,NA,1.73,301.35,15.79,84.72,625.51,NA
AGO,9,1,19.85,2.49,0.01,7.59,24.3,15.87,1.04,277.86,15.75,85.39,625.27,15.87
AGO,9,2,20.4,2.54,0.01,6.21,19.41,NA,0.99,333.71,16.25,82.31,625.04,NA
AGO,9,3,9.66,2.35,0.07,16.44,18.32,17.75,1.41,251.24,15.86,83.64,624.71,17.75
AGO,9,4,6.59,2.32,0.06,14.49,24.73,15.12,1.44,274.4,15.38,85.65,624.55,15.12
AGO,9,5,1.68,2.2,0.07,15.77,26.18,21.31,1.19,262.85,15,89.12,624.77,21.31
AGO,9,6,0.8,2.28,0.26,18.34,31.28,20.62,1.32,177.66,15.27,86.29,624.95,20.62
AGO,9,7,7.3,2.44,0.35,17.86,44.64,24.18,1.74,204.33,15.16,86.62,625.11,24.18
AGO,9,8,14.55,2.2,0.23,9.43,30.06,19.22,1.49,266.23,15.51,86.85,625.51,19.22
AGO,9,9,12.28,2.24,0.29,9.75,34.57,20.45,1.32,164.23,16.82,80.1,625.81,20.45
AGO,9,10,9.88,3.6,0.45,10.15,45.21,21.29,2.2,110.82,18.18,73.92,625.9,21.29
AGO,9,11,20.49,3.12,0.32,4.88,45.37,20.19,3.43,92.35,20.25,63.85,625.78,20.19
AGO,9,12,32.81,3.23,0.27,2.2,33.89,30.12,2.97,104.53,21.58,55.07,625.5,30.12
AGO,9,13,43.95,5.69,0.19,1.64,40.81,38.11,2.48,119.64,23.39,48.1,624.98,38.11
AGO,9,14,46.53,29.78,0.2,3.2,38.78,NA,2.44,96.3,24.74,42.33,624.26,NA
AGO,9,15,49.99,60.1,0.31,4.98,45.68,30.06,2.18,83.29,25.87,37.79,623.23,30.06
AGO,9,16,50.36,10.52,0.13,0.71,32.79,NA,2.41,135.47,26.81,33.11,622.7,NA
AGO,9,17,41.84,13.68,0.22,4.23,45.86,22.17,4.52,63.27,23.36,44.24,622.66,22.17
AGO,9,18,35.29,10.88,0.38,13.32,41.23,10.75,2.94,133.76,21.63,48.44,623.05,10.75
AGO,9,19,29.98,4.14,0.22,13.54,47.06,17.83,2.68,274.6,20.42,55.2,623.39,17.83
AGO,9,20,24.85,2.65,0.16,12.81,28.56,11.55,2.44,300.81,18.36,64.49,624.17,11.55
AGO,9,21,22.16,5.66,0.2,13.27,30.3,10.67,3.65,76.75,18.26,64.93,625.04,10.67
AGO,9,22,29.92,2.89,0.08,2.17,40.68,16.12,4.82,87.98,15.03,86.01,626.06,16.12
AGO,9,23,20.08,2.53,0.06,11.23,14.05,9.84,2.61,114.96,14.75,88.91,626.43,9.84
AGO,10,0,17.45,3.23,0.06,15.68,14.68,11.07,2.37,91.44,14.62,90.25,626.03,11.07
AGO,10,1,22.05,2.43,0.01,8.25,4.86,NA,1.84,87.43,14.85,89.8,625.73,NA
AGO,10,2,20.39,2.2,0.01,7.26,9.67,7.17,1.28,120.91,15.26,86.55,625.47,7.17
AGO,10,3,7.08,2.2,0.01,15.06,18.36,7.77,1.17,285.37,14.74,90.24,625.35,7.77
AGO,10,4,9.23,3.05,0.03,11.62,15.34,10.14,0.81,174.62,14.67,90.83,625,10.14
AGO,10,5,0.8,3.1,0.08,18.58,25.57,21.89,1.24,229.67,14.36,90.9,625.01,21.89
AGO,10,6,NA,3.35,0.29,21.42,24.72,18.18,0.86,167.4,14.06,92.08,625.09,18.18
AGO,10,7,NA,3.58,0.61,22.3,28.67,18.52,1.37,65.02,14.39,92.24,625.17,18.52
AGO,10,8,NA,4.76,0.72,19.09,47.93,30.16,1.18,311.63,14.89,90.62,625.41,30.16
AGO,10,9,5.99,6.44,0.4,16.54,28.45,22.33,1.1,281.95,17.37,79.5,625.53,22.33
AGO,10,10,17.76,57.66,0.31,16.84,41.55,23.39,1.44,92.91,19.46,68.44,625.67,23.39
AGO,10,11,22.85,35.42,0.24,7.72,41.23,42.36,1.7,85.77,20.83,62.02,625.64,42.36
AGO,10,12,32.81,32.71,0.17,5.11,36.71,24.05,1.58,95.06,21.9,55.86,625.4,24.05
AGO,10,13,44.07,25.79,0.18,3.29,35.64,19.76,1.93,221.75,23.29,52.02,624.94,19.76
AGO,10,14,58.27,28.78,0.24,4.12,34.7,27.39,2,222.09,24.91,45.36,624.22,27.39
AGO,10,15,68.38,18.19,0.15,2.18,37.94,35.18,2.15,252.42,26.07,39.97,623.4,35.18
AGO,10,16,61.68,7.24,0.04,0.4,29.51,NA,2.29,255.36,26.2,38.14,622.99,NA
AGO,10,17,49.67,7.43,0.34,9.8,51.56,23.35,2.79,158.33,22.88,55.67,623.02,23.35
AGO,10,18,35.44,6.13,0.58,19.83,43.8,NA,2,157.38,21.23,66.86,623.03,NA
AGO,10,19,31.34,23.16,0.47,14.39,36.87,NA,5.81,55.24,19.25,62.57,623.71,NA
AGO,10,20,26.56,9.74,0.24,14.92,34.13,11.58,2.93,145.84,14.98,87.08,624.57,11.58
AGO,10,21,29.94,4.29,0.08,9.56,7.93,NA,1.99,255.53,14.71,87.85,624.86,NA
AGO,10,22,29.69,3.78,0.03,6.02,11.69,8.63,1.29,291.98,14.63,88.37,625.49,8.63
AGO,10,23,18.08,3.7,0.1,13.24,11.79,8.4,1.34,307.04,15.08,88.24,625.84,8.4
AGO,11,0,11.3,3.54,0.12,17.42,15.56,NA,1.4,288.39,15.46,86.52,625.95,NA
AGO,11,1,9.59,3.33,0.03,13.74,22.21,11.17,1.72,257.2,15.08,89.22,625.68,11.17
AGO,11,2,10.21,2.76,0.01,11.79,18.56,11.91,1.58,260.38,15,89.09,625.15,11.91
AGO,11,3,2.32,2.57,0.04,19.44,12.89,NA,1.07,270.46,14.98,89.18,624.86,NA
AGO,11,4,5.02,2.62,0.06,19.03,18.2,12.68,1.04,294.53,14.94,88.69,624.73,12.68
AGO,11,5,5.4,2.48,0.07,14.6,23.74,17.42,1.42,233.7,14.51,90.08,624.82,17.42
AGO,11,6,2.12,2.37,0.15,18.27,18.2,12.14,1.34,253.52,14.52,89.48,625.02,12.14
AGO,11,7,0.8,2.38,0.34,20.95,17.41,16.52,0.72,282.94,14.43,89.57,625.17,16.52
